t_s,x_w_mm,y_w_mm,z_w_mm,qx,qy,qz,qw,x_w_mean_m,y_w_mean_m,z_w_mean_m
0.005528397,0.051422,0.98468,1.032849,-0.048267142,-0.049337078,-0.008932486,0.997575234,-0.000580288,0.00168222,1.740667309
0.022195064,0.061066,0.872287,0.884703,0.053063884,0.05450139,-0.008755752,0.99706427,-0.000580288,0.00168222,1.740667309
0.03886173,0.067564,0.739648,0.359091,0.051904034,0.055083178,-0.008691792,0.997093911,-0.000580288,0.00168222,1.740667309
0.055528397,0.07076,0.599055,-0.018937,0.037871306,0.041598084,-0.008523073,0.998380048,-0.000580288,0.00168222,1.740667309
0.072195064,0.079865,0.456381,-0.501193,-0.045111539,-0.047081887,-0.008136642,0.997838684,-0.000580288,0.00168222,1.740667309
0.08886173,0.064288,0.315884,1.528505,0.040126578,0.039761932,-0.008492829,0.998367026,-0.000580288,0.00168222,1.740667309
0.105528397,0.059349,0.149141,0.574816,-0.046098213,-0.044951565,-0.008115403,0.997892004,-0.000580288,0.00168222,1.740667309
0.122195064,0.030785,-0.012811,2.146452,0.036916027,0.039311968,-0.008897882,0.998505185,-0.000580288,0.00168222,1.740667309
0.13886173,0.019045,-0.180557,0.895065,-0.053374604,-0.059897407,-0.008743323,0.996738184,-0.000580288,0.00168222,1.740667309
0.155528397,-0.005071,-0.2932,1.776704,-0.049753102,-0.05825327,-0.00905659,0.997020142,-0.000580288,0.00168222,1.740667309
0.172195064,-0.02416,-0.341789,2.54116,-0.045534827,-0.056337081,-0.009386404,0.997328736,-0.000580288,0.00168222,1.740667309
0.18886173,-0.050268,-0.39883,3.001642,-0.041762761,-0.052646234,-0.009877261,0.997690676,-0.000580288,0.00168222,1.740667309
0.205528397,-0.074843,-0.458255,0.64852,-0.047227574,-0.055312966,-0.009936704,0.997302007,-0.000580288,0.00168222,1.740667309
0.222195064,-0.08075,-0.485936,-0.364089,-0.051248028,-0.057377229,-0.009803362,0.996988158,-0.000580288,0.00168222,1.740667309
0.23886173,-0.082072,-0.514978,-0.118541,-0.05047909,-0.056409379,-0.009933696,0.997081323,-0.000580288,0.00168222,1.740667309
0.255528397,-0.076443,-0.541316,0.473074,-0.048332038,-0.055388532,-0.009994608,0.997244319,-0.000580288,0.00168222,1.740667309
0.272195064,-0.06178,-0.548167,0.727017,-0.046995461,-0.056733636,-0.009882806,0.997233699,-0.000580288,0.00168222,1.740667309
0.28886173,-0.04707,-0.542487,0.853764,-0.045693415,-0.058396028,-0.009578482,0.997201218,-0.000580288,0.00168222,1.740667309
0.305528397,-0.026377,-0.521786,0.571554,-0.046599335,-0.060869057,-0.009079979,0.997016055,-0.000580288,0.00168222,1.740667309
0.322195064,-0.00457,-0.506915,-0.231473,-0.048639505,-0.063308133,-0.008947551,0.996767887,-0.000580288,0.00168222,1.740667309
0.33886173,0.008328,-0.502133,-0.353637,-0.049539491,-0.063147277,-0.008893123,0.996734254,-0.000580288,0.00168222,1.740667309
0.355528397,0.02783,-0.49487,-0.367718,-0.038150746,-0.048459667,-0.008654758,0.998058754,-0.000580288,0.00168222,1.740667309
0.372195064,0.030269,-0.486075,-0.00217,0.047914871,0.059900083,-0.008527529,0.997017265,-0.000580288,0.00168222,1.740667309
0.38886173,0.041268,-0.492304,-0.220704,0.048565503,0.059581686,-0.008323433,0.997006587,-0.000580288,0.00168222,1.740667309
0.405528397,0.040762,-0.505353,-0.840927,0.045581079,0.054633527,-0.008188403,0.997431949,-0.000580288,0.00168222,1.740667309
0.422195064,0.03918,-0.50637,-0.540587,-0.049029855,-0.062203942,-0.008433758,0.99682276,-0.000580288,0.00168222,1.740667309
0.43886173,0.020772,-0.480965,-0.514631,-0.047836949,-0.062889481,-0.008876044,0.996833865,-0.000580288,0.00168222,1.740667309
0.455528397,0.001838,-0.442825,0.324456,-0.043822071,-0.061996463,-0.009400059,0.997069558,-0.000580288,0.00168222,1.740667309
0.472195064,-0.015843,-0.378806,1.061153,-0.040397742,-0.059828629,-0.009466121,0.997345953,-0.000580288,0.00168222,1.740667309
0.48886173,-0.022884,-0.320249,-0.235429,-0.045047104,-0.062657138,-0.009112156,0.996976334,-0.000580288,0.00168222,1.740667309
0.505528397,-0.028049,-0.253118,-0.070989,-0.042975381,-0.062071816,-0.00936728,0.997102031,-0.000580288,0.00168222,1.740667309
0.522195064,-0.035193,-0.167522,-0.937833,-0.047158954,-0.063557391,-0.009250595,0.996820404,-0.000580288,0.00168222,1.740667309
0.53886173,-0.037459,-0.061049,-0.038622,-0.039888106,-0.061382848,-0.009789295,0.997268898,-0.000580288,0.00168222,1.740667309
0.555528397,-0.034675,0.057329,0.182984,-0.039002378,-0.061316508,-0.009919799,0.997306722,-0.000580288,0.00168222,1.740667309
0.572195064,-0.025362,0.185266,-1.290225,-0.044492803,-0.06565162,-0.00927856,0.996806984,-0.000580288,0.00168222,1.740667309
0.58886173,-0.009094,0.336075,-1.131464,-0.040302676,-0.065390095,-0.009647549,0.996998874,-0.000580288,0.00168222,1.740667309
0.605528397,0.012496,0.494955,-3.056652,-0.045323347,-0.069068386,-0.009198176,0.996539385,-0.000580288,0.00168222,1.740667309
0.622195064,0.034187,0.650811,-3.093845,-0.044136039,-0.067858872,-0.009311233,0.996674714,-0.000580288,0.00168222,1.740667309
0.63886173,0.065819,0.810191,-3.08451,-0.047453146,-0.065506992,-0.008783022,0.996684449,-0.000580288,0.00168222,1.740667309
0.655528397,0.094292,0.946796,-2.427445,-0.046683604,-0.063505301,-0.008482991,0.996852926,-0.000580288,0.00168222,1.740667309
0.672195064,0.115814,1.091523,-2.177926,-0.044516265,-0.063050765,-0.008351564,0.996982023,-0.000580288,0.00168222,1.740667309
0.68886173,0.129226,1.236724,-1.801015,-0.046126129,-0.062948349,-0.007936531,0.996918701,-0.000580288,0.00168222,1.740667309
0.705528397,0.138937,1.351934,-0.389018,-0.04313516,-0.060941578,-0.007788831,0.997178427,-0.000580288,0.00168222,1.740667309
0.722195064,0.136195,1.43463,0.108899,-0.042745057,-0.059770365,-0.007891748,0.997265303,-0.000580288,0.00168222,1.740667309
0.73886173,0.127139,1.483583,0.832931,-0.043799245,-0.057430027,-0.008239386,0.997354265,-0.000580288,0.00168222,1.740667309
