frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.003189472,-0.00073018,-0.00172103,1.7834874,-0.04537689,0.00661226,-0.00526245,0.99893419,0.083179
1,0.019929566,-0.00073362,-0.00170238,1.78346901,-0.05132778,0.00546163,-0.0049649,0.99865458,0.044254
2,0.036288481,-0.00073491,-0.00176352,1.78335283,-0.05693726,0.00612551,-0.00498012,0.99834655,0.048361
3,0.053263095,-0.00073427,-0.00190492,1.78347069,-0.06008394,0.00626081,-0.00532458,0.99815949,0.084913
4,0.07032975,-0.00073246,-0.00211734,1.78319892,-0.06384225,0.00753246,-0.00585783,0.99791438,0.188203
5,0.086609607,-0.0007265,-0.00236672,1.78315767,-0.06450668,0.0074306,-0.00686899,0.99786597,0.127894
6,0.108822142,-0.00072584,-0.00264582,1.78355572,-0.06501975,0.00760088,-0.0078192,0.99782439,0.144983
7,0.119978905,-0.00072411,-0.00292691,1.78319007,-0.06597643,0.00739537,-0.00872405,0.99775564,0.087025
8,0.13799145,-0.00072181,-0.00319028,1.78324441,-0.06417076,0.00891774,-0.00948926,0.99785397,0.077712
9,0.153289123,-0.00072266,-0.0034202,1.78306758,-0.06296579,0.00800986,-0.01012122,0.99793222,0.053915
10,0.173461547,-0.00071977,-0.00359291,1.78320925,-0.05919366,0.00814769,-0.01042411,0.99815884,0.119159
11,0.187028868,-0.00072276,-0.00370202,1.78329746,-0.05560809,0.00741725,-0.01056595,0.99836921,0.096708
12,0.204986743,-0.00072284,-0.00373685,1.78338486,-0.05037178,0.00891651,-0.01072114,0.99863318,0.139184
13,0.220243861,-0.000726,-0.00370226,1.78353249,-0.04461743,0.00742149,-0.01035679,0.99892289,0.114084
14,0.237564344,-0.00073066,-0.0036074,1.78328438,-0.04347626,0.00824418,-0.00991063,0.99897128,0.162474
15,0.253645266,-0.00072977,-0.00347556,1.78334409,-0.0418902,0.00703731,-0.00904927,0.99905645,0.142005
