t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.005332,-0.065365,-0.004628,-0.063331,-0.004008
0.021999,-0.059993,-0.002569,-0.060086,-0.002750
0.038665,-0.054839,-0.003496,-0.054990,-0.003596
0.055332,-0.050072,-0.004924,-0.049871,-0.004315
0.071999,-0.040226,0.005278,-0.040306,0.005403
0.088665,-0.030904,0.016721,-0.031139,0.015854
0.105332,-0.025065,0.010412,-0.024925,0.010314
0.121999,-0.015921,0.000786,-0.015717,0.001256
0.138665,-0.002536,-0.000334,-0.002585,-0.000002
0.155332,0.009722,0.005268,0.009606,0.004782
0.171999,0.018841,0.002384,0.018593,0.002627
0.188665,0.022461,0.003362,0.022689,0.003118
0.205332,0.029537,-0.000512,0.029707,-0.000353
0.221999,0.039148,-0.001773,0.039018,-0.001809
0.238665,0.045528,-0.003557,0.045395,-0.003679
0.255332,0.048274,-0.006732,0.048359,-0.006766
0.271999,0.051333,-0.008960,0.051347,-0.008613
0.288665,0.053643,-0.003357,0.053656,-0.003107
0.305332,0.055292,0.007107,0.055194,0.006694
0.321999,0.054506,0.009008,0.054505,0.008676
0.338665,0.053389,0.003426,0.053545,0.003565
0.355332,0.054865,-0.000120,0.054935,0.000113
0.371999,0.057023,0.001294,0.056866,0.001335
0.388665,0.055310,0.004452,0.055188,0.004491
0.405332,0.050336,0.008640,0.050384,0.008490
0.421999,0.045676,0.009687,0.045819,0.009721
0.438665,0.043471,0.010348,0.043475,0.010384
0.455332,0.041222,0.010560,0.041152,0.010280
0.471999,0.037358,0.005354,0.037322,0.005283
0.488665,0.032289,-0.000198,0.032457,0.000214
0.505332,0.029536,0.003206,0.029293,0.003729
0.521999,0.021707,0.016568,0.021885,0.015779
0.538665,0.016381,0.014804,0.016217,0.014674
0.555332,0.007860,0.009038,0.007813,0.009400
0.571999,-0.001335,0.008796,-0.000887,0.008532
0.588665,-0.002384,0.004020,-0.002721,0.004201
0.605332,-0.009647,0.003505,-0.009705,0.003383
0.621999,-0.018217,0.002278,-0.018309,0.002726
0.638665,-0.028107,0.010030,-0.027846,0.009928
0.655332,-0.032275,0.015371,-0.032288,0.015278
0.671999,-0.035516,0.017072,-0.035483,0.016415
0.688665,-0.037347,0.005164,-0.037559,0.005628
0.705332,-0.042418,0.001077,-0.042263,0.001227
0.721999,-0.044132,0.000378,-0.044176,0.000425
0.738665,-0.045793,0.001274,-0.045879,0.001105
0.755332,-0.047770,-0.000689,-0.047718,-0.000624
0.771999,-0.047374,-0.001638,-0.047103,-0.001769
0.788665,-0.040970,-0.005050,-0.041107,-0.004835
0.805332,-0.036504,-0.004691,-0.036776,-0.004861
0.821999,-0.036712,-0.007139,-0.036601,-0.007397
0.838665,-0.034444,-0.013370,-0.034281,-0.012800
0.855332,-0.028469,-0.008230,-0.028437,-0.008385
0.871999,-0.021364,-0.004913,-0.021536,-0.005061
0.888665,-0.017180,-0.003835,-0.017209,-0.003876
0.905332,-0.013374,-0.003304,-0.013320,-0.003107
0.921999,-0.008381,0.001058,-0.008091,0.000855
0.938665,0.001756,0.001958,0.001360,0.002362
0.955332,0.004465,0.009630,0.004441,0.009196
0.971999,0.006630,0.008677,0.006734,0.008601
0.988665,0.011067,0.005796,0.011366,0.005912
