frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.0,0.00560829,-0.00514432,1.39428951,-0.03161928,-0.03667427,-0.00943714,0.99878234,0.092386
1,0.016764213,0.0056008,-0.00501265,1.39467716,0.0350914,0.03920875,-0.00921152,0.99857219,0.089343
2,0.033063766,0.00560875,-0.00493332,1.3955074,0.03716,0.03557955,-0.00914542,0.99863386,0.076095
3,0.049991382,0.00561085,-0.0049078,1.39548115,0.03910802,0.03533645,-0.00906411,0.99856885,0.088261
4,0.066394517,0.00561212,-0.00491512,1.39588064,0.04049128,0.03345524,-0.00906622,0.99857849,0.096697
5,0.083801335,0.00561451,-0.00494838,1.3967158,0.03849247,0.02941521,-0.00929651,0.99878258,0.073395
6,0.099926826,0.00561941,-0.00501135,1.39618272,-0.04014672,-0.02549944,-0.00940368,0.9988241,0.106212
7,0.116353948,0.00561389,-0.00507984,1.39702385,0.04144806,0.02514646,-0.00975529,0.99877653,0.08777
8,0.133091411,0.0056114,-0.00518631,1.39646233,0.04669063,0.0289655,-0.00981146,0.99844115,0.106678
9,0.14995402,0.00561229,-0.00532037,1.39662152,0.04785872,0.02675147,-0.01019645,0.99844376,0.100633
10,0.167519448,0.00561674,-0.00547636,1.39701554,0.04759031,0.02530883,-0.01051326,0.99849091,0.094437
11,0.18378989,0.00561417,-0.00561302,1.39689403,0.04583535,0.02611376,-0.01067199,0.9985506,0.091311
12,0.200522192,0.00560818,-0.00572957,1.39668146,0.04450633,0.02780458,-0.01080759,0.99856361,0.063586
13,0.216631759,0.005602,-0.00580589,1.39603611,0.04417519,0.03143994,-0.01091145,0.99846934,0.092571
14,0.233185747,0.00560683,-0.00586827,1.39631371,-0.03797783,-0.02661142,-0.01098382,0.99886379,0.105853
15,0.250107839,0.00559805,-0.00589203,1.39609973,0.04087548,0.03192765,-0.01092286,0.99859427,0.069879
16,0.267078993,0.00559724,-0.00591105,1.39594473,0.04034098,0.03170131,-0.01075284,0.99862506,0.058317
17,0.282966746,0.00559678,-0.00590844,1.39567901,0.04059446,0.03411376,-0.01064288,0.99853646,0.050648
18,0.299772009,0.00560628,-0.00588017,1.39529748,-0.03418097,-0.031924,-0.01028008,0.99885276,0.099837
19,0.316969054,0.00559296,-0.00579723,1.39534978,0.0353615,0.03554362,-0.0100314,0.99869194,0.054776
20,0.332944325,0.00558661,-0.00570092,1.3949847,0.03621038,0.03695185,-0.00973507,0.99861334,0.059553
21,0.349819133,0.00558695,-0.00561598,1.3955218,0.03628448,0.03387629,-0.00960377,0.99872098,0.08983
22,0.367134946,0.00560028,-0.0055745,1.39595298,-0.03316179,-0.02855678,-0.00946722,0.99899709,0.083844
23,0.383422806,0.0056017,-0.00553934,1.39550283,-0.03661965,-0.03200975,-0.00918255,0.99877428,0.077201
24,0.400230859,0.00560633,-0.00552277,1.39583067,-0.03547859,-0.0295548,-0.00915106,0.99889141,0.089677
25,0.416686097,0.00559942,-0.00549734,1.39571031,0.03976327,0.03365489,-0.00913134,0.99860045,0.104637
26,0.433519479,0.0056072,-0.00549742,1.39579812,-0.03724489,-0.02934873,-0.00906065,0.99883401,0.075499
27,0.450238943,0.00560417,-0.00550623,1.39594904,-0.03770695,-0.0277157,-0.00932708,0.99886087,0.112925
28,0.467195773,0.00559701,-0.00554867,1.39653212,0.04357015,0.02807934,-0.00971838,0.9986084,0.093963
29,0.483652305,0.00560143,-0.00563045,1.39680287,0.04186031,0.02667058,-0.01008568,0.99871651,0.086814
30,0.500392756,0.00560872,-0.00572891,1.3963802,-0.04071598,-0.02523433,-0.01016445,0.99880034,0.117115
31,0.516873192,0.00560586,-0.0057861,1.39644291,0.04313645,0.02907075,-0.01053826,0.99859055,0.105793
32,0.533498889,0.00561204,-0.00582912,1.39591181,-0.03884458,-0.02753811,-0.01066353,0.99880881,0.104346
33,0.550166491,0.00561086,-0.00584206,1.39621709,-0.03606387,-0.0270015,-0.01084207,0.99892581,0.070078
34,0.56757696,0.00559996,-0.00583186,1.39603994,0.04096965,0.03251955,-0.01096813,0.99857081,0.094662
35,0.583787982,0.00560002,-0.00582968,1.39599024,0.03988694,0.03278262,-0.01103964,0.99860526,0.103934
36,0.600515644,0.00560821,-0.00582149,1.39563343,-0.03468359,-0.0310359,-0.01092195,0.99885661,0.07354
37,0.617106309,0.00561109,-0.0057707,1.39551216,-0.03337683,-0.03043775,-0.01086903,0.99892011,0.105465
38,0.634423543,0.00560078,-0.00566918,1.39518667,0.03376976,0.03646529,-0.01062383,0.99870768,0.011508
39,0.650331286,0.00559934,-0.00555414,1.39513406,0.03526131,0.03675435,-0.01031903,0.99864872,0.085682
40,0.668273369,0.00559846,-0.00543961,1.39511267,0.034737,0.03757247,-0.01005822,0.99863932,0.076719
41,0.684198212,0.00560468,-0.00534155,1.39569559,0.035501,0.03446033,-0.00981783,0.99872708,0.04997
42,0.705958763,0.00560243,-0.0052728,1.3953199,0.03603652,0.0358033,-0.00945747,0.99866413,0.0302
43,0.717701925,0.00560421,-0.00522097,1.39578393,0.03747375,0.03432234,-0.00925561,0.99866512,0.055709
44,0.734149261,0.00561359,-0.00518699,1.39527435,-0.03672977,-0.03237585,-0.009031,0.99875982,0.102487
45,0.750773864,0.00561253,-0.00516047,1.39569642,-0.03552646,-0.03146026,-0.00892931,0.99883351,0.090259
46,0.767737924,0.00561063,-0.0051558,1.39535444,-0.03848244,-0.03129275,-0.00893089,0.99872924,0.114093
47,0.784124653,0.00561408,-0.00518379,1.39579179,-0.04085726,-0.02893643,-0.00900932,0.99870526,0.115647
48,0.800810917,0.00561089,-0.00524842,1.39674231,0.04357903,0.0284141,-0.00935557,0.99860201,0.097214
49,0.820026082,0.00561397,-0.00534464,1.39685139,0.04413516,0.02724131,-0.00976461,0.99860635,0.06182
50,0.834241374,0.00560989,-0.0054436,1.39662601,0.04473417,0.02923269,-0.01002414,0.99852082,0.109423
51,0.85072976,0.00561393,-0.00554394,1.39639428,-0.0404203,-0.0244075,-0.01020338,0.9988325,0.089877
52,0.86771168,0.00561356,-0.00561778,1.39663382,-0.03883692,-0.02337073,-0.01054785,0.99891654,0.096031
53,0.884346599,0.00560481,-0.00566971,1.39641733,0.04163077,0.02855131,-0.01084381,0.99866617,0.101596
54,0.900799805,0.00560548,-0.00572052,1.3963927,0.0412195,0.03017961,-0.01095065,0.99863418,0.10616
55,0.917491761,0.00560911,-0.00574752,1.39628356,0.04000427,0.03065477,-0.01108658,0.99866763,0.065631
56,0.93422162,0.00560882,-0.00575088,1.39628213,0.03904301,0.03102803,-0.01106489,0.99869438,0.081856
57,0.950678856,0.0056133,-0.00572905,1.39545276,-0.03416996,-0.0318421,-0.01079741,0.99885029,0.105603
58,0.967778944,0.00560196,-0.0056515,1.39526465,0.03691074,0.03569047,-0.0107927,0.9986227,0.085247
59,0.984226602,0.00560138,-0.00557443,1.39556462,0.03495956,0.03510698,-0.01049228,0.9987168,0.093711
60,1.001012895,0.0055984,-0.00549006,1.39513714,0.03718217,0.03730399,-0.01011732,0.99856073,0.093974
61,1.017688988,0.00559743,-0.00541388,1.39518421,0.03718223,0.03678344,-0.00987995,0.99858242,0.096046
62,1.034378119,0.00560253,-0.00535259,1.39573304,0.03685986,0.03344314,-0.00962486,0.99871431,0.073545
63,1.051089518,0.00561198,-0.00532356,1.39614233,-0.03486193,-0.02689886,-0.0093495,0.99898633,0.093835
64,1.067850325,0.00560212,-0.00529946,1.39601071,0.04097721,0.03221581,-0.0090046,0.99859998,0.096671
65,1.084580612,0.00560263,-0.00530902,1.39630519,0.03996479,0.03100082,-0.0090451,0.9986791,0.061925
66,1.100796909,0.00560793,-0.0053635,1.3964553,-0.03953156,-0.02575299,-0.00889499,0.99884679,0.113111
67,1.117551746,0.00559853,-0.00542477,1.39625941,0.04517493,0.03057458,-0.00899273,0.99847061,0.07581
68,1.134241675,0.00559951,-0.00553264,1.39664118,0.04414312,0.02803754,-0.00922975,0.99858905,0.08467
69,1.151708017,0.00559911,-0.00565246,1.39685906,0.04572384,0.02585159,-0.00943652,0.99857497,0.077737
70,1.169176448,0.00559996,-0.00578551,1.39681859,0.04558297,0.02684114,-0.00990849,0.99855073,0.088717
71,1.185077779,0.00559973,-0.00590814,1.39670396,0.04585033,0.02723596,-0.01025522,0.9985243,0.067161
72,1.201048025,0.00560513,-0.00603276,1.39648304,-0.04196942,-0.02414555,-0.01047895,0.99877212,0.111787
73,1.217771859,0.0055948,-0.00609909,1.39637899,0.04299752,0.02928925,-0.01078045,0.99858757,0.097699
74,1.234147958,0.00559351,-0.00613881,1.39586744,0.04182102,0.03101867,-0.01103518,0.99858253,0.068247
75,1.253930275,0.00559256,-0.00614767,1.39575636,0.04008689,0.03216235,-0.01124695,0.99861511,0.052293
76,1.268156764,0.00558947,-0.00611497,1.39533958,0.03853718,0.034685,-0.01113709,0.99859291,0.088001
77,1.284182596,0.00560032,-0.00604716,1.39507159,-0.03271167,-0.03306702,-0.01111326,0.99885585,0.091089
78,1.30091227,0.00559299,-0.00592311,1.39507691,0.03382288,0.03746284,-0.01099235,0.99866497,0.083519
79,1.317725725,0.00558965,-0.00577532,1.39414039,0.03508833,0.04140008,-0.01050933,0.99847103,0.110687
80,1.33434616,0.00560518,-0.00561528,1.39444133,-0.02819458,-0.03711736,-0.01036,0.99885937,0.074306
81,1.35093201,0.00559543,-0.0054323,1.39433039,0.03285332,0.04082118,-0.00990835,0.99857705,0.071478
82,1.368629697,0.00559746,-0.00526493,1.39450977,0.03391049,0.03917594,-0.00966687,0.99860997,0.045064
83,1.384481117,0.00561077,-0.00512409,1.39489865,-0.02917076,-0.03523057,-0.00925043,0.99891056,0.062992
84,1.401009066,0.00561242,-0.00500257,1.39497875,-0.03200745,-0.03408117,-0.00911866,0.99886478,0.094027
85,1.417635089,0.00560643,-0.00490164,1.39535171,0.03568933,0.03663847,-0.00902061,0.99865035,0.054615
86,1.436116876,0.0056196,-0.00486613,1.39535945,-0.03444458,-0.03245819,-0.00888343,0.99883989,0.106776
87,1.451252332,0.00562185,-0.00487091,1.39580009,-0.03627461,-0.03030033,-0.00892526,0.99884252,0.096358
88,1.476368798,0.00561623,-0.00490333,1.39634094,0.04188459,0.03129121,-0.00908417,0.99859102,0.083505
89,1.490217013,0.00562238,-0.00499464,1.39662969,-0.04007688,-0.02436965,-0.00933558,0.99885575,0.087869
90,1.502907356,0.00561661,-0.00508891,1.39681228,0.0450474,0.02777333,-0.00956786,0.99855287,0.09706
91,1.518010047,0.00562151,-0.00523073,1.39704211,-0.04165204,-0.02178558,-0.00988032,0.99884577,0.102291
92,1.534596227,0.0056199,-0.00537116,1.39689416,-0.04359236,-0.02229427,-0.01031118,0.99874739,0.099974
93,1.55162693,0.00561248,-0.00549907,1.39668201,0.04702535,0.02671888,-0.01073825,0.99847855,0.106266
94,1.568261811,0.00561349,-0.00562403,1.39683577,0.04465607,0.02715048,-0.01091378,0.99857377,0.100881
95,1.585373941,0.00560987,-0.00573158,1.39660091,0.04521809,0.02904977,-0.0110394,0.99849365,0.088422
96,1.601188603,0.00560579,-0.00580155,1.39624664,0.04407177,0.03085671,-0.01113642,0.99848962,0.106788
97,1.617860599,0.00561011,-0.00584658,1.39591962,-0.03792213,-0.02961473,-0.01102828,0.99878089,0.118653
98,1.634861256,0.00560048,-0.00584192,1.39603936,0.04075439,0.03241985,-0.01103303,0.99858215,0.096937
99,1.651527492,0.0055966,-0.00582449,1.39564222,0.04017349,0.03470222,-0.01077505,0.99853179,0.10272
100,1.669261631,0.00559693,-0.00578133,1.39578128,0.0368621,0.03445439,-0.01058923,0.99867009,0.068196
101,1.684600625,0.00560691,-0.0057217,1.39539956,-0.03259837,-0.03229285,-0.01032254,0.99889337,0.08116
102,1.701331874,0.00560551,-0.00563433,1.39532912,-0.03275604,-0.03213962,-0.00995696,0.99889686,0.07255
103,1.718168316,0.00559594,-0.00554424,1.39543311,0.03641116,0.03629574,-0.00969639,0.99863048,0.088961
104,1.734747905,0.0055955,-0.00547671,1.39546344,0.03700028,0.0367333,-0.00939007,0.99859575,0.099456
105,1.751552681,0.00559333,-0.00543018,1.39535482,0.03995618,0.03649847,-0.0092381,0.99849187,0.079282
106,1.76855431,0.00559536,-0.00541383,1.39528039,0.04195922,0.03639383,-0.00908529,0.99841493,0.079306
107,1.784540233,0.00559854,-0.00541633,1.39596172,0.04110802,0.03414283,-0.00899476,0.99853067,0.09527
108,1.801565307,0.00559989,-0.00544213,1.39597939,0.04319135,0.03277076,-0.00910082,0.99848774,0.106011
109,1.818148591,0.00560028,-0.00549542,1.39615777,0.04419643,0.03154737,-0.00925196,0.99848177,0.08369
110,1.834941448,0.00560949,-0.00558,1.39662896,-0.03995358,-0.02523719,-0.00947522,0.99883783,0.1185
111,1.851630389,0.00560962,-0.00567956,1.3966389,-0.04138699,-0.02331177,-0.00970164,0.99882409,0.10756
112,1.868497445,0.0056001,-0.00577612,1.39653009,0.04585615,0.02789077,-0.01012449,0.99850729,0.10829
113,1.885016154,0.00560177,-0.00588069,1.39638315,0.04515202,0.02889503,-0.01040589,0.99850793,0.09839
114,1.901379349,0.00560201,-0.00596625,1.39661688,0.04221289,0.02824101,-0.01076331,0.99865142,0.06112
115,1.918209243,0.0056009,-0.00601471,1.39624961,0.04191345,0.03055074,-0.01100991,0.99859336,0.105131
116,1.934697544,0.00560691,-0.00605066,1.39615478,-0.03630081,-0.02635109,-0.01112789,0.99893145,0.077545
117,1.951693238,0.00560463,-0.00605249,1.39602193,-0.03548102,-0.02774631,-0.01119221,0.99892241,0.085802
118,1.968941477,0.00559317,-0.00602536,1.39546753,0.04032293,0.03500925,-0.01109057,0.9985116,0.098129
119,1.985173148,0.00559554,-0.00597806,1.39522625,0.03752652,0.03606614,-0.01087631,0.99858535,0.072465
120,2.00253933,0.00559516,-0.00588905,1.39507614,0.03380998,0.03719595,-0.01070278,0.99867853,0.080425
121,2.018702589,0.00560519,-0.00577899,1.39483144,-0.02947286,-0.03485076,-0.0104491,0.99890319,0.109351
122,2.035297045,0.0056046,-0.00563818,1.39452897,-0.0301813,-0.03504265,-0.01008147,0.9988791,0.059062
123,2.05198971,0.00560142,-0.00551122,1.39460328,-0.03256247,-0.03542415,-0.00967406,0.99879489,0.064104
124,2.068740246,0.00560156,-0.00540187,1.39502711,-0.03209147,-0.03365981,-0.00956405,0.99887221,0.097275
125,2.084881473,0.00559543,-0.0053085,1.39533818,0.03567671,0.03611228,-0.00933005,0.99866712,0.067911
126,2.103611432,0.00560022,-0.00524633,1.39568476,0.03583772,0.03419511,-0.00915521,0.99873046,0.071444
127,2.118102008,0.00560133,-0.0051906,1.39532102,0.03904714,0.03617012,-0.00889171,0.99854293,0.079409
128,2.13572549,0.00561017,-0.00516601,1.39534758,-0.03625648,-0.03199633,-0.00888823,0.99879062,0.10269
129,2.151643813,0.00561166,-0.00516268,1.395556,-0.03860805,-0.03049406,-0.00894581,0.99874897,0.152417
130,2.169881213,0.00560731,-0.00519684,1.39618476,0.04437101,0.02914898,-0.00937542,0.99854577,0.074241
131,2.185349107,0.00560849,-0.0052826,1.39677672,0.04465893,0.02744492,-0.0097237,0.99857789,0.070946
132,2.202951867,0.00561046,-0.00538152,1.3965925,0.04475532,0.02908134,-0.0101258,0.99852326,0.079862
133,2.218242345,0.00561353,-0.00547361,1.39657905,0.04313892,0.02797204,-0.01044761,0.99862277,0.062969
134,2.23519582,0.00562139,-0.005548,1.39638973,-0.0394396,-0.02587871,-0.01052081,0.99883138,0.114071
135,2.251561118,0.0056193,-0.00558993,1.39627687,-0.03931246,-0.02564716,-0.01083253,0.99883903,0.102062
136,2.269161165,0.00561141,-0.00562109,1.39652041,0.04101796,0.02816348,-0.01112936,0.9986994,0.098727
137,2.285467942,0.0056097,-0.00566719,1.39650986,0.04093086,0.02903263,-0.01126074,0.99867661,0.089365
138,2.303281059,0.00560926,-0.00569922,1.39639976,0.03952385,0.02906372,-0.0112393,0.99873262,0.094594
139,2.319097633,0.00560993,-0.00569754,1.39636664,0.03646659,0.0300283,-0.01105824,0.99882241,0.079675
140,2.33539724,0.005608,-0.00564083,1.39568713,0.03551726,0.03388822,-0.01081049,0.99873582,0.084766
141,2.352195186,0.0056039,-0.00555547,1.39544499,0.03592659,0.03589758,-0.01046639,0.99865464,0.095724
142,2.369028774,0.00559864,-0.00547344,1.39525169,0.0370908,0.0370427,-0.0101882,0.99857314,0.046666
143,2.385305517,0.00560098,-0.0054202,1.39577643,0.03739955,0.03351575,-0.00987447,0.99868937,0.061971
144,2.402185368,0.00559925,-0.00539314,1.39562411,0.03965766,0.03383169,-0.00953381,0.99859491,0.091531
145,2.418619419,0.00561041,-0.00538736,1.39536658,-0.03903597,-0.03093769,-0.00916053,0.99871674,0.08336
146,2.435500805,0.00561188,-0.00537229,1.39581985,-0.035031,-0.0292373,-0.0090763,0.99891723,0.080812
147,2.452247297,0.00560997,-0.00536163,1.39594023,-0.03589792,-0.02868762,-0.00901658,0.99890293,0.100652
148,2.468858879,0.00560675,-0.00537142,1.39646376,-0.03556264,-0.02592815,-0.009018,0.99899034,0.11623
149,2.485098556,0.00559347,-0.00541811,1.39621675,0.04554957,0.0304517,-0.00903476,0.99845696,0.076608
150,2.502020376,0.00559938,-0.00552525,1.39678022,0.04544299,0.02662101,-0.00932855,0.99856859,0.087635
151,2.520134873,0.00560326,-0.00564746,1.3969225,0.04497288,0.02728567,-0.0096015,0.99856935,0.106679
152,2.535539772,0.00560135,-0.00576502,1.3964852,0.04547365,0.02941213,-0.00982084,0.99848416,0.080729
153,2.552332145,0.00561144,-0.00586641,1.39682875,-0.03703621,-0.02376941,-0.01017955,0.99897933,0.100369
154,2.569245323,0.00560055,-0.00591378,1.39672094,0.04157461,0.0281752,-0.01056032,0.99868223,0.088365
155,2.585330321,0.00559364,-0.00595768,1.39643049,0.04298908,0.02889274,-0.01097956,0.99859732,0.05059
156,2.602370891,0.00559403,-0.00599435,1.39633156,0.04291056,0.03129069,-0.0110256,0.99852792,0.087614
157,2.623128995,0.00560386,-0.0060244,1.39589093,-0.03721246,-0.02760935,-0.0111744,0.9988634,0.102727
158,2.635862488,0.0056101,-0.00601199,1.3955428,-0.03639195,-0.02990959,-0.01120149,0.9988271,0.096173
159,2.652861186,0.00560249,-0.00592957,1.39513543,0.03504172,0.03745815,-0.01108999,0.99862204,0.081943
160,2.669890206,0.00560945,-0.00581559,1.39494808,-0.03088831,-0.03406658,-0.01091575,0.99888249,0.091867
161,2.685551147,0.00560591,-0.0056578,1.39457847,-0.0288882,-0.0357476,-0.01062802,0.99888669,0.078125
162,2.702006664,0.00560078,-0.00550833,1.39427177,-0.03319148,-0.03652234,-0.01026403,0.99872874,0.070349
163,2.71893814,0.00559457,-0.00537041,1.39470772,0.03630723,0.03898067,-0.00998083,0.99853026,0.092281
