t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.008787,-0.145442,0.039045,-0.144603,0.034862
0.025454,-0.166562,0.024427,-0.166123,0.024554
0.042120,-0.174945,0.010169,-0.174830,0.010331
0.058787,-0.171842,-0.003960,-0.171879,-0.003803
0.075454,-0.158222,-0.016057,-0.157804,-0.016089
0.092120,-0.126131,-0.028442,-0.125971,-0.028543
0.108787,-0.081830,-0.041576,-0.082337,-0.041484
0.125454,-0.039608,-0.050916,-0.039152,-0.051211
0.142120,0.014983,-0.062346,0.015058,-0.061496
0.158787,0.071992,-0.055120,0.071777,-0.055789
0.175454,0.122887,-0.056772,0.122650,-0.056595
0.192120,0.164366,-0.052765,0.164699,-0.052708
0.208787,0.204428,-0.045806,0.204148,-0.045620
0.225454,0.230511,-0.034390,0.230373,-0.034701
0.242120,0.244124,-0.028146,0.244237,-0.028355
0.258787,0.249368,-0.025151,0.249360,-0.024856
0.275454,0.243971,-0.015791,0.243964,-0.015684
0.292120,0.227934,-0.003477,0.227731,-0.003297
0.308787,0.198334,0.012271,0.198235,0.011563
0.325454,0.158898,0.014849,0.158621,0.015482
0.342120,0.109349,0.027933,0.110001,0.027674
0.358787,0.069221,0.034996,0.068870,0.035507
0.375454,0.023121,0.048574,0.023017,0.047708
0.392120,-0.022012,0.043407,-0.021970,0.043460
0.408787,-0.060801,0.036590,-0.060486,0.037062
0.425454,-0.086025,0.036660,-0.085980,0.036687
0.442120,-0.101387,0.035809,-0.101446,0.035659
0.458787,-0.108490,0.029923,-0.108537,0.029973
0.475454,-0.106958,0.021639,-0.106943,0.021468
0.492120,-0.095516,0.006901,-0.095292,0.006765
0.508787,-0.070874,-0.012671,-0.070750,-0.012784
0.525454,-0.036216,-0.034652,-0.036403,-0.034462
0.542120,0.000749,-0.051426,0.000951,-0.051177
0.558787,0.044217,-0.060712,0.044368,-0.060656
0.575454,0.090023,-0.065972,0.089786,-0.066197
0.592120,0.128019,-0.072424,0.127711,-0.072697
0.608787,0.154698,-0.080193,0.154799,-0.079946
0.625454,0.176311,-0.078597,0.176463,-0.078415
0.642120,0.193021,-0.067844,0.193011,-0.067798
0.658787,0.200729,-0.050573,0.200694,-0.050616
0.675454,0.197714,-0.029531,0.197402,-0.029367
0.692120,0.178829,-0.002856,0.178595,-0.002769
0.708787,0.146765,0.026112,0.147156,0.025456
0.725454,0.114732,0.042680,0.114646,0.043235
0.742120,0.076180,0.067019,0.076038,0.067507
0.758787,0.031824,0.095860,0.031948,0.094835
0.775454,-0.011458,0.100010,-0.011865,0.100306
0.792120,-0.060404,0.101942,-0.059877,0.101873
0.808787,-0.095766,0.095442,-0.095764,0.095484
0.825454,-0.125203,0.083388,-0.125260,0.083127
0.842120,-0.149019,0.061491,-0.148953,0.061732
0.858787,-0.164723,0.040108,-0.164776,0.040065
0.875454,-0.174172,0.015666,-0.174067,0.015494
0.892120,-0.174404,-0.012836,-0.174510,-0.012435
0.908787,-0.169263,-0.033914,-0.169076,-0.034449
0.925454,-0.154094,-0.062405,-0.153926,-0.062488
0.942120,-0.130728,-0.087748,-0.130796,-0.087131
0.958787,-0.105769,-0.095086,-0.105673,-0.095290
0.975454,-0.079169,-0.097965,-0.079359,-0.097622
0.992120,-0.058388,-0.087272,-0.058707,-0.087314
1.008787,-0.046758,-0.071254,-0.046724,-0.071716
1.025454,-0.037701,-0.058387,-0.037508,-0.058093
1.042120,-0.027830,-0.035586,-0.027704,-0.035509
1.058787,-0.018581,-0.006972,-0.018603,-0.007115
1.075454,-0.013438,0.022248,-0.013789,0.023063
1.092120,-0.018652,0.066246,-0.018613,0.065676
1.108787,-0.026627,0.096598,-0.026537,0.096281
1.125454,-0.035136,0.114493,-0.035230,0.114969
1.142120,-0.046187,0.131882,-0.045972,0.131334
1.158787,-0.053580,0.129840,-0.053512,0.129523
1.175454,-0.059712,0.113073,-0.060071,0.113687
1.192120,-0.071956,0.099964,-0.071736,0.099293
1.208787,-0.079362,0.069890,-0.079422,0.070360
1.225454,-0.086194,0.045006,-0.086037,0.045312
1.242120,-0.088294,0.023391,-0.088310,0.022856
1.258787,-0.089015,-0.008892,-0.089041,-0.009235
1.275454,-0.089028,-0.046196,-0.089025,-0.045760
1.292120,-0.088353,-0.071414,-0.088356,-0.071182
1.308787,-0.087398,-0.085785,-0.087534,-0.085731
1.325454,-0.088441,-0.091784,-0.088432,-0.091933
1.342120,-0.088302,-0.093096,-0.088319,-0.093181
1.358787,-0.086776,-0.088675,-0.086477,-0.088238
1.375454,-0.078020,-0.069865,-0.078192,-0.069850
1.392120,-0.070720,-0.045409,-0.070817,-0.046088
1.408787,-0.063563,-0.028910,-0.063738,-0.028224
1.425454,-0.057200,0.002870,-0.056958,0.002904
1.442120,-0.043212,0.036359,-0.043037,0.036429
1.458787,-0.022454,0.068632,-0.022609,0.068766
1.475454,-0.001173,0.096466,-0.001168,0.095849
1.492120,0.022828,0.103574,0.022958,0.103053
1.508787,0.051147,0.091752,0.051008,0.092036
1.525454,0.078140,0.077960,0.078387,0.078101
1.542120,0.109298,0.062399,0.109313,0.062881
1.558787,0.138563,0.052356,0.138401,0.051820
1.575454,0.160756,0.030055,0.160690,0.029899
1.592120,0.176074,0.003084,0.176078,0.003595
1.608787,0.184645,-0.015372,0.184881,-0.015712
1.625454,0.189578,-0.038816,0.189197,-0.039170
1.642120,0.178920,-0.064958,0.179044,-0.064853
1.658787,0.161324,-0.082931,0.161168,-0.081648
1.675454,0.131993,-0.071010,0.132189,-0.071625
1.692120,0.097864,-0.064622,0.097501,-0.065265
1.708787,0.050391,-0.065680,0.050199,-0.065450
1.725454,-0.004846,-0.058580,-0.004479,-0.057913
1.742120,-0.054938,-0.035545,-0.054858,-0.035798
1.758787,-0.102572,-0.014110,-0.102742,-0.014733
1.775454,-0.150129,-0.002398,-0.150422,-0.001420
1.792120,-0.197252,0.026531,-0.196872,0.026255
1.808787,-0.229247,0.048291,-0.228970,0.047811
1.825454,-0.246234,0.057058,-0.246448,0.057485
1.842120,-0.256589,0.067798,-0.256426,0.067206
1.858787,-0.253831,0.062544,-0.254007,0.062768
1.875454,-0.244136,0.056890,-0.244053,0.056908
1.892120,-0.223036,0.048509,-0.222847,0.048526
1.908787,-0.189442,0.038352,-0.189282,0.038608
1.925454,-0.145681,0.030674,-0.145850,0.030629
1.942120,-0.100045,0.019900,-0.100159,0.019214
1.958787,-0.053927,-0.004418,-0.053657,-0.004289
1.975454,-0.003024,-0.025502,-0.002877,-0.024737
1.992120,0.047259,-0.030262,0.047001,-0.030416
2.008787,0.086373,-0.035090,0.086033,-0.035378
2.025454,0.110686,-0.043204,0.110735,-0.043259
