frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.0,-0.00072868,-0.00264263,1.78347203,-0.0497811,0.0084516,-0.00806923,0.99869179,0.086809
1,0.016931677,-0.00073101,-0.00263389,1.78375754,-0.04950599,0.00782489,-0.00807225,0.99871055,0.131659
2,0.033046335,-0.00073056,-0.00262949,1.78375126,-0.04864941,0.00621554,-0.00807596,0.99876393,0.126295
3,0.049431473,-0.00072873,-0.00263094,1.78362074,-0.05030208,0.00688468,-0.00819229,0.99867672,0.127584
4,0.065490796,-0.00072789,-0.00263695,1.78346225,-0.05024872,0.00726914,-0.00820307,0.99867659,0.099024
5,0.082336384,-0.00072728,-0.00264589,1.78367828,-0.05045827,0.00701648,-0.00817599,0.99866806,0.133756
6,0.100091178,-0.00072801,-0.00264471,1.78368603,-0.04953877,0.00646923,-0.00822368,0.99871739,0.110252
7,0.11555846,-0.00072944,-0.00263703,1.78360196,-0.04944657,0.00690457,-0.00814051,0.99871973,0.09328
8,0.132539649,-0.0007296,-0.00263155,1.78369705,-0.04986814,0.00694975,-0.00804969,0.99869919,0.126781
9,0.149961767,-0.00073075,-0.00262882,1.78354576,-0.05004073,0.00910078,-0.00805151,0.99867326,0.134717
10,0.166709515,-0.00072895,-0.00263344,1.7836296,-0.04983398,0.00867269,-0.00803318,0.99868755,0.132731
11,0.182409385,-0.00072852,-0.00264296,1.78365779,-0.04992005,0.0074221,-0.00806232,0.9986931,0.123623
12,0.199064773,-0.00072638,-0.00264622,1.78343402,-0.05001027,0.00667445,-0.00806684,0.99869382,0.113227
13,0.216282264,-0.00072773,-0.00263787,1.78328489,-0.04946763,0.00644177,-0.0080903,0.99872219,0.137032
14,0.232564652,-0.00072842,-0.00263434,1.78378076,-0.04938551,0.00668316,-0.0082086,0.9987237,0.119499
15,0.24911714,-0.00072949,-0.00263142,1.78358944,-0.0510642,0.00728243,-0.00819986,0.99863516,0.115257
16,0.265766434,-0.00073065,-0.00263398,1.78373992,-0.04977721,0.00841872,-0.00803558,0.99869254,0.118022
17,0.282595164,-0.00073033,-0.0026422,1.783628,-0.05084228,0.00814673,-0.00807946,0.99864078,0.099682
18,0.299398992,-0.00072987,-0.00264571,1.78365995,-0.05007137,0.00956265,-0.00801881,0.99866767,0.108054
19,0.315810089,-0.00072876,-0.00264488,1.78368699,-0.04992068,0.00758902,-0.00805928,0.99869183,0.079676
20,0.332527525,-0.00072549,-0.0026371,1.78366888,-0.0492077,0.00644309,-0.00809588,0.99873497,0.106044
21,0.349358642,-0.00072855,-0.0026302,1.78355002,-0.04973513,0.00753587,-0.0080948,0.99870121,0.13676
22,0.367949633,-0.00072974,-0.00262883,1.78357291,-0.04993487,0.0079059,-0.00810722,0.99868828,0.112159
23,0.383944904,-0.0007308,-0.00263698,1.78354779,-0.05100625,0.0090365,-0.00807247,0.99862482,0.094545
24,0.400276407,-0.00072904,-0.00264302,1.78341672,-0.05106882,0.00686042,-0.00805139,0.99863912,0.116483
25,0.416361303,-0.00072965,-0.0026445,1.78372563,-0.05007492,0.00901072,-0.00806807,0.99867223,0.076626
26,0.43289518,-0.00072869,-0.00264131,1.78368377,-0.04964867,0.00574712,-0.00810206,0.99871735,0.114898
27,0.450472127,-0.0007285,-0.0026364,1.78366419,-0.04981742,0.00725945,-0.0080637,0.99869941,0.107744
28,0.46649584,-0.00072757,-0.002635,1.78364128,-0.04992958,0.00599503,-0.00806535,0.99870218,0.118262
29,0.48312102,-0.00072606,-0.00263224,1.78357884,-0.04974175,0.00689072,-0.00808762,0.9987056,0.117528
30,0.499815342,-0.00072988,-0.00263493,1.78369087,-0.0484869,0.00672649,-0.00807187,0.99876855,0.123757
31,0.516679674,-0.00073077,-0.00264047,1.78377934,-0.04889784,0.00646638,-0.00807118,0.99875024,0.133918
32,0.53350025,-0.00073007,-0.00264156,1.78379556,-0.04933014,0.00643684,-0.00812692,0.99872872,0.114477
33,0.54973713,-0.00072959,-0.00263759,1.78373981,-0.04872785,0.00733093,-0.00811146,0.99875225,0.110212
34,0.567042401,-0.00072646,-0.00263507,1.78331506,-0.0506987,0.00718347,-0.00815162,0.99865489,0.119041
35,0.583714066,-0.00072654,-0.00263694,1.78373262,-0.05103547,0.00620464,-0.0081524,0.99864429,0.130542
36,0.599898665,-0.00072797,-0.00263487,1.78346461,-0.04943678,0.00746743,-0.00807068,0.99871673,0.127692
37,0.616907467,-0.00072799,-0.00263762,1.78340742,-0.04980037,0.00724973,-0.00804189,0.9987005,0.150529
38,0.634376004,-0.00072839,-0.00263964,1.78354771,-0.05039332,0.00715272,-0.00815169,0.99867057,0.097503
39,0.650362476,-0.00072948,-0.00263884,1.78363593,-0.04925975,0.00791178,-0.00813589,0.99872153,0.101339
40,0.666766656,-0.00072867,-0.00263651,1.78342244,-0.05094584,0.00927492,-0.00813837,0.99862519,0.084235
41,0.68368202,-0.00072831,-0.00263405,1.78369133,-0.05053105,0.00649309,-0.00808685,0.99866864,0.145857
42,0.699805823,-0.00072924,-0.00263498,1.78359759,-0.05054781,0.00584179,-0.00804403,0.99867216,0.148253
43,0.71672679,-0.00072725,-0.0026372,1.78356177,-0.05013634,0.00705562,-0.00806021,0.99868493,0.117103
44,0.733171736,-0.00072882,-0.00264206,1.78356742,-0.0493916,0.00756336,-0.00807515,0.99871821,0.102046
45,0.749798828,-0.00072686,-0.00264001,1.78375408,-0.04880564,0.00582147,-0.00808207,0.99875863,0.125891
46,0.766752234,-0.00072815,-0.00263767,1.78350746,-0.05014647,0.00829716,-0.00813484,0.99867428,0.069337
47,0.783108569,-0.00072921,-0.00263586,1.78361026,-0.05009685,0.00743379,-0.0081819,0.99868318,0.065896
48,0.80007532,-0.00072897,-0.00263353,1.78341598,-0.050963,0.00973625,-0.00807248,0.99862045,0.09068
49,0.817085991,-0.00072958,-0.00263634,1.78369341,-0.04940316,0.00755129,-0.00806122,0.99871784,0.106178
50,0.833989287,-0.00072803,-0.00263663,1.78355482,-0.04857151,0.00697767,-0.00811831,0.99876234,0.143533
51,0.850383479,-0.00072806,-0.00263697,1.78371075,-0.04883979,0.00767844,-0.00807161,0.99874449,0.163232
52,0.866906827,-0.00072811,-0.00263542,1.7836785,-0.0495283,0.00732712,-0.00810209,0.99871298,0.13573
53,0.883937114,-0.00072882,-0.00263524,1.78342839,-0.05128072,0.00954198,-0.00810146,0.99860583,0.097834
