t_s,x_w,y_w,z_w,qx,qy,qz,qw
0.006576765,0.005595365,-0.005479613,1.395985843,-0.009779949,-0.006324731,-0.010045531,0.999881712
0.023243432,0.005589473,-0.005467373,1.395880176,0.039883155,0.033292594,-0.010044704,0.998599039
0.039910098,0.005589075,-0.005461507,1.395870667,0.040036813,0.032957527,-0.010050705,0.998603945
0.056576765,0.00558886,-0.00546031,1.395806382,0.04065468,0.032741745,-0.010044724,0.99858614
0.073243432,0.005589354,-0.005465685,1.395925197,0.040553895,0.032130175,-0.010130894,0.998609232
0.089910098,0.005591835,-0.005475461,1.395996029,0.016071366,0.013314486,-0.010213195,0.999730027
0.106576765,0.005594398,-0.005481462,1.39588085,-0.009311559,-0.00631961,-0.010176423,0.999884892
0.123243432,0.005589469,-0.005472067,1.395886725,0.039683469,0.033638685,-0.010146714,0.998594365
0.139910098,0.005592306,-0.005468774,1.395965163,0.012841089,0.010819285,-0.010133926,0.999807658
0.156576765,0.005592857,-0.005466385,1.395902234,-0.007681175,-0.006126755,-0.010074875,0.999900975
0.173243432,0.005586968,-0.005460533,1.395950178,0.04035347,0.032679305,-0.010096917,0.998599876
0.189910098,0.005589381,-0.005468383,1.396105021,0.039432663,0.032292282,-0.010132534,0.99864889
0.206576765,0.005590913,-0.005474266,1.395999635,0.040097994,0.032471248,-0.010137089,0.998616547
0.223243432,0.005593741,-0.005478107,1.395883653,0.011823245,0.010056095,-0.010116856,0.999828353
0.239910098,0.005595102,-0.005474798,1.395825652,-0.009149725,-0.006422281,-0.010108583,0.99988642
0.256576765,0.005588488,-0.005461333,1.395752243,0.04041921,0.033183124,-0.010105016,0.998580521
0.273243432,0.00558587,-0.005458925,1.395706122,0.0406308,0.033316978,-0.010113669,0.998567389
0.289910098,0.005590535,-0.005467184,1.39587694,0.012756474,0.011491132,-0.010098129,0.999801607
0.306576765,0.005596104,-0.005477842,1.395892221,-0.010021906,-0.007031903,-0.010111535,0.999873927
0.323243432,0.005590467,-0.005476366,1.395846522,0.040530881,0.033208529,-0.010093909,0.998575262
0.339910098,0.005590407,-0.005474903,1.395758414,0.04053351,0.033873293,-0.010063929,0.998553129
0.356576765,0.005589837,-0.005468165,1.39575465,0.039624892,0.033838752,-0.010056939,0.99859084
0.373243432,0.005587939,-0.005460861,1.395760994,0.039810688,0.033781824,-0.010067969,0.998585266
0.389910098,0.005589419,-0.005462695,1.395811661,0.012397317,0.011427698,-0.010091188,0.999806922
0.406576765,0.005595053,-0.005478317,1.395975625,-0.0372947,-0.028373904,-0.010096828,0.99885038
0.423243432,0.005597134,-0.005488334,1.396120346,-0.036273299,-0.028025949,-0.01011125,0.998897671
0.439910098,0.005598627,-0.005491595,1.395906407,-0.036586698,-0.02883751,-0.010069387,0.998863564
0.456576765,0.005595711,-0.005482853,1.395795406,-0.009631617,-0.007019892,-0.010062493,0.999878342
0.473243432,0.005589547,-0.005465941,1.395806629,0.039031455,0.032897548,-0.010107498,0.99864515
0.489910098,0.005588387,-0.005458869,1.395830313,0.039962187,0.032805715,-0.010073104,0.998611707
0.506576765,0.005588175,-0.005461985,1.39607306,0.040348308,0.032260163,-0.010063032,0.998614055
0.523243432,0.005588781,-0.005473662,1.396150931,0.04045009,0.031793279,-0.010127099,0.998624263
0.539910098,0.005589665,-0.005484653,1.396106672,0.03990708,0.032141669,-0.010162866,0.998634595
0.556576765,0.005592619,-0.005487547,1.395871051,0.012912922,0.01075528,-0.010119535,0.999807569
0.573243432,0.00559504,-0.005477533,1.395598207,-0.008772436,-0.007625631,-0.010127728,0.999881155
0.589910098,0.005589315,-0.00545687,1.395767738,0.04060838,0.033075843,-0.010117012,0.998576284
0.606576765,0.005589036,-0.005453774,1.395943177,0.041228697,0.03248239,-0.010076074,0.998570759
0.623243432,0.005589459,-0.005466112,1.396024005,0.04131317,0.032492855,-0.010079285,0.998566895
0.639910098,0.005591269,-0.005484134,1.396219159,0.039907642,0.031746127,-0.010148093,0.998647375
0.656576765,0.005590849,-0.005489125,1.39610738,0.038154137,0.032304616,-0.01017974,0.998697675
0.673243432,0.005588667,-0.005477656,1.395865704,0.038281869,0.03343535,-0.01013902,0.998655985
0.689910098,0.005587373,-0.005459189,1.395788742,0.039144578,0.03381322,-0.010121136,0.998609999
0.706576765,0.005588218,-0.005451187,1.395889721,0.040037904,0.032730467,-0.010119977,0.998610669
0.723243432,0.005589305,-0.005456059,1.396011936,0.040966871,0.032061754,-0.010092426,0.998594964
0.739910098,0.005589932,-0.00547165,1.395952553,0.041173069,0.032232596,-0.01008778,0.998581031
0.756576765,0.005590678,-0.005485106,1.395906424,0.04067839,0.032229832,-0.010134288,0.998600923
0.773243432,0.005592829,-0.005485768,1.395808428,0.013694071,0.011176466,-0.010147426,0.999792273
0.789910098,0.005593783,-0.005473263,1.39571486,-0.009672826,-0.007323113,-0.01007098,0.999875684
