t_s,x_w_mm,y_w_mm,z_w_mm,qx,qy,qz,qw,x_w_mean_m,y_w_mean_m,z_w_mean_m
0.003787355,0.056235,0.921343,-1.865256,-0.048466658,-0.063593098,-0.008922701,0.996758389,-0.000579866,0.001712291,1.740726815
0.020454022,0.077593,0.998756,-1.831931,-0.037565236,-0.045988312,-0.00867031,0.998197753,-0.000579866,0.001712291,1.740726815
0.037120688,0.069095,1.043186,-1.562685,0.039003486,0.050566261,-0.008883151,0.997919271,-0.000579866,0.001712291,1.740726815
0.053787355,0.087942,1.085492,-0.453734,-0.045990022,-0.05746172,-0.00902556,0.997247014,-0.000579866,0.001712291,1.740726815
0.070454022,0.087133,1.098912,0.580788,-0.030047098,-0.035990598,-0.009025411,0.998859545,-0.000579866,0.001712291,1.740726815
0.087120688,0.077657,1.091566,0.657526,0.044779553,0.053283707,-0.009022739,0.997534074,-0.000579866,0.001712291,1.740726815
0.103787355,0.068053,1.021278,0.112381,0.028701301,0.033926912,-0.008747763,0.998973812,-0.000579866,0.001712291,1.740726815
0.120454022,0.058199,0.949207,0.060643,-0.053110076,-0.057746962,-0.008842248,0.996878339,-0.000579866,0.001712291,1.740726815
0.137120688,0.038656,0.888088,-0.377916,-0.052481614,-0.061570636,-0.009095977,0.996680491,-0.000579866,0.001712291,1.740726815
0.153787355,0.008529,0.840423,0.90336,-0.050112421,-0.060015244,-0.009449079,0.996893992,-0.000579866,0.001712291,1.740726815
0.170454022,-0.008046,0.772693,2.354536,-0.04660403,-0.056815177,-0.009871711,0.997247537,-0.000579866,0.001712291,1.740726815
0.187120688,-0.030304,0.695529,1.95404,-0.033728626,-0.041719885,-0.009664218,0.998513112,-0.000579866,0.001712291,1.740726815
0.203787355,-0.057162,0.602989,2.839819,0.026968052,0.034691297,-0.010343091,0.99898061,-0.000579866,0.001712291,1.740726815
0.220454022,-0.051263,0.476085,1.795523,-0.049280324,-0.05489643,-0.010046098,0.997224602,-0.000579866,0.001712291,1.740726815
0.237120688,-0.053178,0.347513,2.231305,-0.050804251,-0.05361968,-0.010172247,0.997216317,-0.000579866,0.001712291,1.740726815
0.253787355,-0.046364,0.189645,1.784868,-0.053955419,-0.054732752,-0.009661478,0.996995383,-0.000579866,0.001712291,1.740726815
0.270454022,-0.045593,0.044017,2.749461,-0.050567081,-0.052830093,-0.009739618,0.997274832,-0.000579866,0.001712291,1.740726815
0.287120688,-0.034895,-0.099228,2.462422,-0.049122588,-0.054924083,-0.00948422,0.997236364,-0.000579866,0.001712291,1.740726815
0.303787355,-0.025545,-0.227644,1.522756,-0.050374487,-0.058128639,-0.009063701,0.996996149,-0.000579866,0.001712291,1.740726815
0.320454022,-0.012146,-0.333564,2.104883,-0.048364859,-0.057686334,-0.009284697,0.997119312,-0.000579866,0.001712291,1.740726815
0.337120688,-0.000867,-0.416456,1.937768,-0.048088217,-0.057782017,-0.009294946,0.997127056,-0.000579866,0.001712291,1.740726815
0.353787355,0.008067,-0.502494,0.849048,-0.050167563,-0.060021895,-0.009012832,0.996894857,-0.000579866,0.001712291,1.740726815
0.370454022,0.025648,-0.563682,0.045249,-0.052689567,-0.060845311,-0.008648393,0.996718046,-0.000579866,0.001712291,1.740726815
0.387120688,0.0314,-0.623778,-0.191118,-0.052584168,-0.060972547,-0.008525801,0.996716893,-0.000579866,0.001712291,1.740726815
0.403787355,0.038133,-0.669378,0.053303,-0.051081245,-0.060151024,-0.008600558,0.996844316,-0.000579866,0.001712291,1.740726815
0.420454022,0.03512,-0.701884,0.144119,-0.051156284,-0.060156317,-0.008508836,0.996840936,-0.000579866,0.001712291,1.740726815
0.437120688,0.024154,-0.712271,-0.06496,-0.049729823,-0.062048708,-0.008776999,0.996794797,-0.000579866,0.001712291,1.740726815
0.453787355,0.006409,-0.705762,0.166833,-0.048010716,-0.062026948,-0.008920902,0.996879153,-0.000579866,0.001712291,1.740726815
0.470454022,-0.015896,-0.675384,0.223249,-0.046210656,-0.06229734,-0.009004137,0.99694661,-0.000579866,0.001712291,1.740726815
0.487120688,-0.039448,-0.639526,0.127168,-0.045072863,-0.061320123,-0.009127727,0.997058155,-0.000579866,0.001712291,1.740726815
0.503787355,-0.06864,-0.583648,0.153952,-0.043854308,-0.058603054,-0.009760935,0.997269876,-0.000579866,0.001712291,1.740726815
0.520454022,-0.074416,-0.516017,-0.907792,-0.046972346,-0.059436633,-0.009815901,0.997077998,-0.000579866,0.001712291,1.740726815
0.537120688,-0.083348,-0.452236,0.385543,-0.041791446,-0.055559974,-0.010426373,0.997525867,-0.000579866,0.001712291,1.740726815
0.553787355,-0.083604,-0.388986,-0.126024,-0.043114576,-0.056819411,-0.010404532,0.997398834,-0.000579866,0.001712291,1.740726815
0.570454022,-0.073114,-0.31757,-1.834687,-0.048570331,-0.06113241,-0.009805183,0.996898997,-0.000579866,0.001712291,1.740726815
0.587120688,-0.064271,-0.219904,-1.267034,-0.045953225,-0.06067555,-0.009865737,0.997050373,-0.000579866,0.001712291,1.740726815
0.603787355,-0.043447,-0.116166,-0.602551,-0.041296681,-0.061414728,-0.009879172,0.997208713,-0.000579866,0.001712291,1.740726815
0.620454022,-0.019857,0.006208,-1.22781,-0.04367634,-0.064234315,-0.009503671,0.996933303,-0.000579866,0.001712291,1.740726815
0.637120688,0.010759,0.143403,-2.658233,-0.050041782,-0.067646705,-0.00909828,0.996412046,-0.000579866,0.001712291,1.740726815
0.653787355,0.035582,0.283716,-2.182184,-0.030142634,-0.041430354,-0.009104516,0.99864511,-0.000579866,0.001712291,1.740726815
0.670454022,0.061358,0.420189,-2.395689,0.027880471,0.037084202,-0.008783652,0.998884522,-0.000579866,0.001712291,1.740726815
0.687120688,0.103926,0.514499,-3.793213,-0.050163343,-0.065644363,-0.007917278,0.996549935,-0.000579866,0.001712291,1.740726815
0.703787355,0.12227,0.619787,-1.738996,-0.043737723,-0.062895399,-0.007944135,0.997029624,-0.000579866,0.001712291,1.740726815
0.720454022,0.137953,0.733783,-0.160206,-0.042438085,-0.060687133,-0.007707191,0.997224488,-0.000579866,0.001712291,1.740726815
0.737120688,0.13864,0.824376,-1.291814,-0.047288115,-0.063144333,-0.007290775,0.996856796,-0.000579866,0.001712291,1.740726815
0.753787355,0.132284,0.902878,-0.249799,-0.044965184,-0.06003046,-0.007793074,0.997152819,-0.000579866,0.001712291,1.740726815
0.770454022,0.114631,0.987513,-1.753365,-0.04700011,-0.062372972,-0.007909087,0.996914263,-0.000579866,0.001712291,1.740726815
0.787120688,0.084088,1.059325,-1.094171,-0.030968291,-0.039651889,-0.008809805,0.998694688,-0.000579866,0.001712291,1.740726815
0.803787355,0.049943,1.121188,0.28574,0.024805127,0.034436643,-0.009605148,0.999052834,-0.000579866,0.001712291,1.740726815
0.820454022,0.025906,1.134723,0.597048,-0.045892104,-0.060047392,-0.009816857,0.997091698,-0.000579866,0.001712291,1.740726815
0.837120688,0.002111,1.126432,1.611392,-0.042697344,-0.058879654,-0.010080411,0.997300611,-0.000579866,0.001712291,1.740726815
0.853787355,-0.02459,1.086159,3.07045,-0.040215127,-0.054459959,-0.010293965,0.99765269,-0.000579866,0.001712291,1.740726815
0.870454022,-0.039319,1.017824,1.645909,-0.047022088,-0.056733637,-0.010054753,0.997230725,-0.000579866,0.001712291,1.740726815
0.887120688,-0.059002,0.931559,2.285426,-0.048361464,-0.053273699,-0.010469589,0.997353232,-0.000579866,0.001712291,1.740726815
0.903787355,-0.066811,0.822928,0.806005,-0.053985877,-0.055249106,-0.010290383,0.996958961,-0.000579866,0.001712291,1.740726815
0.920454022,-0.068295,0.686486,1.010569,-0.053468271,-0.054946673,-0.010281882,0.997003656,-0.000579866,0.001712291,1.740726815
0.937120688,-0.068101,0.521615,1.109461,-0.054182439,-0.054781229,-0.010126828,0.996975791,-0.000579866,0.001712291,1.740726815
0.953787355,-0.049466,0.333085,3.237467,-0.052955013,-0.051491422,-0.010051241,0.997217816,-0.000579866,0.001712291,1.740726815
0.970454022,-0.030681,0.100979,2.94477,-0.056311613,-0.053881763,-0.009477816,0.9969132,-0.000579866,0.001712291,1.740726815
0.987120688,-0.011802,-0.143847,4.247244,-0.053638893,-0.052062349,-0.009260738,0.997159275,-0.000579866,0.001712291,1.740726815
1.003787355,0.003458,-0.382525,2.878404,-0.053141088,-0.055578111,-0.009017311,0.996998388,-0.000579866,0.001712291,1.740726815
1.020454022,0.015939,-0.610291,2.403264,-0.056901037,-0.056234704,-0.008760722,0.996756329,-0.000579866,0.001712291,1.740726815
1.037120688,0.021387,-0.811816,2.026462,-0.053566138,-0.056737375,-0.008775121,0.996912502,-0.000579866,0.001712291,1.740726815
1.053787355,0.018719,-0.994337,1.57902,-0.05124281,-0.058117723,-0.008721478,0.996955586,-0.000579866,0.001712291,1.740726815
1.070454022,0.019891,-1.152231,1.818165,-0.050511171,-0.057245041,-0.008807788,0.997042652,-0.000579866,0.001712291,1.740726815
1.087120688,0.008404,-1.294666,0.825853,-0.050907071,-0.060194686,-0.008575526,0.996850806,-0.000579866,0.001712291,1.740726815
1.103787355,-0.002046,-1.398381,-0.052421,-0.051995158,-0.062032073,-0.008602097,0.996681759,-0.000579866,0.001712291,1.740726815
1.120454022,-0.015036,-1.451851,1.68719,-0.044283931,-0.058492815,-0.009091649,0.997263689,-0.000579866,0.001712291,1.740726815
1.137120688,-0.030103,-1.476474,2.197347,-0.03829733,-0.056771939,-0.009435564,0.997607754,-0.000579866,0.001712291,1.740726815
1.153787355,-0.045857,-1.462575,1.42985,-0.038809725,-0.057323986,-0.009490394,0.997555862,-0.000579866,0.001712291,1.740726815
1.170454022,-0.070157,-1.395219,-1.201631,-0.046630694,-0.060915271,-0.009215112,0.997010526,-0.000579866,0.001712291,1.740726815
