frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming
0,0,1039.804627,464.8386,896.844238,611.348083,1187.557495,607.711853,1182.534546,318.565308,892.001343,321.916595,36.058,0
1,0,1039.648188,465.511887,896.702759,611.625793,1187.33374,608.384399,1182.61377,319.37738,892.033203,322.707642,35.1686,0
2,0,1039.656852,464.850889,896.588318,610.908081,1187.332153,607.501282,1182.556396,318.966217,892.074341,322.290131,35.2921,0
3,0,1039.662971,463.138535,896.753906,608.942017,1187.331177,605.780396,1182.586304,317.320496,891.931641,320.435699,34.9375,0
4,0,1039.651454,460.308802,896.830261,606.356628,1187.466309,602.440918,1182.393433,314.34198,891.760376,318.103394,34.2265,0
5,0,1039.714969,456.832633,897.200256,603.036438,1187.780273,598.710693,1182.152588,310.707916,891.538818,314.848358,34.8615,0
6,0,1039.663498,452.818938,897.37207,599.318604,1188.088745,594.377502,1181.782471,306.496826,891.333191,311.350922,35.2067,0
7,0,1039.62567,448.728692,897.646484,595.332336,1188.259033,590.031372,1181.557495,302.17395,891.032288,307.46402,35.0999,0
8,0,1039.651363,444.823183,897.893188,591.727966,1188.447998,585.842896,1181.364014,297.965576,890.776733,303.729553,34.1421,0
9,0,1039.539926,441.252344,897.96875,588.443787,1188.623291,582.2547,1181.050537,294.123871,890.578735,300.36554,34.7743,0
10,0,1039.558726,438.49511,898.156311,585.835327,1188.696899,579.450012,1180.911133,291.207001,890.352051,297.475464,34.5093,0
11,0,1039.531342,436.701013,898.266846,584.295715,1188.789551,577.663757,1180.7854,289.117218,890.274536,295.739594,34.6807,0
12,0,1039.522402,435.896855,898.198975,583.624512,1188.754883,577.021667,1180.767334,288.251251,890.225403,294.711029,33.9942,0
13,0,1039.478907,436.156053,898.190735,583.900574,1188.728516,577.524048,1180.771606,288.406799,890.246887,294.804718,34.0248,0
14,0,1039.389391,437.326288,897.906128,585.042908,1188.538452,578.959961,1180.882202,289.599701,890.361755,295.807922,34.0002,0
15,0,1039.414269,439.170909,897.79425,586.69873,1188.376587,581.057312,1181.071045,291.604797,890.527222,297.356201,33.6975,0
16,0,1039.329105,441.354179,897.402466,588.653992,1188.089722,583.592529,1181.255493,294.054626,890.788635,299.326324,32.8031,0
17,0,1039.293726,443.633891,897.113281,590.634399,1187.748413,586.102966,1181.460938,296.647064,890.970764,301.291229,34.4357,0
18,0,1039.410644,445.683758,896.915588,592.466125,1187.534424,588.25354,1181.818237,298.991486,891.203674,303.033905,34.6236,0
19,0,1039.172575,447.151874,896.545837,593.566101,1187.200073,590.012024,1181.877563,300.657318,891.340332,304.480164,35.1365,0
20,0,1039.209417,447.964349,896.475586,594.123779,1187.066772,590.801941,1181.969849,301.777679,891.403503,305.176453,35.1868,0
21,0,1039.256996,447.968492,896.392822,594.016846,1187.080688,590.838135,1182.056274,301.986481,891.560425,305.22171,34.2853,0
22,0,1039.252835,447.393117,896.432678,593.496948,1187.050415,589.968201,1182.000122,301.363831,891.370178,304.735962,34.9273,0
23,0,1039.312435,446.197384,896.546204,592.543091,1187.179443,588.485229,1181.929565,300.004517,891.396912,303.862854,34.9321,0
24,0,1039.295374,444.610105,896.742798,590.854736,1187.380493,586.856201,1181.82373,298.39032,891.260742,302.412506,34.234,0
25,0,1039.419498,442.721043,897.044373,589.332397,1187.63501,584.516418,1181.618774,296.290771,891.020142,300.749786,34.4383,0
26,0,1039.380958,440.592256,897.307129,587.338501,1187.92627,582.276306,1181.441406,293.859833,890.891541,298.961517,33.3028,0
27,0,1039.398228,438.474392,897.532593,585.518188,1188.067627,579.827209,1181.147705,291.550995,890.624329,297.022217,35.1333,0
28,0,1039.48099,436.521958,897.792847,583.77063,1188.433838,577.818848,1181.058105,289.388672,890.573181,295.267792,34.3368,0
29,0,1039.499409,435.000485,897.862671,582.509155,1188.495972,576.222351,1180.952148,287.683441,890.448181,293.726807,34.312,0
30,0,1039.426629,434.217958,897.980713,581.812866,1188.578369,575.443115,1180.809814,286.688507,890.271179,292.989288,33.9739,0
31,0,1039.42128,434.192403,898.047485,581.842407,1188.674561,575.529663,1180.825562,286.510559,890.265991,292.947937,35.2801,0
32,0,1039.405491,434.950136,897.955444,582.723389,1188.603271,576.446777,1180.80188,287.232941,890.251953,293.495453,34.4223,0
33,0,1039.339046,436.726104,897.904968,584.503723,1188.571533,578.482117,1180.831421,288.887573,890.351563,295.20282,33.8056,0
34,0,1039.344733,439.301144,897.666382,586.859619,1188.358154,581.415955,1181.079834,291.683563,890.605774,297.44809,33.8295,0
35,0,1039.354543,442.504573,897.414185,590.072693,1188.226807,584.85321,1181.156372,295.080475,890.766663,300.427856,34.6949,0
36,0,1039.436521,446.159223,897.294434,593.354248,1187.928955,588.738953,1181.611816,298.92981,891.039124,303.670746,34.9264,0
37,0,1039.368737,449.768421,896.9422,596.791687,1187.604248,592.534546,1181.769531,302.771729,891.212402,307.078552,33.9435,0
38,0,1039.454188,453.181824,896.823792,600.03949,1187.442261,596.023865,1181.995728,306.415649,891.465515,310.339203,34.0383,0
39,0,1039.557024,456.083313,896.653015,602.697998,1187.281616,599.0755,1182.216797,309.719208,891.654175,312.918579,34.6331,0
40,0,1039.315574,458.270174,896.522217,604.619202,1187.151367,601.405212,1182.244507,311.782196,891.664673,315.314148,34.6664,0
