t_s,x_w_mm,y_w_mm,z_w_mm,qx,qy,qz,qw,x_w_mean_m,y_w_mean_m,z_w_mean_m
0.005331897,0.004511,-0.065498,-0.03053,-0.03654003,-0.02764608,-0.01010221,0.998898626,0.005598629,-0.005490892,1.39594081
0.021998564,0.002862,-0.061953,-0.103733,-0.036713914,-0.027998379,-0.010070842,0.998882755,0.005598629,-0.005490892,1.39594081
0.03866523,0.002941,-0.056634,-0.006247,-0.036242326,-0.028045743,-0.010093475,0.998898419,0.005598629,-0.005490892,1.39594081
0.055331897,0.003512,-0.05047,-0.050636,-0.035978676,-0.02753242,-0.010104555,0.998922118,0.005598629,-0.005490892,1.39594081
0.071998564,0.002265,-0.045645,-0.190472,-0.037372496,-0.02937556,-0.010005489,0.998819435,0.005598629,-0.005490892,1.39594081
0.08866523,0.001975,-0.043227,-0.131516,-0.037167842,-0.028450781,-0.01007995,0.998853092,0.005598629,-0.005490892,1.39594081
0.105331897,0.004124,-0.033716,-0.293236,-0.036964277,-0.029809211,-0.010045915,0.998821372,0.005598629,-0.005490892,1.39594081
0.121998564,0.003239,-0.018359,-0.291196,-0.036013555,-0.029737067,-0.010162586,0.998857073,0.005598629,-0.005490892,1.39594081
0.13866523,0.002273,-0.004252,-0.46387,-0.036466804,-0.030314738,-0.01009936,0.998823904,0.005598629,-0.005490892,1.39594081
0.155331897,0.003273,0.00438,-0.161122,-0.037871341,-0.028930147,-0.010020057,0.998813499,0.005598629,-0.005490892,1.39594081
0.171998564,-0.003436,0.020954,-0.126504,0.038214642,0.031537033,-0.010068646,0.998721022,0.005598629,-0.005490892,1.39594081
0.18866523,-0.003513,0.02199,0.192417,0.038930199,0.032056099,-0.010008151,0.998677467,0.005598629,-0.005490892,1.39594081
0.205331897,-0.004005,0.031156,-0.112751,0.040008488,0.032450561,-0.010121345,0.998620969,0.005598629,-0.005490892,1.39594081
0.221998564,-0.002843,0.041146,-0.215119,0.040700088,0.033844961,-0.009982327,0.998548133,0.005598629,-0.005490892,1.39594081
0.23866523,-0.002661,0.04889,-0.180861,0.040408205,0.034597358,-0.010036283,0.998533661,0.005598629,-0.005490892,1.39594081
0.255331897,-0.00363,0.053481,-0.232871,0.040143884,0.033667548,-0.01010035,0.998575459,0.005598629,-0.005490892,1.39594081
0.271998564,-0.002171,0.059196,-0.249102,0.04103657,0.033320504,-0.010128128,0.998550532,0.005598629,-0.005490892,1.39594081
0.28866523,-0.001645,0.057982,0.059341,0.040400122,0.032709876,-0.0100345,0.998597618,0.005598629,-0.005490892,1.39594081
0.305331897,-0.003619,0.054813,-0.00744,0.040892943,0.032460676,-0.010189064,0.998584125,0.005598629,-0.005490892,1.39594081
0.321998564,-0.00333,0.052906,-0.178359,0.040754773,0.033736562,-0.010082501,0.998548565,0.005598629,-0.005490892,1.39594081
0.33866523,-0.001265,0.054134,-0.138988,0.041286816,0.032916166,-0.010064185,0.998554273,0.005598629,-0.005490892,1.39594081
0.355331897,-0.001179,0.057148,-0.021793,0.04054633,0.032521433,-0.010120195,0.998596982,0.005598629,-0.005490892,1.39594081
0.371998564,-0.003037,0.059101,-0.038895,0.040815609,0.033513223,-0.01007234,0.998553703,0.005598629,-0.005490892,1.39594081
