t_s,x_w_mm,y_w_mm,z_w_mm,qx,qy,qz,qw,x_w_mean_m,y_w_mean_m,z_w_mean_m
0.011470087,-0.043279,-0.63278,-1.350591,-0.01488051,0.027591586,-0.008190234,0.99947496,-0.000701309,-0.00270545,1.7822778
0.028136754,-0.034771,-0.102892,-1.702227,-0.013939008,0.029503954,-0.008154718,0.999434201,-0.000701309,-0.00270545,1.7822778
0.04480342,-0.022681,0.424227,-1.603334,-0.014631338,0.02972885,-0.008161294,0.999417587,-0.000701309,-0.00270545,1.7822778
0.061470087,-0.009321,0.933061,-1.639975,-0.01665648,0.029676428,-0.00820469,0.999387089,-0.000701309,-0.00270545,1.7822778
0.078136754,0.001249,1.418987,-0.854136,-0.014624387,0.024984092,-0.008013496,0.999548751,-0.000701309,-0.00270545,1.7822778
0.09480342,0.012172,1.884962,-0.169532,-0.015479164,0.021921877,-0.008194264,0.999606263,-0.000701309,-0.00270545,1.7822778
0.111470087,0.023283,2.297592,0.374916,-0.0234752,0.014446109,-0.00829083,0.999585658,-0.000701309,-0.00270545,1.7822778
0.128136754,0.033234,2.648128,0.679886,-0.026345342,0.012768766,-0.008234026,0.999537434,-0.000701309,-0.00270545,1.7822778
0.14480342,0.04735,2.959759,0.639003,-0.033869734,0.011831532,-0.008291345,0.999321825,-0.000701309,-0.00270545,1.7822778
0.161470087,0.058011,3.187646,1.105776,-0.037281108,0.0060487,-0.00803514,0.999254206,-0.000701309,-0.00270545,1.7822778
0.178136754,0.066325,3.346744,1.108998,-0.042527153,0.008282891,-0.008196554,0.999027353,-0.000701309,-0.00270545,1.7822778
0.19480342,0.070246,3.436571,0.881512,-0.049409856,0.007391424,-0.008199851,0.998717575,-0.000701309,-0.00270545,1.7822778
0.211470087,0.07196,3.4435,0.997628,-0.05261121,0.006446052,-0.008141555,0.998561077,-0.000701309,-0.00270545,1.7822778
0.228136754,0.066303,3.380071,0.953841,-0.057547379,0.005576157,-0.008131525,0.998294087,-0.000701309,-0.00270545,1.7822778
0.24480342,0.058281,3.233814,0.746026,-0.061345561,0.00698293,-0.008164661,0.998058765,-0.000701309,-0.00270545,1.7822778
0.261470087,0.050439,3.013482,1.087963,-0.06369318,0.004874276,-0.00807377,0.997924964,-0.000701309,-0.00270545,1.7822778
0.278136754,0.041974,2.738956,0.658449,-0.068717539,0.005653228,-0.008091624,0.997587323,-0.000701309,-0.00270545,1.7822778
0.29480342,0.032546,2.411453,0.85542,-0.070371127,0.005673536,-0.008001447,0.997472652,-0.000701309,-0.00270545,1.7822778
0.311470087,0.023332,1.998602,0.795509,-0.072340582,0.006825377,-0.007937518,0.997325047,-0.000701309,-0.00270545,1.7822778
0.328136754,0.010794,1.544404,0.75985,-0.074371411,0.004083499,-0.007896197,0.997190989,-0.000701309,-0.00270545,1.7822778
0.34480342,-0.005723,1.068791,0.995785,-0.075976311,0.004722176,-0.007859085,0.997067468,-0.000701309,-0.00270545,1.7822778
0.361470087,-0.017728,0.537553,1.194117,-0.075310828,0.004344891,-0.007775839,0.997120322,-0.000701309,-0.00270545,1.7822778
0.378136754,-0.026014,0.027715,0.928472,-0.076218347,0.005156851,-0.007907695,0.997046458,-0.000701309,-0.00270545,1.7822778
0.39480342,-0.03597,-0.470094,0.921943,-0.076555244,0.00463925,-0.007901962,0.997023235,-0.000701309,-0.00270545,1.7822778
0.411470087,-0.041687,-1.015698,1.37785,-0.074453333,0.003343091,-0.007826926,0.997188179,-0.000701309,-0.00270545,1.7822778
0.428136754,-0.044747,-1.513562,1.215002,-0.072782511,0.006565531,-0.008025808,0.997293932,-0.000701309,-0.00270545,1.7822778
0.44480342,-0.046924,-1.973409,1.173673,-0.072151495,0.004836483,-0.008130035,0.997348822,-0.000701309,-0.00270545,1.7822778
0.461470087,-0.049632,-2.395398,0.989226,-0.070370629,0.005706746,-0.008088141,0.997471799,-0.000701309,-0.00270545,1.7822778
0.478136754,-0.050589,-2.743814,0.879922,-0.066681436,0.008945335,-0.008261748,0.99770001,-0.000701309,-0.00270545,1.7822778
0.49480342,-0.053018,-3.054771,1.057933,-0.063482024,0.005728804,-0.008215211,0.997932725,-0.000701309,-0.00270545,1.7822778
0.511470087,-0.054483,-3.280261,1.029918,-0.06086744,0.006099455,-0.008231821,0.998093276,-0.000701309,-0.00270545,1.7822778
0.528136754,-0.054135,-3.432178,1.034589,-0.057107027,0.005438384,-0.008276293,0.998318944,-0.000701309,-0.00270545,1.7822778
0.54480342,-0.054949,-3.507123,1.163047,-0.050641272,0.007786144,-0.008206269,0.99865284,-0.000701309,-0.00270545,1.7822778
0.561470087,-0.054204,-3.504457,1.474675,-0.047458086,0.007042447,-0.008257411,0.998814272,-0.000701309,-0.00270545,1.7822778
0.578136754,-0.05166,-3.412215,1.158635,-0.040894032,0.007203154,-0.008240025,0.999103546,-0.000701309,-0.00270545,1.7822778
0.59480342,-0.050887,-3.245463,1.003296,-0.038328232,0.009477963,-0.008257336,0.999186134,-0.000701309,-0.00270545,1.7822778
0.611470087,-0.052086,-3.001106,0.682526,-0.032421665,0.013581774,-0.008300171,0.999347526,-0.000701309,-0.00270545,1.7822778
0.628136754,-0.05426,-2.679243,0.896981,-0.022788684,0.012032022,-0.008243364,0.99963391,-0.000701309,-0.00270545,1.7822778
0.64480342,-0.054331,-2.311005,0.284868,-0.019935679,0.018669793,-0.008192651,0.999593361,-0.000701309,-0.00270545,1.7822778
0.661470087,-0.052847,-1.873897,-0.537092,-0.018073443,0.023234645,-0.008220046,0.999532857,-0.000701309,-0.00270545,1.7822778
0.678136754,-0.050359,-1.408728,-0.671019,-0.013804736,0.023600973,-0.008308029,0.999591617,-0.000701309,-0.00270545,1.7822778
0.69480342,-0.045624,-0.922467,-1.359785,-0.015952331,0.027754885,-0.008180418,0.999453986,-0.000701309,-0.00270545,1.7822778
0.711470087,-0.037642,-0.553041,-1.78653,-0.016486193,0.029533557,-0.008151985,0.999394577,-0.000701309,-0.00270545,1.7822778
0.728136754,-0.028719,0.05214,-2.093686,-0.013721096,0.03050874,-0.00816962,0.999406927,-0.000701309,-0.00270545,1.7822778
0.74480342,-0.018749,0.670425,-1.732886,-0.018000947,0.02950424,-0.008247126,0.999368526,-0.000701309,-0.00270545,1.7822778
0.761470087,-0.010152,1.168284,-0.85688,-0.013735606,0.0254965,-0.008216601,0.999546772,-0.000701309,-0.00270545,1.7822778
0.778136754,0.003043,1.666635,-0.792411,-0.0157359,0.023682104,-0.008175164,0.999562257,-0.000701309,-0.00270545,1.7822778
0.79480342,0.016618,2.105766,-0.051103,-0.015674316,0.017630567,-0.008054949,0.99968925,-0.000701309,-0.00270545,1.7822778
0.811470087,0.029273,2.491076,0.288435,-0.024289046,0.018323385,-0.008261494,0.999502898,-0.000701309,-0.00270545,1.7822778
0.828136754,0.043829,2.839769,0.743627,-0.02884815,0.013576615,-0.008208061,0.999457897,-0.000701309,-0.00270545,1.7822778
0.84480342,0.055159,3.117933,1.058945,-0.03424961,0.006297455,-0.008077797,0.999360823,-0.000701309,-0.00270545,1.7822778
