Time (s),Cam1 Fiducial ID,Cam1 Position X,Cam1 Position Y,Cam1 Position Z,Cam1 Rotation X,Cam1 Rotation Y,Cam1 Rotation Z,Cam1 Rotation W,Cam2 Fiducial ID,Cam2 Position X,Cam2 Position Y,Cam2 Position Z,Cam2 Rotation X,Cam2 Rotation Y,Cam2 Rotation Z,Cam2 Rotation W,Cam3 Fiducial ID,Cam3 Position X,Cam3 Position Y,Cam3 Position Z,Cam3 Rotation X,Cam3 Rotation Y,Cam3 Rotation Z,Cam3 Rotation W
1730338630.1765437,0,-4.9501715578161185e-05,-0.0016020426191679096,0.0008751312732272932,-0.003440259758501235,0.0031395273265388654,0.00030519270298802416,0.9999891073598621,0,0.00019038007839529796,-0.001294347190037857,0.0011809008557206314,0.008647258600944589,-0.00022895544211386343,0.00010831378726947848,0.9999625796829686,0,-1.057020634607818e-05,-0.00159711185704558,0.00035802587600331377,0.003922939748525362,-0.0014269569755759634,0.00010302436697479145,0.9999912818237462
1730338630.1895404,0,-5.647494061283562e-05,-0.0020478500919762803,0.0007771753211318797,-0.001923543656548309,-0.0021472324853636813,-0.0003091499178180629,0.9999957968905587,0,0.00019391481228437808,-0.0015228880601707267,0.0012439782655295371,0.0066286029055413484,0.00022654497829830444,0.00016855505677163202,0.9999779907028385,0,-6.796571388777263e-06,-0.0018055180746786048,0.0003619712149402587,0.0032666807967211622,-0.0009124697980522068,0.00013467515981668658,0.9999942390124261
1730338630.2031782,0,-5.868194467266924e-05,-0.002230649723721196,0.0007953337550916426,-0.0024859906361863484,0.0011863786153893732,-0.00035562556304718525,0.9999961429359598,0,0.00019933648661593642,-0.001905911481504514,0.0011698872904279806,0.003913416907724833,-0.0022375943545907486,0.0002829970202507385,0.9999897990741192,0,-3.427717129947474e-06,-0.0020034036673548822,0.0002754531339583496,0.0024858189803946768,-0.0018111946589010632,0.0001823419050565673,0.9999952535034025
1730338630.21699,0,-5.982717123634847e-05,-0.0023398314473934718,0.0007752217945195965,-0.0007398716754008636,-0.00023656365843410736,-0.00041499379410647215,0.9999996122037699,0,0.00020235713496709402,-0.0020123286586347334,0.0011897593936743525,0.002971371022039371,-0.0018053898842383235,0.00037766769574130765,0.9999938844256634,0,-4.325156445278645e-06,-0.002120195618436722,0.00029479666869252816,0.0015846972622461386,-0.0008780402143383513,0.000256515917939881,0.9999983259883753
1730338630.234968,0,-6.158317560305212e-05,-0.0024086919763033772,0.0007698951443277381,-0.00041767362532749234,-0.000704450344293294,-0.0006207906908051016,0.9999994719585473,0,0.00019880681113195294,-0.0020813223110200266,0.0011074074176972795,0.0017573910683231454,-0.0027276467068667546,0.00038928164633727304,0.9999946599756797,0,-4.643299676587665e-06,-0.0022098162290719453,0.00023026300388500148,0.0008577548899217708,-0.0018686054478362962,0.00030883794624610817,0.9999978385923401
1730338630.2531986,0,-6.096675842548352e-05,-0.002438298114340448,0.0008114733526403245,0.00023184767790330457,0.0008736477183118409,-0.0005113680863185261,0.9999994607443541,0,0.00019780264046955807,-0.0020961088460971587,0.001107626282156156,0.0009878526273947592,-0.002113756975557384,0.0004035610529268364,0.9999971966546264,0,-5.889988300974522e-06,-0.002259900580081007,0.00015059563145585598,-0.0001558589854108407,-0.001877594775631151,0.00026330169295142104,0.9999981905073897
1730338630.2685878,0,-6.244287456715423e-05,-0.0024277022626329296,0.0008501690104046013,0.0011440478323296189,-0.00036352677243424924,-0.0006406493969564453,0.9999990742851681,0,0.00019270000826855833,-0.002092845051227808,0.001027846168983264,0.00027463355468500895,-0.0021315655703692195,0.0003886305049300091,0.9999976149826361,0,-6.672281918287958e-06,-0.0022183971815836344,0.00020481153153951805,-0.0009637181770912338,-0.0008732729115155974,0.00017017597094058792,0.9999991398405481
1730338630.283913,0,-6.258629291941602e-05,-0.00237708033600265,0.0009276256242387762,0.002684871793557172,-0.0014982383709293528,-0.000627538179170986,0.9999950764584142,0,0.00019151544606443648,-0.0020064712326170937,0.0010069384606968524,-0.001770113912757813,-0.002638908458584845,0.00042486743072935664,0.9999948611600709,0,-4.713923059105833e-06,-0.0021326663142226944,0.00022997878609464027,-0.0020872063505067294,-0.001028244312489885,0.0002702257269209193,0.9999972566269074
1730338630.3016129,0,-6.147772990307923e-05,-0.0022169396541140913,0.0008352091586486126,0.0031572907937065285,0.0006278242545853793,-0.0005158668231765014,0.9999946856023636,0,0.00018723219237219696,-0.0018911462558648818,0.0008946690738508793,-0.002106786254002826,-0.003020676665454487,0.0004936010999920571,0.9999930966372301,0,-4.982845854607832e-06,-0.0019834539579910854,0.0002831807437361929,-0.0026904733703620163,-0.0013620877965518242,0.00023414984478992273,0.9999954256114015
1730338630.318896,0,-5.783660582720593e-05,-0.002014249224923261,0.000786783983338622,0.0036431297764021203,-0.003280154996035531,-0.0003370994953506918,0.9999879272034061,0,0.0001928198014254887,-0.0016484481811037334,0.0010750455182864038,-0.00281664991676882,-0.0014487773846721995,0.0005056001792963981,0.9999948559346666,0,-6.6763963770938945e-06,-0.001812953037197549,0.00027572566662429883,-0.004192228177235536,-0.0017027516730468949,0.00015410433715004688,0.9999897510032306
