t_s,bending_avg_y_mm,torsion_diff_y_mm
0.007803969,1.302874,-0.93471
0.024470636,1.253499,-0.620998
0.041137302,1.217041,-0.250742
0.057803969,1.190159,0.097433
0.074470636,1.169638,0.391553
0.091137302,1.146482,0.649136
0.107803969,1.140572,0.841639
0.124470636,1.144206,0.975872
0.141137302,1.158473,1.053022
0.157803969,1.169182,1.066608
0.174470636,1.15949,0.999518
0.191137302,1.126715,0.864033
0.207803969,1.050975,0.690266
0.224470636,0.929074,0.524279
0.241137302,0.751032,0.392029
0.257803969,0.523867,0.323201
0.274470636,0.24062,0.326725
0.291137302,-0.076876,0.379186
0.307803969,-0.446071,0.488495
0.324470636,-0.848502,0.636983
0.341137302,-1.251496,0.788827
0.357803969,-1.657543,0.976798
0.374470636,-2.010522,1.158003
0.391137302,-2.307185,1.304004
0.407803969,-2.54689,1.403436
0.424470636,-2.704913,1.400952
0.441137302,-2.804851,1.324396
0.457803969,-2.823665,1.125754
0.474470636,-2.771204,0.820026
0.491137302,-2.652606,0.442619
0.507803969,-2.475676,0.022053
0.524470636,-2.251959,-0.422302
0.541137302,-1.998072,-0.863356
0.557803969,-1.71459,-1.287107
0.574470636,-1.411192,-1.674421
0.591137302,-1.10051,-2.011844
0.607803969,-0.764396,-2.262511
0.624470636,-0.410762,-2.386063
0.641137302,-0.042485,-2.393055
0.657803969,0.338261,-2.306184
0.674470636,0.716389,-2.125498
0.691137302,1.083426,-1.847366
0.707803969,1.487436,-1.56683
0.724470636,1.877772,-1.233307
0.741137302,2.22801,-0.859977
0.757803969,2.547183,-0.493851
0.774470636,2.843782,-0.204666
0.791137302,3.115532,-0.007577
0.807803969,3.31805,0.152042
0.824470636,3.462805,0.272232
0.841137302,3.542768,0.365309
0.857803969,3.547603,0.408856
0.874470636,3.469934,0.384685
0.891137302,3.315849,0.334225
0.907803969,3.09716,0.285557
0.924470636,2.834158,0.207354
0.941137302,2.522603,0.156442
0.957803969,2.148042,0.200132
0.974470636,1.700391,0.341128
0.991137302,1.280916,0.457314
1.007803969,0.808296,0.658669
1.024470636,0.326624,0.888228
1.041137302,-0.086191,1.069894
1.057803969,-0.486261,1.319952
1.074470636,-0.839241,1.486632
1.091137302,-1.145564,1.533919
1.107803969,-1.393434,1.498564
1.124470636,-1.578361,1.394542
1.141137302,-1.722459,1.282662
1.157803969,-1.802993,1.119794
1.174470636,-1.849605,0.930457
1.191137302,-1.873978,0.688534
1.207803969,-1.887001,0.390971
1.224470636,-1.89293,0.057109
1.241137302,-1.867395,-0.320862
1.257803969,-1.821144,-0.63681
1.274470636,-1.749762,-0.871883
1.291137302,-1.648494,-1.035611
1.307803969,-1.531049,-1.13979
1.324470636,-1.407045,-1.185568
1.341137302,-1.269783,-1.15891
1.357803969,-1.124306,-1.057215
1.374470636,-0.946198,-0.91921
1.391137302,-0.746403,-0.703082
1.407803969,-0.529004,-0.440825
1.424470636,-0.312336,-0.180694
1.441137302,-0.099282,0.070873
1.457803969,0.098823,0.256869
1.474470636,0.276696,0.347506
1.491137302,0.441527,0.361483
1.507803969,0.600245,0.328136
1.524470636,0.736492,0.289857
1.541137302,0.834672,0.222303
1.557803969,0.875031,0.132023
1.574470636,0.857182,0.032303
1.591137302,0.78342,-0.072198
1.607803969,0.662961,-0.147415
1.624470636,0.49493,-0.128854
1.641137302,0.295301,-0.036832
1.657803969,0.069881,0.128249
1.674470636,-0.196384,0.316023
1.691137302,-0.498367,0.484829
1.707803969,-0.784674,0.652383
1.724470636,-1.043673,0.797526
1.741137302,-1.256235,0.880151
1.757803969,-1.419452,0.910504
1.774470636,-1.547614,0.952853
1.791137302,-1.617466,0.927318
1.807803969,-1.633244,0.808923
1.824470636,-1.598567,0.600232
1.841137302,-1.515772,0.331019
1.857803969,-1.387525,0.026914
1.874470636,-1.212138,-0.303606
1.891137302,-1.018581,-0.608894
1.907803969,-0.820126,-0.881919
1.924470636,-0.622516,-1.126252
1.941137302,-0.429873,-1.325461
1.957803969,-0.243685,-1.503214
1.974470636,-0.062365,-1.620816
1.991137302,0.125598,-1.606288
2.007803969,0.324657,-1.495112
2.024470636,0.52305,-1.343096
2.041137302,0.723581,-1.139148
2.057803969,0.923821,-0.873436
2.074470636,1.115424,-0.594267
2.091137302,1.29772,-0.338473
2.107803969,1.479692,-0.12055
2.124470636,1.657525,0.075558
2.141137302,1.820247,0.24256
2.157803969,1.970912,0.329559
2.174470636,2.087345,0.338363
2.191137302,2.162244,0.27999
2.207803969,2.209686,0.164929
2.224470636,2.226288,0.044122
2.241137302,2.208446,-0.06353
2.257803969,2.150392,-0.133931
2.274470636,2.05275,-0.178083
2.291137302,1.883992,-0.167173
2.307803969,1.652668,-0.09706
2.324470636,1.382344,0.006927
2.341137302,1.082953,0.169257
2.357803969,0.763095,0.392076
2.374470636,0.429402,0.618265
2.391137302,0.071266,0.877558
2.407803969,-0.281933,1.128183
2.424470636,-0.591849,1.362944
2.441137302,-0.842471,1.54807
2.457803969,-1.07552,1.617557
2.474470636,-1.304352,1.515899
2.491137302,-1.490118,1.336151
2.507803969,-1.606111,1.139578
2.524470636,-1.66026,0.879454
2.541137302,-1.677562,0.543391
2.557803969,-1.664691,0.133826
2.574470636,-1.610046,-0.310028
2.591137302,-1.517385,-0.74691
2.607803969,-1.401311,-1.099045
2.624470636,-1.222754,-1.414097
2.641137302,-1.007497,-1.633804
2.657803969,-0.776778,-1.748016
2.674470636,-0.532718,-1.771415
2.691137302,-0.278086,-1.70605
2.707803969,-0.016092,-1.56725
2.724470636,0.256211,-1.365988
2.741137302,0.53979,-1.079477
2.757803969,0.813255,-0.718432
2.774470636,1.082555,-0.333318
2.791137302,1.327266,0.029406
2.807803969,1.524702,0.310255
2.824470636,1.686474,0.508225
2.841137302,1.81276,0.62672
2.857803969,1.906912,0.680074
2.874470636,1.970878,0.689537
2.891137302,1.988669,0.650286
2.907803969,1.958484,0.560406
2.924470636,1.863481,0.429959
2.941137302,1.696072,0.261386
2.957803969,1.500186,0.085989
2.974470636,1.284638,-0.049907
2.991137302,1.04254,-0.141725
3.007803969,0.780004,-0.147157
3.024470636,0.469713,-0.03796
3.041137302,0.143182,0.105338
3.057803969,-0.174862,0.267436
3.074470636,-0.47357,0.442725
3.091137302,-0.727177,0.60419
3.107803969,-0.94466,0.758377
3.124470636,-1.10659,0.873195
3.141137302,-1.222527,0.953368
3.157803969,-1.288088,0.950315
3.174470636,-1.306528,0.864656
3.191137302,-1.280691,0.70474
3.207803969,-1.215283,0.49494
3.224470636,-1.120564,0.248778
3.241137302,-1.024843,-0.004273
3.257803969,-0.922621,-0.2779
3.274470636,-0.826465,-0.538345
3.291137302,-0.729738,-0.790364
3.307803969,-0.642554,-0.987529
3.324470636,-0.551351,-1.107104
3.341137302,-0.455542,-1.144864
3.357803969,-0.364251,-1.077252
3.374470636,-0.280509,-0.910514
3.391137302,-0.199376,-0.708699
3.407803969,-0.122957,-0.47611
3.424470636,-0.032745,-0.23422
3.441137302,0.0702,-0.012306
3.457803969,0.187347,0.198592
3.474470636,0.315552,0.382153
3.491137302,0.444954,0.52029
3.507803969,0.573576,0.610753
3.524470636,0.684349,0.632396
3.541137302,0.765299,0.589738
3.557803969,0.824989,0.472242
3.574470636,0.851321,0.31632
3.591137302,0.848074,0.148605
3.607803969,0.810974,-0.002505
3.624470636,0.737692,-0.138813
3.641137302,0.63096,-0.236373
3.657803969,0.487998,-0.287193
3.674470636,0.321884,-0.268777
3.691137302,0.119758,-0.179858
3.707803969,-0.068558,-0.095629
3.724470636,-0.268287,0.068434
3.741137302,-0.49738,0.289399
3.757803969,-0.69272,0.476634
3.774470636,-0.85371,0.616854
3.791137302,-0.979543,0.727818
3.807803969,-1.064696,0.815877
3.824470636,-1.120234,0.867339
3.841137302,-1.139336,0.854091
3.857803969,-1.129533,0.768869
3.874470636,-1.096731,0.611072
3.891137302,-1.04613,0.40925
3.907803969,-0.975374,0.152341
3.924470636,-0.896171,-0.122337
3.941137302,-0.809846,-0.381032
3.957803969,-0.716824,-0.615795
3.974470636,-0.618106,-0.816737
3.991137302,-0.520725,-0.981854
4.007803969,-0.413008,-1.100279
4.024470636,-0.30367,-1.138358
4.041137302,-0.179292,-1.124709
4.057803969,-0.045825,-1.058492
4.074470636,0.10596,-0.947098
4.091137302,0.283756,-0.797829
4.107803969,0.472912,-0.628682
4.124470636,0.666127,-0.422001
4.141137302,0.867998,-0.214184
4.157803969,1.039994,-0.005217
4.174470636,1.172286,0.16379
4.191137302,1.284547,0.252062
4.207803969,1.377654,0.263111
4.224470636,1.446737,0.231374
4.241137302,1.495888,0.20161
4.257803969,1.516392,0.165799
4.274470636,1.501247,0.112591
4.291137302,1.44576,0.058703
4.307803969,1.346057,0.001938
4.324470636,1.211227,-0.062268
4.341137302,1.063398,-0.122205
4.357803969,0.909166,-0.143132
4.374470636,0.736614,-0.10242
4.391137302,0.544174,0.014053
4.407803969,0.342503,0.145348
4.424470636,0.159848,0.215405
4.441137302,-0.020091,0.315378
4.457803969,-0.218723,0.46489
4.474470636,-0.400594,0.59981
4.491137302,-0.547098,0.727033
4.507803969,-0.666527,0.815277
4.524470636,-0.772286,0.854013
4.541137302,-0.869152,0.837384
4.557803969,-0.948245,0.745116
4.574470636,-1.014398,0.602804
4.591137302,-1.060704,0.432764
4.607803969,-1.076501,0.253764
4.624470636,-1.072607,0.08619
4.641137302,-1.06037,-0.05468
4.657803969,-1.049894,-0.188036
4.674470636,-1.04469,-0.31289
4.691137302,-1.029815,-0.418821
4.707803969,-0.997288,-0.507568
4.724470636,-0.941026,-0.560018
4.741137302,-0.85012,-0.542616
4.757803969,-0.734748,-0.471961
4.774470636,-0.617836,-0.383026
4.791137302,-0.493934,-0.305542
4.807803969,-0.36394,-0.234734
4.824470636,-0.231028,-0.167755
4.841137302,-0.092247,-0.099474
4.857803969,0.051356,-0.021248
4.874470636,0.179618,0.050373
4.891137302,0.29021,0.093813
4.907803969,0.373134,0.110818
4.924470636,0.446676,0.045519
4.941137302,0.502039,-0.042796
4.957803969,0.537112,-0.114205
4.974470636,0.555623,-0.161319
4.991137302,0.558602,-0.182415
5.007803969,0.543526,-0.181564
5.024470636,0.48523,-0.165706
5.041137302,0.405719,-0.155872
5.057803969,0.314845,-0.128414
5.074470636,0.228609,-0.084104
5.091137302,0.153838,-0.020332
5.107803969,0.09913,0.067999
5.124470636,0.063702,0.154201
5.141137302,0.037963,0.235262
5.157803969,0.023508,0.318088
5.174470636,0.024253,0.357924
5.191137302,0.02731,0.361526
5.207803969,0.053283,0.30338
5.224470636,0.101144,0.20755
5.241137302,0.170622,0.112749
5.257803969,0.255309,0.018041
5.274470636,0.320886,-0.068345
5.291137302,0.358103,-0.155686
5.307803969,0.371374,-0.274592
5.324470636,0.355703,-0.36067
5.341137302,0.33839,-0.422521
5.357803969,0.313188,-0.449661
5.374470636,0.25922,-0.395482
5.391137302,0.190452,-0.298182
5.407803969,0.093093,-0.155318
5.424470636,-0.024933,-0.007781
5.441137302,-0.147096,0.129185
5.457803969,-0.260534,0.2858
5.474470636,-0.350306,0.442628
5.491137302,-0.422344,0.594024
5.507803969,-0.477284,0.70464
5.524470636,-0.531333,0.764282
5.541137302,-0.573289,0.752142
5.557803969,-0.588176,0.661399
5.574470636,-0.575209,0.506864
5.591137302,-0.543704,0.341656
5.607803969,-0.498166,0.184221
5.624470636,-0.449856,0.029287
5.641137302,-0.412667,-0.118038
5.657803969,-0.389722,-0.279525
5.674470636,-0.355728,-0.454821
5.691137302,-0.32033,-0.569396
5.707803969,-0.287402,-0.61696
5.724470636,-0.251433,-0.577979
5.741137302,-0.226807,-0.467938
5.757803969,-0.231868,-0.302778
5.774470636,-0.252578,-0.147522
5.791137302,-0.284689,-0.021576
5.807803969,-0.3216,0.101295
5.824470636,-0.33272,0.217613
5.841137302,-0.324028,0.350459
5.857803969,-0.300068,0.4663
5.874470636,-0.27962,0.530983
5.891137302,-0.273003,0.5154
5.907803969,-0.277208,0.428145
5.924470636,-0.283012,0.307312
5.941137302,-0.272081,0.1631
5.957803969,-0.257476,0.014211
5.974470636,-0.24444,-0.121638
5.991137302,-0.239033,-0.22839
6.007803969,-0.247311,-0.31957
6.024470636,-0.29246,-0.431475
6.041137302,-0.327965,-0.509292
6.057803969,-0.342146,-0.542862
6.074470636,-0.346226,-0.51044
6.091137302,-0.333143,-0.408002
6.107803969,-0.304647,-0.264651
6.124470636,-0.270291,-0.108249
6.141137302,-0.247041,0.036752
6.157803969,-0.217154,0.138281
6.174470636,-0.170152,0.230694
6.191137302,-0.100952,0.305742
6.207803969,-0.025366,0.331841
6.224470636,0.052027,0.32019
6.241137302,0.127292,0.265251
6.257803969,0.192723,0.150079
6.274470636,0.244799,-0.006142
6.291137302,0.288898,-0.173844
6.307803969,0.331017,-0.312409
6.324470636,0.361893,-0.38756
6.341137302,0.369366,-0.446111
6.357803969,0.345568,-0.504768
6.374470636,0.302306,-0.530749
6.391137302,0.255855,-0.50065
6.407803969,0.197845,-0.387442
6.424470636,0.155054,-0.236509
6.441137302,0.123644,-0.036135
6.457803969,0.096805,0.175272
6.474470636,0.075862,0.373815
6.491137302,0.057601,0.544309
6.507803969,0.039689,0.671646
6.524470636,0.029641,0.755678
6.541137302,0.036771,0.783624
6.557803969,0.056413,0.739116
6.574470636,0.08441,0.607452
6.591137302,0.10392,0.437324
6.607803969,0.119929,0.24291
6.624470636,0.124851,0.05085
6.641137302,0.117637,-0.149515
6.657803969,0.083445,-0.33439
6.674470636,0.035293,-0.473756
6.691137302,-0.019033,-0.552153
6.707803969,-0.092768,-0.572048
6.724470636,-0.180188,-0.542514
6.741137302,-0.261671,-0.491722
6.757803969,-0.341531,-0.387662
6.774470636,-0.408513,-0.225132
6.791137302,-0.444396,-0.04299
6.807803969,-0.459976,0.154507
6.824470636,-0.462116,0.3075
6.841137302,-0.443596,0.404637
6.857803969,-0.399284,0.43775
6.874470636,-0.312181,0.394309
6.891137302,-0.186654,0.32027
6.907803969,-0.033696,0.225052
6.924470636,0.112748,0.124517
6.941137302,0.238715,0.004002
6.957803969,0.329275,-0.133888
6.974470636,0.410729,-0.341986
6.991137302,0.462834,-0.53945
7.007803969,0.504701,-0.682417
7.024470636,0.536038,-0.739358
7.041137302,0.538309,-0.688646
7.057803969,0.509666,-0.560113
7.074470636,0.438539,-0.360462
7.091137302,0.344346,-0.157311
7.107803969,0.217255,0.06984
7.124470636,0.092475,0.287937
7.141137302,-0.02997,0.519176
7.157803969,-0.148079,0.754014
7.174470636,-0.254163,0.938404
7.191137302,-0.358926,1.052846
7.207803969,-0.457707,1.090176
7.224470636,-0.545066,1.040402
7.241137302,-0.620338,0.932507
7.257803969,-0.673783,0.770106
7.274470636,-0.721135,0.56661
7.291137302,-0.755418,0.331264
7.307803969,-0.781278,0.097925
7.324470636,-0.80774,-0.123752
7.341137302,-0.828232,-0.347692
7.357803969,-0.836374,-0.541232
7.374470636,-0.838394,-0.685425
7.391137302,-0.820161,-0.783028
7.407803969,-0.771372,-0.823523
7.424470636,-0.697519,-0.801511
7.441137302,-0.602316,-0.718741
7.457803969,-0.481193,-0.58774
7.474470636,-0.334404,-0.428504
7.491137302,-0.17032,-0.250912
7.507803969,0.002764,-0.084993
7.524470636,0.173551,0.046588
7.541137302,0.331289,0.146916
7.557803969,0.478234,0.203139
7.574470636,0.603734,0.247129
7.591137302,0.715525,0.257267
7.607803969,0.794098,0.240946
7.624470636,0.847396,0.162597
7.641137302,0.870308,0.044531
7.657803969,0.853361,-0.083782
7.674470636,0.807976,-0.187713
7.691137302,0.742056,-0.245628
7.707803969,0.654674,-0.240404
7.724470636,0.556553,-0.17675
7.741137302,0.432772,-0.093115
7.757803969,0.285916,0.005636
7.774470636,0.132815,0.11711
7.791137302,-0.029637,0.214825
7.807803969,-0.164664,0.31209
7.824470636,-0.264232,0.422565
7.841137302,-0.328017,0.525873
7.857803969,-0.357567,0.606612
7.874470636,-0.365649,0.639512
7.891137302,-0.360184,0.626861
7.907803969,-0.338142,0.555681
7.924470636,-0.305124,0.433575
7.941137302,-0.262468,0.280074
7.957803969,-0.216139,0.118392
7.974470636,-0.17886,-0.044364
7.991137302,-0.164025,-0.207876
8.007803969,-0.177128,-0.359564
8.024470636,-0.208789,-0.480065
8.041137302,-0.250916,-0.572029
8.057803969,-0.283496,-0.605701
8.074470636,-0.315992,-0.555709
8.091137302,-0.349038,-0.464417
8.107803969,-0.379768,-0.36672
8.124470636,-0.397006,-0.298886
8.141137302,-0.393706,-0.238695
8.157803969,-0.357367,-0.17004
8.174470636,-0.276154,-0.093274
8.191137302,-0.150318,-0.017793
8.207803969,0.009085,0.036512
8.224470636,0.17742,0.022761
8.241137302,0.350004,-0.057629
8.257803969,0.524605,-0.172238
8.274470636,0.711756,-0.307348
8.291137302,0.90021,-0.421791
8.307803969,1.074938,-0.493531
8.324470636,1.238238,-0.587092
8.341137302,1.35103,-0.641491
8.357803969,1.408492,-0.642731
8.374470636,1.413796,-0.591228
8.391137302,1.370876,-0.477286
8.407803969,1.287917,-0.307198
8.424470636,1.175298,-0.092374
8.441137302,1.025526,0.158533
8.457803969,0.830884,0.431512
8.474470636,0.611589,0.679002
8.491137302,0.35571,0.89142
8.507803969,0.109719,1.013608
8.524470636,-0.100205,1.04999
8.541137302,-0.308983,1.073346
8.557803969,-0.490376,1.038386
8.574470636,-0.653099,0.957589
8.591137302,-0.80882,0.793689
8.607803969,-0.946752,0.549756
8.624470636,-1.041221,0.256171
8.641137302,-1.09738,-0.038739
8.657803969,-1.112868,-0.270125
8.674470636,-1.110972,-0.422246
8.691137302,-1.097153,-0.495828
8.707803969,-1.081346,-0.533039
8.724470636,-1.071816,-0.576628
8.741137302,-1.052029,-0.588736
8.757803969,-1.000993,-0.516068
8.774470636,-0.913664,-0.368016
8.791137302,-0.812975,-0.20189
8.807803969,-0.706088,-0.045436
8.824470636,-0.636186,-0.019029
8.841137302,-0.552065,-0.014678
8.857803969,-0.415585,0.01563
8.874470636,-0.260166,-0.007121
8.891137302,-0.090551,-0.057754
8.907803969,0.100184,-0.127512
8.924470636,0.290057,-0.21107
8.941137302,0.456167,-0.309936
8.957803969,0.584216,-0.426839
8.974470636,0.678264,-0.557216
8.991137302,0.744447,-0.666849
9.007803969,0.78453,-0.727384
9.024470636,0.804076,-0.715608
9.041137302,0.79765,-0.627732
9.057803969,0.749579,-0.468852
9.074470636,0.664426,-0.266751
9.091137302,0.55114,-0.036532
9.107803969,0.433016,0.184061
9.124470636,0.323824,0.38555
9.141137302,0.225225,0.585896
9.157803969,0.130124,0.782437
9.174470636,0.033675,0.962916
9.191137302,-0.062914,1.111122
9.207803969,-0.158389,1.201004
9.224470636,-0.257039,1.218502
9.241137302,-0.351892,1.129718
9.257803969,-0.451814,0.953741
9.274470636,-0.550744,0.726725
9.291137302,-0.658608,0.494254
9.307803969,-0.760136,0.270498
9.324470636,-0.864621,0.060501
9.341137302,-0.963867,-0.145182
9.357803969,-1.048819,-0.341446
9.374470636,-1.123262,-0.540281
9.391137302,-1.177614,-0.696816
9.407803969,-1.197851,-0.769264
9.424470636,-1.178942,-0.763209
9.441137302,-1.105682,-0.719931
9.457803969,-0.987568,-0.675288
9.474470636,-0.821503,-0.646942
9.491137302,-0.607919,-0.643744
9.507803969,-0.354382,-0.635008
9.524470636,-0.07166,-0.596193
9.541137302,0.237686,-0.540719
9.557803969,0.560889,-0.486147
9.574470636,0.889814,-0.463857
9.591137302,1.19933,-0.487241
9.607803969,1.461912,-0.54307
9.624470636,1.667398,-0.569248
9.641137302,1.817029,-0.562803
9.657803969,1.919487,-0.516217
9.674470636,1.977388,-0.448039
9.691137302,1.977606,-0.378963
9.707803969,1.904605,-0.297828
9.724470636,1.769765,-0.165786
9.741137302,1.585265,0.034407
9.757803969,1.371594,0.293825
9.774470636,1.135917,0.58549
9.791137302,0.898074,0.835522
9.807803969,0.648673,1.021422
9.824470636,0.39066,1.189634
9.841137302,0.145547,1.299032
9.857803969,-0.108122,1.362732
9.874470636,-0.31334,1.314839
9.891137302,-0.458669,1.19115
9.907803969,-0.5398,1.026595
9.924470636,-0.588801,0.837917
9.941137302,-0.651348,0.596239
9.957803969,-0.734599,0.299332
9.974470636,-0.772214,0.047894
9.991137302,-0.784206,-0.201054
10.007803969,-0.774492,-0.456081
10.024470636,-0.739091,-0.645311
10.041137302,-0.690677,-0.74902
10.057803969,-0.654958,-0.759095
10.074470636,-0.625932,-0.689022
10.091137302,-0.591396,-0.588061
10.107803969,-0.542804,-0.477338
10.124470636,-0.477764,-0.365354
10.141137302,-0.40895,-0.231348
10.157803969,-0.337731,-0.032178
10.174470636,-0.27168,0.223057
10.191137302,-0.198077,0.446143
10.207803969,-0.137499,0.5533
10.224470636,-0.081404,0.513465
10.241137302,-0.022601,0.401473
10.257803969,0.02807,0.284848
10.274470636,0.064765,0.192776
10.291137302,0.100976,0.091804
10.307803969,0.138888,-0.057541
10.324470636,0.169486,-0.272934
10.341137302,0.192167,-0.544192
10.357803969,0.214938,-0.76607
10.374470636,0.24605,-0.881523
10.391137302,0.273212,-0.886536
10.407803969,0.30135,-0.81174
10.424470636,0.333109,-0.679576
10.441137302,0.370137,-0.514254
10.457803969,0.404651,-0.354634
10.474470636,0.429465,-0.190968
10.491137302,0.454676,-0.008365
10.507803969,0.491768,0.205325
10.524470636,0.545035,0.410554
10.541137302,0.607647,0.54813
10.557803969,0.665042,0.604685
10.574470636,0.714641,0.583474
10.591137302,0.74066,0.525249
10.607803969,0.741258,0.463324
10.624470636,0.717613,0.425461
10.641137302,0.663141,0.420676
10.657803969,0.570992,0.404607
10.674470636,0.402158,0.390318
10.691137302,0.163446,0.400806
10.707803969,-0.117106,0.424092
10.724470636,-0.439766,0.479282
10.741137302,-0.771642,0.574846
10.757803969,-1.089018,0.703792
10.774470636,-1.377289,0.810404
10.791137302,-1.629751,0.868698
10.807803969,-1.851124,0.867233
10.824470636,-2.017506,0.819017
10.841137302,-2.104288,0.726076
10.857803969,-2.102517,0.6001
10.874470636,-2.008566,0.443631
10.891137302,-1.847274,0.246614
10.907803969,-1.643013,0.016336
10.924470636,-1.426793,-0.226826
10.941137302,-1.206047,-0.479246
10.957803969,-0.984111,-0.712782
10.974470636,-0.766194,-0.912932
10.991137302,-0.544323,-1.09083
11.007803969,-0.35046,-1.17478
11.024470636,-0.19416,-1.165072
11.041137302,-0.088184,-1.084796
11.057803969,-0.030865,-0.956599
11.074470636,-0.006128,-0.795872
11.091137302,-0.000824,-0.605082
11.107803969,-0.000541,-0.383698
11.124470636,0.013315,-0.149535
11.141137302,0.038394,0.100608
11.157803969,0.061987,0.295905
11.174470636,0.082978,0.408902
11.191137302,0.114048,0.448422
11.207803969,0.172174,0.399352
11.224470636,0.257466,0.280334
11.241137302,0.377879,0.101852
11.257803969,0.51295,-0.082427
11.274470636,0.639877,-0.240924
11.291137302,0.746816,-0.361834
11.307803969,0.82447,-0.445525
11.324470636,0.867968,-0.50092
11.341137302,0.885,-0.519451
11.357803969,0.867481,-0.505818
11.374470636,0.805389,-0.424636
11.391137302,0.708434,-0.247869
11.407803969,0.579525,0.011153
11.424470636,0.424106,0.31299
11.441137302,0.238516,0.634338
11.457803969,0.031002,0.951948
11.474470636,-0.178522,1.230398
11.491137302,-0.403734,1.459972
11.507803969,-0.630688,1.612355
11.524470636,-0.845228,1.684556
11.541137302,-1.047626,1.656844
11.557803969,-1.238943,1.531918
11.574470636,-1.406763,1.322921
11.591137302,-1.55718,1.027019
11.607803969,-1.693597,0.66617
11.624470636,-1.798694,0.286261
11.641137302,-1.871924,-0.066715
