frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming,area_px2,quality_score,corner_sharpness
0,0,948.6762,496.750935,806.726562,644.674133,1095.748901,639.871277,1090.713379,348.736511,802.395996,354.401794,32.6988,0,83941.8655,9473.7326,36.1488
1,0,948.352582,507.642809,805.748779,654.481689,1094.702759,651.704346,1091.294434,360.455841,802.924133,364.488586,33.5371,0,83901.8351,9714.2938,38.0826
2,0,948.31401,517.693206,804.691956,663.990906,1093.665771,662.002991,1091.908081,371.424011,803.468994,373.886536,35.1761,0,83826.8309,10184.4882,39.157
3,0,948.074216,525.854218,804.026917,671.192749,1092.931763,670.805176,1092.236694,380.399475,803.822754,381.509735,35.5682,0,83724.3649,10291.7166,39.6694
4,0,947.994089,531.12995,803.488342,675.663208,1092.414673,675.790588,1092.344604,386.751953,804.018433,386.914978,35.8623,0,83382.2243,10355.5907,44.5702
5,0,948.078392,532.999614,803.352051,677.120728,1092.329712,677.22229,1092.591675,389.090668,804.16864,389.118439,36.2898,0,83165.0502,10465.38,42.095
6,0,948.120759,531.430571,803.449036,675.232178,1092.45874,675.191345,1092.589478,387.83075,804.147888,388.033447,35.9279,0,82944.9561,10347.2948,43.405
7,0,948.269153,526.635028,804.167114,670.375427,1093.070435,669.570984,1092.366455,382.899353,803.723694,383.951599,36.2988,0,82747.7918,10441.6823,39.6983
8,0,948.587639,519.058104,804.915588,663.230469,1093.943604,661.028564,1091.938843,375.207703,803.508606,377.358124,35.1641,0,82535.9523,10102.3193,38.6198
9,0,948.763201,509.744891,805.983276,654.328735,1094.979248,650.985291,1091.46167,365.24353,802.947144,368.890869,34.6663,0,82477.0116,9955.7492,39.4587
10,0,949.059707,499.5503,806.900574,645.084717,1095.95813,639.7901,1090.773315,354.471985,802.340027,359.48114,33.9221,0,82450.6159,9740.4648,39.2273
11,0,949.145002,489.55226,807.884216,635.844727,1096.898193,629.098572,1090.11084,343.565247,801.687439,350.285156,34.3048,0,82486.3074,9852.4859,39.0661
12,0,949.207836,480.808088,808.742554,628.084717,1097.733154,619.800415,1089.509888,333.702606,801.116211,342.221619,33.107,0,82626.8902,9516.5719,41.7645
13,0,949.200274,474.100789,809.137878,622.076721,1098.018311,612.875793,1089.078735,326.319183,800.67218,335.596161,34.2412,0,82782.1287,9851.8382,41.9711
14,0,949.157168,470.263024,809.565613,618.929688,1098.411499,609.166565,1088.621826,321.731506,800.361084,331.78595,34.216,0,82992.4127,9857.0834,45.3843
15,0,949.155319,469.736181,809.645569,618.880981,1098.476562,609.04126,1088.580811,320.681458,800.431152,330.988129,33.2848,0,83217.9082,9601.8374,41.5537
16,0,949.08872,472.664975,809.393555,621.973999,1098.177124,612.484009,1088.800781,323.337891,800.469788,333.286224,34.0338,0,83458.0194,9832.0591,41.6281
17,0,948.967684,478.617514,808.749207,627.826538,1097.695801,619.424683,1089.181641,329.4133,800.896973,338.432739,34.1769,0,83683.977,9886.7562,41.3802
18,0,948.82917,487.072469,808.029663,635.633362,1096.872559,628.870789,1089.970703,338.150696,801.547424,346.003662,33.489,0,83802.9802,9694.645,41.3223
19,0,948.82756,496.917205,807.12323,644.950745,1096.023438,639.599548,1090.605591,348.806671,802.246704,354.831024,33.2542,0,83863.5462,9630.1514,39.2686
20,0,948.539607,507.233128,806.149536,654.225342,1094.980347,650.867065,1091.288452,359.870544,802.792419,364.279449,33.9518,0,83862.1003,9832.0861,41.0
21,0,948.442905,516.701235,805.034668,662.867554,1093.957886,660.862427,1091.88501,370.500397,803.40979,373.017426,35.2495,0,83757.5789,10201.5231,40.0289
22,0,948.220032,524.482309,804.033325,669.911987,1093.11438,669.138367,1092.260254,379.200378,803.873901,380.373566,36.0336,0,83657.6784,10422.2277,42.7645
23,0,948.016505,529.921836,803.499084,674.458496,1092.382812,674.540039,1092.557495,385.361603,804.056213,385.710358,35.8612,0,83421.4863,10357.7108,39.5661
24,0,947.928402,531.912434,803.248291,676.030212,1092.186768,676.164734,1092.537476,387.865417,804.076111,388.066193,35.5672,0,83183.5703,10258.1361,41.9504
25,0,947.961226,530.65777,803.272278,674.459717,1092.22522,674.659241,1092.508179,386.996948,804.129333,387.087616,35.9944,0,82996.4397,10369.6637,42.9421
26,0,948.160204,526.070194,803.924011,669.584412,1092.770142,669.213257,1092.339233,382.612854,803.824341,383.198425,35.5614,0,82705.129,10226.925,40.0537
27,0,948.506369,518.476125,804.627563,662.430298,1093.741577,660.733093,1091.962769,374.94458,803.568665,376.510559,35.5206,0,82543.8542,10205.2269,43.3967
28,0,948.659711,509.176663,805.773682,653.547913,1094.708862,650.597778,1091.609253,364.741241,803.039063,368.170471,34.2461,0,82481.9773,9835.3689,39.8347
29,0,949.006511,498.740254,806.687012,644.008118,1095.666138,639.082764,1091.010742,353.794189,802.465637,358.511383,34.7173,0,82431.9855,9967.6739,40.876
30,0,949.062427,488.386344,807.560364,634.521484,1096.624146,628.124756,1090.238892,342.587463,801.865784,348.993652,33.0059,0,82477.1817,9478.9119,39.7149
31,0,949.17529,479.277766,808.457092,626.341431,1097.428833,618.344543,1089.602783,332.517914,801.135925,340.411896,33.2018,0,82598.6952,9542.1936,43.438
32,0,949.077989,472.053054,808.961304,620.002747,1097.990967,610.857788,1089.08606,324.218048,800.692322,333.739838,33.4122,0,82781.9942,9613.3115,43.9298
33,0,949.112751,467.663994,809.477295,616.320984,1098.280396,606.521118,1088.582764,319.183136,800.435303,329.263184,33.069,0,82942.6278,9523.7932,38.8926
34,0,949.141329,466.582168,809.596741,615.701843,1098.370972,605.696045,1088.546753,317.611206,800.283936,327.815308,33.3905,0,83185.8947,9630.4763,42.2479
35,0,949.103135,468.881444,809.465454,618.357849,1098.37915,608.575378,1088.661255,319.490204,800.358765,329.685028,33.2719,0,83466.8326,9612.4605,40.376
36,0,948.971878,474.621542,808.992126,623.798645,1097.86853,615.209839,1089.085083,325.302216,800.77002,334.68927,33.8473,0,83627.34,9788.0949,40.8595
37,0,948.875892,482.890131,808.259949,631.800476,1097.170898,624.518372,1089.651245,333.810974,801.291077,341.940155,33.8835,0,83842.0656,9811.1349,36.686
38,0,948.783016,493.098043,807.339172,641.363342,1096.167603,635.626282,1090.396484,344.654938,802.032471,351.182953,34.2106,0,83893.0648,9908.8607,38.6653
39,0,948.529784,503.967347,806.272949,651.309875,1095.199829,647.570129,1091.093872,356.30658,802.675659,361.163422,33.9643,0,83935.1083,9839.9863,38.6198
40,0,948.414,514.297915,805.190186,660.933838,1094.189697,658.423889,1091.640503,367.659241,803.294312,370.820526,35.0124,0,83848.1507,10138.3814,44.2438
