t_s,bending_avg_y_mm,torsion_diff_y_mm
0.006576765,-0.003705,0.003615
0.023243432,0.002115,-0.002448
0.039910098,0.004334,-0.007195
0.056576765,0.005191,-0.004045
0.073243432,0.002063,0.000288
0.089910098,-0.002555,0.005226
0.106576765,-0.004099,0.007024
0.123243432,-0.000811,-0.002024
0.139910098,0.002471,-0.005374
0.156576765,0.005593,-0.003733
0.173243432,0.005583,-0.003934
0.189910098,0.00102,0.003262
0.206576765,-0.001595,0.007596
0.223243432,-0.0031,0.005489
0.239910098,0.000339,0.00083
0.256576765,0.005235,-0.009808
0.273243432,0.005964,-0.00985
0.289910098,0.002488,-0.000569
0.306576765,-0.00188,0.00946
0.323243432,-0.004461,0.005283
0.339910098,-0.004007,0.000444
0.356576765,-0.000293,-0.007393
0.373243432,0.004738,-0.01034
0.389910098,0.006339,-0.002064
0.406576765,-0.000344,0.009614
0.423243432,-0.008222,0.011635
0.439910098,-0.01072,0.010077
0.456576765,-0.006566,0.000738
0.473243432,0.001917,-0.009582
0.489910098,0.006052,-0.008791
0.506576765,0.003832,-0.000422
0.523243432,-0.003758,0.008676
0.539910098,-0.012048,0.007579
0.556576765,-0.012268,0.00182
0.573243432,-0.001486,-0.002924
0.589910098,0.010376,-0.010808
0.606576765,0.009338,-0.00932
0.623243432,0.000455,0.002336
0.639910098,-0.011934,0.008771
0.656576765,-0.013516,0.008495
0.673243432,-0.004242,0.000693
0.689910098,0.007455,-0.010358
0.706576765,0.01136,-0.013747
0.723243432,0.008599,-0.003706
0.739910098,-0.0013,0.010179
0.756576765,-0.007739,0.016036
0.773243432,-0.007024,0.006416
0.789910098,0.002184,-0.005709
0.806576765,0.013126,-0.015165
0.823243432,0.012646,-0.012776
0.839910098,0.004241,0.000594
0.856576765,-0.004994,0.014267
0.873243432,-0.007653,0.012922
0.889910098,-0.003592,0.000521
0.906576765,0.006364,-0.010766
0.923243432,0.013698,-0.015548
0.939910098,0.010809,-0.006838
0.956576765,-0.001429,0.010968
0.973243432,-0.015327,0.009588
0.989910098,-0.012034,0.003601
1.006576765,0.005123,-0.00287
1.023243432,0.013405,-0.0144
1.039910098,0.011227,-0.016705
1.056576765,-1.3e-05,0.001058
1.073243432,-0.011784,0.015514
1.089910098,-0.014594,0.019084
1.106576765,-0.005386,0.001875
1.123243432,0.008087,-0.011852
1.139910098,0.013092,-0.012608
1.156576765,0.004411,-0.005106
1.173243432,-0.013995,0.003624
1.189910098,-0.017317,0.01951
1.206576765,-0.007933,0.0194
1.223243432,0.003338,-0.002018
1.239910098,0.008544,-0.019258
1.256576765,0.008354,-0.012924
1.273243432,0.000336,0.003052
1.289910098,-0.009574,0.013704
1.306576765,-0.012525,0.008973
1.323243432,-0.00498,-0.00092
1.339910098,0.007559,-0.012242
1.356576765,0.010632,-0.011452
1.373243432,0.004276,-0.006219
1.389910098,-0.002842,0.00586
1.406576765,-0.00779,0.016231
1.423243432,-0.010456,0.009181
1.439910098,-0.002846,-0.003694
1.456576765,0.011446,-0.014924
1.473243432,0.011693,-0.014113
1.489910098,0.004757,0.001253
1.506576765,-0.006973,0.01107
1.523243432,-0.00838,0.012319
1.539910098,-0.003734,0.006541
1.556576765,0.005638,-0.008822
1.573243432,0.013893,-0.015786
1.589910098,0.010721,-0.00509
1.606576765,-0.000736,0.004547
1.623243432,-0.009844,0.011485
1.639910098,-0.008446,0.012302
1.656576765,-0.00122,-0.00056
1.673243432,0.007877,-0.01171
1.689910098,0.012532,-0.016187
1.706576765,0.007706,-0.004986
1.723243432,-0.00263,0.012733
1.739910098,-0.010784,0.013711
1.756576765,-0.009822,0.003803
1.773243432,0.001454,-0.007919
1.789910098,0.007472,-0.012075
1.806576765,0.006019,-0.009676
1.823243432,-0.001156,0.001753
1.839910098,-0.009061,0.016572
1.856576765,-0.012624,0.015569
1.873243432,-0.009611,0.000749
1.889910098,0.002272,-0.012
