t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.006577,-0.003705,0.003615,-0.003080,0.003000
0.023243,0.002115,-0.002448,0.001933,-0.002408
0.039910,0.004334,-0.007195,0.004310,-0.006824
0.056577,0.005191,-0.004045,0.005025,-0.004037
0.073243,0.002063,0.000288,0.001991,0.000340
0.089910,-0.002555,0.005226,-0.002428,0.005132
0.106577,-0.004099,0.007024,-0.003894,0.006488
0.123243,-0.000811,-0.002024,-0.000846,-0.001703
0.139910,0.002471,-0.005374,0.002485,-0.005163
0.156577,0.005593,-0.003733,0.005479,-0.003919
0.173243,0.005583,-0.003934,0.005379,-0.003553
0.189910,0.001020,0.003262,0.001130,0.003146
0.206577,-0.001595,0.007596,-0.001584,0.007339
0.223243,-0.003100,0.005489,-0.002880,0.005432
0.239910,0.000339,0.000830,0.000411,0.000479
0.256577,0.005235,-0.009808,0.005052,-0.009330
0.273243,0.005964,-0.009850,0.005797,-0.009438
0.289910,0.002488,-0.000569,0.002468,-0.000527
0.306577,-0.001880,0.009460,-0.001812,0.008773
0.323243,-0.004461,0.005283,-0.004362,0.005353
0.339910,-0.004007,0.000444,-0.003880,0.000277
0.356577,-0.000293,-0.007393,-0.000208,-0.007233
0.373243,0.004738,-0.010340,0.004628,-0.009847
0.389910,0.006339,-0.002064,0.005966,-0.001917
0.406577,-0.000344,0.009614,-0.000394,0.009165
0.423243,-0.008222,0.011635,-0.008005,0.011597
0.439910,-0.010720,0.010077,-0.010467,0.009752
0.456577,-0.006566,0.000738,-0.006380,0.000660
0.473243,0.001917,-0.009582,0.001728,-0.009093
0.489910,0.006052,-0.008791,0.005818,-0.008494
0.506577,0.003832,-0.000422,0.003617,-0.000394
0.523243,-0.003758,0.008676,-0.003831,0.008205
0.539910,-0.012048,0.007579,-0.011736,0.007440
0.556577,-0.012268,0.001820,-0.011778,0.001926
0.573243,-0.001486,-0.002924,-0.001416,-0.003166
0.589910,0.010376,-0.010808,0.009801,-0.010418
0.606577,0.009338,-0.009320,0.009052,-0.008849
0.623243,0.000455,0.002336,0.000274,0.002070
0.639910,-0.011934,0.008771,-0.011468,0.008533
0.656577,-0.013516,0.008495,-0.013079,0.008205
0.673243,-0.004242,0.000693,-0.004168,0.000515
0.689910,0.007455,-0.010358,0.007110,-0.010071
0.706577,0.011360,-0.013747,0.011146,-0.013169
0.723243,0.008599,-0.003706,0.008298,-0.003537
0.739910,-0.001300,0.010179,-0.001143,0.009864
0.756577,-0.007739,0.016036,-0.007477,0.015377
0.773243,-0.007024,0.006416,-0.006668,0.006383
0.789910,0.002184,-0.005709,0.002290,-0.005644
0.806577,0.013126,-0.015165,0.012619,-0.014710
0.823243,0.012646,-0.012776,0.012345,-0.012321
0.839910,0.004241,0.000594,0.004228,0.000635
0.856577,-0.004994,0.014267,-0.004725,0.013613
0.873243,-0.007653,0.012922,-0.007423,0.012490
0.889910,-0.003592,0.000521,-0.003333,0.000611
0.906577,0.006364,-0.010766,0.006291,-0.010555
0.923243,0.013698,-0.015548,0.013297,-0.014982
0.939910,0.010809,-0.006838,0.010407,-0.006386
0.956577,-0.001429,0.010968,-0.001577,0.010005
0.973243,-0.015327,0.009588,-0.014558,0.009509
0.989910,-0.012034,0.003601,-0.011409,0.003673
1.006577,0.005123,-0.002870,0.004661,-0.003222
1.023243,0.013405,-0.014400,0.013005,-0.014083
1.039910,0.011227,-0.016705,0.010885,-0.015762
1.056577,-0.000013,0.001058,-0.000038,0.000880
1.073243,-0.011784,0.015514,-0.011438,0.015113
1.089910,-0.014594,0.019084,-0.014103,0.018143
1.106577,-0.005386,0.001875,-0.005194,0.002112
1.123243,0.008087,-0.011852,0.007751,-0.011282
1.139910,0.013092,-0.012608,0.012523,-0.012366
1.156577,0.004411,-0.005106,0.003934,-0.005152
1.173243,-0.013995,0.003624,-0.013277,0.004114
1.189910,-0.017317,0.019510,-0.016807,0.018858
1.206577,-0.007933,0.019400,-0.007931,0.018402
