t_s,bending_avg_y_mm,torsion_diff_y_mm
0.008953407,-0.176684,0.072293
0.025620074,-0.128787,-0.076998
0.04228674,-0.077203,-0.221006
0.058953407,-0.018165,-0.329162
0.075620074,0.017845,-0.423216
0.09228674,0.041617,-0.458617
0.108953407,0.049773,-0.452416
0.125620074,0.045757,-0.397476
0.14228674,0.033421,-0.28609
0.158953407,0.014495,-0.143391
0.175620074,-0.019749,-0.008947
0.19228674,-0.04321,0.148182
0.208953407,-0.064047,0.271331
0.225620074,-0.072004,0.365739
0.24228674,-0.065433,0.433621
0.258953407,-0.044386,0.443906
0.275620074,-0.005789,0.404638
0.29228674,0.045714,0.329225
0.308953407,0.104449,0.225186
0.325620074,0.160801,0.099827
0.34228674,0.213067,-0.045167
0.358953407,0.25304,-0.18743
0.375620074,0.278817,-0.302776
0.39228674,0.284478,-0.365525
0.408953407,0.263332,-0.396466
0.425620074,0.217497,-0.395325
0.44228674,0.146482,-0.341914
0.458953407,0.070693,-0.239722
0.475620074,-0.018462,-0.115981
0.49228674,-0.11558,0.009828
0.508953407,-0.203077,0.153079
0.525620074,-0.278889,0.272806
0.54228674,-0.336268,0.36312
0.558953407,-0.36618,0.41493
0.575620074,-0.370004,0.426456
0.59228674,-0.348472,0.392116
0.608953407,-0.298596,0.303323
0.625620074,-0.227454,0.191058
0.64228674,-0.144876,0.067012
0.658953407,-0.056015,-0.075567
0.675620074,0.021156,-0.209025
0.69228674,0.095586,-0.316512
0.708953407,0.144692,-0.403379
0.725620074,0.173471,-0.431112
0.74228674,0.17774,-0.421029
0.758953407,0.159781,-0.36382
0.775620074,0.119926,-0.262737
0.79228674,0.067163,-0.13102
0.808953407,0.000604,0.015072
0.825620074,-0.071457,0.156662
0.84228674,-0.139915,0.274171
0.858953407,-0.199248,0.379654
0.875620074,-0.236826,0.436867
0.89228674,-0.257632,0.444516
0.908953407,-0.256142,0.410221
0.925620074,-0.228684,0.322754
0.94228674,-0.178941,0.205719
0.958953407,-0.117027,0.072336
0.975620074,-0.049404,-0.078054
0.99228674,0.018946,-0.219106
1.008953407,0.086433,-0.326534
1.025620074,0.134221,-0.417158
1.04228674,0.172769,-0.451066
1.058953407,0.193871,-0.440352
1.075620074,0.201728,-0.378229
1.09228674,0.191386,-0.273898
1.108953407,0.160648,-0.155804
1.125620074,0.12433,-0.018459
1.14228674,0.086233,0.126495
1.158953407,0.04759,0.259988
1.175620074,0.014391,0.360653
1.19228674,-0.005371,0.413057
1.208953407,-0.012226,0.431346
1.225620074,-0.006223,0.413121
1.24228674,0.009117,0.335566
1.258953407,0.033586,0.21832
1.275620074,0.06247,0.085287
1.29228674,0.09639,-0.051186
1.308953407,0.117296,-0.186377
1.325620074,0.122649,-0.306976
1.34228674,0.116826,-0.385528
1.358953407,0.096284,-0.419526
1.375620074,0.059248,-0.421896
1.39228674,0.006206,-0.367372
1.408953407,-0.047174,-0.262203
1.425620074,-0.114759,-0.159944
1.44228674,-0.178429,-0.028439
1.458953407,-0.234262,0.108752
1.475620074,-0.273318,0.230183
1.49228674,-0.286431,0.33252
1.508953407,-0.275845,0.39048
1.525620074,-0.240494,0.407554
1.54228674,-0.176659,0.384496
1.558953407,-0.099698,0.316073
1.575620074,-0.005067,0.20826
1.59228674,0.103121,0.07638
1.608953407,0.211892,-0.059001
1.625620074,0.306914,-0.192517
1.64228674,0.390299,-0.29432
1.658953407,0.440891,-0.389285
1.675620074,0.464549,-0.42299
1.69228674,0.458009,-0.40969
1.708953407,0.425605,-0.358284
1.725620074,0.365105,-0.270741
1.74228674,0.287321,-0.155894
1.758953407,0.188782,-0.022094
1.775620074,0.081346,0.111196
1.79228674,-0.018885,0.235992
1.808953407,-0.107878,0.338925
1.825620074,-0.182949,0.397282
1.84228674,-0.231492,0.427033
1.858953407,-0.264499,0.392874
1.875620074,-0.278067,0.318253
1.89228674,-0.262118,0.207697
1.908953407,-0.228554,0.077724
1.925620074,-0.179562,-0.052426
1.94228674,-0.129467,-0.17402
1.958953407,-0.075394,-0.266223
1.975620074,-0.040158,-0.357455
1.99228674,-0.015388,-0.394524
2.008953407,-0.005246,-0.390206
2.025620074,-0.012294,-0.34934
