t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.006583,-1.445269,3.578287,-1.446412,3.589545
0.023249,-1.139522,3.077238,-1.134946,3.065069
0.039916,-0.699247,2.250524,-0.695814,2.242621
0.056583,-0.150413,1.164545,-0.149960,1.162126
0.073249,0.423518,-0.035564,0.423121,-0.035159
0.089916,0.962809,-1.211562,0.962567,-1.210654
0.106583,1.424322,-2.256495,1.423084,-2.256071
0.123249,1.749799,-3.089636,1.749295,-3.084174
0.139916,1.921796,-3.551575,1.918803,-3.551068
0.156583,1.880033,-3.690094,1.878989,-3.684591
0.173249,1.660942,-3.410125,1.659806,-3.407656
0.189916,1.280466,-2.792084,1.280127,-2.793546
0.206583,0.781808,-1.956144,0.781325,-1.952928
0.223249,0.201144,-0.891018,0.198096,-0.884582
0.239916,-0.459098,0.366079,-0.456414,0.360765
0.256583,-1.042603,1.496664,-1.042983,1.494558
0.273249,-1.551668,2.454330,-1.549962,2.453476
0.289916,-1.905239,3.178384,-1.904241,3.175874
0.306583,-2.084189,3.579167,-2.082719,3.577276
0.323249,-2.061961,3.629660,-2.060276,3.626369
0.339916,-1.833938,3.296781,-1.830998,3.290406
0.356583,-1.396094,2.554244,-1.396123,2.554499
0.373249,-0.836154,1.582943,-0.836477,1.582523
0.389916,-0.204918,0.456753,-0.202850,0.454368
0.406583,0.487819,-0.759826,0.487390,-0.759748
0.423249,1.141426,-1.917402,1.139587,-1.913901
0.439916,1.676752,-2.854708,1.675943,-2.852370
0.456583,2.068108,-3.510498,2.066192,-3.509296
0.473249,2.266759,-3.848926,2.265313,-3.844496
0.489916,2.268253,-3.785626,2.267094,-3.782638
0.506583,2.081064,-3.350859,2.079368,-3.349519
0.523249,1.714977,-2.609018,1.713672,-2.606414
0.539916,1.211180,-1.599581,1.210705,-1.597130
0.556583,0.630265,-0.410870,0.630551,-0.410157
0.573249,0.037369,0.824449,0.037786,0.821153
0.589916,-0.513616,1.931038,-0.513174,1.930319
0.606583,-0.975402,2.862391,-0.973744,2.860642
0.623249,-1.288777,3.526202,-1.287010,3.523334
0.639916,-1.427970,3.850323,-1.426768,3.848065
0.656583,-1.392972,3.814844,-1.393935,3.815582
0.673249,-1.226079,3.469248,-1.220575,3.458245
0.689916,-0.831838,2.635898,-0.832143,2.636470
0.706583,-0.350597,1.590371,-0.351635,1.591973
0.723249,0.156155,0.446550,0.157749,0.442967
0.739916,0.682924,-0.781472,0.681715,-0.779205
0.756583,1.129119,-1.884758,1.127884,-1.880767
0.773249,1.449982,-2.738974,1.448155,-2.738960
0.789916,1.601307,-3.340958,1.601854,-3.338733
0.806583,1.605537,-3.601092,1.601571,-3.596429
0.823249,1.378125,-3.454308,1.377310,-3.450604
0.839916,0.989208,-2.929744,0.988278,-2.929366
0.856583,0.467097,-2.132552,0.466453,-2.128273
0.873249,-0.140225,-1.067104,-0.141403,-1.066774
0.889916,-0.792136,0.100957,-0.790467,0.100891
0.906583,-1.384448,1.259973,-1.385270,1.256303
0.923249,-1.909515,2.245291,-1.908199,2.246153
0.939916,-2.283115,3.050485,-2.281067,3.048285
0.956583,-2.457090,3.550284,-2.455932,3.546599
0.973249,-2.427833,3.670734,-2.425645,3.666961
0.989916,-2.175915,3.395235,-2.174585,3.391698
1.006583,-1.734136,2.750384,-1.732415,2.748674
1.023249,-1.130480,1.824282,-1.129702,1.822718
1.039916,-0.429563,0.701334,-0.430960,0.698997
1.056583,0.275005,-0.533748,0.276966,-0.530167
1.073249,0.986129,-1.670234,0.984240,-1.672123
1.089916,1.579712,-2.704006,1.579135,-2.700552
1.106583,2.030764,-3.450754,2.028289,-3.447981
1.123249,2.270496,-3.855522,2.269072,-3.852277
1.139916,2.300959,-3.873598,2.299137,-3.869277
1.156583,2.117280,-3.485853,2.115838,-3.484181
1.173249,1.746547,-2.772962,1.745432,-2.771600
1.189916,1.230960,-1.801868,1.229601,-1.798720
1.206583,0.613978,-0.624342,0.616076,-0.624561
1.223249,0.010397,0.601793,0.008823,0.599609
1.239916,-0.592036,1.740396,-0.590718,1.740540
1.256583,-1.091436,2.737252,-1.090696,2.736952
1.273249,-1.454762,3.499548,-1.452456,3.495170
1.289916,-1.623410,3.888162,-1.621746,3.884457
1.306583,-1.595931,3.878220,-1.594471,3.875520
1.323249,-1.381173,3.485986,-1.380152,3.483925
1.339916,-1.009343,2.756090,-1.007162,2.751164
1.356583,-0.496992,1.702748,-0.497442,1.702695
1.373249,0.060553,0.505733,0.060710,0.504683
1.389916,0.620551,-0.742788,0.619988,-0.741355
1.406583,1.117454,-1.886904,1.116586,-1.883555
1.423249,1.498456,-2.794111,1.497559,-2.792265
1.439916,1.725703,-3.413796,1.722682,-3.413036
1.456583,1.739194,-3.712844,1.738410,-3.707311
1.473249,1.574065,-3.583558,1.573233,-3.579871
1.489916,1.241162,-3.071666,1.238959,-3.070542
1.506583,0.742900,-2.269679,0.741939,-2.268062
1.523249,0.142101,-1.241483,0.142024,-1.239700
1.539916,-0.494566,-0.073403,-0.494235,-0.074330
1.556583,-1.105989,1.087550,-1.104697,1.087408
1.573249,-1.624661,2.156010,-1.624774,2.154015
1.589916,-2.031910,3.007844,-2.030528,3.006249
1.606583,-2.266860,3.575315,-2.264530,3.572082
1.623249,-2.290302,3.775513,-2.290773,3.774554
1.639916,-2.142584,3.619954,-2.140821,3.616096
1.656583,-1.791206,3.063404,-1.785041,3.052310
1.673249,-1.186977,2.028580,-1.189307,2.033481
1.689916,-0.531137,0.892796,-0.531301,0.891287
1.706583,0.156114,-0.347768,0.155653,-0.346011
1.723249,0.812582,-1.525454,0.812691,-1.525864
1.739916,1.396360,-2.579069,1.395708,-2.575603
1.756583,1.847206,-3.352396,1.844579,-3.350852
1.773249,2.094651,-3.812798,2.092952,-3.810176
1.789916,2.136709,-3.901050,2.135907,-3.895969
1.806583,1.988947,-3.566550,1.987070,-3.564414
1.823249,1.649142,-2.890267,1.647082,-2.888206
1.839916,1.146983,-1.932489,1.147324,-1.931880
1.856583,0.570591,-0.800804,0.570798,-0.798176
1.873249,-0.030895,0.444310,-0.031468,0.441970
1.889916,-0.619453,1.610991,-0.617908,1.610783
1.906583,-1.109036,2.637708,-1.108398,2.635376
1.923249,-1.474928,3.400631,-1.473597,3.397865
1.939916,-1.675081,3.826770,-1.673477,3.825075
1.956583,-1.689109,3.896171,-1.687456,3.891285
1.973249,-1.516817,3.545338,-1.515279,3.542250
1.989916,-1.178290,2.835930,-1.176869,2.833435
2.006583,-0.709362,1.841745,-0.709273,1.841226
2.023249,-0.179059,0.686150,-0.178811,0.685116
2.039916,0.364372,-0.537160,0.363769,-0.537324
2.056583,0.854917,-1.704546,0.853751,-1.701655
2.073249,1.236295,-2.661162,1.236300,-2.657347
2.089916,1.491546,-3.309668,1.488817,-3.309646
2.106583,1.547244,-3.663204,1.545245,-3.658623
2.123249,1.408312,-3.614478,1.408340,-3.611787
2.139916,1.119515,-3.201494,1.117483,-3.199188
2.156583,0.668905,-2.467678,0.666341,-2.464073
2.173249,0.087062,-1.457079,0.088141,-1.456578
2.189916,-0.509634,-0.314511,-0.509024,-0.315832
2.206583,-1.075410,0.828583,-1.074722,0.827720
2.223249,-1.559160,1.882209,-1.559229,1.883629
2.239916,-1.931528,2.795228,-1.929730,2.791337
2.256583,-2.124902,3.392785,-2.123500,3.390113
2.273249,-2.124454,3.638417,-2.122947,3.635006
2.289916,-1.922666,3.493477,-1.920486,3.489014
2.306583,-1.520342,2.951317,-1.518952,2.949548
2.323249,-0.961974,2.107519,-0.961660,2.105238
2.339916,-0.310853,1.028967,-0.310559,1.028747
2.356583,0.380468,-0.152595,0.380658,-0.153342
2.373249,1.055020,-1.342169,1.054107,-1.340744
2.389916,1.639692,-2.396302,1.638684,-2.394882
2.406583,2.086188,-3.220614,2.084637,-3.217212
2.423249,2.349896,-3.706638,2.348422,-3.702873
2.439916,2.412188,-3.805359,2.410629,-3.802799
2.456583,2.268576,-3.530715,2.266406,-3.527186
2.473249,1.923229,-2.891326,1.922383,-2.890532
2.489916,1.431354,-1.991794,1.430814,-1.987686
2.506583,0.842446,-0.852073,0.842038,-0.855131
2.523249,0.210152,0.306923,0.210454,0.308581
2.539916,-0.399551,1.471294,-0.398589,1.470888
2.556583,-0.924449,2.507904,-0.923640,2.505480
2.573249,-1.324165,3.292882,-1.322959,3.291061
2.589916,-1.559462,3.766316,-1.557713,3.762393
2.606583,-1.602458,3.847856,-1.600819,3.844427
2.623249,-1.453512,3.537396,-1.451901,3.534548
2.639916,-1.129034,2.871606,-1.127869,2.869195
2.656583,-0.669158,1.917366,-0.668172,1.914850
2.673249,-0.121798,0.757977,-0.122243,0.758765
2.689916,0.435355,-0.445168,0.435611,-0.445989
2.706583,0.960986,-1.613062,0.959736,-1.609678
2.723249,1.377990,-2.570135,1.377085,-2.568838
2.739916,1.651283,-3.270026,1.649080,-3.267524
2.756583,1.730451,-3.631516,1.728954,-3.627633
2.773249,1.617698,-3.601171,1.616668,-3.596887
2.789916,1.327853,-3.178184,1.326170,-3.177061
2.806583,0.871524,-2.457876,0.870407,-2.457092
2.823249,0.295688,-1.510620,0.294560,-1.507036
2.839916,-0.351799,-0.368730,-0.350192,-0.370798
2.856583,-0.969053,0.773458,-0.969628,0.773990
2.873249,-1.542607,1.864480,-1.541999,1.864344
2.889916,-2.003366,2.797987,-2.001794,2.795082
2.906583,-2.294212,3.442108,-2.292681,3.439171
2.923249,-2.388710,3.735345,-2.386965,3.732286
2.939916,-2.273004,3.645032,-2.271145,3.641715
2.956583,-1.953436,3.170600,-1.952206,3.167242
2.973249,-1.467566,2.350804,-1.466059,2.347911
2.989916,-0.851700,1.265862,-0.852213,1.265713
