t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.013147,1.866028,-3.338384,1.873657,-3.357357
0.029814,2.000402,-3.799832,1.994374,-3.787768
0.046481,1.936560,-3.870190,1.933992,-3.862894
0.063147,1.702261,-3.556708,1.698266,-3.553352
0.079814,1.267913,-2.907872,1.267182,-2.901622
0.096481,0.718250,-1.911357,0.717242,-1.911528
0.113147,0.093480,-0.760173,0.093738,-0.759838
0.129814,-0.531077,0.456052,-0.529705,0.455533
0.146481,-1.082773,1.619254,-1.084009,1.617830
0.163147,-1.558866,2.615984,-1.556705,2.615513
0.179814,-1.856956,3.376954,-1.854851,3.373497
0.196481,-1.949320,3.781966,-1.947892,3.778151
0.213147,-1.837481,3.787064,-1.835564,3.783472
0.229814,-1.521850,3.394660,-1.520491,3.392297
0.246481,-1.038903,2.660270,-1.038253,2.658569
0.263147,-0.442634,1.660378,-0.441197,1.656159
0.279814,0.231356,0.436262,0.227719,0.442534
0.296481,0.839562,-0.725336,0.844455,-0.733442
0.313147,1.480889,-1.974707,1.476541,-1.968899
0.329814,1.940431,-2.956651,1.939679,-2.956539
0.346481,2.241604,-3.678170,2.240519,-3.671487
0.363147,2.353066,-3.956243,2.350409,-3.953814
0.379814,2.239766,-3.841742,2.239005,-3.838121
0.396481,1.945833,-3.326318,1.943990,-3.325492
0.413147,1.478427,-2.505110,1.478440,-2.501559
0.429814,0.910349,-1.402060,0.908539,-1.399780
0.446481,0.257710,-0.135931,0.259465,-0.137468
0.463147,-0.363039,1.116076,-0.363639,1.114439
0.479814,-0.941294,2.244406,-0.940910,2.243389
0.496481,-1.412272,3.167308,-1.408701,3.163023
0.513147,-1.682694,3.754217,-1.683173,3.755061
0.529814,-1.801526,4.044615,-1.800578,4.042154
0.546481,-1.735164,3.951701,-1.730978,3.943852
0.563147,-1.435435,3.385310,-1.434838,3.383922
0.579814,-0.995669,2.506732,-0.995009,2.504988
0.596481,-0.461253,1.392468,-0.460380,1.389346
0.613147,0.118632,0.119107,0.114492,0.127315
0.629814,0.603747,-1.009048,0.607278,-1.014912
0.646481,1.083670,-2.143449,1.082591,-2.144575
0.663147,1.432031,-3.103736,1.429336,-3.094768
0.679814,1.583941,-3.628215,1.581697,-3.626555
0.696481,1.529075,-3.796717,1.526759,-3.794019
0.713147,1.271449,-3.582204,1.270710,-3.576930
0.729814,0.863798,-2.967291,0.863824,-2.967969
0.746481,0.355110,-2.110606,0.355536,-2.113161
0.763147,-0.208013,-1.110330,-0.209046,-1.105709
0.779814,-0.806020,0.079621,-0.810197,0.090137
0.796481,-1.440009,1.456488,-1.435436,1.444568
0.813147,-1.895999,2.499339,-1.893722,2.496121
0.829814,-2.167915,3.259710,-2.167549,3.261781
0.846481,-2.262064,3.761104,-2.260414,3.756350
0.863147,-2.146509,3.841648,-2.144408,3.837016
0.879814,-1.821116,3.494297,-1.819195,3.490990
0.896481,-1.314162,2.770838,-1.314795,2.770314
0.913147,-0.711289,1.783916,-0.708973,1.779973
0.929814,-0.011571,0.563628,-0.011289,0.561864
0.946481,0.690368,-0.741448,0.687572,-0.736096
0.963147,1.281161,-1.890040,1.282220,-1.891545
0.979814,1.779372,-2.899970,1.775338,-2.896849
0.996481,2.056932,-3.603542,2.058440,-3.600056
1.013147,2.188929,-3.933321,2.186005,-3.931222
1.029814,2.086964,-3.883741,2.084952,-3.878620
1.046481,1.775729,-3.406000,1.774044,-3.404856
1.063147,1.288215,-2.610910,1.287926,-2.607188
1.079814,0.693222,-1.522504,0.691817,-1.522763
1.096481,0.024549,-0.303543,0.026251,-0.302949
1.113147,-0.605540,0.956726,-0.605703,0.957481
1.129814,-1.175696,2.152831,-1.175126,2.149462
1.146481,-1.624420,3.109995,-1.622422,3.107944
1.163147,-1.887938,3.768601,-1.886609,3.765769
1.179814,-1.953482,4.056764,-1.952198,4.055241
1.196481,-1.814199,3.969256,-1.811539,3.963339
1.213147,-1.457341,3.433697,-1.455473,3.430614
1.229814,-0.928348,2.544802,-0.928471,2.543668
1.246481,-0.310029,1.414333,-0.309105,1.413514
1.263147,0.360635,0.146582,0.359196,0.145621
1.279814,0.984013,-1.150002,0.984840,-1.150526
1.296481,1.545557,-2.351914,1.543666,-2.348339
1.313147,1.950388,-3.279592,1.946952,-3.274719
1.329814,2.137816,-3.829247,2.140013,-3.827422
1.346481,2.189370,-4.008213,2.186098,-4.006631
1.363147,2.003786,-3.807604,2.000698,-3.801640
1.379814,1.598878,-3.169558,1.598448,-3.167944
1.396481,1.055986,-2.227144,1.055801,-2.224310
1.413147,0.427406,-1.042973,0.427176,-1.045552
1.429814,-0.233912,0.185930,-0.234198,0.188341
1.446481,-0.873312,1.442893,-0.872628,1.441618
1.463147,-1.419438,2.558138,-1.417861,2.555347
1.479814,-1.809531,3.410594,-1.808103,3.408870
1.496481,-2.012251,3.944624,-2.010656,3.941248
1.513147,-2.006676,4.082917,-2.005186,4.080478
1.529814,-1.793856,3.824602,-1.792102,3.820833
1.546481,-1.387239,3.164476,-1.384271,3.158501
1.563147,-0.802788,2.121411,-0.803497,2.121798
1.579814,-0.159024,0.901279,-0.158906,0.900645
1.596481,0.499160,-0.402825,0.498287,-0.401388
1.613147,1.096023,-1.639111,1.095352,-1.639308
1.629814,1.583044,-2.729336,1.582524,-2.725268
1.646481,1.920058,-3.505874,1.916927,-3.503684
1.663147,2.031931,-3.935370,2.030771,-3.932431
1.679814,1.943352,-3.968821,1.941958,-3.964515
1.696481,1.659236,-3.581163,1.656782,-3.578741
1.713147,1.188052,-2.841710,1.187839,-2.837900
1.729814,0.613760,-1.798495,0.611685,-1.795315
1.746481,-0.043390,-0.558852,-0.038336,-0.569069
1.763147,-0.606853,0.545445,-0.605944,0.545563
1.779814,-1.109428,1.617493,-1.116276,1.630515
1.796481,-1.648819,2.802070,-1.644711,2.794935
1.813147,-1.986790,3.643830,-1.982606,3.635955
1.829814,-2.088448,4.046794,-2.087853,4.045728
1.846481,-2.005631,4.088151,-2.005543,4.087788
1.863147,-1.754345,3.772436,-1.753137,3.769661
1.879814,-1.336312,3.080228,-1.330985,3.068306
1.896481,-0.716649,1.911032,-0.719540,1.916682
1.913147,-0.096345,0.679008,-0.095524,0.677106
1.929814,0.531030,-0.632805,0.529033,-0.630057
1.946481,1.059974,-1.828709,1.060409,-1.827735
1.963147,1.486881,-2.838208,1.485405,-2.840745
1.979814,1.739394,-3.634238,1.737715,-3.624048
1.996481,1.789478,-3.924896,1.786428,-3.923990
2.013147,1.607066,-3.847442,1.606312,-3.844701
2.029814,1.248246,-3.379878,1.246780,-3.376843
2.046481,0.733325,-2.562742,0.732200,-2.558658
2.063147,0.114655,-1.452384,0.114914,-1.453712
2.079814,-0.528823,-0.241442,-0.528646,-0.242745
2.096481,-1.141768,0.965920,-1.141197,0.968661
2.113147,-1.662913,2.137124,-1.662153,2.134059
2.129814,-2.041512,3.068797,-2.039542,3.067097
2.146481,-2.219958,3.699526,-2.218491,3.695163
2.163147,-2.186896,3.922404,-2.185034,3.919771
2.179814,-1.933784,3.743649,-1.931536,3.739718
2.196481,-1.472222,3.153416,-1.471148,3.149428
2.213147,-0.860156,2.202759,-0.859334,2.200787
2.229814,-0.153289,1.013574,-0.153254,1.013011
2.246481,0.575965,-0.281228,0.574850,-0.279520
2.263147,1.247845,-1.525818,1.248322,-1.526577
2.279814,1.834354,-2.653633,1.833357,-2.649558
2.296481,2.260137,-3.481334,2.256768,-3.480305
2.313147,2.447647,-3.988886,2.446482,-3.983483
2.329814,2.420179,-4.055582,2.418704,-4.052765
2.346481,2.176829,-3.721639,2.174632,-3.719165
2.363147,1.727670,-3.022369,1.727284,-3.020101
2.379814,1.142914,-2.021113,1.142245,-2.018940
2.396481,0.466785,-0.803720,0.466121,-0.803011
2.413147,-0.243969,0.502324,-0.243856,0.500991
2.429814,-0.916701,1.751511,-0.914484,1.752070
2.446481,-1.459928,2.871390,-1.459096,2.867756
2.463147,-1.855466,3.693429,-1.854396,3.691745
2.479814,-2.070016,4.179585,-2.068325,4.176359
2.496481,-2.078679,4.257963,-2.076442,4.253849
2.513147,-1.874717,3.902524,-1.873921,3.899578
2.529814,-1.504381,3.161077,-1.502866,3.157462
2.546481,-0.991496,2.086976,-0.990216,2.083744
2.563147,-0.389001,0.783656,-0.390357,0.786517
2.579814,0.201663,-0.526493,0.201420,-0.526782
2.596481,0.746052,-1.784149,0.746570,-1.783195
2.613147,1.209567,-2.861272,1.205320,-2.857748
2.629814,1.469612,-3.624573,1.470728,-3.621304
2.646481,1.597380,-4.015486,1.595589,-4.015289
2.663147,1.531153,-4.055027,1.528396,-4.048752
2.679814,1.260273,-3.634359,1.259121,-3.631268
2.696481,0.837833,-2.847980,0.836934,-2.845040
2.713147,0.309001,-1.771626,0.308795,-1.772934
2.729814,-0.263268,-0.576404,-0.263476,-0.575986
2.746481,-0.824610,0.664441,-0.823493,0.665679
2.763147,-1.298595,1.860462,-1.297804,1.857219
2.779814,-1.645630,2.832506,-1.643723,2.831150
2.796481,-1.812056,3.531050,-1.811328,3.526761
2.813147,-1.799465,3.845084,-1.797391,3.844851
2.829814,-1.578605,3.812967,-1.578724,3.811551
2.846481,-1.199766,3.409567,-1.194509,3.397346
2.863147,-0.597438,2.478852,-0.598483,2.481558
2.879814,0.067040,1.367043,0.067438,1.365221
2.896481,0.760021,0.102135,0.758990,0.103127
2.913147,1.396002,-1.149118,1.395586,-1.148099
2.929814,1.932082,-2.276394,1.930815,-2.273835
2.946481,2.308336,-3.155733,2.306604,-3.153977
2.963147,2.485369,-3.725695,2.483241,-3.722883
2.979814,2.441603,-3.919205,2.441038,-3.913775
2.996481,2.209109,-3.676542,2.205705,-3.673761
3.013147,1.759072,-3.068359,1.760336,-3.068798
3.029814,1.207672,-2.199178,1.209248,-2.202091
3.046481,0.601879,-1.179220,0.594303,-1.163670
3.063147,-0.170032,0.229464,-0.165307,0.221426
3.079814,-0.828429,1.490994,-0.827835,1.488166
3.096481,-1.388434,2.581529,-1.386612,2.580794
3.113147,-1.782547,3.441408,-1.782021,3.440347
3.129814,-2.004180,3.992477,-2.002741,3.989154
3.146481,-2.021194,4.144481,-2.018738,4.139812
3.163147,-1.816450,3.855948,-1.814815,3.852028
3.179814,-1.424586,3.163414,-1.423476,3.160657
3.196481,-0.892867,2.150338,-0.892101,2.148718
3.213147,-0.278306,0.929954,-0.278392,0.929558
3.229814,0.346222,-0.366754,0.345803,-0.364486
3.246481,0.916424,-1.580792,0.915364,-1.580685
3.263147,1.367763,-2.645506,1.366408,-2.645134
3.279814,1.652080,-3.463695,1.650666,-3.458146
3.296481,1.739788,-3.873446,1.737541,-3.869607
3.313147,1.605908,-3.870174,1.603552,-3.867564
3.329814,1.259103,-3.480848,1.258216,-3.477373
3.346481,0.756378,-2.734022,0.754774,-2.730121
3.363147,0.131091,-1.696506,0.132026,-1.700372
3.379814,-0.521772,-0.590085,-0.517247,-0.597080
3.396481,-1.093138,0.453147,-1.098957,0.465305
3.413147,-1.721673,1.692674,-1.724110,1.697615
3.429814,-2.292714,2.893262,-2.286557,2.882614
3.446481,-2.597303,3.659476,-2.595145,3.655144
3.463147,-2.668789,4.014632,-2.667067,4.011736
3.479814,-2.505368,3.946199,-2.503918,3.942824
3.496481,-2.126056,3.453137,-2.124589,3.449757
3.513147,-1.562179,2.579822,-1.560873,2.576633
3.529814,-0.863424,1.407863,-0.862843,1.407304
3.546481,-0.100065,0.088716,-0.101356,0.088135
3.563147,0.633567,-1.259696,0.633539,-1.257758
3.579814,1.301855,-2.474819,1.300982,-2.472581
3.596481,1.838981,-3.446138,1.836998,-3.444729
3.613147,2.185903,-4.104288,2.184365,-4.099993
3.629814,2.326572,-4.342712,2.325158,-4.338547
