frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.000800215,-0.0006556,0.00190124,1.73784531,0.05869783,0.0668818,-0.0111456,0.99597046,0.104612
1,0.01631953,-0.00033176,0.00187822,1.73594503,0.06263144,0.07066473,-0.00634236,0.99551171,0.191988
2,0.033234136,-3.645e-05,0.00180526,1.73757347,0.06154209,0.07109034,-0.00162746,0.99556822,0.242877
3,0.049701592,0.00020145,0.00177028,1.74298147,0.04484844,0.06745202,0.00180273,0.99671239,0.386108
4,0.066408877,0.00036602,0.00171051,1.7378863,-0.0584892,-0.05493468,0.00487114,0.9967635,0.395638
5,0.083023055,0.00042112,0.00169914,1.7409185,-0.04907926,-0.07129226,0.00500221,0.99623472,0.481883
6,0.099656,0.00037958,0.00170219,1.74161881,-0.04582743,-0.05236277,0.00575462,0.99755946,0.788726
7,0.116307305,0.00022602,0.00173661,1.74299118,-0.03706204,-0.07208362,0.00287236,0.99670563,0.279841
8,0.133006194,1.856e-05,0.00180891,1.7429651,-0.03061439,-0.06884604,0.0009948,0.99715695,0.264322
9,0.1498692,-0.00028342,0.0018907,1.74012622,-0.04598482,-0.06343452,-0.00356878,0.99691962,0.159663
10,0.166730649,-0.00059189,0.00201966,1.74244827,-0.02822075,-0.05773727,-0.00907472,0.9978916,0.332825
11,0.182973735,-0.00091038,0.00215841,1.7419694,-0.03303204,-0.05724316,-0.01334676,0.9977244,0.327007
12,0.199682948,-0.00119424,0.00230104,1.74129824,-0.03474519,-0.05697375,-0.01738677,0.9976194,0.199771
13,0.216313206,-0.00140557,0.00242766,1.74128013,-0.03760891,-0.05965388,-0.02097588,0.99728983,0.225857
14,0.233481213,-0.0015396,0.0025241,1.74035835,-0.04308635,-0.0597131,-0.02311333,0.9970174,0.266319
15,0.250583874,-0.00157012,0.00257221,1.74109165,-0.04473358,-0.05855227,-0.02380279,0.99699747,0.294483
16,0.266825989,-0.00149685,0.00256206,1.73983934,-0.05138217,-0.06172824,-0.02349753,0.99649253,0.198997
17,0.283081321,-0.00133128,0.00250264,1.73883286,-0.05614638,-0.06398562,-0.02102331,0.9961483,0.285339
18,0.299821157,-0.00109741,0.00241814,1.73957816,0.05526069,0.06265973,-0.01768783,0.9963469,0.312714
19,0.316749126,-0.00080758,0.00227782,1.73976577,0.05899879,0.06178335,-0.0136225,0.99625117,0.250543
20,0.333593014,-0.00049051,0.00208734,1.73976765,-0.06244252,-0.06064653,-0.00926862,0.99616114,0.230701
21,0.349522471,-0.00019471,0.00188144,1.7372571,-0.05966827,-0.0661847,-0.00457217,0.99601123,0.371409
22,0.366320773,6.159e-05,0.00167618,1.7409654,-0.06307568,-0.0607382,-2.361e-05,0.99615879,0.844612
23,0.383004824,0.00023549,0.00145814,1.74537654,-0.05014857,-0.06218422,0.00232093,0.99680131,0.173517
24,0.39977838,0.00036954,0.00124459,1.74170061,-0.05769514,-0.04843217,0.00490776,0.99714668,0.693692
25,0.416477805,0.00037886,0.00107851,1.74438665,-0.04769675,-0.04207952,0.0049697,0.99796274,0.799407
26,0.433309986,0.00024869,0.00094564,1.74400965,-0.04721368,-0.05967974,0.00378465,0.99709321,0.373726
27,0.454080312,9.445e-05,0.00085555,1.73865057,-0.058556,-0.05340389,0.00071546,0.99685441,0.460954
28,0.466425734,-0.00014888,0.00081848,1.74501564,-0.03186974,-0.05436007,-0.00176546,0.99801112,0.827202
29,0.482948684,-0.00044736,0.00084207,1.74120532,-0.03992763,-0.0633607,-0.00604518,0.99717334,0.419442
30,0.499547734,-0.00077426,0.00093372,1.74258018,-0.03370123,-0.05898422,-0.0108138,0.99763127,0.239584
31,0.516594786,-0.00108052,0.00106177,1.74187857,-0.03482985,-0.05885821,-0.01535804,0.99754034,0.096389
32,0.533569482,-0.0013233,0.0012115,1.74106384,-0.03661102,-0.0592198,-0.01903503,0.99739176,0.094909
33,0.550794687,-0.0014966,0.00136538,1.74053005,-0.0379627,-0.05716489,-0.02197157,0.99740075,0.132273
34,0.566253843,-0.00158382,0.00153103,1.74039755,-0.03914784,-0.06082817,-0.02355582,0.99710205,0.22949
35,0.583108652,-0.00156937,0.00166784,1.73939611,-0.04583991,-0.06298028,-0.02344803,0.9966857,0.28416
36,0.599625321,-0.00146646,0.00176665,1.73816113,0.05105763,0.06478381,-0.02197161,0.99635005,0.183762
37,0.616221198,-0.00122846,0.00178849,1.73823636,-0.0550854,-0.0667768,-0.01932345,0.99605876,0.21169
38,0.633107801,-0.0009639,0.00180065,1.73821939,0.05460163,0.06458031,-0.01567168,0.99629436,0.164219
39,0.64953665,-0.00067107,0.00179626,1.73743985,0.0556088,0.0667238,-0.01135877,0.9961559,0.169754
40,0.666806299,-0.00036795,0.00176708,1.73718053,0.06202026,0.06979145,-0.00658816,0.99560998,0.175785
41,0.683084237,-6.345e-05,0.00173181,1.73900892,0.05690577,0.06946446,-0.00294106,0.99595571,0.059853
42,0.699552145,0.000189,0.0016531,1.73919435,0.05236518,0.07113792,0.00155046,0.9960898,0.60203
43,0.716339834,0.0003356,0.00160298,1.73537017,-0.06345031,-0.05603132,0.00401698,0.99640274,0.194991
