frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.020034548,-0.00058644,0.00204842,1.7432838,-0.03871876,-0.05674919,-0.01021321,0.99758512,0.18854
1,0.033303872,-0.000588,0.00204581,1.74351171,-0.03909756,-0.0561345,-0.01016521,0.99760562,0.199821
2,0.046013756,-0.00058911,0.00204107,1.74347133,-0.03893671,-0.05637841,-0.01012175,0.9975986,0.197884
3,0.062505615,-0.00058876,0.00203381,1.74295021,-0.04021758,-0.05777118,-0.01014424,0.99746786,0.15935
4,0.079647289,-0.00058828,0.00203327,1.74299041,-0.03936264,-0.05723435,-0.0101109,0.99753325,0.212394
5,0.095884379,-0.00058809,0.00203244,1.74296889,-0.04053583,-0.05766833,-0.01013978,0.99746097,0.207727
6,0.112452806,-0.00058739,0.00202983,1.74301082,-0.04011214,-0.05684372,-0.01012012,0.99752563,0.195238
7,0.136450294,-0.0005881,0.00202712,1.74297489,-0.04025852,-0.05738835,-0.0101223,0.99748853,0.206131
8,0.154319921,-0.00058931,0.00202929,1.74280626,-0.03984909,-0.05748783,-0.01007102,0.99749976,0.212225
9,0.172106257,-0.00059005,0.00203756,1.74308381,-0.03883758,-0.05712483,-0.01016218,0.99755959,0.210075
10,0.189008766,-0.00058838,0.00204404,1.74326053,-0.03973823,-0.0569827,-0.01009132,0.99753296,0.17028
11,0.199409889,-0.00058847,0.00204344,1.74300521,-0.03998143,-0.05718312,-0.01012132,0.99751147,0.175053
12,0.212418241,-0.00058562,0.00204122,1.74314429,-0.03967775,-0.05714324,-0.01013654,0.99752573,0.171512
13,0.229039941,-0.00058492,0.00204372,1.7428556,-0.0397068,-0.05792246,-0.01011401,0.99747986,0.195988
14,0.246609856,-0.00058391,0.00205492,1.74292958,-0.04018784,-0.05790392,-0.01013076,0.9974615,0.168294
15,0.26251598,-0.00058517,0.00206571,1.74316902,-0.03945583,-0.05764842,-0.01004821,0.99750636,0.132051
16,0.27916696,-0.0005872,0.00207439,1.74283031,-0.040426,-0.05829291,-0.00996334,0.9974309,0.20599
17,0.295970961,-0.00058878,0.00207767,1.74297282,-0.04104478,-0.05778145,-0.00993325,0.99743569,0.185612
18,0.312592751,-0.00058765,0.002078,1.74290171,-0.04137307,-0.05793013,-0.00982866,0.99741454,0.184214
19,0.329021143,-0.00058541,0.00207628,1.74252826,-0.04227222,-0.05889964,-0.00993179,0.99731903,0.184889
20,0.345954756,-0.0005855,0.00207747,1.74294325,-0.04062813,-0.05837963,-0.00987558,0.99741849,0.171628
21,0.362509396,-0.00058467,0.00208337,1.74236941,-0.04275694,-0.05952394,-0.00988445,0.99726177,0.200028
22,0.379252342,-0.00058409,0.00209409,1.74211854,-0.04411508,-0.05986607,-0.00983697,0.9971826,0.181502
23,0.395875563,-0.00058526,0.00209628,1.74170997,-0.04595764,-0.06031765,-0.0096516,0.99707398,0.199585
24,0.41269381,-0.00058654,0.00209388,1.74215905,-0.04487964,-0.05948085,-0.00971949,0.99717269,0.201768
25,0.429307416,-0.0005858,0.00209241,1.74201852,-0.04384677,-0.05977695,-0.00980578,0.99720009,0.196989
26,0.446164164,-0.00058316,0.00209208,1.74181904,-0.04463822,-0.06039731,-0.00981072,0.99712755,0.166165
27,0.46783196,-0.00058245,0.00209362,1.74177254,-0.04539399,-0.05984247,-0.0097307,0.99712766,0.195923
28,0.479274371,-0.00058214,0.00209309,1.74206851,-0.04424496,-0.0596922,-0.00974802,0.99718815,0.17388
29,0.49613301,-0.00058281,0.00209355,1.7417149,-0.04457692,-0.06046155,-0.00976706,0.99712682,0.177453
30,0.512857148,-0.00058305,0.00209616,1.7418443,-0.04494318,-0.06023199,-0.00968909,0.99712504,0.180252
31,0.529924246,-0.00058345,0.0020937,1.74205059,-0.04455938,-0.05975594,-0.00976506,0.99717016,0.183926
32,0.546091782,-0.00058267,0.00209256,1.74211322,-0.04338678,-0.05959896,-0.00975978,0.99723132,0.172842
33,0.562692752,-0.00058347,0.00208544,1.74223466,-0.04419203,-0.05950744,-0.0098146,0.99720088,0.159616
34,0.580155576,-0.00058224,0.00208473,1.74196698,-0.04449523,-0.06026882,-0.00981891,0.99714163,0.133031
35,0.596064194,-0.00058072,0.00208636,1.74214631,-0.04474276,-0.05974395,-0.00985529,0.99716178,0.154136
36,0.61274164,-0.00057983,0.00208747,1.74227691,-0.04294936,-0.05959686,-0.00984786,0.99724951,0.169063
37,0.629774567,-0.0005819,0.00208219,1.74218198,-0.04285885,-0.05985604,-0.00983256,0.99723803,0.174562
38,0.651106041,-0.00058268,0.00208022,1.74286525,-0.0415891,-0.05827838,-0.0099035,0.99738453,0.173787
39,0.662859476,-0.00058346,0.00207862,1.74245735,-0.04298625,-0.05871484,-0.00988506,0.99729987,0.199491
40,0.679350535,-0.00058324,0.00207705,1.74248551,-0.04321263,-0.05866168,-0.00987974,0.99729327,0.170637
41,0.696357401,-0.00058468,0.00207751,1.74271039,-0.04217459,-0.05843997,-0.00988544,0.99735067,0.15537
42,0.713165349,-0.00058355,0.0020746,1.74248213,-0.04231872,-0.05886399,-0.01000271,0.99731846,0.16511
43,0.732484358,-0.00058384,0.00207137,1.74282403,-0.04132098,-0.05825654,-0.01007281,0.99739525,0.154571
44,0.746710261,-0.00058339,0.0020703,1.74267687,-0.04116117,-0.0585573,-0.01011505,0.99738382,0.159985
45,0.762706073,-0.00058394,0.00206634,1.74277526,-0.04186522,-0.05840265,-0.01011085,0.99736363,0.201035
46,0.779249067,-0.00058317,0.00206311,1.74262412,-0.04082415,-0.05899525,-0.01010484,0.99737197,0.190475
47,0.795869644,-0.00058498,0.00206324,1.74270937,-0.04085428,-0.05808656,-0.01007648,0.99742436,0.18515
