t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.083881,-7.158111,11.579604,-7.191984,11.653063
0.100547,-7.721104,14.328510,-7.701599,14.297018
0.117214,-7.625272,15.809094,-7.607330,15.774398
0.133881,-6.769337,15.602208,-6.761409,15.582875
0.150547,-5.314530,13.826304,-5.309329,13.811935
0.167214,-3.407436,10.663844,-3.403716,10.650339
0.183881,-1.231054,6.385944,-1.241124,6.400948
0.200547,0.804939,1.827262,0.803785,1.823832
0.217214,2.712028,-2.989225,2.720517,-3.009220
0.233881,4.525336,-7.973575,4.519470,-7.967557
0.250547,5.856675,-12.243184,5.850094,-12.225276
0.267214,6.582587,-15.193398,6.578553,-15.180255
0.283881,6.685014,-16.629605,6.680377,-16.614393
0.300547,6.148371,-16.396714,6.140933,-16.379704
0.317214,4.983780,-14.526451,4.972672,-14.500228
0.333881,3.253293,-11.090541,3.261058,-11.106614
0.350547,1.457814,-7.177851,1.465430,-7.193220
0.367214,-0.253181,-3.096190,-0.252485,-3.098009
0.383881,-1.886144,1.141535,-1.890842,1.154542
0.400547,-3.431365,5.554744,-3.438549,5.574332
0.417214,-4.811452,9.953249,-4.800007,9.935151
0.433881,-5.568509,13.307030,-5.565186,13.301278
0.450547,-5.754502,15.505421,-5.748474,15.493984
0.467214,-5.290585,16.222206,-5.280863,16.198106
0.483881,-4.151695,15.157644,-4.149329,15.148028
0.500547,-2.578026,12.665945,-2.571642,12.647558
0.517214,-0.655557,8.834437,-0.665499,8.848944
0.533881,1.159218,4.568790,1.154414,4.571701
0.550547,2.818389,-0.008066,2.822392,-0.020191
0.567214,4.360963,-4.818116,4.366863,-4.833335
0.583881,5.700302,-9.518601,5.695001,-9.506902
0.600547,6.512894,-13.203555,6.502873,-13.177507
0.617214,6.622502,-15.264038,6.617485,-15.251419
0.633881,6.087774,-15.742369,6.085212,-15.732953
0.650547,4.996660,-14.691282,4.979852,-14.653029
0.667214,3.212074,-11.779276,3.218111,-11.791191
0.683881,1.306083,-8.210691,1.315566,-8.229848
0.700547,-0.497698,-4.437685,-0.494830,-4.442064
0.717214,-2.194743,-0.451210,-2.197272,-0.443398
0.733881,-3.785385,3.748072,-3.794300,3.770523
0.750547,-5.275558,8.148291,-5.271324,8.144466
0.767214,-6.305891,11.932636,-6.297662,11.919151
0.783881,-6.695362,14.570222,-6.691392,14.562402
0.800547,-6.463334,15.883405,-6.453717,15.862159
0.817214,-5.526725,15.498878,-5.519889,15.481125
0.833881,-4.027014,13.515808,-4.025657,13.506063
0.850547,-2.209268,10.270826,-2.212715,10.271162
0.867214,-0.322425,6.231186,-0.330334,6.241926
