frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.0,-0.00072807,-0.00295537,1.78355279,-0.04422322,0.00737285,-0.00882645,0.99895548,0.117807
1,0.017255167,-0.00073138,-0.00283445,1.78356217,-0.04230187,0.00898743,-0.00828291,0.99903012,0.126355
2,0.033414215,-0.00073458,-0.00270708,1.78372707,-0.04209465,0.00205355,-0.00744112,0.99908381,0.094569
3,0.050213436,-0.00073863,-0.00258537,1.78326077,-0.04423508,0.01069877,-0.00722898,0.9989377,0.068998
4,0.066854497,-0.00073838,-0.00248265,1.78358409,-0.04415618,0.00705659,-0.00670517,0.99897722,0.188065
5,0.084269716,-0.00073809,-0.00241947,1.78376186,-0.04654676,0.00456629,-0.00632527,0.99888565,0.127606
6,0.100208622,-0.00073912,-0.00240148,1.78395799,-0.04761135,0.0031287,-0.00621828,0.99884168,0.146177
7,0.117142551,-0.00073845,-0.00240933,1.78373341,-0.05077669,0.00448651,-0.00634445,0.9986798,0.14092
8,0.133777795,-0.00073691,-0.00246485,1.78360435,-0.05400204,0.00612298,-0.00660578,0.9985002,0.106317
9,0.150164362,-0.00073746,-0.0025457,1.78323237,-0.05574565,0.01042712,-0.00727195,0.99836407,0.08262
10,0.166846128,-0.00073272,-0.00264312,1.78349725,-0.05531418,0.0072674,-0.00767872,0.99841302,0.087607
11,0.183410222,-0.00072797,-0.00274665,1.78338143,-0.05680183,0.00643686,-0.00833643,0.99832992,0.064736
12,0.200428071,-0.00072356,-0.00284014,1.78312354,-0.05646621,0.00740162,-0.00885776,0.99833778,0.059488
13,0.217403786,-0.00072215,-0.00290999,1.78324111,-0.05461197,0.0086539,-0.00937111,0.99842617,0.087619
14,0.233838162,-0.00071924,-0.0029525,1.78337757,-0.05295107,0.00874604,-0.009588,0.99851277,0.100542
15,0.25059455,-0.00071853,-0.00295769,1.78322563,-0.05115196,0.01105017,-0.00990278,0.99858065,0.128048
16,0.267112109,-0.00071975,-0.00292509,1.78341241,-0.04679748,0.00869399,-0.00984519,0.99881804,0.07942
17,0.284953923,-0.00071853,-0.00284775,1.7834677,-0.04442151,0.008554,-0.00970389,0.99892912,0.129262
18,0.300369969,-0.00071992,-0.00274577,1.78364939,-0.04190781,0.0076422,-0.00930663,0.99904891,0.102568
19,0.317144652,-0.00072007,-0.00262591,1.78356586,-0.04186618,0.00831441,-0.00880764,0.99904981,0.084518
20,0.333891859,-0.00072218,-0.00250536,1.78355343,-0.0422019,0.00811434,-0.00830287,0.99904165,0.111624
21,0.350375767,-0.0007235,-0.00238232,1.78314154,-0.04371686,0.00680203,-0.0076664,0.99899139,0.115854
22,0.367711114,-0.00072865,-0.00228031,1.7833734,-0.04432042,0.00942326,-0.00734572,0.99894592,0.150764
23,0.384014573,-0.00073325,-0.00221972,1.78357231,-0.04644955,0.00405631,-0.00674714,0.99888961,0.17119
24,0.400727397,-0.00073482,-0.00220431,1.78361416,-0.0496072,0.00265616,-0.00641267,0.99874469,0.130691
25,0.417345331,-0.00073505,-0.00222687,1.78355175,-0.05273624,0.00511417,-0.00640999,0.99857481,0.063068
26,0.434735245,-0.00073532,-0.00230621,1.78312009,-0.05616942,0.00805531,-0.0066535,0.99836659,0.047041
27,0.450677613,-0.00073536,-0.00242277,1.7836198,-0.05665491,0.00533039,-0.00668159,0.99835723,0.120353
28,0.467513705,-0.00073265,-0.00256614,1.78359658,-0.05987447,0.00859987,-0.00726526,0.99814243,0.064789
29,0.484158564,-0.00072982,-0.00273037,1.78307869,-0.06077649,0.0071363,-0.00756402,0.99809723,0.046302
30,0.501289451,-0.00073335,-0.00288901,1.78331953,-0.05994983,0.00908876,-0.00840846,0.9981246,0.071696
31,0.517624564,-0.00072938,-0.00303815,1.78324664,-0.05905138,0.01030498,-0.00883739,0.99816263,0.072624
