frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming
0,0,947.6594,549.656785,802.134949,693.545593,1091.120117,695.387512,1093.136353,405.814941,804.621765,404.355835,36.623,0
1,0,947.517634,552.63085,801.825439,695.483276,1090.805298,698.242676,1093.226929,409.761658,804.774231,407.572113,36.6997,0
2,0,947.664677,550.506755,801.889771,693.063538,1090.882813,695.241211,1093.214355,408.170227,804.707581,406.036102,36.5713,0
3,0,947.877175,543.808487,802.639404,686.252258,1091.462402,687.360779,1092.961792,401.514923,804.490784,400.454987,37.0889,0
4,0,948.299868,532.792669,803.745483,675.474243,1092.758545,675.270935,1092.561035,390.400513,804.07312,390.543152,36.1875,0
5,0,948.573132,518.832065,805.041321,662.179626,1094.048218,660.08136,1091.915771,375.673431,803.481995,377.955566,35.754,0
6,0,948.928101,503.31272,806.459351,647.713074,1095.472046,643.335632,1091.103027,359.210175,802.679993,363.572479,33.7283,0
7,0,949.115041,487.541274,807.787476,633.117126,1096.753296,626.438354,1090.095703,342.322754,801.830688,348.977142,33.5501,0
8,0,949.204809,473.042041,808.905396,619.884705,1097.881226,611.067383,1089.115234,326.606506,800.820129,335.287537,33.7227,0
9,0,949.084538,461.124492,809.733582,609.191101,1098.644897,598.715454,1088.161255,313.349274,799.911011,323.889404,34.7867,0
10,0,949.017782,452.956165,810.264893,602.143555,1099.165527,590.408325,1087.520508,304.03775,799.327637,315.922913,34.1877,0
11,0,948.844762,449.274517,810.396118,599.205139,1099.29834,587.139221,1087.174194,299.472992,799.04895,312.012543,34.1145,0
12,0,948.879813,450.599661,810.399963,600.991943,1099.183105,589.13031,1087.325195,300.244812,799.104065,312.555237,34.3802,0
13,0,948.927466,456.556809,809.908936,607.082214,1098.713623,596.122498,1087.857666,306.127045,799.580322,317.400177,34.0804,0
14,0,948.848098,466.556156,809.001099,616.531616,1097.947632,607.466553,1088.79126,316.47757,800.483276,326.340118,33.2825,0
15,0,948.739949,479.567303,807.916077,628.817261,1096.811523,621.908142,1089.810181,330.056244,801.406799,337.93631,33.6033,0
16,0,948.498953,494.100833,806.523071,642.302429,1095.483643,637.857117,1090.709106,345.654694,802.32959,351.141968,34.971,0
17,0,948.221972,508.66306,805.029297,655.483704,1093.989746,653.371765,1091.748779,361.499817,803.206665,364.701355,33.8778,0
18,0,947.843363,521.750791,803.66095,667.356506,1092.46936,667.326477,1092.36438,375.803131,803.802002,376.76358,35.4715,0
19,0,947.477361,531.808179,802.413208,676.150269,1091.315918,677.628052,1092.76123,387.247467,804.251465,386.609406,35.7824,0
20,0,947.229661,537.964585,801.691345,681.241272,1090.622192,683.841492,1092.979858,394.479309,804.469604,392.73111,36.4398,0
21,0,947.398449,539.377103,801.534973,682.279663,1090.550537,684.637756,1092.97998,396.750763,804.490662,394.364349,36.665,0
22,0,947.597842,536.294294,801.856323,678.928894,1090.870117,680.638489,1092.864014,394.124908,804.461609,392.087158,36.9009,0
23,0,947.832818,528.888341,802.795105,671.542419,1091.789307,672.220764,1092.564453,386.535309,804.198547,385.87674,36.1347,0
24,0,948.15809,518.055425,803.968262,661.188599,1093.145752,660.326721,1092.077515,375.190674,803.595093,376.200836,35.4399,0
25,0,948.706442,505.167472,805.571045,649.338379,1094.536621,645.977478,1091.516235,361.324524,803.05896,364.533875,35.381,0
26,0,948.935486,491.294616,806.945923,636.524109,1095.939453,630.936951,1090.585327,346.412598,802.182556,351.890747,34.0841,0
27,0,949.148841,478.002177,808.214478,624.441101,1097.230713,616.765625,1089.648071,332.015381,801.257202,339.416992,32.4846,0
28,0,949.10369,466.62436,809.183594,614.378235,1098.243286,604.631287,1088.669189,319.244934,800.251343,328.88324,34.5248,0
