t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.001870,1.483160,-2.694808,1.491622,-2.712257
0.018536,1.746512,-3.283503,1.739514,-3.273344
0.035203,1.801751,-3.529142,1.799236,-3.521179
0.051870,1.696714,-3.396176,1.694524,-3.394665
0.068536,1.431736,-2.973160,1.430841,-2.968468
0.085203,1.049390,-2.227496,1.048778,-2.226999
0.101870,0.588602,-1.291468,0.587618,-1.288768
0.118536,0.085358,-0.205990,0.086171,-0.206724
0.135203,-0.382777,0.876889,-0.381727,0.873563
0.151870,-0.768901,1.822006,-0.768593,1.824025
0.168536,-1.051200,2.644774,-1.049502,2.641725
0.185203,-1.180604,3.188291,-1.179251,3.185617
0.201870,-1.151817,3.411218,-1.150786,3.408993
0.218536,-0.974010,3.300522,-0.971846,3.295677
0.235203,-0.645705,2.821503,-0.645441,2.820111
0.251870,-0.232447,2.079910,-0.232337,2.078036
0.268536,0.222859,1.138101,0.223173,1.136954
0.285203,0.679910,0.096245,0.679558,0.098626
0.301870,1.082608,-0.890693,1.082130,-0.891336
0.318536,1.388151,-1.788880,1.386111,-1.786563
0.335203,1.537176,-2.469090,1.536076,-2.467047
0.351870,1.527981,-2.878240,1.527066,-2.874463
0.368536,1.359407,-2.952160,1.357953,-2.950888
0.385203,1.031336,-2.730160,1.029717,-2.727449
0.401870,0.564182,-2.208577,0.563670,-2.205583
0.418536,0.014171,-1.431618,0.013230,-1.429713
0.435203,-0.579623,-0.493692,-0.579544,-0.492760
0.451870,-1.151014,0.504508,-1.146059,0.492486
0.468536,-1.571180,1.257549,-1.575745,1.269745
0.485203,-1.974558,2.130354,-1.973028,2.129347
0.501870,-2.221591,2.817710,-2.218137,2.810338
0.518536,-2.255008,3.140011,-2.254624,3.138911
0.535203,-2.121450,3.167290,-2.119909,3.163586
0.551870,-1.810828,2.847658,-1.808718,2.846471
0.568536,-1.339497,2.250312,-1.339432,2.247755
0.585203,-0.783368,1.399681,-0.782922,1.397601
0.601870,-0.183068,0.377547,-0.183834,0.375127
0.618536,0.391374,-0.730230,0.390548,-0.726529
0.635203,0.896218,-1.720052,0.894243,-1.715542
0.651870,1.275494,-2.494148,1.278353,-2.500251
0.668536,1.586162,-3.173459,1.582402,-3.166002
0.685203,1.689158,-3.462745,1.686900,-3.461745
0.701870,1.605220,-3.445874,1.604382,-3.441690
0.718536,1.372044,-3.067341,1.371544,-3.064032
0.735203,1.024056,-2.380319,1.022375,-2.378557
0.751870,0.578806,-1.478567,0.579523,-1.479285
0.768536,0.120988,-0.483407,0.124100,-0.490189
0.785203,-0.268132,0.424884,-0.270786,0.432923
0.801870,-0.655617,1.437526,-0.657286,1.441634
0.818536,-0.987362,2.399907,-0.983054,2.389863
0.835203,-1.123288,2.974167,-1.121734,2.972308
0.851870,-1.093228,3.245247,-1.091837,3.243448
0.868536,-0.901879,3.191422,-0.900359,3.188160
0.885203,-0.566479,2.795888,-0.566512,2.794379
0.901870,-0.146077,2.126684,-0.145079,2.122024
0.918536,0.338199,1.193582,0.338221,1.193276
0.935203,0.823679,0.164954,0.824301,0.165496
0.951870,1.275388,-0.847328,1.271333,-0.839521
0.968536,1.571924,-1.631124,1.571940,-1.634682
0.985203,1.759273,-2.322855,1.761014,-2.326654
1.001870,1.848181,-2.866510,1.847182,-2.858976
1.018536,1.773882,-3.010534,1.770133,-3.004366
1.035203,1.482049,-2.758888,1.480551,-2.760360
1.051870,1.027604,-2.267226,1.026340,-2.262719
1.068536,0.449117,-1.480204,0.449645,-1.479546
1.085203,-0.176590,-0.534767,-0.176031,-0.538218
1.101870,-0.801293,0.417040,-0.802634,0.423687
1.118536,-1.410730,1.470180,-1.409762,1.464787
1.135203,-1.917160,2.323883,-1.915346,2.323868
1.151870,-2.265802,2.995763,-2.264329,2.993153
1.168536,-2.436302,3.378384,-2.435011,3.376465
1.185203,-2.422463,3.447144,-2.420292,3.443128
1.201870,-2.216056,3.155129,-2.215595,3.152823
1.218536,-1.869757,2.553410,-1.869267,2.552154
1.235203,-1.415164,1.706694,-1.415442,1.706008
1.251870,-0.905141,0.694248,-0.902546,0.687886
1.268536,-0.333126,-0.495647,-0.335464,-0.490490
1.285203,0.165949,-1.556182,0.165347,-1.555657
1.301870,0.582110,-2.476392,0.579528,-2.470903
1.318536,0.851156,-3.095072,0.852100,-3.098728
1.335203,1.019453,-3.525267,1.017968,-3.519398
1.351870,1.037561,-3.568076,1.035369,-3.565120
1.368536,0.898545,-3.273534,0.898164,-3.271499
1.385203,0.654269,-2.687598,0.652560,-2.684870
1.401870,0.310300,-1.849350,0.314125,-1.856222
1.418536,-0.001103,-0.993204,-0.006352,-0.981246
1.435203,-0.403494,0.138389,-0.402897,0.136639
1.451870,-0.749119,1.206035,-0.745444,1.199600
1.468536,-0.941844,2.030663,-0.941300,2.029494
1.485203,-1.008896,2.631663,-1.007612,2.630248
1.501870,-0.925766,2.959661,-0.924542,2.957527
1.518536,-0.696815,2.979518,-0.695427,2.977471
1.535203,-0.335852,2.692838,-0.334711,2.688879
1.551870,0.123568,2.091138,0.123184,2.091080
1.568536,0.616031,1.296298,0.616957,1.291976
1.585203,1.122076,0.308331,1.121079,0.309386
1.601870,1.565187,-0.686334,1.563793,-0.683730
1.618536,1.900451,-1.566930,1.901376,-1.568667
1.635203,2.137669,-2.326330,2.135779,-2.321093
1.651870,2.203558,-2.773384,2.201623,-2.771657
1.668536,2.085890,-2.929484,2.085320,-2.925686
1.685203,1.812068,-2.745431,1.810437,-2.745705
1.701870,1.380600,-2.310092,1.379929,-2.304673
1.718536,0.839018,-1.564658,0.837315,-1.564006
1.735203,0.211322,-0.660903,0.211433,-0.661549
1.751870,-0.420749,0.296266,-0.418324,0.296161
1.768536,-0.969852,1.237201,-0.968244,1.230198
1.785203,-1.413512,1.972023,-1.416342,1.980149
1.801870,-1.799729,2.708864,-1.798740,2.708156
1.818536,-2.032610,3.226888,-2.028381,3.219812
1.835203,-2.036973,3.358204,-2.035619,3.355987
1.851870,-1.866435,3.164472,-1.865760,3.160921
1.868536,-1.555045,2.636260,-1.554743,2.634678
1.885203,-1.143190,1.854233,-1.142621,1.853473
1.901870,-0.666092,0.899997,-0.665677,0.898353
1.918536,-0.169690,-0.159821,-0.171202,-0.160154
1.935203,0.269053,-1.210490,0.269209,-1.208850
1.951870,0.642323,-2.125255,0.640712,-2.123486
1.968536,0.889752,-2.820445,0.888565,-2.818523
1.985203,1.000310,-3.233231,1.000276,-3.227805
2.001870,0.986868,-3.270399,0.984647,-3.269304
2.018536,0.814450,-3.011602,0.813754,-3.008338
2.035203,0.526588,-2.450038,0.525579,-2.450160
2.051870,0.146100,-1.697932,0.145426,-1.698024
2.068536,-0.282606,-0.819630,-0.282990,-0.815869
2.085203,-0.710073,0.177694,-0.708981,0.175867
2.101870,-1.065320,1.112128,-1.064392,1.110062
2.118536,-1.312303,1.899448,-1.311432,1.899307
2.135203,-1.422928,2.505498,-1.421433,2.503208
2.151870,-1.369352,2.839932,-1.367823,2.837671
2.168536,-1.149138,2.872036,-1.147203,2.868222
