frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming
0,0,948.827849,497.193925,806.92804,644.011414,1095.851318,638.931702,1090.703857,350.401062,802.283264,355.917816,34.6099,0
1,0,948.811068,498.895879,806.67218,645.699646,1095.672485,640.842041,1090.780273,352.267365,802.460449,357.44342,34.3137,0
2,0,948.794736,500.762791,806.46521,647.25061,1095.450195,642.978638,1090.916504,354.4888,802.527832,358.923737,34.0406,0
3,0,948.715008,502.571034,806.291199,649.011353,1095.183716,644.698486,1091.099976,356.170654,802.595886,360.782806,34.3702,0
4,0,948.61834,504.002739,806.126953,650.188416,1095.138306,646.465942,1091.134521,357.791626,802.769592,362.192169,34.2367,0
5,0,948.676557,504.95007,806.077759,650.950439,1095.026489,647.395447,1091.240356,358.985535,802.829834,362.994476,34.1941,0
6,0,948.655149,505.191314,806.036133,651.116577,1095.010376,647.671692,1091.200195,359.341736,802.863708,363.259796,34.8421,0
7,0,948.650997,505.10856,806.075012,650.974365,1095.018677,647.440247,1091.241943,359.227448,802.816589,363.295441,33.9892,0
8,0,948.713597,504.295904,806.129028,650.227966,1095.103027,646.404419,1091.214478,358.449493,802.802185,362.651428,33.6187,0
9,0,948.739066,503.111157,806.230286,649.319458,1095.234741,644.903259,1091.089355,357.06546,802.681885,361.743469,34.4621,0
10,0,948.82831,501.687669,806.45343,647.993347,1095.479492,643.398743,1090.961304,355.630554,802.60199,360.387146,34.0053,0
11,0,948.966466,500.209921,806.733765,646.701172,1095.732056,641.605774,1090.86145,354.066498,802.435303,359.039917,34.9018,0
12,0,948.940802,498.881789,806.947815,645.446533,1095.916992,640.197571,1090.832642,352.421448,802.320007,357.907715,34.3515,0
13,0,948.9517,497.838223,807.089172,644.636719,1096.087158,639.07959,1090.672485,351.186401,802.261292,357.024078,33.9174,0
14,0,948.967904,497.242542,807.228638,644.094543,1096.164673,638.471863,1090.655396,350.444183,802.233093,356.456451,32.6469,0
15,0,948.964429,497.131643,807.27655,644.185303,1096.266846,638.348877,1090.573486,350.15979,802.217163,356.446625,33.7092,0
