frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming,area_px2,quality_score,corner_sharpness
0,0,949.148507,516.569358,806.695801,662.641541,1095.660156,658.739746,1091.654053,370.442993,803.191833,374.9375,34.4384,0,83165.3056,9931.482,40.1157
1,0,949.224093,516.250562,806.760803,662.282349,1095.740967,658.239807,1091.647217,370.259949,803.207581,374.746216,34.5572,0,83094.887,9961.522,40.8719
2,0,949.332967,515.123234,806.762512,661.275391,1095.768799,656.977539,1091.672119,369.208191,803.21698,373.578766,34.0708,0,83093.9118,9821.2538,40.5785
3,0,949.177847,513.590896,806.768799,659.642517,1095.766357,655.442749,1091.555054,367.57193,803.092346,372.2258,34.5065,0,83068.8822,9945.3505,40.3099
4,0,949.315114,511.76376,806.864258,657.948425,1095.886719,653.391907,1091.537842,365.813202,803.114929,370.494507,33.876,0,83031.1845,9761.4142,41.8512
5,0,949.093334,509.74237,806.874756,655.800476,1095.894653,651.430725,1091.400879,363.592896,802.888916,368.630127,34.0275,0,83041.3275,9805.668,44.9793
6,0,949.248495,507.609517,807.032593,653.895386,1095.974731,648.986572,1091.377686,361.412842,802.79425,366.494537,33.1599,0,83037.6984,9555.4438,43.2107
7,0,949.114466,505.406593,807.020203,651.843018,1095.996826,646.757324,1091.147949,359.032806,802.692261,364.498688,34.4204,0,83040.0409,9918.8127,43.5785
8,0,949.128321,503.358935,807.069641,649.85907,1096.044434,644.654114,1091.063843,356.985809,802.59552,362.432404,35.4183,0,83046.3348,10206.761,42.7025
9,0,949.101929,501.412107,807.150269,647.898987,1096.065308,642.677185,1091.002808,354.977631,802.558716,360.550903,34.988,0,83028.3052,10081.6637,42.6198
10,0,949.051262,499.525138,807.049072,646.003723,1096.08374,640.860413,1090.890747,353.214386,802.431458,358.586548,34.3395,0,83049.6718,9896.0739,39.5785
