t_s,x_w_mm,y_w_mm,z_w_mm,qx,qy,qz,qw,x_w_mean_m,y_w_mean_m,z_w_mean_m
0.006576765,0.004691,-0.009738,0.065581,-0.009779949,-0.006324731,-0.010045531,0.999881712,0.005590674,-0.005469875,1.395920262
0.023243432,-0.001201,0.002502,-0.040086,0.039883155,0.033292594,-0.010044704,0.998599039,0.005590674,-0.005469875,1.395920262
0.039910098,-0.001599,0.008368,-0.049595,0.040036813,0.032957527,-0.010050705,0.998603945,0.005590674,-0.005469875,1.395920262
0.056576765,-0.001814,0.009565,-0.11388,0.04065468,0.032741745,-0.010044724,0.99858614,0.005590674,-0.005469875,1.395920262
0.073243432,-0.00132,0.00419,0.004935,0.040553895,0.032130175,-0.010130894,0.998609232,0.005590674,-0.005469875,1.395920262
0.089910098,0.001161,-0.005586,0.075767,0.016071366,0.013314486,-0.010213195,0.999730027,0.005590674,-0.005469875,1.395920262
0.106576765,0.003724,-0.011587,-0.039412,-0.009311559,-0.00631961,-0.010176423,0.999884892,0.005590674,-0.005469875,1.395920262
0.123243432,-0.001205,-0.002192,-0.033537,0.039683469,0.033638685,-0.010146714,0.998594365,0.005590674,-0.005469875,1.395920262
0.139910098,0.001632,0.001101,0.044901,0.012841089,0.010819285,-0.010133926,0.999807658,0.005590674,-0.005469875,1.395920262
0.156576765,0.002183,0.00349,-0.018028,-0.007681175,-0.006126755,-0.010074875,0.999900975,0.005590674,-0.005469875,1.395920262
0.173243432,-0.003706,0.009342,0.029916,0.04035347,0.032679305,-0.010096917,0.998599876,0.005590674,-0.005469875,1.395920262
0.189910098,-0.001293,0.001492,0.184759,0.039432663,0.032292282,-0.010132534,0.99864889,0.005590674,-0.005469875,1.395920262
0.206576765,0.000239,-0.004391,0.079373,0.040097994,0.032471248,-0.010137089,0.998616547,0.005590674,-0.005469875,1.395920262
0.223243432,0.003067,-0.008232,-0.036609,0.011823245,0.010056095,-0.010116856,0.999828353,0.005590674,-0.005469875,1.395920262
0.239910098,0.004428,-0.004923,-0.09461,-0.009149725,-0.006422281,-0.010108583,0.99988642,0.005590674,-0.005469875,1.395920262
0.256576765,-0.002186,0.008542,-0.168019,0.04041921,0.033183124,-0.010105016,0.998580521,0.005590674,-0.005469875,1.395920262
0.273243432,-0.004804,0.01095,-0.21414,0.0406308,0.033316978,-0.010113669,0.998567389,0.005590674,-0.005469875,1.395920262
0.289910098,-0.000139,0.002691,-0.043322,0.012756474,0.011491132,-0.010098129,0.999801607,0.005590674,-0.005469875,1.395920262
0.306576765,0.00543,-0.007967,-0.028041,-0.010021906,-0.007031903,-0.010111535,0.999873927,0.005590674,-0.005469875,1.395920262
0.323243432,-0.000207,-0.006491,-0.07374,0.040530881,0.033208529,-0.010093909,0.998575262,0.005590674,-0.005469875,1.395920262
0.339910098,-0.000267,-0.005028,-0.161848,0.04053351,0.033873293,-0.010063929,0.998553129,0.005590674,-0.005469875,1.395920262
0.356576765,-0.000837,0.00171,-0.165612,0.039624892,0.033838752,-0.010056939,0.99859084,0.005590674,-0.005469875,1.395920262
0.373243432,-0.002735,0.009014,-0.159268,0.039810688,0.033781824,-0.010067969,0.998585266,0.005590674,-0.005469875,1.395920262
0.389910098,-0.001255,0.00718,-0.108601,0.012397317,0.011427698,-0.010091188,0.999806922,0.005590674,-0.005469875,1.395920262
0.406576765,0.004379,-0.008442,0.055363,-0.0372947,-0.028373904,-0.010096828,0.99885038,0.005590674,-0.005469875,1.395920262
0.423243432,0.00646,-0.018459,0.200084,-0.036273299,-0.028025949,-0.01011125,0.998897671,0.005590674,-0.005469875,1.395920262
0.439910098,0.007953,-0.02172,-0.013855,-0.036586698,-0.02883751,-0.010069387,0.998863564,0.005590674,-0.005469875,1.395920262
0.456576765,0.005037,-0.012978,-0.124856,-0.009631617,-0.007019892,-0.010062493,0.999878342,0.005590674,-0.005469875,1.395920262
0.473243432,-0.001127,0.003934,-0.113633,0.039031455,0.032897548,-0.010107498,0.99864515,0.005590674,-0.005469875,1.395920262
0.489910098,-0.002287,0.011006,-0.089949,0.039962187,0.032805715,-0.010073104,0.998611707,0.005590674,-0.005469875,1.395920262
0.506576765,-0.002499,0.00789,0.152798,0.040348308,0.032260163,-0.010063032,0.998614055,0.005590674,-0.005469875,1.395920262
0.523243432,-0.001893,-0.003787,0.230669,0.04045009,0.031793279,-0.010127099,0.998624263,0.005590674,-0.005469875,1.395920262
0.539910098,-0.001009,-0.014778,0.18641,0.03990708,0.032141669,-0.010162866,0.998634595,0.005590674,-0.005469875,1.395920262
0.556576765,0.001945,-0.017672,-0.049211,0.012912922,0.01075528,-0.010119535,0.999807569,0.005590674,-0.005469875,1.395920262
0.573243432,0.004366,-0.007658,-0.322055,-0.008772436,-0.007625631,-0.010127728,0.999881155,0.005590674,-0.005469875,1.395920262
0.589910098,-0.001359,0.013005,-0.152524,0.04060838,0.033075843,-0.010117012,0.998576284,0.005590674,-0.005469875,1.395920262
0.606576765,-0.001638,0.016101,0.022915,0.041228697,0.03248239,-0.010076074,0.998570759,0.005590674,-0.005469875,1.395920262
0.623243432,-0.001215,0.003763,0.103743,0.04131317,0.032492855,-0.010079285,0.998566895,0.005590674,-0.005469875,1.395920262
0.639910098,0.000595,-0.014259,0.298897,0.039907642,0.031746127,-0.010148093,0.998647375,0.005590674,-0.005469875,1.395920262
0.656576765,0.000175,-0.01925,0.187118,0.038154137,0.032304616,-0.01017974,0.998697675,0.005590674,-0.005469875,1.395920262
0.673243432,-0.002007,-0.007781,-0.054558,0.038281869,0.03343535,-0.01013902,0.998655985,0.005590674,-0.005469875,1.395920262
0.689910098,-0.003301,0.010686,-0.13152,0.039144578,0.03381322,-0.010121136,0.998609999,0.005590674,-0.005469875,1.395920262
0.706576765,-0.002456,0.018688,-0.030541,0.040037904,0.032730467,-0.010119977,0.998610669,0.005590674,-0.005469875,1.395920262
0.723243432,-0.001369,0.013816,0.091674,0.040966871,0.032061754,-0.010092426,0.998594964,0.005590674,-0.005469875,1.395920262
0.739910098,-0.000742,-0.001775,0.032291,0.041173069,0.032232596,-0.01008778,0.998581031,0.005590674,-0.005469875,1.395920262
0.756576765,4e-06,-0.015231,-0.013838,0.04067839,0.032229832,-0.010134288,0.998600923,0.005590674,-0.005469875,1.395920262
0.773243432,0.002155,-0.015893,-0.111834,0.013694071,0.011176466,-0.010147426,0.999792273,0.005590674,-0.005469875,1.395920262
0.789910098,0.003109,-0.003388,-0.205402,-0.009672826,-0.007323113,-0.01007098,0.999875684,0.005590674,-0.005469875,1.395920262
0.806576765,-0.003176,0.020837,-0.302699,0.040771413,0.034840682,-0.010068293,0.998510114,0.005590674,-0.005469875,1.395920262
0.823243432,-0.002119,0.022553,-0.096753,0.040990922,0.033617127,-0.010122309,0.998542524,0.005590674,-0.005469875,1.395920262
0.839910098,-0.000939,0.009762,-0.044301,0.041397072,0.033144286,-0.01009346,0.998541867,0.005590674,-0.005469875,1.395920262
0.856576765,-0.000967,-0.008857,0.021011,0.040837174,0.032911972,-0.010109091,0.998572448,0.005590674,-0.005469875,1.395920262
0.873243432,-0.001422,-0.014954,-0.064331,0.040959477,0.033299054,-0.010103872,0.998554659,0.005590674,-0.005469875,1.395920262
0.889910098,-0.001063,-0.008487,-0.115763,0.040105754,0.033594325,-0.010096944,0.998579492,0.005590674,-0.005469875,1.395920262
0.906576765,-0.001743,0.00541,-0.211199,0.038582749,0.034622857,-0.010052258,0.998604817,0.005590674,-0.005469875,1.395920262
0.923243432,-0.001351,0.020324,0.193539,0.037928745,0.032533771,-0.010189744,0.99869872,0.005590674,-0.005469875,1.395920262
0.939910098,-0.001518,0.0196,0.100075,0.040754665,0.032406986,-0.010157364,0.998591845,0.005590674,-0.005469875,1.395920262
0.956576765,-0.000426,-0.000621,-0.021069,0.041670684,0.032606923,-0.010145069,0.998547656,0.005590674,-0.005469875,1.395920262
0.973243432,0.000921,-0.017925,-0.017914,0.041406022,0.032050129,-0.010091093,0.998577238,0.005590674,-0.005469875,1.395920262
0.989910098,7.6e-05,-0.016095,-0.144574,0.040175661,0.032904108,-0.010111229,0.998599519,0.005590674,-0.005469875,1.395920262
1.006576765,-0.00251,0.0017,-0.236602,0.038750449,0.034035894,-0.010091344,0.998618108,0.005590674,-0.005469875,1.395920262
1.023243432,-0.004828,0.019111,-0.222036,0.03914983,0.033672675,-0.010094213,0.998614815,0.005590674,-0.005469875,1.395920262
1.039910098,-0.002092,0.017387,-0.134478,0.01479533,0.013119631,-0.010121026,0.999753239,0.005590674,-0.005469875,1.395920262
1.056576765,0.003696,-0.001213,-0.047796,-0.009465129,-0.006550316,-0.010133737,0.999882399,0.005590674,-0.005469875,1.395920262
1.073243432,0.00324,-0.018693,-0.002301,0.012289629,0.010677932,-0.010084215,0.999816611,0.005590674,-0.005469875,1.395920262
1.089910098,0.00647,-0.0271,-0.044753,-0.008876952,-0.005874014,-0.010106087,0.999892276,0.005590674,-0.005469875,1.395920262
1.106576765,-0.000128,-0.008655,-0.212169,0.039310563,0.033758974,-0.01010596,0.998605468,0.005590674,-0.005469875,1.395920262
1.123243432,-0.001971,0.011563,-0.133115,0.038692228,0.033587574,-0.010095137,0.998635506,0.005590674,-0.005469875,1.395920262
1.139910098,-0.00439,0.020247,-0.066533,0.039760987,0.033424634,-0.010145325,0.998598483,0.005590674,-0.005469875,1.395920262
1.156576765,-0.004377,0.011126,0.004367,0.041029379,0.032254842,-0.010131807,0.998585781,0.005590674,-0.005469875,1.395920262
1.173243432,0.002208,-0.012557,0.146718,0.01406018,0.010418914,-0.010111787,0.999795734,0.005590674,-0.005469875,1.395920262
1.189910098,0.010618,-0.031238,0.191849,-0.036266707,-0.027642307,-0.010074517,0.998908971,0.005590674,-0.005469875,1.395920262
1.206576765,0.00979,-0.024504,-0.03694,-0.036841947,-0.029089811,-0.01006147,0.998846946,0.005590674,-0.005469875,1.395920262
1.223243432,0.003729,-0.003454,-0.244764,-0.008372712,-0.006880121,-0.010099182,0.999890278,0.005590674,-0.005469875,1.395920262
1.239910098,-0.005784,0.016398,-0.231571,0.04033075,0.033561293,-0.010150121,0.998571002,0.005590674,-0.005469875,1.395920262
1.256576765,-0.006632,0.016927,-0.127604,0.041091417,0.03293515,-0.010187086,0.998560461,0.005590674,-0.005469875,1.395920262
1.273243432,-0.004031,0.003138,0.005905,0.0407853,0.032617222,-0.010165943,0.998583662,0.005590674,-0.005469875,1.395920262
1.289910098,-0.000589,-0.013079,0.141883,0.040314871,0.03152996,-0.010137956,0.99863797,0.005590674,-0.005469875,1.395920262
1.306576765,0.00167,-0.016283,0.01642,0.039457502,0.031992807,-0.010092324,0.998657955,0.005590674,-0.005469875,1.395920262
