t_s,x_w,y_w,z_w,qx,qy,qz,qw
0.003189472,0.004992392,-0.004513392,1.395633806,-0.019717027,-0.020868539,-0.007189739,0.999561929
0.019856139,0.004985405,-0.004481602,1.396475936,0.024116405,0.021381578,-0.006893405,0.999456706
0.036522805,0.004990627,-0.004545675,1.397040467,-0.025507243,-0.013283162,-0.006871544,0.999562764
0.053189472,0.004983685,-0.004673873,1.396677247,0.048805267,0.028731597,-0.007029752,0.998370234
0.069856139,0.00498598,-0.004877421,1.397456593,0.050495511,0.022469016,-0.007888261,0.998440345
0.086522805,0.004989472,-0.005128389,1.397403089,0.032445764,0.016275784,-0.008753403,0.999302631
0.103189472,0.004992625,-0.005409266,1.397667162,-0.031042735,-0.010666889,-0.00965943,0.999414459
0.119856139,0.004986631,-0.005670385,1.397589217,0.054429435,0.022350438,-0.010483973,0.998212393
0.136522805,0.004986763,-0.005946645,1.397588893,0.036439029,0.014812305,-0.011304624,0.999162148
0.153189472,0.00498554,-0.006192397,1.397390862,-0.028935981,-0.010612548,-0.011860566,0.999454556
0.169856139,0.004977246,-0.006358019,1.396942194,0.048053087,0.027203582,-0.012269544,0.99839888
0.186522805,0.004977392,-0.00647075,1.396823274,0.032775601,0.020239511,-0.012611879,0.999178194
0.203189472,0.004977459,-0.006520204,1.396065177,-0.024240426,-0.017704339,-0.012483783,0.999471417
0.219856139,0.004967002,-0.006486088,1.395408921,0.038256718,0.036530832,-0.012284598,0.998524417
0.236522805,0.00496201,-0.006392586,1.395090796,0.035437041,0.037378938,-0.011719866,0.998603863
0.253189472,0.004960623,-0.006257216,1.394655167,0.035677028,0.03996569,-0.010995315,0.998503378
0.269856139,0.004956576,-0.00610143,1.394670387,0.035318126,0.039974425,-0.010045288,0.998525797
0.286522805,0.004955608,-0.005949886,1.394709856,0.024083425,0.02713594,-0.009142159,0.99929978
0.303189472,0.004964645,-0.005826599,1.394911585,-0.021675483,-0.023714394,-0.008366771,0.999448747
0.319856139,0.004949957,-0.005726157,1.39529707,0.038592698,0.037131107,-0.007646022,0.998535639
0.336522805,0.004951266,-0.005679394,1.395521247,0.034753327,0.030331152,-0.007250155,0.998909236
0.353189472,0.004961742,-0.005693569,1.395847123,-0.026676179,-0.021107134,-0.007059051,0.999396338
0.369856139,0.004954576,-0.005737341,1.3963493,0.031189536,0.022405239,-0.007440224,0.999234638
0.386522805,0.004965759,-0.00583344,1.397137272,-0.024926675,-0.013897881,-0.007936254,0.999561167
0.403189472,0.004962196,-0.005936302,1.396775351,0.033523061,0.020488237,-0.008388672,0.999192707
0.419856139,0.004970347,-0.006079694,1.397022856,-0.029220063,-0.015236119,-0.009290604,0.999413695
0.436522805,0.004968741,-0.006209352,1.397073232,0.037846087,0.021025522,-0.010055386,0.999011757
0.453189472,0.004972739,-0.006356277,1.397274496,-0.041765189,-0.02238237,-0.010764815,0.998818711
0.469856139,0.004979484,-0.006499854,1.396898703,-0.040858951,-0.023580363,-0.011428658,0.998821254
0.486522805,0.004976181,-0.006593704,1.39670897,-0.027324712,-0.016923246,-0.011805771,0.999413622
0.503189472,0.00496658,-0.006630059,1.396295135,0.041382894,0.030614461,-0.012137146,0.998600471
0.519856139,0.004967933,-0.006623819,1.395784311,0.030364143,0.023877522,-0.012206539,0.999179105
0.536522805,0.004969363,-0.006566987,1.395137945,-0.023942688,-0.02338331,-0.012067762,0.999366968
0.553189472,0.004959474,-0.006420836,1.394623409,0.033870244,0.039645261,-0.011720004,0.998570829
0.569856139,0.004959329,-0.006239519,1.394133054,0.025581112,0.030967885,-0.010899254,0.999133526
0.586522805,0.00496543,-0.006036813,1.393760063,-0.024987158,-0.035120836,-0.010421892,0.999016293
0.603189472,0.004958138,-0.005760742,1.393689411,0.032546632,0.043941406,-0.009285917,0.998460636
0.619856139,0.004956329,-0.005518778,1.394031162,0.023753178,0.03230945,-0.008560669,0.999158947
0.636522805,0.004970918,-0.005298745,1.394463941,-0.027601973,-0.037914051,-0.007986028,0.998867799
0.653189472,0.004969841,-0.005102072,1.394394569,-0.021940016,-0.027670094,-0.007256973,0.999349958
0.669856139,0.004961331,-0.004953283,1.394952511,0.025427173,0.029482466,-0.007089413,0.999216685
0.686522805,0.004977403,-0.004860924,1.39555935,-0.023123921,-0.024899086,-0.007076033,0.999397443
0.703189472,0.004975632,-0.004806611,1.396307971,0.036151752,0.031587022,-0.007445879,0.998819238
0.719856139,0.004986643,-0.004799116,1.396581947,0.028725983,0.024356177,-0.007974454,0.999258727
