frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.006582723,-0.00154508,0.00205329,1.74091923,-0.04360487,-0.05862166,-0.02280776,0.99706666,0.256874
1,0.022402588,-0.00163442,0.00210709,1.74018767,-0.04639076,-0.06132974,-0.02443878,0.99673934,0.024298
2,0.039032779,-0.00161018,0.00213503,1.73936452,-0.05049036,-0.06195996,-0.0243271,0.99650383,0.126788
3,0.055699892,-0.00147993,0.00214259,1.73865635,-0.05395563,-0.06447649,-0.0232087,0.9961892,0.090385
4,0.072327492,-0.00125798,0.00211782,1.73845245,-0.0556164,-0.06475822,-0.01994636,0.99615026,0.195607
5,0.089176905,-0.00097172,0.00206905,1.73749593,-0.05851648,-0.06741442,-0.01607016,0.99587794,0.201455
6,0.105527167,-0.00064675,0.00201141,1.7387847,0.0567328,0.06530203,-0.01167738,0.99618305,0.210716
7,0.122242098,-0.00030379,0.00191767,1.73649343,0.06352244,0.06875584,-0.00626384,0.99558942,0.239474
8,0.138551052,6.69e-06,0.00186467,1.7386429,0.06202743,0.06511445,-0.00153952,0.99594695,0.325248
9,0.155649394,0.00025319,0.00174886,1.73928986,-0.05927604,-0.06947701,0.00201155,0.99581888,0.622515
10,0.172278198,0.0004283,0.00166944,1.7417214,-0.05175799,-0.071172,0.00430516,0.996111,0.233216
11,0.189430615,0.00047075,0.00159623,1.74114277,0.05204556,0.05710412,0.00621609,0.99699134,0.877853
12,0.205891995,0.00042524,0.00151519,1.74455445,-0.04119802,-0.06237911,0.00451577,0.99719164,0.263488
13,0.222181446,0.00025575,0.00146713,1.74523156,0.03770677,0.04825754,0.00343469,0.99811703,0.540348
14,0.239074415,3.492e-05,0.00143424,1.74800287,-0.01663752,-0.05688583,0.00012261,0.99824204,0.356
15,0.255753198,-0.00026159,0.00141674,1.74348024,-0.04355867,-0.0579425,-0.00408971,0.99736081,0.184716
16,0.272488169,-0.00059707,0.00138456,1.74365542,-0.038397,-0.05340282,-0.00846527,0.99779865,0.347435
17,0.288982255,-0.00092781,0.0013922,1.74431783,-0.03730039,-0.05083355,-0.0134225,0.99792007,0.387042
18,0.306212915,-0.00123016,0.00141377,1.74275963,-0.0374604,-0.05543131,-0.01795875,0.9975979,0.254634
19,0.32258727,-0.00145667,0.00145985,1.74261499,-0.0383828,-0.05466185,-0.02133527,0.9975388,0.109374
20,0.338932891,-0.0015991,0.00151996,1.74250399,-0.03881876,-0.05565137,-0.02377329,0.99741208,0.167908
21,0.355986043,-0.0016372,0.00158777,1.74015507,-0.04613485,-0.06170502,-0.0245913,0.9967243,0.141753
22,0.37221658,-0.00156794,0.00166051,1.73905243,-0.04902021,-0.06383295,-0.02378739,0.99647204,0.269044
23,0.390617065,-0.00139363,0.00173574,1.7377754,-0.05278302,-0.0681086,-0.02157144,0.99604711,0.22865
24,0.405889504,-0.00114482,0.0018142,1.73628697,-0.05670524,-0.07005799,-0.01832868,0.99576124,0.193629
25,0.422761997,-0.00083391,0.00189019,1.73595437,-0.05802822,-0.07235572,-0.01391045,0.99559222,0.196466
26,0.438799112,-0.00049377,0.0019544,1.73617997,-0.05731418,-0.0689173,-0.00946423,0.99592968,0.262668
27,0.455489533,-0.00017126,0.00202036,1.73800284,-0.0568108,-0.0634313,-0.0043664,0.99635834,0.296908
28,0.472224257,0.00010761,0.00204967,1.73822744,-0.05371507,-0.05872792,-0.00068033,0.9968276,0.589142
29,0.48915467,0.0003299,0.0020834,1.73427806,-0.06338391,-0.05438225,0.00334627,0.9965008,0.169214
30,0.505547717,0.00043013,0.00211475,1.74053872,0.04510691,0.07203737,0.00447979,0.99637137,0.2257
