t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.015020,0.361292,-0.289272,0.365709,-0.284078
0.031686,0.437034,-0.307666,0.434921,-0.306479
0.048353,0.474189,-0.287388,0.473518,-0.287519
0.065020,0.488520,-0.248789,0.488400,-0.248885
0.081686,0.483981,-0.195760,0.484014,-0.195787
0.098353,0.461553,-0.131653,0.461743,-0.131997
0.115020,0.423105,-0.065037,0.422621,-0.065276
0.131686,0.357018,0.004301,0.356344,0.005134
0.148353,0.263079,0.092422,0.263372,0.093379
0.165020,0.164614,0.194606,0.164509,0.193821
0.181686,0.061914,0.269918,0.062143,0.269434
0.198353,-0.032258,0.315544,-0.032026,0.314637
0.215020,-0.112706,0.321095,-0.112531,0.321174
0.231686,-0.177366,0.306366,-0.177142,0.306528
0.248353,-0.224088,0.276790,-0.224390,0.277272
0.265020,-0.261646,0.240569,-0.261683,0.240809
0.281686,-0.284364,0.193150,-0.284278,0.192941
0.298353,-0.289093,0.126215,-0.288607,0.124520
0.315020,-0.269429,0.017810,-0.268965,0.017187
0.331686,-0.229580,-0.101289,-0.229741,-0.100159
0.348353,-0.186670,-0.185849,-0.187175,-0.184122
0.365020,-0.152669,-0.217102,-0.152595,-0.216700
0.381686,-0.121040,-0.219893,-0.121454,-0.220441
0.398353,-0.102162,-0.217079,-0.101888,-0.218191
0.415020,-0.084564,-0.222530,-0.084354,-0.222418
0.431686,-0.070661,-0.212960,-0.070733,-0.213363
0.448353,-0.067364,-0.193117,-0.067638,-0.191857
0.465020,-0.079420,-0.131130,-0.080010,-0.130021
0.481686,-0.110832,-0.034456,-0.111020,-0.034165
0.498353,-0.149650,0.070918,-0.149284,0.069698
0.515020,-0.179898,0.145400,-0.179659,0.144595
0.531686,-0.199035,0.188817,-0.198642,0.188524
0.548353,-0.202283,0.209478,-0.202249,0.209507
0.565020,-0.196165,0.215696,-0.196550,0.216723
0.581686,-0.188422,0.226040,-0.188683,0.226526
0.598353,-0.175636,0.227826,-0.175461,0.226779
0.615020,-0.147932,0.190091,-0.147337,0.188899
0.631686,-0.097260,0.111436,-0.096869,0.111380
0.648353,-0.030116,0.019813,-0.030182,0.020173
0.665020,0.039506,-0.066288,0.039461,-0.066144
0.681686,0.105683,-0.141511,0.104844,-0.140018
0.698353,0.149926,-0.177147,0.150189,-0.178111
0.715020,0.190066,-0.215977,0.190108,-0.215961
0.731686,0.221386,-0.240258,0.221611,-0.240186
