t_s,bending_avg_y_mm,torsion_diff_y_mm
0.008786946,-0.145442,0.039045
0.025453613,-0.166562,0.024427
0.042120279,-0.174945,0.010169
0.058786946,-0.171842,-0.00396
0.075453613,-0.158222,-0.016057
0.092120279,-0.126131,-0.028442
0.108786946,-0.08183,-0.041576
0.125453613,-0.039608,-0.050916
0.142120279,0.014983,-0.062346
0.158786946,0.071992,-0.05512
0.175453613,0.122887,-0.056772
0.192120279,0.164366,-0.052765
0.208786946,0.204428,-0.045806
0.225453613,0.230511,-0.03439
0.242120279,0.244124,-0.028146
0.258786946,0.249368,-0.025151
0.275453613,0.243971,-0.015791
0.292120279,0.227934,-0.003477
0.308786946,0.198334,0.012271
0.325453613,0.158898,0.014849
0.342120279,0.109349,0.027933
0.358786946,0.069221,0.034996
0.375453613,0.023121,0.048574
0.392120279,-0.022012,0.043407
0.408786946,-0.060801,0.03659
0.425453613,-0.086025,0.03666
0.442120279,-0.101387,0.035809
0.458786946,-0.10849,0.029923
0.475453613,-0.106958,0.021639
0.492120279,-0.095516,0.006901
0.508786946,-0.070874,-0.012671
0.525453613,-0.036216,-0.034652
0.542120279,0.000749,-0.051426
0.558786946,0.044217,-0.060712
0.575453613,0.090023,-0.065972
0.592120279,0.128019,-0.072424
0.608786946,0.154698,-0.080193
0.625453613,0.176311,-0.078597
0.642120279,0.193021,-0.067844
0.658786946,0.200729,-0.050573
0.675453613,0.197714,-0.029531
0.692120279,0.178829,-0.002856
0.708786946,0.146765,0.026112
0.725453613,0.114732,0.04268
0.742120279,0.07618,0.067019
0.758786946,0.031824,0.09586
0.775453613,-0.011458,0.10001
0.792120279,-0.060404,0.101942
0.808786946,-0.095766,0.095442
0.825453613,-0.125203,0.083388
0.842120279,-0.149019,0.061491
0.858786946,-0.164723,0.040108
0.875453613,-0.174172,0.015666
0.892120279,-0.174404,-0.012836
0.908786946,-0.169263,-0.033914
0.925453613,-0.154094,-0.062405
0.942120279,-0.130728,-0.087748
0.958786946,-0.105769,-0.095086
0.975453613,-0.079169,-0.097965
0.992120279,-0.058388,-0.087272
1.008786946,-0.046758,-0.071254
1.025453613,-0.037701,-0.058387
1.042120279,-0.02783,-0.035586
1.058786946,-0.018581,-0.006972
1.075453613,-0.013438,0.022248
1.092120279,-0.018652,0.066246
1.108786946,-0.026627,0.096598
1.125453613,-0.035136,0.114493
