frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.007164007,-0.00072951,-0.00284519,1.78345761,-0.05096963,0.00864437,-0.0082552,0.99862867,0.100822
1,0.0225372,-0.00073194,-0.00286077,1.7834948,-0.05034913,0.00862933,-0.00828068,0.99866007,0.138047
2,0.040308268,-0.00073094,-0.00286447,1.78340809,-0.04989549,0.00856076,-0.0081539,0.99868447,0.112875
3,0.055818119,-0.0007329,-0.00285639,1.78312584,-0.05071016,0.01033128,-0.00816113,0.99862663,0.121702
4,0.072299687,-0.00073209,-0.00283668,1.78322552,-0.04961966,0.01083551,-0.00805628,0.99867691,0.091036
5,0.089318459,-0.00073301,-0.00279862,1.78341392,-0.0483872,0.00848776,-0.00803418,0.99876028,0.081941
6,0.105911738,-0.00073123,-0.00275319,1.78360805,-0.04645707,0.00629861,-0.00775748,0.99887031,0.02877
7,0.122483237,-0.00073214,-0.00269908,1.78357198,-0.04694282,0.00630078,-0.00776457,0.99884753,0.066653
8,0.139199692,-0.00073093,-0.0026447,1.78331053,-0.04717634,0.00936152,-0.00793013,0.99881123,0.07867
9,0.156618463,-0.00072901,-0.00259031,1.78333091,-0.04814568,0.01141551,-0.00801782,0.99874291,0.080318
10,0.172442952,-0.00072867,-0.0025404,1.78329371,-0.04654976,0.01031561,-0.00797269,0.99883089,0.07277
11,0.189436587,-0.00072653,-0.00249985,1.78349158,-0.04706206,0.00822848,-0.00790175,0.99882682,0.13252
12,0.205895061,-0.00072298,-0.00245954,1.7832654,-0.04816863,0.00754206,-0.00798115,0.99877886,0.077503
13,0.223001882,-0.00072153,-0.00243913,1.78332671,-0.04902904,0.00606758,-0.00790363,0.99874765,0.091923
14,0.242384463,-0.00072237,-0.00242661,1.78322654,-0.04955554,0.00565001,-0.00777908,0.99872509,0.114004
15,0.256095975,-0.00072301,-0.00242075,1.78351328,-0.04972736,0.00644576,-0.0078273,0.99871136,0.103087
16,0.272593823,-0.00072349,-0.00242915,1.78349877,-0.05055832,0.00789248,-0.0079278,0.99865846,0.094355
17,0.289601617,-0.0007244,-0.00245051,1.78340698,-0.05186948,0.00909263,-0.0079315,0.99858098,0.112509
18,0.306223989,-0.00072583,-0.00248682,1.78370095,-0.05118343,0.00821237,-0.00808597,0.99862277,0.092645
19,0.324227627,-0.00072519,-0.00252903,1.78350395,-0.0526539,0.00825905,-0.0080989,0.99854582,0.077244
20,0.33953402,-0.00072391,-0.00257722,1.78338009,-0.05321386,0.00853882,-0.00820011,0.99851296,0.124558
21,0.356060241,-0.00072539,-0.00262674,1.7834934,-0.0532527,0.00679792,-0.00809534,0.99852511,0.120887
22,0.373431747,-0.00072716,-0.00267482,1.78340858,-0.05367854,0.00607103,-0.00808849,0.99850705,0.09394
