frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.000980619,-0.00052823,0.00261949,1.73886387,-0.04811072,-0.06392308,-0.00898339,0.99675398,0.080166
1,0.017683081,-0.00050086,0.00270366,1.73885012,-0.05022868,-0.06195918,-0.00862221,0.9967767,0.161641
2,0.038806272,-0.00051163,0.00275997,1.73919136,0.0467036,0.06027508,-0.00889715,0.99704891,0.128957
3,0.05034826,-0.00049223,0.00279388,1.74000733,-0.04607948,-0.05820777,-0.00902948,0.99719958,0.112568
4,0.066967426,-0.00049075,0.00281274,1.74129155,-0.04564694,-0.05460224,-0.00901049,0.99742356,0.137323
5,0.087385549,-0.00050236,0.00280374,1.74138556,0.04596206,0.05469455,-0.00902171,0.99740393,0.112554
6,0.100492145,-0.00051016,0.00274813,1.74081238,0.04875351,0.05613534,-0.00871641,0.99719403,0.108693
7,0.117198243,-0.00051854,0.00267431,1.74094833,-0.05317423,-0.0567726,-0.00879405,0.99693131,0.191326
8,0.13378654,-0.00053447,0.00260903,1.74012868,-0.05284683,-0.06173643,-0.00903953,0.99665145,0.083643
9,0.150501118,-0.00056826,0.00256566,1.74123267,-0.05101586,-0.06090518,-0.00932249,0.99679538,0.154522
10,0.166993265,-0.0005837,0.00250069,1.74322757,-0.04648108,-0.056438,-0.00995763,0.99727384,0.222667
11,0.184632079,-0.00060517,0.00242064,1.74248232,-0.04710765,-0.0583603,-0.0095197,0.99713806,0.1558
12,0.201145783,-0.00063835,0.00233557,1.74379974,0.04196135,0.05241898,-0.0103957,0.99768904,0.229662
13,0.21715018,-0.00063034,0.00221264,1.74238743,-0.0491021,-0.05527537,-0.00999101,0.99721302,0.06791
14,0.234445467,-0.00063447,0.00208562,1.74309366,-0.05003499,-0.05329155,-0.01027937,0.9972717,0.108088
15,0.250545762,-0.00062589,0.00193025,1.74227794,-0.05466409,-0.05526576,-0.00963456,0.99692763,0.080847
16,0.267234328,-0.00062764,0.00178448,1.74348131,-0.05101521,-0.05252123,-0.00977306,0.997268,0.100142
17,0.283871032,-0.00061637,0.00163891,1.7434553,-0.04869949,-0.05411701,-0.00960023,0.99730013,0.193989
18,0.300375025,-0.0006082,0.00150764,1.74210405,-0.05084784,-0.0582154,-0.00901097,0.99696754,0.224001
19,0.317086915,-0.00059454,0.00139503,1.74281674,-0.04852948,-0.05779036,-0.0092692,0.99710543,0.186604
20,0.333778738,-0.00058201,0.00131421,1.74289089,-0.04771338,-0.05727465,-0.00934602,0.99717386,0.129108
21,0.350769404,-0.00057552,0.00122079,1.74174033,-0.04961887,-0.05985389,-0.00908632,0.99693175,0.14756
22,0.367274004,-0.00055517,0.00116067,1.74084089,-0.05261936,-0.06077243,-0.00868439,0.99672589,0.020441
23,0.38377157,-0.00055023,0.0010981,1.74048383,-0.05298358,-0.06115052,-0.00849764,0.99668508,0.055475
24,0.400438689,-0.00054145,0.00105039,1.74074195,-0.05099578,-0.06026471,-0.00863777,0.9968415,0.120545
25,0.417211678,-0.00054287,0.00101294,1.74093313,-0.05142385,-0.05969526,-0.00845138,0.99685537,0.122961
26,0.433938891,-0.00055255,0.00099987,1.74061226,-0.05004332,-0.06207366,-0.00874777,0.99677781,0.076298
27,0.450510122,-0.00056902,0.00100065,1.74087056,-0.04841053,-0.06194364,-0.00889999,0.99686518,0.160055
