frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.005887944,-0.00059091,0.00207417,1.74280982,-0.04088833,-0.05765977,-0.0099105,0.99744939,0.213262
1,0.021766898,-0.000591,0.00207237,1.74279064,-0.04067605,-0.0582244,-0.00988185,0.99742555,0.216048
2,0.03819811,-0.00059237,0.00207681,1.74275228,-0.0405699,-0.05816202,-0.00984639,0.99743386,0.216428
3,0.055369177,-0.0005919,0.00208724,1.7420888,-0.04385929,-0.05942217,-0.00965718,0.9972222,0.209254
4,0.071288582,-0.00059218,0.00209035,1.74230024,-0.04283986,-0.05905935,-0.00972717,0.99728738,0.202227
5,0.088043144,-0.00059177,0.00208447,1.74266786,-0.04235088,-0.05803844,-0.00981441,0.99736734,0.215134
6,0.10537198,-0.00059287,0.00206963,1.74295769,-0.03990002,-0.05752968,-0.0099972,0.99749606,0.199389
7,0.121927001,-0.00059111,0.00206993,1.74264784,-0.03996519,-0.05861512,-0.01003748,0.99742985,0.189441
8,0.138638655,-0.00059038,0.00208432,1.7424722,-0.04134889,-0.05903317,-0.00984803,0.99735068,0.184092
9,0.156297746,-0.00059108,0.00209394,1.74212362,-0.04370792,-0.05938116,-0.00969879,0.99723088,0.204127
10,0.171557154,-0.00059304,0.00208952,1.74220526,-0.04420426,-0.05935239,-0.00964027,0.99721128,0.21783
11,0.188211937,-0.00059277,0.00208481,1.7422635,-0.04278574,-0.05924964,-0.00978278,0.99727787,0.194879
12,0.204936382,-0.00059134,0.00208368,1.74237572,-0.04286691,-0.0590103,-0.00987067,0.99728771,0.163064
13,0.221323437,-0.00059068,0.0020855,1.74245215,-0.04270291,-0.05859551,-0.00984127,0.9973195,0.186465
14,0.245314164,-0.00059039,0.00208814,1.74218265,-0.04339609,-0.05974361,-0.009733,0.99722252,0.184904
15,0.259491941,-0.00059043,0.00208777,1.74222716,-0.04417722,-0.05895281,-0.00977805,0.99723484,0.186449
16,0.272084134,-0.0005905,0.00208543,1.74242289,-0.04402045,-0.05822766,-0.00976417,0.99728451,0.200799
17,0.288402996,-0.00058907,0.00208553,1.7423068,-0.04334455,-0.0593316,-0.00976488,0.99724905,0.202214
18,0.305054502,-0.00059012,0.00208214,1.74218161,-0.04255022,-0.05891569,-0.00985868,0.99730699,0.197122
19,0.32192771,-0.00058739,0.00208286,1.74215529,-0.04268001,-0.05977249,-0.0098515,0.99725053,0.19824
20,0.3386353,-0.00058804,0.00208588,1.74206088,-0.04381741,-0.0594337,-0.00978207,0.99722213,0.206139
21,0.355380224,-0.00058943,0.00209081,1.74204775,-0.0430093,-0.0594921,-0.00972007,0.99725444,0.217193
22,0.372000281,-0.00059097,0.00208804,1.74246287,-0.04251337,-0.05873939,-0.00985128,0.99731903,0.185905
23,0.388413868,-0.00059124,0.00208496,1.74254215,-0.04249268,-0.05827381,-0.00979977,0.99734773,0.216408
24,0.40574477,-0.00059069,0.00208533,1.74247003,-0.04297507,-0.05831725,-0.00976182,0.9973249,0.21538
25,0.421455655,-0.00058839,0.00208359,1.74237331,-0.04316137,-0.05933503,-0.00983408,0.99725611,0.206232
26,0.438279924,-0.00058692,0.00208342,1.74260903,-0.04121023,-0.05858703,-0.00986645,0.99738254,0.222335
27,0.454889001,-0.00058975,0.00208413,1.74226216,-0.04247048,-0.0590138,-0.00985045,0.99730467,0.229695
28,0.471605416,-0.00059316,0.00209413,1.74201574,-0.04370936,-0.0592209,-0.0096709,0.99724062,0.185522
29,0.488251501,-0.00059111,0.00209351,1.74201337,-0.04498862,-0.05995717,-0.00971035,0.99713934,0.205402
30,0.505068702,-0.0005915,0.00208047,1.7426438,-0.04223524,-0.05824503,-0.00988836,0.99735947,0.174769
31,0.521557769,-0.00058877,0.00207849,1.74237071,-0.04184918,-0.05889935,-0.00992256,0.99733698,0.217145
32,0.538107929,-0.00058754,0.002084,1.74241774,-0.04137249,-0.05877837,-0.00984541,0.99736477,0.205762
33,0.559443368,-0.00058749,0.00208875,1.74204552,-0.04398673,-0.05984339,-0.00976048,0.99719039,0.201154
34,0.572573938,-0.00058953,0.00209713,1.74184347,-0.04421814,-0.06041927,-0.00952773,0.99714768,0.216778
35,0.590432146,-0.00059132,0.0020954,1.74215681,-0.0445422,-0.05957399,-0.00961415,0.99718328,0.210306
36,0.607016643,-0.00059333,0.00209336,1.74226878,-0.04322687,-0.05938624,-0.00968606,0.99725167,0.195157
37,0.621546525,-0.00059482,0.00209131,1.74237103,-0.04278637,-0.05860476,-0.00973443,0.99731642,0.18321
38,0.638718953,-0.00059134,0.00209012,1.74205205,-0.0435717,-0.0597914,-0.00975882,0.99721174,0.183902
39,0.655690442,-0.00058875,0.00209208,1.74210972,-0.04375758,-0.05959788,-0.00974688,0.99721531,0.195279
40,0.672483098,-0.00059034,0.00209744,1.74199487,-0.04465639,-0.0599348,-0.00958391,0.99715685,0.208775
41,0.688800466,-0.00059238,0.00209443,1.74208323,-0.04430535,-0.0591284,-0.00961122,0.99722038,0.223998
42,0.705169475,-0.00059299,0.00209204,1.74187231,-0.04396863,-0.05959886,-0.00971392,0.99720629,0.195739
43,0.721752794,-0.00059392,0.00209565,1.74180067,-0.04425538,-0.05965473,-0.00956836,0.99719167,0.209853
44,0.739322871,-0.00059302,0.00209518,1.74225118,-0.04384403,-0.05921615,-0.00966383,0.99723506,0.217846
45,0.755151532,-0.00059088,0.00209239,1.74234481,-0.04351275,-0.05894866,-0.00968558,0.9972652,0.204658
46,0.771796841,-0.00059111,0.00209074,1.7422277,-0.04322926,-0.05933774,-0.00976235,0.99725371,0.182479
47,0.78849734,-0.00059294,0.00209359,1.7417439,-0.04448363,-0.06001046,-0.00963244,0.99715955,0.18984
48,0.805218487,-0.00059259,0.00209548,1.74215599,-0.04466191,-0.05919001,-0.00972486,0.99719972,0.213574
49,0.822400609,-0.00059034,0.00209153,1.7422057,-0.04432933,-0.05934553,-0.00964696,0.99720607,0.206361
50,0.838857263,-0.00058998,0.00208871,1.74247573,-0.04318156,-0.05867007,-0.00969715,0.99729591,0.204712
51,0.855272516,-0.00059212,0.00208719,1.74248476,-0.04273462,-0.05839537,-0.00975409,0.99733073,0.198731
