frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming,area_px2,quality_score,corner_sharpness
0,0,1048.75854,455.776805,906.530762,602.927551,1197.236328,598.210327,1190.889648,308.726074,900.297974,313.359802,34.0678,0,84179.7401,9884.3446,39.0248
1,0,1048.75915,457.596326,906.506592,604.610168,1197.147705,600.040771,1191.017578,310.576416,900.382141,315.162964,34.1589,0,84154.979,9909.3184,43.5124
2,0,1048.790237,458.763152,906.514648,605.636108,1197.181152,601.140381,1191.081787,311.873718,900.515259,316.497162,34.1198,0,84074.6941,9893.2532,39.0413
3,0,1048.823761,459.117863,906.519775,605.923645,1197.222168,601.50647,1191.120239,312.319824,900.557434,316.855988,35.4825,0,84056.7794,10287.2806,38.7975
4,0,1048.826726,459.027351,906.505554,605.781189,1197.19873,601.327942,1191.113403,312.309082,900.565918,316.833405,34.4005,0,84011.4173,9970.8897,37.3554
5,0,1048.76844,458.59458,906.506409,605.392761,1197.159546,600.75824,1191.06958,311.756042,900.55835,316.60434,34.0893,0,83976.3684,9878.6279,40.0041
6,0,1048.843939,457.831086,906.553101,604.641968,1197.277466,599.826538,1191.036255,311.121857,900.387695,315.813904,35.2877,0,83969.9642,10225.5185,43.8264
7,0,1048.810137,456.743656,906.591797,603.628723,1197.207031,598.532898,1191.004639,309.883209,900.344788,314.889008,35.0257,0,83936.9585,10147.6023,42.4876
8,0,1048.825704,455.16803,906.702698,601.916809,1197.306152,596.936707,1190.918091,308.450867,900.238342,313.297272,35.0141,0,83896.9891,10141.826,38.4174
9,0,1048.809879,453.212628,906.756409,600.047913,1197.427856,594.834106,1190.821655,306.420441,900.153992,311.555023,33.7054,0,83878.7578,9761.7005,43.7893
10,0,1048.849106,450.982863,906.894714,597.888062,1197.504883,592.448425,1190.774536,304.107635,900.138977,309.465576,33.8941,0,83846.7018,9814.4756,39.1488
11,0,1048.762597,448.961259,906.870728,595.956787,1197.563965,590.52771,1190.657593,301.962494,900.105286,307.53186,35.169,0,83880.8296,10185.7117,40.8471
12,0,1048.7175,447.312674,906.907349,594.367249,1197.491089,588.828918,1190.580078,300.203735,899.933472,305.786499,34.7126,0,83911.0048,10055.3364,41.7727
13,0,1048.701209,446.176785,906.940063,593.317261,1197.52063,587.738831,1190.476196,299.021942,899.795654,304.532806,34.0951,0,83959.104,9879.293,41.0496
14,0,1048.631549,445.416406,906.854431,592.677002,1197.490479,586.984924,1190.34375,298.223236,899.78595,303.860565,34.6415,0,83961.4757,10037.758,40.5248
15,0,1048.59111,444.902619,906.839355,592.131287,1197.466553,586.590332,1190.378418,297.637024,899.806702,303.301544,34.687,0,83991.278,10052.7258,39.5702
16,0,1048.602546,444.653191,906.794495,591.8479,1197.393066,586.363647,1190.487671,297.378479,899.803101,302.934235,34.3047,0,84019.0674,9943.575,38.1198
17,0,1048.594044,444.661575,906.808838,591.810364,1197.404419,586.488159,1190.473877,297.414581,899.846558,302.894928,34.6374,0,84022.6322,10040.2246,38.3471
18,0,1048.692157,445.178525,906.703003,592.416687,1197.355835,587.147705,1190.585571,298.039642,899.990906,303.173462,34.2678,0,84076.3732,9936.266,40.2603
19,0,1048.571275,446.266899,906.559814,593.432678,1197.172119,588.366516,1190.662231,299.018738,900.00769,304.202911,34.5646,0,84110.4587,10024.3573,39.3471
20,0,1048.465085,447.6057,906.381165,594.684509,1197.089111,589.907654,1190.633179,300.439758,900.026367,305.481171,34.5095,0,84128.9769,10009.479,39.7066
21,0,1048.475845,448.853409,906.258728,595.924133,1197.004272,591.082336,1190.662598,301.814087,900.073364,306.745087,33.7627,0,84098.4885,9791.095,40.2107
22,0,1048.524661,449.602142,906.256409,596.612549,1197.004883,591.815491,1190.702393,302.685272,900.199036,307.536865,34.1247,0,84050.624,9893.2575,45.3967
23,0,1048.61794,450.109964,906.319214,596.979126,1196.996582,592.380249,1190.757935,303.404633,900.249146,307.849121,34.3233,0,84024.5741,9949.2924,42.686
24,0,1048.637146,450.369124,906.313843,597.222961,1197.014771,592.633179,1190.872192,303.606354,900.335022,308.17746,34.4383,0,84027.1755,9982.782,42.9669
25,0,1048.679106,450.595537,906.350525,597.420593,1197.032227,592.855286,1190.950684,303.829285,900.346924,308.355865,35.2415,0,84036.4033,10216.1701,44.1901
26,0,1048.661827,450.724317,906.296204,597.528381,1197.040161,592.996399,1190.8927,304.059204,900.367554,308.532837,34.5133,0,84010.7994,10003.5476,41.6157
27,0,1048.647201,450.654039,906.348083,597.508118,1197.016724,592.724731,1190.840576,303.909088,900.192932,308.502197,34.5834,0,84003.1773,10023.4111,42.0413
28,0,1048.596416,449.919761,906.411438,596.746765,1197.043457,591.767761,1190.759155,303.115723,900.086731,308.011902,34.0953,0,83940.5218,9878.2576,42.6736
29,0,1048.601941,448.71578,906.503662,595.689148,1197.196655,590.514465,1190.677246,301.766174,900.105042,307.010437,34.226,0,83943.2031,9916.283,39.0372
30,0,1048.688372,447.456314,906.642151,594.430237,1197.295532,589.159485,1190.634399,300.58606,900.009521,305.684784,34.7536,0,83930.1904,10068.3639,40.4587
31,0,1048.728339,446.450119,906.780945,593.545105,1197.440552,588.108887,1190.609619,299.423645,900.011963,304.787384,34.0439,0,83947.4487,9863.7727,41.9132
32,0,1048.747793,445.962072,906.851257,593.154236,1197.540649,587.645325,1190.545166,298.872772,899.92749,304.252686,34.2778,0,83989.4008,9934.0235,41.6198
33,0,1048.688463,445.746696,906.819458,593.066711,1197.545044,587.444824,1190.425293,298.563934,899.938721,304.150269,34.2533,0,83994.9387,9927.2504,43.1488
34,0,1048.646302,445.758136,906.885742,593.031799,1197.527832,587.434021,1190.374146,298.518463,899.834229,304.148346,34.9663,0,83991.47,10133.682,40.6116
35,0,1048.678422,445.80821,906.925659,593.146545,1197.526733,587.438477,1190.383911,298.519012,899.802917,304.152069,34.6751,0,84008.7517,10050.3223,43.1198
36,0,1048.6983,446.021348,906.887573,593.42865,1197.556763,587.783752,1190.362793,298.766052,899.870117,304.287781,34.5005,0,84040.6016,10001.6111,40.6736
37,0,1048.758417,446.786228,906.918457,594.208008,1197.558716,588.539673,1190.51062,299.455658,899.890869,304.968719,34.4467,0,84078.3988,9988.26,38.095
38,0,1048.644557,448.123754,906.861328,595.454041,1197.456543,590.13385,1190.620483,300.593231,899.965881,306.240875,33.9557,0,84137.7841,9849.3648,40.4298
39,0,1048.707116,449.770016,906.758118,597.068176,1197.382568,591.80365,1190.664429,302.463226,900.031128,307.73587,34.665,0,84124.9208,10054.3393,41.9215
40,0,1048.676887,451.414104,906.670898,598.645386,1197.305542,593.576904,1190.697144,304.16803,900.124146,309.323914,35.0339,0,84124.2507,10161.2957,38.5207
41,0,1048.706556,452.878437,906.633057,599.953369,1197.252319,595.028687,1190.856445,305.724426,900.256775,310.820038,35.3851,0,84081.7151,10260.5634,43.5
42,0,1048.656162,453.861092,906.53064,600.794128,1197.168701,596.199524,1190.955566,306.748291,900.312683,311.684692,34.4657,0,84106.1932,9995.421,44.4628
43,0,1048.696846,454.625355,906.474365,601.477173,1197.091187,596.912476,1190.987549,307.703094,900.397278,312.429108,34.6922,0,84050.1243,10057.7543,38.6983
44,0,1048.767414,455.215716,906.456604,602.020874,1197.155884,597.589844,1191.009033,308.481934,900.447388,312.907257,35.9047,0,84051.3095,10409.3484,37.8678
45,0,1048.789578,455.62933,906.402222,602.461121,1197.028809,597.926636,1191.009277,308.970428,900.475708,313.260376,35.1768,0,84026.8005,10196.8315,37.9917
46,0,1048.772277,455.702255,906.402893,602.450623,1197.072876,597.985901,1191.028442,309.070587,900.382935,313.333466,34.6113,0,84031.1306,10033.1664,38.5413
47,0,1048.820654,455.320285,906.449097,602.018982,1197.122314,597.455383,1191.03418,308.784424,900.399963,313.071106,35.7905,0,83970.3853,10371.2437,38.9835
