frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.006576765,-0.00058905,0.00209384,1.74214097,-0.0442037,-0.05926182,-0.00965201,0.99721658,0.228246
1,0.023102164,-0.00058733,0.00209663,1.74152484,-0.0453191,-0.06076205,-0.00967249,0.99707602,0.212245
2,0.039695191,-0.00058994,0.00209644,1.74174847,-0.04492433,-0.06008607,-0.00966635,0.99713491,0.212515
3,0.055766621,-0.00059148,0.00209895,1.74194324,-0.04443663,-0.05978639,-0.00957957,0.99717561,0.197882
4,0.072446376,-0.00059057,0.00209805,1.74191499,-0.04520753,-0.05940065,-0.00963803,0.99716345,0.242202
5,0.089274671,-0.00058985,0.00209582,1.74214273,-0.0448006,-0.05947499,-0.00973831,0.99717641,0.191038
6,0.108909333,-0.00058875,0.00209506,1.74180668,-0.0449333,-0.06049288,-0.00975404,0.99710906,0.21919
7,0.122188471,-0.00058792,0.00209382,1.74163307,-0.0447676,-0.06073631,-0.0096061,0.99710315,0.235342
8,0.139191132,-0.000588,0.00209534,1.74159757,-0.04525885,-0.06085064,-0.00965251,0.99707355,0.204121
9,0.155577546,-0.00058963,0.00209947,1.74192914,-0.04491928,-0.05994466,-0.00957895,0.99714449,0.200663
10,0.172954501,-0.00059054,0.00209937,1.74185657,-0.04505806,-0.0599657,-0.00961036,0.99713666,0.192209
11,0.18912452,-0.00059013,0.0020984,1.74184156,-0.0448584,-0.06010019,-0.00969329,0.99713677,0.184651
12,0.20536112,-0.00058809,0.00209815,1.7417712,-0.04482403,-0.06031873,-0.00961843,0.99712584,0.199603
13,0.221947008,-0.00058814,0.00209529,1.74211189,-0.04482585,-0.05923752,-0.00966664,0.99719011,0.215683
14,0.239251326,-0.00058797,0.00209651,1.74186497,-0.04488393,-0.05975052,-0.00961793,0.99715736,0.198216
15,0.255672494,-0.00058952,0.00209603,1.74182862,-0.04494312,-0.05970531,-0.00967936,0.99715681,0.190484
16,0.272866486,-0.00059025,0.00209675,1.74186676,-0.04488779,-0.06017932,-0.00965461,0.99713105,0.177977
17,0.289098737,-0.00058977,0.00209789,1.74161634,-0.04519292,-0.06029623,-0.00959076,0.99711082,0.212403
18,0.305491649,-0.00059007,0.0020989,1.74166029,-0.04525764,-0.06010564,-0.00960315,0.99711927,0.207483
19,0.32240328,-0.00059069,0.00209402,1.74207488,-0.04548125,-0.05922056,-0.00970868,0.99716103,0.215225
20,0.339229625,-0.00058895,0.00209196,1.74225929,-0.04335455,-0.05926879,-0.00980018,0.997252,0.217729
21,0.358029032,-0.00058694,0.00209173,1.74213379,-0.0433117,-0.05963292,-0.00976668,0.99723248,0.202633
22,0.371957949,-0.00058785,0.00209484,1.74214429,-0.04393676,-0.05962463,-0.0096732,0.99720655,0.208335
23,0.38920284,-0.00058946,0.00210108,1.7414425,-0.04566952,-0.0607429,-0.00956587,0.99706223,0.199571
24,0.406584397,-0.0005906,0.0021002,1.74204098,-0.04448707,-0.0594905,-0.00957596,0.9971911,0.218428
