t_s,x_w,y_w,z_w,qx,qy,qz,qw
0.003189472,-0.000567662,0.002188324,1.738739235,-0.049231597,-0.066491914,-0.009178854,0.996529389
0.019856139,-0.000502454,0.002210258,1.737460164,-0.055065189,-0.065871336,-0.008238935,0.996273513
0.036522805,-0.000444322,0.002214477,1.738214397,-0.05351181,-0.065117984,-0.007109201,0.996416376
0.053189472,-0.000402073,0.002197486,1.737548937,-0.056706226,-0.066627722,-0.005910627,0.996147687
0.069856139,-0.000376266,0.002178123,1.738139706,-0.056582611,-0.063361935,-0.005491656,0.99637017
0.086522805,-0.000369366,0.002152507,1.741993697,-0.045426218,-0.053051258,-0.006213273,0.99753868
0.103189472,-0.000380367,0.002113939,1.74344882,-0.039137672,-0.050213336,-0.006854992,0.997947831
0.119856139,-0.000415533,0.002078764,1.741741234,-0.045370122,-0.057519859,-0.007130288,0.997287409
0.136522805,-0.000466702,0.002048277,1.741812375,-0.025251907,-0.031351675,-0.007757445,0.999159264
0.153189472,-0.000536074,0.002014504,1.742160832,0.02219031,0.026698688,-0.008805013,0.999358415
0.169856139,-0.000599044,0.001965668,1.741559784,-0.04845427,-0.059428966,-0.009157534,0.997013802
0.186522805,-0.000659245,0.001919305,1.74112234,-0.051696943,-0.056758315,-0.009834689,0.9970001
0.203189472,-0.000712598,0.001851661,1.74091828,-0.053362517,-0.056416044,-0.01094293,0.996920219
0.219856139,-0.000757992,0.001779725,1.741196893,-0.051810515,-0.059509298,-0.011684973,0.996813812
0.236522805,-0.000782029,0.001716633,1.74275014,-0.046285421,-0.055763874,-0.0123654,0.997293912
0.253189472,-0.000791577,0.001657735,1.742468713,-0.048107347,-0.056248854,-0.012436993,0.997179558
0.269856139,-0.000785085,0.001599538,1.741769205,-0.048299646,-0.058470872,-0.012196101,0.997045413
0.286522805,-0.000758021,0.001542887,1.740775717,-0.052235658,-0.060271376,-0.011765653,0.996744885
0.303189472,-0.000716557,0.00148245,1.739209433,-0.056461313,-0.062998152,-0.010912625,0.996355493
