t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.020035,-0.025203,-0.007158,-0.026450,-0.006912
0.036701,-0.030690,-0.003937,-0.030767,-0.004094
0.053368,-0.037718,-0.003303,-0.037633,-0.003189
0.070035,-0.043200,-0.000858,-0.042989,-0.000938
0.086701,-0.044012,-0.000562,-0.044123,-0.000525
0.103368,-0.045590,-0.000702,-0.045632,-0.000778
0.120035,-0.046606,-0.003244,-0.046530,-0.003486
0.136701,-0.044896,-0.010312,-0.044837,-0.010187
0.153368,-0.041042,-0.013972,-0.040898,-0.013797
0.170035,-0.034262,-0.012687,-0.034595,-0.012149
0.186701,-0.033559,-0.000977,-0.033660,-0.001536
0.203368,-0.034366,-0.000143,-0.034244,-0.000449
0.220035,-0.031712,-0.006248,-0.031464,-0.006164
0.236701,-0.022967,-0.011262,-0.022889,-0.011045
0.253368,-0.012123,-0.011149,-0.012115,-0.011257
0.270035,-0.002164,-0.010818,-0.002488,-0.010454
0.286701,-0.000125,-0.002432,-0.000366,-0.002222
0.303368,-0.004058,0.009345,-0.003883,0.008846
0.320035,-0.004999,0.010036,-0.004794,0.009647
0.336701,-0.001139,0.001514,-0.001087,0.001725
0.353368,0.004714,-0.003609,0.004944,-0.003605
0.370035,0.014499,-0.007026,0.014114,-0.006333
0.386701,0.015908,0.003921,0.015847,0.003446
0.403368,0.014416,0.007185,0.014302,0.007328
0.420035,0.009968,0.012119,0.010114,0.012008
0.436701,0.008587,0.012952,0.008680,0.012909
0.453368,0.010061,0.010658,0.010284,0.010260
0.470035,0.016256,0.000120,0.016216,0.000066
0.486701,0.021135,-0.010088,0.020924,-0.009457
0.503368,0.020580,-0.006206,0.020324,-0.005730
0.520035,0.013988,0.007871,0.014082,0.007513
0.536701,0.008816,0.014408,0.009108,0.013675
0.553368,0.009787,0.004899,0.009573,0.005258
0.570035,0.008106,-0.000333,0.008575,-0.000816
0.586701,0.015044,-0.013690,0.014793,-0.013085
0.603368,0.016385,-0.013482,0.016119,-0.013270
0.620035,0.011158,-0.006301,0.011053,-0.006276
0.636701,0.002993,0.002710,0.003006,0.002923
0.653368,-0.004386,0.014192,-0.003936,0.013237
0.670035,-0.002238,0.005946,-0.002268,0.006139
0.686701,0.000377,-0.000660,0.000314,-0.000548
0.703368,0.001593,-0.004997,0.001410,-0.004809
0.720035,-0.001601,-0.004298,-0.001637,-0.004144
0.736701,-0.006452,0.000605,-0.006470,0.000655
0.753368,-0.011689,0.006277,-0.011781,0.006299
0.770035,-0.017568,0.010549,-0.017085,0.009788
0.786701,-0.013684,-0.000699,-0.013670,-0.000502
0.803368,-0.009425,-0.008934,-0.009794,-0.008388
0.820035,-0.012794,-0.006421,-0.012903,-0.006641
0.836701,-0.019142,-0.006638,-0.019189,-0.006510
0.853368,-0.026176,-0.004055,-0.025846,-0.004396
0.870035,-0.026088,-0.007462,-0.026038,-0.007223
0.886701,-0.023802,-0.006516,-0.023887,-0.006454
0.903368,-0.022535,-0.004224,-0.022469,-0.004615
0.920035,-0.020602,-0.008356,-0.020728,-0.007996
0.936701,-0.021936,-0.005265,-0.022136,-0.005151
0.953368,-0.027476,0.000491,-0.027485,0.000291
0.970035,-0.032594,0.002585,-0.032381,0.002677
0.986701,-0.032142,0.005416,-0.031975,0.005297
1.003368,-0.026738,0.005095,-0.026774,0.004843
1.020035,-0.020795,-0.000102,-0.020881,0.000204
1.036701,-0.016380,0.000846,-0.016283,0.000738
1.053368,-0.011003,0.000994,-0.011430,0.001606
1.070035,-0.013880,0.012230,-0.013713,0.011768
1.086701,-0.013453,0.013637,-0.013349,0.013455
1.103368,-0.009845,0.009275,-0.009699,0.009078
1.120035,-0.002272,-0.000169,-0.002120,-0.000206
1.136701,0.008295,-0.009558,0.008019,-0.009105
1.153368,0.013072,-0.008572,0.012827,-0.008242
1.170035,0.012260,0.000301,0.012590,-0.000086
1.186701,0.016513,0.002578,0.016371,0.002615
1.203368,0.017830,0.004288,0.017924,0.004086
1.220035,0.020436,0.000896,0.020453,0.000786
1.236701,0.022665,-0.004988,0.022616,-0.004913
1.253368,0.023032,-0.008567,0.023036,-0.008366
1.270035,0.022279,-0.006658,0.022174,-0.006434
1.286701,0.018629,0.000848,0.018665,0.000655
1.303368,0.015037,0.005361,0.015100,0.005281
1.320035,0.012527,0.007615,0.012389,0.007858
1.336701,0.007870,0.012850,0.008219,0.012017
1.353368,0.009753,0.002325,0.009448,0.003139
1.370035,0.006268,0.006200,0.006375,0.006112
1.386701,0.004473,0.008834,0.004530,0.008471
1.403368,0.003430,0.005027,0.003126,0.005702
1.420035,-0.003067,0.012484,-0.002722,0.011916
1.436701,-0.003156,0.008428,-0.003291,0.008360
1.453368,-0.005296,0.001940,-0.005244,0.001976
1.470035,-0.006345,-0.003984,-0.006328,-0.003955
1.486701,-0.007099,-0.008151,-0.007327,-0.007769
1.503368,-0.011892,-0.003713,-0.011544,-0.004137
1.520035,-0.010349,-0.005406,-0.010646,-0.004857
1.536701,-0.013849,0.003202,-0.013725,0.002749
1.553368,-0.014758,0.003295,-0.014725,0.003304
1.570035,-0.014653,0.002712,-0.014655,0.002738
1.586701,-0.014239,0.002020,-0.014273,0.001951
1.603368,-0.014248,0.000203,-0.014291,0.000287
1.620035,-0.014799,0.000469,-0.014790,0.000624
1.636701,-0.014926,0.004293,-0.014697,0.004005
1.653368,-0.010804,0.003428,-0.011177,0.004030
1.670035,-0.013194,0.012869,-0.013063,0.012313
1.686701,-0.012811,0.010968,-0.012746,0.011020
1.703368,-0.010609,0.008344,-0.010409,0.008106
1.720035,-0.004461,0.000632,-0.004712,0.000986
1.736701,-0.003064,-0.000389,-0.003058,-0.000483
1.753368,-0.002187,-0.002053,-0.002190,-0.001933
1.770035,-0.001771,-0.000894,-0.001884,-0.000614
1.786701,-0.003325,0.004969,-0.003017,0.004309
1.803368,0.000888,-0.001901,0.000717,-0.001664
1.820035,0.002202,-0.005164,0.002182,-0.005287
1.836701,0.003071,-0.010082,0.003136,-0.009918
1.853368,0.004844,-0.010482,0.004829,-0.010346
1.870035,0.005982,-0.006573,0.005972,-0.006701
1.886701,0.006495,-0.003532,0.006377,-0.003233
1.903368,0.004594,0.005132,0.004697,0.004921
1.920035,0.004523,0.009038,0.004561,0.008875
1.936701,0.005345,0.008360,0.005274,0.008288
1.953368,0.005246,0.005008,0.005221,0.005092
1.970035,0.005094,0.002764,0.005294,0.002753
1.986701,0.008814,0.000757,0.008649,0.001016
2.003368,0.009650,0.003959,0.009672,0.003802
2.020035,0.010691,0.004554,0.010707,0.004519
2.036701,0.011720,0.004236,0.011718,0.004297
2.053368,0.012313,0.004452,0.012332,0.004379
2.070035,0.012743,0.002952,0.012657,0.002771
2.086701,0.011324,-0.001855,0.011183,-0.001420
2.103368,0.007434,0.001434,0.007909,0.000960
2.120035,0.012126,-0.003175,0.011864,-0.002702
2.136701,0.011816,0.000992,0.011765,0.000875
2.153368,0.009808,0.002824,0.009770,0.002653
2.170035,0.006378,0.000972,0.006422,0.000836
2.186701,0.003360,-0.003570,0.003426,-0.003481
2.203368,0.001347,-0.005682,0.001346,-0.005569
2.220035,-0.000832,-0.004192,-0.000963,-0.003936
2.236701,-0.005415,0.003079,-0.005354,0.002987
2.253368,-0.008628,0.008564,-0.008635,0.008481
2.270035,-0.011329,0.011194,-0.011178,0.010796
2.286701,-0.010545,0.005056,-0.010770,0.005516
2.303368,-0.013097,0.006212,-0.012819,0.005679
2.320035,-0.010155,-0.002070,-0.010446,-0.001349
2.336701,-0.012070,0.003229,-0.011785,0.002689
2.353368,-0.008629,-0.000488,-0.009008,0.000098
2.370035,-0.011421,0.006020,-0.011249,0.005683
2.386701,-0.010104,0.005384,-0.009928,0.004994
2.403368,-0.004467,-0.003156,-0.004450,-0.003020
2.420035,0.002100,-0.009058,0.002033,-0.008647
2.436701,0.007061,-0.006278,0.006986,-0.006471
2.453368,0.009735,-0.005688,0.009493,-0.005407
2.470035,0.007344,0.000232,0.007677,-0.000229
2.486701,0.010811,-0.002697,0.010616,-0.002364
2.503368,0.011131,-0.000498,0.011432,-0.001046
2.520035,0.016906,-0.008210,0.016782,-0.007818
2.536701,0.019847,-0.008000,0.019767,-0.007907
2.553368,0.020203,-0.004789,0.020066,-0.004680
2.570035,0.017018,0.001184,0.017111,0.000992
2.586701,0.015013,0.003438,0.015057,0.003489
2.603368,0.013860,0.005576,0.013926,0.005363
2.620035,0.014018,0.002906,0.014051,0.002965
2.636701,0.014493,0.000940,0.014424,0.000973
2.653368,0.012974,-0.000074,0.012891,0.000092
2.670035,0.009088,0.002348,0.009054,0.002437
2.686701,0.004082,0.006276,0.004119,0.005933
2.703368,-0.000013,0.003270,-0.000070,0.003590
2.720035,-0.004307,0.004898,-0.003926,0.004384
2.736701,-0.001102,-0.003234,-0.001317,-0.002892
2.753368,-0.001788,-0.004940,-0.001836,-0.004949
2.770035,-0.003913,-0.006032,-0.004196,-0.005716
2.786701,-0.011428,-0.000935,-0.011064,-0.001490
2.803368,-0.012092,-0.005657,-0.012151,-0.005387
2.820035,-0.012997,-0.005661,-0.013111,-0.005522
2.836701,-0.015142,-0.003208,-0.014871,-0.003617
2.853368,-0.012002,-0.007794,-0.012177,-0.007563
2.870035,-0.011972,-0.007539,-0.012034,-0.007519
2.886701,-0.013270,-0.005928,-0.013276,-0.005654
2.903368,-0.014736,0.001140,-0.014688,0.000799
2.920035,-0.014878,0.001719,-0.015010,0.001897
2.936701,-0.016404,0.004380,-0.016099,0.004088
2.953368,-0.011548,0.000988,-0.011497,0.000850
2.970035,-0.005399,-0.004939,-0.005813,-0.004155
2.986701,-0.006918,0.003452,-0.006590,0.002790
3.003368,-0.003107,0.000138,-0.003331,0.000386
3.020035,-0.003509,0.000696,-0.003577,0.000864
3.036701,-0.004899,0.003302,-0.004507,0.002681
3.053368,0.001034,-0.005757,0.000829,-0.005430
3.070035,0.003242,-0.008618,0.003277,-0.008539
3.086701,0.005329,-0.008772,0.005267,-0.008641
3.103368,0.005369,-0.005408,0.005116,-0.005256
3.120035,0.000385,0.000817,0.000760,0.000278
3.136701,0.002144,-0.003252,0.002049,-0.002965
3.153368,0.002464,-0.002889,0.002483,-0.003084
3.170035,0.003105,-0.006000,0.003094,-0.005888
3.186701,0.003120,-0.006278,0.003104,-0.006251
3.203368,0.002370,-0.005037,0.002122,-0.004636
3.220035,-0.002917,0.003896,-0.002566,0.003287
3.236701,-0.001632,0.001770,-0.001701,0.002021
3.253368,-0.001046,0.003454,-0.001226,0.003596
3.270035,-0.003092,0.006775,-0.002887,0.006503
3.286701,-0.001006,0.004384,-0.000937,0.004258
3.303368,0.002516,-0.000649,0.002323,-0.000381
3.320035,0.002393,-0.000613,0.002411,-0.000493
3.336701,0.002223,0.002085,0.002259,0.001846
3.353368,0.002600,0.000541,0.002470,0.000896
3.370035,0.000799,0.004799,0.001176,0.004157
3.386701,0.005811,-0.002980,0.005455,-0.002505
3.403368,0.004318,-0.002435,0.004392,-0.002591
3.420035,0.003821,-0.004324,0.003965,-0.004320
3.436701,0.005492,-0.005487,0.005333,-0.005375
3.453368,0.003904,-0.004019,0.003905,-0.004046
3.470035,0.001930,-0.002610,0.002019,-0.002629
3.486701,0.001220,-0.001341,0.001188,-0.001475
3.503368,-0.000391,-0.002182,-0.000364,-0.002100
3.520035,-0.001889,-0.001237,-0.002072,-0.000867
3.536701,-0.006924,0.006424,-0.006671,0.005776
3.553368,-0.007505,0.002323,-0.007661,0.002745
3.570035,-0.010842,0.005451,-0.010768,0.005346
3.586701,-0.012678,0.006346,-0.012862,0.006471
3.603368,-0.017287,0.008879,-0.017073,0.008575
3.620035,-0.017190,0.005284,-0.017200,0.005409
3.636701,-0.016294,0.003518,-0.016338,0.003635
3.653368,-0.015349,0.003680,-0.015360,0.003688
3.670035,-0.014028,0.003917,-0.013900,0.003557
3.686701,-0.010025,-0.002327,-0.010306,-0.001722
3.703368,-0.010631,0.002011,-0.010437,0.001692
3.720035,-0.007282,0.000241,-0.007204,-0.000062
3.736701,-0.002160,-0.007058,-0.002240,-0.006849
3.753368,0.001512,-0.009863,0.001497,-0.009681
3.770035,0.004590,-0.008076,0.004417,-0.007866
3.786701,0.004310,-0.001554,0.004606,-0.002112
3.803368,0.009196,-0.004684,0.009044,-0.004303
3.820035,0.011208,-0.001126,0.011225,-0.001167
3.836701,0.013207,0.001382,0.013196,0.001197
3.853368,0.014587,0.000259,0.014601,0.000254
3.870035,0.015839,-0.001016,0.015824,-0.000886
3.886701,0.016394,0.000411,0.016479,0.000444
3.903368,0.017908,0.002822,0.017769,0.002897
3.920035,0.016399,0.006456,0.016371,0.006292
3.936701,0.014108,0.006468,0.014209,0.006489
3.953368,0.013658,0.005935,0.013732,0.005895
3.970035,0.014605,0.004007,0.014541,0.003937
3.986701,0.014208,0.000711,0.014171,0.000825
4.003368,0.012694,-0.000126,0.012707,-0.000075
4.020035,0.010916,0.000575,0.010888,0.000578
4.036701,0.008363,0.001594,0.008307,0.001739
4.053368,0.004770,0.004957,0.005015,0.004446
