t_s,x_w,y_w,z_w,qx,qy,qz,qw
0.015019713,-0.000535202,0.002212714,1.737607181,-0.050816948,-0.067464972,-0.009048208,0.996385591
0.03168638,-0.000523993,0.002279259,1.738183082,0.014581475,0.019047476,-0.008945816,0.99967222
0.048353046,-0.000516214,0.002326553,1.739465789,0.045012998,0.059425756,-0.0089544,0.99717713
0.065019713,-0.000509523,0.002360183,1.740293549,0.044493906,0.057159444,-0.00896891,0.997332767
0.08168638,-0.000507483,0.002382159,1.740484863,0.045730294,0.056581785,-0.008953591,0.997309919
0.098353046,-0.000511,0.002391784,1.740475374,0.046571552,0.056784387,-0.008943394,0.997259565
0.115019713,-0.0005258,0.002386644,1.740661317,0.047008755,0.057216399,-0.009232547,0.997211723
0.13168638,-0.000545771,0.002355227,1.741299942,0.045036097,0.057883912,-0.009678095,0.997260015
0.148353046,-0.000558621,0.002305348,1.740601802,-0.015471334,-0.018492977,-0.009624594,0.999662951
0.165019713,-0.000573503,0.002257975,1.740548571,-0.049536213,-0.062803306,-0.009428689,0.996751227
0.18168638,-0.000594436,0.002192931,1.741808814,-0.047422068,-0.059705398,-0.00958841,0.997042865
0.198353046,-0.000613718,0.002121572,1.742788194,-0.045772156,-0.056245783,-0.00994831,0.997317579
0.215019713,-0.000628811,0.002043899,1.743198497,-0.045035065,-0.053770617,-0.010404674,0.997482986
0.23168638,-0.000636278,0.001971875,1.741587658,-0.050039796,-0.05654195,-0.010115672,0.997094128
0.248353046,-0.000639829,0.001910365,1.74143352,-0.051116099,-0.056669279,-0.010070246,0.997032761
0.265019713,-0.000640312,0.001854697,1.740853492,-0.052214785,-0.058147282,-0.009915322,0.996892269
0.28168638,-0.000637174,0.001808269,1.740955827,-0.051382803,-0.058197121,-0.009859622,0.996933142
0.298353046,-0.000626926,0.001770072,1.742747758,-0.045076085,-0.055164671,-0.010161456,0.997407515
0.315019713,-0.000605627,0.001735534,1.743242677,-0.042569281,-0.055977554,-0.010248911,0.997471468
0.33168638,-0.000586785,0.001715833,1.742687297,-0.041952539,-0.058129662,-0.009995576,0.997377068
0.348353046,-0.00057229,0.001716463,1.74224267,-0.042768784,-0.059124786,-0.009833156,0.997285516
0.365019713,-0.000555087,0.001734838,1.74147238,-0.045044816,-0.059824065,-0.009705961,0.997144844
0.38168638,-0.000545084,0.001765071,1.741176382,0.015865256,0.018737305,-0.009339176,0.999654934
0.398353046,-0.000537315,0.001785357,1.74090968,0.048095105,0.057661934,-0.008893105,0.99713734
0.415019713,-0.000532059,0.001800229,1.740533338,0.049058739,0.057955849,-0.008750254,0.997074617
0.43168638,-0.000531133,0.001818917,1.740117214,0.049424073,0.058734153,-0.008690662,0.997011551
0.448353046,-0.000525959,0.001832136,1.739467061,-0.01771407,-0.021116013,-0.008622021,0.999582906
0.465019713,-0.000536904,0.001851073,1.739050034,-0.0529317,-0.063826796,-0.008732779,0.996517995
0.48168638,-0.000553427,0.001867998,1.73964167,-0.052011409,-0.063664188,-0.008988302,0.996574581
0.498353046,-0.000570988,0.001881867,1.740658859,-0.050178362,-0.062084895,-0.009229014,0.996765982
0.515019713,-0.000593221,0.00188886,1.741242278,-0.049113841,-0.061198258,-0.009396352,0.996872265
0.53168638,-0.00060815,0.001891432,1.741462816,-0.048076212,-0.060125712,-0.00954395,0.996986705
0.548353046,-0.000625802,0.001898514,1.741073893,-0.048321786,-0.059059672,-0.009833832,0.997035735
0.565019713,-0.00063921,0.001907741,1.740520111,-0.049847069,-0.05844982,-0.010072525,0.996994199
0.58168638,-0.000643764,0.001920656,1.74019352,-0.050045384,-0.05886548,-0.010097611,0.996959554
0.598353046,-0.000644971,0.001934335,1.739798601,-0.051186557,-0.05980951,-0.010007277,0.996846334
0.615019713,-0.000642578,0.001943172,1.73965841,-0.051846976,-0.060370274,-0.009887074,0.996779598
0.63168638,-0.00063399,0.001954516,1.739563683,-0.051732276,-0.061406306,-0.009735223,0.996723764
0.648353046,-0.000617615,0.001975848,1.740455195,-0.048187279,-0.061311119,-0.00973352,0.996907313
0.665019713,-0.000599611,0.00200242,1.741467034,-0.043527278,-0.060418331,-0.009867382,0.997174827
0.68168638,-0.000582028,0.002030985,1.742079259,-0.040873717,-0.059160598,-0.010059147,0.997360605
0.698353046,-0.000560968,0.00205741,1.741734239,-0.042875597,-0.059488576,-0.00995241,0.997258112
0.715019713,-0.000537654,0.002078135,1.741098122,-0.046116045,-0.05955395,-0.00958919,0.997113176
0.73168638,-0.000518411,0.002097315,1.740280176,-0.048848958,-0.059169272,-0.009058837,0.99701089
0.748353046,-0.000515173,0.002117912,1.740010264,0.003339923,0.004821326,-0.008801979,0.999944061
0.765019713,-0.000518708,0.002132592,1.739869109,0.048758691,0.058523429,-0.008727674,0.997056381
0.78168638,-0.000520864,0.002137221,1.739884162,0.049179768,0.058734062,-0.008726581,0.997023323
0.798353046,-0.000526511,0.002139463,1.739882511,0.049574861,0.058966536,-0.008772206,0.996989633
0.815019713,-0.000531531,0.002128788,1.739644631,-0.01454401,-0.018176723,-0.009016008,0.999688346
0.83168638,-0.000546808,0.002116007,1.740298108,-0.049415027,-0.061978627,-0.009279663,0.996810259
0.848353046,-0.000568166,0.002107154,1.740966874,-0.04751966,-0.061656532,-0.009498214,0.996920327
0.865019713,-0.000589396,0.002097286,1.741860289,-0.044674377,-0.059442423,-0.009726671,0.997184131
0.88168638,-0.000609749,0.002085927,1.742669864,-0.04147858,-0.056833989,-0.01014012,0.997470101
0.898353046,-0.000629633,0.002069095,1.74287995,-0.04046044,-0.054489793,-0.010554549,0.99763842
0.915019713,-0.000642001,0.002054161,1.742904247,-0.040169208,-0.053146138,-0.01081022,0.997719932
0.93168638,-0.000647348,0.002047801,1.742673035,-0.04025858,-0.053201958,-0.010934341,0.997712002
0.948353046,-0.000648228,0.002047291,1.742539482,-0.041074325,-0.053310692,-0.010925723,0.997673042
0.965019713,-0.00064152,0.002046499,1.742635359,-0.04094968,-0.054049231,-0.010875736,0.997638974
0.98168638,-0.000629873,0.002046647,1.74304352,-0.039401472,-0.054236572,-0.010738038,0.997692644
0.998353046,-0.000610045,0.002047742,1.743347011,-0.038822325,-0.05512333,-0.010551775,0.997668735
1.015019713,-0.000588527,0.002041934,1.743292871,-0.039390775,-0.056324941,-0.010336136,0.997581592
1.03168638,-0.000566986,0.002025423,1.742252937,-0.04317402,-0.058640495,-0.009982684,0.997295163
1.048353046,-0.000544959,0.0020055,1.741079457,-0.047379292,-0.060090083,-0.009474799,0.997022875
1.065019713,-0.000534059,0.00199347,1.74049051,0.015507355,0.01788041,-0.009015262,0.999679218
1.08168638,-0.000520027,0.001976086,1.740235862,0.05027091,0.05853831,-0.008644219,0.996981133
1.098353046,-0.000501342,0.001933402,1.739663938,-0.019715932,-0.019547824,-0.008258732,0.999580391
1.115019713,-0.000496506,0.001882686,1.738969176,-0.057375967,-0.060614437,-0.007946036,0.996479176
1.13168638,-0.000513106,0.001850773,1.739694192,0.0144654,0.017390432,-0.008261603,0.999709993
1.148353046,-0.000527528,0.001815008,1.740823733,-0.017172505,-0.020056359,-0.008721748,0.999613315
1.165019713,-0.000547847,0.00176762,1.742206124,-0.048203282,-0.057575349,-0.009418064,0.9971323
1.18168638,-0.000572979,0.001719527,1.743073129,-0.04398563,-0.057180288,-0.009768602,0.997346606
1.198353046,-0.000595964,0.001689448,1.742784228,-0.042482031,-0.057741139,-0.00970564,0.997380087
1.215019713,-0.000617208,0.001673027,1.741780511,-0.045575543,-0.058345883,-0.009741639,0.997207966
1.23168638,-0.000635692,0.001657899,1.740915315,-0.047887216,-0.05841633,-0.010006069,0.997092887
1.248353046,-0.000648972,0.001650511,1.740383731,-0.048867623,-0.058363249,-0.010191953,0.997046544
1.265019713,-0.00066129,0.001659361,1.740165104,-0.048926366,-0.057863586,-0.010353562,0.997071121
1.28168638,-0.000667169,0.001702011,1.741307053,-0.044569918,-0.05460923,-0.010793312,0.997454189
1.298353046,-0.000670246,0.001756449,1.741228874,0.011845554,0.016388528,-0.010823156,0.999736945
1.315019713,-0.000653833,0.001808138,1.73950678,-0.017611662,-0.019728746,-0.010097975,0.999599238
1.33168638,-0.000629283,0.001875175,1.73936858,-0.048828761,-0.062699287,-0.009830547,0.9967888
1.348353046,-0.000600011,0.001949382,1.739478041,-0.047242618,-0.064623309,-0.009638693,0.996744229
1.365019713,-0.000573553,0.002030189,1.740272082,-0.042620797,-0.063502784,-0.009870136,0.997022289
1.38168638,-0.000548626,0.002108306,1.738951416,-0.04709034,-0.064842773,-0.009458446,0.996738909
1.398353046,-0.000521517,0.002181771,1.737233599,-0.051282446,-0.066417007,-0.00873475,0.996434943
1.415019713,-0.000510232,0.002242443,1.737487041,-0.005726224,-0.007609669,-0.00860162,0.999917654
1.43168638,-0.000505394,0.002298203,1.738534694,0.047245369,0.061330865,-0.008668197,0.996961014
1.448353046,-0.000496009,0.002359002,1.73969064,0.045062805,0.058974129,-0.00871806,0.997203786
1.465019713,-0.000498156,0.00239209,1.740208242,0.04645708,0.057596098,-0.00867459,0.997220728
1.48168638,-0.000506718,0.0024014,1.74046443,0.047054791,0.057489592,-0.008750072,0.99719819
1.498353046,-0.000524007,0.002394515,1.740856926,0.046124239,0.057240377,-0.009064242,0.997253194
1.515019713,-0.000548317,0.002367976,1.74165814,0.044118972,0.057620651,-0.00975043,0.99731555
1.53168638,-0.000566355,0.002317265,1.741356161,-0.016991537,-0.021307687,-0.009826251,0.999580269
1.548353046,-0.000586243,0.002266403,1.741074448,-0.047920412,-0.06184593,-0.009513719,0.996889264
1.565019713,-0.000602859,0.002221763,1.741663175,-0.04656347,-0.05979632,-0.009720534,0.997076604
1.58168638,-0.00061888,0.002167796,1.741818088,-0.046947257,-0.058048174,-0.010006486,0.997159082
1.598353046,-0.00064219,0.002087576,1.742130235,-0.046857551,-0.054719882,-0.010386226,0.997347598
1.615019713,-0.000651275,0.002019472,1.742521332,-0.046474128,-0.05272251,-0.010611169,0.997470749
1.63168638,-0.000649826,0.001964917,1.740928281,-0.051626481,-0.05709181,-0.010180774,0.996981235
1.648353046,-0.000644986,0.001925901,1.740537873,-0.052242688,-0.058595248,-0.010054912,0.996863179
1.665019713,-0.000635505,0.001897998,1.741013139,-0.050990218,-0.058332561,-0.009974774,0.996944238
1.68168638,-0.000618423,0.001870977,1.741350497,-0.05023351,-0.059311407,-0.009763164,0.996926994
1.698353046,-0.000595465,0.001848638,1.740514623,-0.050852625,-0.062400979,-0.009286424,0.996711538
1.715019713,-0.000575194,0.001840977,1.739617029,-0.052352089,-0.064670398,-0.009057993,0.99649132
1.73168638,-0.000554554,0.00184235,1.73948845,-0.053130155,-0.06455303,-0.008958761,0.996458646
1.748353046,-0.000534246,0.001843943,1.739639884,-0.052792203,-0.062632796,-0.008741118,0.996601078
1.765019713,-0.000528956,0.001853983,1.739448719,0.016751154,0.019414085,-0.008486923,0.999635166
1.78168638,-0.000522851,0.001860444,1.73936788,0.052599693,0.060958483,-0.008251487,0.996719243
1.798353046,-0.000518012,0.001860688,1.739266078,0.052939609,0.060617183,-0.008212934,0.99672238
1.815019713,-0.000522392,0.001858552,1.73917404,0.05330407,0.060548979,-0.008323959,0.99670618
1.83168638,-0.00052734,0.001845965,1.739332375,-0.015459406,-0.018853324,-0.008510942,0.999666506
1.848353046,-0.000544062,0.001837235,1.739410744,-0.053400274,-0.063880721,-0.008778888,0.996489135
1.865019713,-0.000566712,0.001831169,1.739882385,-0.052450025,-0.064385076,-0.009007286,0.996505106
1.88168638,-0.000588375,0.001814909,1.740987573,-0.05038386,-0.062055297,-0.009300305,0.996756796
1.898353046,-0.0006076,0.001791653,1.742071611,-0.0464282,-0.058769982,-0.009782537,0.997143326
1.915019713,-0.000624337,0.00177243,1.742686165,-0.043318649,-0.055980321,-0.010316347,0.997438355
1.93168638,-0.000638011,0.001761629,1.742715241,-0.042128005,-0.054265781,-0.010614229,0.997580971
1.948353046,-0.000660051,0.00176717,1.74209108,0.015408496,0.018567506,-0.010787386,0.999650668
1.965019713,-0.000663332,0.00176755,1.741890348,-0.01584393,-0.019009476,-0.01075347,0.99963592
1.98168638,-0.000660582,0.001770109,1.741727569,-0.045136053,-0.054051452,-0.01067446,0.997460392
1.998353046,-0.00064891,0.001780483,1.741408235,-0.046346339,-0.05625084,-0.010410788,0.997286055
2.015019713,-0.000628491,0.001795606,1.740729369,-0.047969434,-0.060054463,-0.009929974,0.996992372
2.03168638,-0.00060536,0.001818816,1.739990853,-0.049511133,-0.063408034,-0.009362223,0.996714813
2.048353046,-0.000582136,0.001857797,1.739699373,-0.049373193,-0.064527453,-0.009306,0.996650337
2.065019713,-0.000560878,0.001906896,1.739184578,-0.051383729,-0.065496997,-0.009189356,0.996486534
2.08168638,-0.000537739,0.001942958,1.739191693,-0.051437629,-0.063644332,-0.008944994,0.996606019
2.098353046,-0.000529781,0.001976504,1.739668545,0.009555998,0.012332345,-0.008864692,0.999838994
2.115019713,-0.000515158,0.002011086,1.740113422,-0.011928608,-0.016257242,-0.008945038,0.999756669
2.13168638,-0.000503094,0.0020432,1.7403849,-0.045820562,-0.05800386,-0.008917366,0.997224403
2.148353046,-0.000498145,0.002081435,1.740133782,-0.047265329,-0.058087333,-0.008809413,0.99715307
2.165019713,-0.000506297,0.002120305,1.739487338,-0.00468866,-0.005369304,-0.008737264,0.999936422
2.18168638,-0.000519923,0.002144571,1.739269029,0.027542007,0.033864291,-0.00871858,0.999008826
2.198353046,-0.000534799,0.002156002,1.738915617,-0.05041109,-0.064094927,-0.008923311,0.996629789
2.215019713,-0.000567604,0.002160325,1.739721624,-0.048972041,-0.06450131,-0.009275768,0.996672103
2.23168638,-0.000590768,0.002156612,1.740109254,-0.04760168,-0.063758888,-0.00940536,0.996785044
2.248353046,-0.000609064,0.002156408,1.740350614,-0.046851263,-0.062308244,-0.009672561,0.996909767
2.265019713,-0.000624587,0.002160496,1.740423459,-0.04675603,-0.060573449,-0.010010345,0.997017815
2.28168638,-0.000637914,0.00216169,1.740326031,-0.047589149,-0.059440588,-0.010223331,0.997044419
2.298353046,-0.000648125,0.00215532,1.740026288,-0.048951548,-0.058957513,-0.010234068,0.997007032
2.315019713,-0.000650786,0.002132821,1.739726479,-0.051241597,-0.059617629,-0.010092884,0.996854137
2.33168638,-0.000645783,0.002105962,1.740452817,-0.049310746,-0.058177475,-0.010278011,0.997034701
2.348353046,-0.000629488,0.002086445,1.741806828,-0.044285067,-0.056451822,-0.010401538,0.997368454
2.365019713,-0.000609306,0.002073182,1.7427125,-0.040727386,-0.056280347,-0.010329318,0.997530505
2.38168638,-0.000588037,0.002058371,1.74311732,-0.040127208,-0.056630261,-0.010199249,0.997536363
2.398353046,-0.000566338,0.002028365,1.742398023,-0.043792113,-0.05865395,-0.009926877,0.997267979
2.415019713,-0.000547293,0.001989042,1.740862864,-0.049709382,-0.061110791,-0.009323848,0.996848792
2.43168638,-0.000534166,0.001964684,1.740071654,0.015546478,0.01749672,-0.008865947,0.999686734
2.448353046,-0.000512865,0.001932623,1.739424571,-0.019411342,-0.019955384,-0.008396949,0.999577147
2.465019713,-0.000500267,0.001898678,1.738883091,-0.056683015,-0.061456933,-0.008018735,0.996466648
2.48168638,-0.000499433,0.001865889,1.739003637,-0.056447948,-0.061037648,-0.007976664,0.9965061
2.498353046,-0.000517195,0.001847923,1.73985087,0.015779598,0.018963614,-0.008347907,0.999660792
2.515019713,-0.000532961,0.001825179,1.740213662,-0.016632397,-0.020144562,-0.008717619,0.99962071
2.53168638,-0.000548547,0.001799951,1.740852949,-0.050865241,-0.060863805,-0.009150261,0.996807202
2.548353046,-0.000568427,0.001771778,1.742324314,-0.046178363,-0.058908262,-0.009692496,0.997147648
2.565019713,-0.000589921,0.001754592,1.743144671,-0.040829105,-0.056753871,-0.010057062,0.9975023
2.58168638,-0.000614925,0.001753754,1.743023191,-0.04012039,-0.055403465,-0.010211328,0.997605402
2.598353046,-0.000645395,0.001768124,1.742141389,0.015381884,0.018448922,-0.010517244,0.999656152
2.615019713,-0.00065613,0.001780426,1.741032821,-0.01685445,-0.019553588,-0.010589229,0.999610651
2.63168638,-0.000661717,0.001799791,1.739664837,-0.050386078,-0.058714061,-0.010220786,0.996950068
2.648353046,-0.000661482,0.001826355,1.73900734,-0.052604606,-0.059736552,-0.010047078,0.996776482
2.665019713,-0.000653355,0.001858511,1.739305644,-0.051114896,-0.059461447,-0.010131535,0.996869578
2.68168638,-0.000638305,0.001907678,1.73943302,-0.049633996,-0.060824643,-0.01006753,0.996862816
2.698353046,-0.000620884,0.001972041,1.739797646,-0.046906778,-0.062314154,-0.01000612,0.996903495
2.715019713,-0.000604487,0.002039075,1.741252257,-0.040976083,-0.060645162,-0.010108105,0.99726674
2.73168638,-0.000579822,0.002099831,1.740347886,-0.045575832,-0.062802507,-0.00965603,0.996938037
2.748353046,-0.000549687,0.002139842,1.738748347,-0.050879493,-0.065807223,-0.009204341,0.99649183
2.765019713,-0.000523568,0.002173109,1.738005198,-0.05191935,-0.065221964,-0.008836293,0.996480003
2.78168638,-0.00050257,0.002207576,1.737898988,-0.052942598,-0.06347442,-0.008450856,0.996542354
2.798353046,-0.000490703,0.002229085,1.738607416,-0.052206863,-0.06138381,-0.008290075,0.996713472
2.815019713,-0.000488016,0.002238623,1.73884208,-0.051539375,-0.06099864,-0.008245102,0.996772229
2.83168638,-0.000493806,0.002239565,1.738796351,-0.052132357,-0.060886357,-0.008300242,0.996747799
2.848353046,-0.000507544,0.002218382,1.738987713,-0.053155535,-0.061466074,-0.008432898,0.996657061
2.865019713,-0.000524283,0.002175285,1.739457254,-0.052417083,-0.062091361,-0.008722379,0.996654921
2.88168638,-0.000546182,0.002134908,1.739955173,-0.051688676,-0.062343855,-0.009150712,0.996673361
2.898353046,-0.000572077,0.002093519,1.742150094,-0.046891299,-0.058742033,-0.009713989,0.997123973
2.915019713,-0.000594434,0.002032533,1.743477693,-0.043874938,-0.055905065,-0.010078597,0.997420691
2.93168638,-0.000615727,0.00197372,1.741961208,-0.048274315,-0.058022132,-0.009829115,0.997098998
2.948353046,-0.00063493,0.001921238,1.741467993,-0.050898858,-0.057553339,-0.009900368,0.996994936
2.965019713,-0.00064952,0.001868991,1.741032097,-0.051768582,-0.057108578,-0.010006037,0.996974675
2.98168638,-0.00065512,0.001828027,1.740106224,-0.053345329,-0.058575158,-0.009970018,0.996806815
2.998353046,-0.00065522,0.00180261,1.740194963,-0.051684549,-0.058127256,-0.010132947,0.99691888
3.015019713,-0.000652317,0.001795476,1.740500467,-0.049610829,-0.057762598,-0.010192704,0.997044812
3.03168638,-0.000645845,0.001795703,1.740514395,-0.049053818,-0.05849265,-0.010067603,0.997031081
3.048353046,-0.000624894,0.001806454,1.74033747,-0.050045551,-0.060969098,-0.009638378,0.996837657
