frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming,area_px2,quality_score,corner_sharpness
0,0,951.695118,614.886692,808.552185,763.541687,1101.537231,759.291199,1094.07605,467.023041,802.073303,470.694489,52.9002,0,85598.9433,15477.1687,33.4835
1,0,951.52545,613.505042,808.459473,762.039246,1101.508911,757.699585,1094.094238,465.48703,802.082458,469.830109,53.3079,0,85510.5541,15588.3962,36.3099
2,0,951.463463,611.096453,808.486389,759.085388,1101.495239,755.431763,1094.042358,463.519653,802.024536,467.331482,52.6664,0,85391.0167,15390.0392,33.1694
3,0,951.646774,607.591044,808.402466,755.826172,1101.433594,751.363647,1094.021851,460.255432,801.955505,463.910156,52.8468,0,85309.6248,15435.3937,34.1942
4,0,951.533652,603.208611,808.2901,751.25415,1101.186279,746.756531,1093.966919,456.000519,801.706055,459.492859,53.7368,0,85243.5978,15689.2682,31.9587
5,0,951.188189,598.299951,808.25293,745.846375,1101.013672,741.951294,1093.781738,451.106262,801.226746,454.51825,54.3361,0,85214.8234,15861.5651,31.9752
6,0,951.080422,592.675224,808.093201,740.441223,1100.68103,735.991699,1093.535278,445.459381,800.924744,448.826996,53.7082,0,85195.7753,15676.5188,33.4545
7,0,950.465881,586.444348,807.857971,734.013733,1100.411621,729.704346,1092.907837,439.046692,800.626099,443.285583,54.2363,0,85035.2392,15815.7402,32.6322
8,0,950.029944,579.676247,807.546082,727.212219,1100.026489,722.99408,1092.31665,432.344421,800.335754,436.647308,55.2472,0,84956.14,16103.0321,32.7107
9,0,949.640644,572.574764,807.192322,720.082275,1099.719604,716.203613,1092.01416,425.144714,800.279907,429.63327,55.3214,0,84968.7529,16125.8562,30.781
10,0,949.719144,565.729437,806.960022,713.401184,1099.433716,709.107788,1091.803589,418.755585,800.060486,422.404633,55.8293,0,84937.277,16270.8915,31.8264
11,0,949.437498,558.88117,806.627991,706.680847,1099.203857,702.226013,1091.534546,411.818848,799.894287,415.749908,55.6745,0,84936.9691,16225.7472,32.9504
12,0,949.174801,552.145707,806.434875,699.91217,1099.115601,695.644409,1091.392822,404.919525,799.7854,409.174713,56.0244,0,84966.0121,16330.5131,30.0124
13,0,948.987317,545.937751,806.252136,693.654419,1099.05481,689.823059,1091.334473,398.62265,799.700378,402.800842,56.7434,0,85072.016,16550.4085,30.7893
14,0,948.931244,540.451635,806.023682,688.38916,1098.837402,684.179443,1091.23999,393.134003,799.464417,397.14505,56.0619,0,85129.1538,16357.1249,31.9504
15,0,948.985355,535.588379,805.946655,683.67865,1098.724365,679.177612,1091.170532,388.381775,799.299683,392.050293,56.533,0,85157.37,16497.3107,32.6694
16,0,948.998058,531.373712,805.965637,679.535889,1098.730957,675.024109,1091.130493,384.143799,799.147827,387.610748,55.9774,0,85227.3383,16341.8863,34.1818
17,0,948.615442,527.906451,805.927734,675.900024,1098.690186,672.215759,1091.125732,380.096893,799.164734,384.197205,56.6816,0,85371.4408,16561.4519,34.8306
18,0,948.783871,525.62859,805.94281,674.003845,1098.732544,669.956299,1091.167358,377.728638,799.262207,381.711884,58.1593,0,85470.0095,17003.0193,32.5661
19,0,948.987946,524.504095,805.866943,673.135376,1098.737915,668.760437,1091.198486,376.818329,799.417969,380.421143,57.2026,0,85482.9491,16724.5914,35.9545
20,0,948.967492,524.218205,805.927917,673.037476,1098.779785,668.551697,1091.244873,376.191925,799.485413,380.20285,56.3331,0,85557.509,16477.553,38.0207
21,0,949.025118,524.843863,805.905457,673.597412,1098.876587,669.608887,1091.30249,376.965759,799.632446,380.522064,56.5472,0,85634.9029,16547.657,34.9504
22,0,948.973156,526.664888,805.986206,675.57605,1098.908936,671.722229,1091.304443,378.436554,799.718628,382.266632,56.5073,0,85744.109,16546.5213,32.8636
23,0,948.99641,529.415182,806.038391,678.209595,1098.944458,674.538513,1091.366211,381.233002,799.781128,385.001038,55.9403,0,85728.8015,16379.0296,33.1405
24,0,949.152956,533.039667,806.069031,682.053589,1098.941162,678.26178,1091.397217,384.900208,799.798706,388.238281,56.2557,0,85821.5355,16480.2833,31.4091
25,0,948.988735,537.645546,806.131042,686.720215,1098.969971,682.982117,1091.403442,389.033142,799.771973,393.049774,56.7669,0,85888.5358,16636.5312,30.7025
