t_s,bending_avg_y_mm,torsion_diff_y_mm
0.014852612,-0.001918,-0.003544
0.031519279,-0.000542,-0.006887
0.048185945,0.001358,-0.00922
0.064852612,0.000834,0.004204
0.081519279,-0.002868,0.015165
0.098185945,-0.003195,0.00719
0.114852612,-0.001527,-0.001002
0.131519279,0.00252,-0.00564
0.148185945,0.003522,-0.008458
0.164852612,0.001639,-0.004294
0.181519279,-0.004032,0.001402
0.198185945,-0.006312,0.003508
0.214852612,-0.001689,-3.6e-05
0.231519279,0.001849,-0.002917
0.248185945,0.004071,-0.00442
0.264852612,0.003632,-0.000165
0.281519279,-0.001836,0.003257
0.298185945,-0.006969,0.003546
0.314852612,-0.006555,0.010097
0.331519279,-0.002543,0.00264
0.348185945,0.001811,-0.008336
0.364852612,0.003853,-0.006676
0.381519279,0.002387,0.000954
0.398185945,-0.000792,0.006306
0.414852612,-0.003839,0.003315
0.431519279,-0.003186,-0.00063
0.448185945,0.000448,-0.001929
0.464852612,0.002155,-0.002322
0.481519279,0.001519,-0.005608
0.498185945,-0.000927,-0.005492
0.514852612,-0.00054,0.003941
0.531519279,0.000157,0.00701
0.548185945,-0.000321,-0.000304
0.564852612,0.000907,-0.003247
0.581519279,0.001848,-0.001403
0.598185945,0.001255,-0.003662
0.614852612,-0.001605,-0.0036
0.631519279,-0.002052,-0.000108
0.648185945,6.3e-05,0.00368
0.664852612,0.001456,0.002806
0.681519279,-9e-06,-0.004936
0.698185945,4e-06,-0.005456
0.714852612,0.001286,0.000737
0.731519279,-0.001271,0.00287
0.748185945,-0.002568,-0.000194
0.764852612,-0.001986,-0.002534
0.781519279,0.002758,0.001761
0.798185945,0.002572,0.002074
0.814852612,-0.000522,0.004832
0.831519279,-0.000454,-0.000319
0.848185945,-0.001458,-0.001662
0.864852612,-0.000233,-0.002822
0.881519279,0.000227,-0.004587
0.898185945,0.000872,-0.00217
0.914852612,-7.9e-05,-0.00176
0.931519279,-0.001782,-0.000589
