frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.0,0.0050193,-0.00437872,1.39619042,0.03975156,0.03339666,-0.00884118,0.99861219,0.088687
1,0.016992035,0.00502952,-0.00439608,1.39615262,-0.03883321,-0.0293636,-0.0088416,0.99877504,0.096888
2,0.035149076,0.00502458,-0.00444953,1.39712034,0.04304822,0.02679779,-0.00903538,0.99867266,0.083035
3,0.049711257,0.00501571,-0.00454279,1.39690722,0.04542383,0.02824492,-0.00898036,0.99852804,0.079169
4,0.066693094,0.00501888,-0.00466479,1.39651902,0.04753061,0.02904319,-0.00929113,0.99840423,0.025444
5,0.083066901,0.00502179,-0.00481801,1.39723666,-0.04151864,-0.02056301,-0.00956478,0.99888031,0.101558
6,0.10052178,0.00502134,-0.00496992,1.39703492,-0.04395442,-0.0229162,-0.00988511,0.99872175,0.111696
7,0.116789552,0.00501564,-0.00510622,1.39699357,0.04752112,0.02585205,-0.01024778,0.99848305,0.109379
8,0.134075671,0.00500829,-0.0052488,1.39691708,0.04831152,0.02680899,-0.01059942,0.99841621,0.096967
9,0.150306895,0.00501074,-0.00538589,1.39710955,0.04637408,0.02500736,-0.01071664,0.99855357,0.078224
10,0.166775859,0.00500551,-0.00552731,1.39681159,-0.04268038,-0.02350059,-0.01069527,0.99875508,0.102933
11,0.183349403,0.00499992,-0.00563547,1.39666632,0.04753867,0.0276107,-0.0106312,0.99843112,0.095567
12,0.199993849,0.00499295,-0.00575252,1.39680644,0.04608194,0.02850087,-0.01049429,0.99847585,0.076478
13,0.21688697,0.00499745,-0.00586307,1.39665498,-0.04125533,-0.02621127,-0.01020149,0.99875267,0.087164
14,0.233293365,0.00499403,-0.00593846,1.39663162,-0.03898162,-0.02578346,-0.00999106,0.99885726,0.089885
15,0.249957546,0.00498769,-0.00599243,1.39617337,-0.04070876,-0.02869034,-0.00983594,0.99871063,0.094725
16,0.267327889,0.00499011,-0.00603063,1.39615014,-0.03913393,-0.02873691,-0.00957156,0.9987748,0.100837
17,0.283841972,0.00498381,-0.00605553,1.39645201,-0.03645205,-0.02755447,-0.0094655,0.99891061,0.092222
18,0.30007966,0.0049864,-0.00607321,1.39659995,-0.0369209,-0.02603433,-0.0092899,0.99893581,0.096775
19,0.317436685,0.00497352,-0.00608324,1.3965028,0.04133149,0.02938375,-0.00910139,0.99867185,0.072864
20,0.333525155,0.00497888,-0.00611866,1.39635847,-0.039052,-0.02734035,-0.00891883,0.99882326,0.107503
21,0.350321441,0.00497854,-0.00615985,1.39617943,-0.03936627,-0.02840861,-0.0088133,0.99878205,0.102106
22,0.367123612,0.00496602,-0.00619863,1.39591978,0.0447381,0.03293482,-0.00883414,0.99841663,0.089067
23,0.383892638,0.00497075,-0.006264,1.3966686,0.04210719,0.02921496,-0.00922556,0.99864326,0.061864
24,0.400182546,0.00496762,-0.00632747,1.39642001,0.04315876,0.03045784,-0.00952887,0.99855838,0.100746
