t_s,bending_avg_y_mm,torsion_diff_y_mm
0.011470087,-0.61009,0.067643
0.028136754,-0.087592,0.049276
0.04480342,0.406507,-0.027191
0.061470087,0.958864,0.066985
0.078136754,1.44287,0.069
0.09480342,1.896371,0.034431
0.111470087,2.283846,-0.021462
0.128136754,2.679786,0.068574
0.14480342,2.951044,-0.011137
0.161470087,3.221406,0.064092
0.178136754,3.378055,0.059287
0.19480342,3.455727,0.035026
0.211470087,3.461718,0.025666
0.228136754,3.395792,0.021319
0.24480342,3.238547,-0.003254
0.261470087,3.009888,-0.035429
0.278136754,2.724303,-0.05547
0.29480342,2.372168,-0.077051
0.311470087,2.169301,0.328682
0.328136754,1.732711,0.367498
0.34480342,1.257132,0.378009
0.361470087,0.757126,0.422493
0.378136754,0.244997,0.424654
0.39480342,-0.270103,0.374874
0.411470087,-0.802987,0.391784
0.428136754,-1.311275,0.398379
0.44480342,-1.783704,0.370086
0.461470087,-2.2176,0.336247
0.478136754,-2.59572,0.296457
0.49480342,-2.924056,0.261681
0.511470087,-3.185011,0.199866
0.528136754,-3.365079,0.133066
0.54480342,-3.472234,0.072284
0.561470087,-3.500335,0.006482
0.578136754,-3.446945,-0.062642
0.59480342,-3.315356,-0.132713
0.611470087,-3.104859,-0.206307
0.628136754,-2.814353,-0.251314
0.64480342,-2.468728,-0.3073
0.661470087,-2.05825,-0.355275
0.678136754,-1.614239,-0.375204
0.69480342,-1.150462,-0.391493
0.711470087,-0.661389,-0.344882
0.728136754,-0.104528,-0.405167
0.74480342,0.447519,-0.441728
0.761470087,0.953275,-0.416084
0.778136754,1.466952,-0.371462
0.79480342,1.922288,-0.356196
0.811470087,2.332812,-0.280087
0.828136754,2.703692,-0.251578
0.84480342,3.00678,-0.210799
0.861470087,3.250561,-0.137313
0.878136754,3.416419,-0.070562
0.89480342,3.501742,-0.019691
0.911470087,3.513113,0.052294
0.928136754,3.439194,0.115998
0.94480342,3.288639,0.173372
0.961470087,3.057369,0.219403
0.978136754,2.768035,0.248668
0.99480342,2.406396,0.287073
1.011470087,1.988739,0.34314
1.028136754,1.518005,0.367128
1.04480342,1.027691,0.405662
1.061470087,0.530254,0.447176
1.078136754,-0.025118,0.421705
1.09480342,-0.561357,0.418984
1.111470087,-1.0925,0.409047
1.128136754,-1.570878,0.363497
1.14480342,-2.04004,0.344999
1.161470087,-2.46757,0.314801
1.178136754,-2.827702,0.277778
1.19480342,-3.12663,0.207448
1.211470087,-3.340127,0.180138
1.228136754,-3.493644,0.103603
1.24480342,-3.562987,0.022301
1.261470087,-3.54627,-0.040611
1.278136754,-3.459213,-0.124709
1.29480342,-3.30857,-0.230653
1.311470087,-3.044276,-0.266844
1.328136754,-2.688524,-0.281807
1.34480342,-2.30473,-0.346097
1.361470087,-1.854157,-0.362118
1.378136754,-1.374386,-0.402199
1.39480342,-0.860884,-0.425639
1.411470087,-0.316543,-0.409555
1.428136754,0.236856,-0.402802
1.44480342,0.767476,-0.40575
1.461470087,1.285146,-0.390489
1.478136754,1.773472,-0.330947
1.49480342,2.229188,-0.306568
1.511470087,2.641564,-0.244336
1.528136754,2.985974,-0.208831
1.54480342,3.265586,-0.162769
1.561470087,3.470962,-0.09276
1.578136754,3.592143,-0.047692
1.59480342,3.631997,0.008445
1.611470087,3.587525,0.071464
1.628136754,3.464762,0.140983
1.64480342,3.264665,0.201369
1.661470087,2.99316,0.263464
1.678136754,2.684305,0.393496
1.69480342,2.242379,0.352343
1.711470087,1.79329,0.345798
1.728136754,1.29377,0.385917
1.74480342,0.75153,0.392748
1.761470087,0.215424,0.431202
1.778136754,-0.339636,0.417606
1.79480342,-0.881538,0.402373
1.811470087,-1.380672,0.396322
1.828136754,-1.871497,0.364684
1.84480342,-2.323101,0.342027
1.861470087,-2.721577,0.279202
1.878136754,-3.032367,0.200375
1.89480342,-3.249202,0.227585
1.911470087,-3.466708,0.126507
1.928136754,-3.590152,0.042791
1.94480342,-3.606583,-0.016434
1.961470087,-3.551969,-0.070979
1.978136754,-3.408752,-0.12687
1.99480342,-3.203975,-0.147242
2.011470087,-2.924734,-0.175353
