frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming,area_px2,quality_score,corner_sharpness
0,0,1048.121402,434.93012,906.117065,582.920166,1196.792847,577.792908,1190.108765,286.957764,899.599243,292.210785,34.384,0,84530.5427,9996.8512,39.3678
1,0,1048.32437,442.378005,906.298523,590.418274,1196.962891,585.214539,1190.328491,294.360382,899.828979,299.679016,34.2365,0,84534.7425,9954.2141,39.5537
2,0,1048.539229,450.061569,906.551514,598.055054,1197.197632,592.912659,1190.591064,302.001251,900.014465,307.338898,34.7943,0,84548.2247,10117.2003,37.3388
3,0,1048.832962,457.644376,906.768127,605.681335,1197.48877,600.519714,1190.825806,309.682434,900.271179,314.859406,35.2125,0,84560.0422,10239.5166,38.8636
4,0,1049.125676,465.128539,907.120239,613.154358,1197.777466,607.887207,1191.114014,317.120544,900.522827,322.41687,35.2383,0,84534.6116,10245.4781,39.2066
5,0,1049.357719,472.212502,907.31073,620.229187,1198.011353,614.885864,1191.313965,324.290375,900.768616,329.601074,35.554,0,84493.7329,10334.7676,40.3306
6,0,1049.6095,478.83083,907.57251,626.803894,1198.224609,621.450256,1191.555542,330.952515,900.895325,336.116333,35.454,0,84497.6356,10305.9378,42.0868
7,0,1049.755142,484.685933,907.782776,632.431213,1198.466675,627.374451,1191.780273,336.885742,901.159119,342.108246,36.2395,0,84441.3949,10530.7644,38.2769
8,0,1050.010232,489.704819,907.974182,637.510742,1198.69104,632.204102,1191.956543,341.992279,901.411255,347.283966,36.3515,0,84381.979,10559.5932,36.3099
9,0,1050.239555,494.001088,908.241943,641.592224,1198.861572,636.308777,1192.233887,346.413361,901.588684,351.665771,36.4584,0,84292.4969,10585.0293,41.0537
10,0,1050.404528,497.209156,908.388428,644.654724,1199.093506,639.518372,1192.393799,349.791443,901.826538,355.006165,36.3696,0,84228.0542,10555.2107,41.0909
11,0,1050.563698,499.270019,908.513184,646.611023,1199.234619,641.376953,1192.557251,351.988098,901.989868,357.25589,36.3834,0,84139.0101,10553.6328,42.4752
12,0,1050.586608,500.353397,908.583984,647.492981,1199.230957,642.335571,1192.599487,353.203186,901.990112,358.416931,35.8681,0,84056.1213,10399.0351,39.1116
13,0,1050.621445,500.292589,908.578308,647.338806,1199.203735,642.154175,1192.627441,353.284821,901.992004,358.385986,36.1862,0,84000.201,10487.7697,39.9132
14,0,1050.485643,499.045084,908.443542,645.945557,1199.168579,640.760925,1192.477539,352.196533,901.879883,357.402802,36.0998,0,83905.8023,10456.8479,40.7686
15,0,1050.326497,496.722994,908.250061,643.429443,1198.966431,638.338623,1192.413696,350.005432,901.804626,355.219849,36.7188,0,83823.2343,10630.916,39.8306
16,0,1050.198667,493.350761,908.093384,639.967102,1198.822754,634.783142,1192.275391,346.763885,901.622253,351.963745,36.2593,0,83756.1634,10493.6797,38.5496
17,0,1050.005536,489.015562,907.940796,635.444824,1198.614258,630.403076,1192.173218,342.480194,901.446472,347.675293,35.601,0,83710.0265,10300.3252,40.7107
18,0,1049.866723,483.838679,907.720093,630.271912,1198.456055,625.106934,1191.942749,337.47818,901.251465,342.545776,36.5701,0,83664.9619,10577.8635,39.7727
19,0,1049.656257,477.791055,907.522949,624.032166,1198.183838,619.011108,1191.682983,331.659607,901.074768,336.519745,35.7395,0,83569.6472,10331.7231,42.6405
20,0,1049.357678,471.152399,907.230408,617.31134,1197.890381,612.290039,1191.454224,325.025055,900.814453,330.004761,35.7889,0,83531.7091,10343.6552,40.0661
21,0,1049.048071,464.08063,906.925598,610.089172,1197.536377,605.184509,1191.182373,318.059937,900.514832,322.934052,35.0323,0,83485.2896,10122.1701,37.2934
22,0,1048.765115,456.498883,906.586853,602.544189,1197.239746,597.612549,1190.967407,310.428894,900.322021,315.415192,35.9991,0,83492.8248,10401.9849,39.7438
23,0,1048.547468,448.88839,906.399109,594.959106,1197.043091,589.890259,1190.646484,302.868378,900.000244,307.837524,34.2446,0,83468.1055,9893.5551,43.062
24,0,1048.240504,441.215384,906.20166,587.158936,1196.903198,582.37854,1190.348267,295.201019,899.743408,300.209473,34.4948,0,83467.7681,9965.8198,39.1488
25,0,1048.184437,433.834699,906.10083,579.953064,1196.747681,574.91864,1190.220825,287.764893,899.626404,292.755707,34.2367,0,83491.7268,9892.6722,44.0992
26,0,1048.093624,426.720763,905.923401,572.900146,1196.65979,567.876099,1190.120605,280.68866,899.529419,285.567291,34.4816,0,83528.1406,9965.6084,40.4628
27,0,1047.980416,420.114295,905.884827,566.347412,1196.55957,561.244324,1190.010986,273.94809,899.362854,278.947784,34.7064,0,83553.9749,10032.1294,37.7769
28,0,1047.85111,414.247784,905.803467,560.606689,1196.433594,555.523254,1189.853638,267.935364,899.251526,272.956055,34.2518,0,83619.9654,9904.6331,42.6322
29,0,1047.796217,409.101021,905.672241,555.571777,1196.397705,550.500488,1189.774902,262.779999,899.214661,267.72052,34.6124,0,83675.6466,10012.24,39.6322
30,0,1047.745333,404.992514,905.703491,551.580017,1196.343018,546.427063,1189.693237,258.501953,899.119324,263.531006,34.1719,0,83724.6621,9887.7125,42.6488
31,0,1047.702801,401.89761,905.609619,548.641357,1196.31897,543.556824,1189.620728,255.334854,899.124451,260.274445,33.4798,0,83812.2138,9692.5157,36.6157
32,0,1047.641382,400.049355,905.639038,546.916138,1196.265137,541.805115,1189.605103,253.222519,899.082947,258.355896,33.5836,0,83885.2361,9726.8006,38.4876
33,0,1047.631794,399.211806,905.626038,546.227905,1196.263672,541.069519,1189.574585,252.260895,899.038513,257.39093,33.2637,0,83962.2572,9638.57,43.5579
34,0,1047.632934,399.543731,905.656677,546.719116,1196.301514,541.583191,1189.584106,252.394348,899.071777,257.606903,34.136,0,84055.3654,9896.8127,41.5579
35,0,1047.667208,401.073921,905.660767,548.321411,1196.324219,543.274597,1189.579102,253.924469,899.129883,258.987732,33.7258,0,84103.6785,9780.6959,39.5785
36,0,1047.700898,403.792388,905.669678,551.305481,1196.38208,546.121033,1189.617432,256.398407,899.131042,261.570312,34.3965,0,84229.486,9982.6611,42.5455
37,0,1047.770086,407.624078,905.723267,555.258545,1196.367188,550.069336,1189.677246,260.134766,899.174622,265.180389,33.9977,0,84301.9716,9871.1648,41.3636
38,0,1047.76274,412.470094,905.788391,560.170349,1196.435669,555.003845,1189.659912,264.850128,899.183044,270.025726,33.5066,0,84340.9415,9730.8232,42.2273
39,0,1047.834149,418.049728,905.796204,565.954224,1196.444092,560.662964,1189.764771,270.256989,899.21228,275.425049,34.6407,0,84444.6135,10066.3641,38.5413
40,0,1047.95312,424.488545,905.958435,572.388489,1196.588989,567.205627,1189.875122,276.664307,899.362915,281.815308,33.9587,0,84462.0057,9869.1955,40.0785
41,0,1048.145945,431.4047,906.113403,579.376221,1196.714111,574.138,1190.093872,283.521332,899.49054,288.587585,33.8931,0,84512.8937,9853.0975,40.157
42,0,1048.215378,438.812081,906.303955,586.697205,1196.891724,581.708374,1190.320801,290.724792,899.6203,295.993896,33.632,0,84565.9328,9780.2604,37.5537
43,0,1048.537815,446.405602,906.5224,594.46106,1197.192383,589.233154,1190.466919,298.440125,899.876465,303.571533,35.4914,0,84561.8938,10320.7315,40.5785
44,0,1048.689499,454.192391,906.750427,602.178711,1197.391479,597.111023,1190.636108,306.198212,900.143311,311.423492,34.6764,0,84541.1302,10082.4953,38.3719
45,0,1048.872653,461.826223,906.990723,609.720459,1197.565186,604.704712,1190.952271,313.725922,900.321533,319.083618,34.2264,0,84543.9527,9951.8196,37.2934
46,0,1049.240971,469.106556,907.177185,617.10553,1197.81665,611.812622,1191.149536,321.269287,900.60968,326.347076,35.9258,0,84494.4578,10442.8865,39.3099
47,0,1049.453792,475.962365,907.495422,623.856018,1198.144775,618.682617,1191.351807,328.131592,900.787781,333.266083,35.2271,0,84476.516,10238.7017,41.1446
48,0,1049.732129,482.333209,907.672485,630.332642,1198.404175,624.952271,1191.629761,334.502563,901.121094,339.772675,35.266,0,84462.0493,10249.1302,41.9215
49,0,1050.019266,487.940413,907.979004,635.726746,1198.673096,630.4151,1192.006348,340.209412,901.361267,345.461731,35.5853,0,84397.6738,10337.9843,40.4008
50,0,1050.196299,492.643204,908.199524,640.295593,1198.936401,635.128174,1192.172119,345.012604,901.637878,350.332275,36.4571,0,84330.7135,10587.051,38.4917
51,0,1050.415697,496.372203,908.394409,643.931641,1199.036255,638.656372,1192.347656,348.905579,901.812744,354.104889,36.6184,0,84243.9998,10628.4236,40.0165
