t_s,bending_avg_y_mm,torsion_diff_y_mm
0.020034548,-0.025203,-0.007158
0.036701215,-0.03069,-0.003937
0.053367881,-0.037718,-0.003303
0.070034548,-0.0432,-0.000858
0.086701215,-0.044012,-0.000562
0.103367881,-0.04559,-0.000702
0.120034548,-0.046606,-0.003244
0.136701215,-0.044896,-0.010312
0.153367881,-0.041042,-0.013972
0.170034548,-0.034262,-0.012687
0.186701215,-0.033559,-0.000977
0.203367881,-0.034366,-0.000143
0.220034548,-0.031712,-0.006248
0.236701215,-0.022967,-0.011262
0.253367881,-0.012123,-0.011149
0.270034548,-0.002164,-0.010818
0.286701215,-0.000125,-0.002432
0.303367881,-0.004058,0.009345
0.320034548,-0.004999,0.010036
0.336701215,-0.001139,0.001514
0.353367881,0.004714,-0.003609
0.370034548,0.014499,-0.007026
0.386701215,0.015908,0.003921
0.403367881,0.014416,0.007185
0.420034548,0.009968,0.012119
0.436701215,0.008587,0.012952
0.453367881,0.010061,0.010658
0.470034548,0.016256,0.00012
0.486701215,0.021135,-0.010088
0.503367881,0.02058,-0.006206
0.520034548,0.013988,0.007871
0.536701215,0.008816,0.014408
0.553367881,0.009787,0.004899
0.570034548,0.008106,-0.000333
0.586701215,0.015044,-0.01369
0.603367881,0.016385,-0.013482
0.620034548,0.011158,-0.006301
0.636701215,0.002993,0.00271
0.653367881,-0.004386,0.014192
0.670034548,-0.002238,0.005946
0.686701215,0.000377,-0.00066
0.703367881,0.001593,-0.004997
0.720034548,-0.001601,-0.004298
0.736701215,-0.006452,0.000605
0.753367881,-0.011689,0.006277
0.770034548,-0.017568,0.010549
0.786701215,-0.013684,-0.000699
0.803367881,-0.009425,-0.008934
0.820034548,-0.012794,-0.006421
0.836701215,-0.019142,-0.006638
0.853367881,-0.026176,-0.004055
0.870034548,-0.026088,-0.007462
0.886701215,-0.023802,-0.006516
0.903367881,-0.022535,-0.004224
0.920034548,-0.020602,-0.008356
0.936701215,-0.021936,-0.005265
0.953367881,-0.027476,0.000491
0.970034548,-0.032594,0.002585
0.986701215,-0.032142,0.005416
1.003367881,-0.026738,0.005095
1.020034548,-0.020795,-0.000102
1.036701215,-0.01638,0.000846
1.053367881,-0.011003,0.000994
1.070034548,-0.01388,0.01223
1.086701215,-0.013453,0.013637
1.103367881,-0.009845,0.009275
1.120034548,-0.002272,-0.000169
1.136701215,0.008295,-0.009558
1.153367881,0.013072,-0.008572
1.170034548,0.01226,0.000301
1.186701215,0.016513,0.002578
1.203367881,0.01783,0.004288
1.220034548,0.020436,0.000896
1.236701215,0.022665,-0.004988
1.253367881,0.023032,-0.008567
1.270034548,0.022279,-0.006658
1.286701215,0.018629,0.000848
1.303367881,0.015037,0.005361
1.320034548,0.012527,0.007615
1.336701215,0.00787,0.01285
1.353367881,0.009753,0.002325
1.370034548,0.006268,0.0062
1.386701215,0.004473,0.008834
1.403367881,0.00343,0.005027
1.420034548,-0.003067,0.012484
1.436701215,-0.003156,0.008428
1.453367881,-0.005296,0.00194
1.470034548,-0.006345,-0.003984
1.486701215,-0.007099,-0.008151
1.503367881,-0.011892,-0.003713
1.520034548,-0.010349,-0.005406
1.536701215,-0.013849,0.003202
1.553367881,-0.014758,0.003295
1.570034548,-0.014653,0.002712
1.586701215,-0.014239,0.00202
1.603367881,-0.014248,0.000203
1.620034548,-0.014799,0.000469
1.636701215,-0.014926,0.004293
1.653367881,-0.010804,0.003428
1.670034548,-0.013194,0.012869
1.686701215,-0.012811,0.010968
1.703367881,-0.010609,0.008344
1.720034548,-0.004461,0.000632
1.736701215,-0.003064,-0.000389
1.753367881,-0.002187,-0.002053
