frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.0,-0.00073123,-0.00264166,1.78364165,-0.04956792,0.00859659,-0.00807409,0.99870112,0.100562
1,0.016461364,-0.00072912,-0.00263694,1.78353606,-0.04932779,0.00759799,-0.00807679,0.99872108,0.116953
2,0.03292463,-0.00072828,-0.00263056,1.78342819,-0.04995501,0.00768016,-0.00808129,0.99868924,0.173794
3,0.049550283,-0.00072869,-0.00263159,1.78352928,-0.04975358,0.00782541,-0.00810772,0.99869796,0.143939
4,0.066149712,-0.00072792,-0.0026364,1.78366414,-0.04913944,0.00672058,-0.00804538,0.99873691,0.136115
5,0.083706103,-0.0007286,-0.00264244,1.78368746,-0.04976628,0.00647711,-0.00808639,0.99870715,0.139025
6,0.099629282,-0.00072648,-0.00264449,1.78327089,-0.05074003,0.00615594,-0.00813033,0.99865983,0.11231
7,0.116148202,-0.00072777,-0.00263886,1.78358001,-0.04874827,0.00667912,-0.00814759,0.99875553,0.152614
8,0.13318801,-0.00072782,-0.00263174,1.78364348,-0.04987342,0.00639205,-0.00807836,0.99870242,0.159222
9,0.149367551,-0.00072847,-0.0026258,1.78344846,-0.04942079,0.00793256,-0.00810393,0.99871367,0.123039
10,0.166325137,-0.00072917,-0.00262876,1.78335035,-0.0504982,0.00807528,-0.00806238,0.99865896,0.112538
11,0.183001624,-0.00072977,-0.00263833,1.78358022,-0.05053036,0.00755751,-0.0080885,0.99866118,0.102247
12,0.199479284,-0.00072859,-0.00264518,1.78368755,-0.04976776,0.00622102,-0.00805224,0.99870898,0.169825
13,0.217857456,-0.00072787,-0.00264441,1.7833586,-0.05016461,0.00649111,-0.00806509,0.9986873,0.099838
14,0.233399554,-0.00072662,-0.0026373,1.78357684,-0.04939347,0.00742512,-0.00813049,0.9987187,0.116304
15,0.250696417,-0.00072851,-0.00262778,1.78359735,-0.04849781,0.00665539,-0.00809827,0.99876828,0.109974
16,0.26660742,-0.00073148,-0.002625,1.78376075,-0.04803985,0.00805237,-0.00808653,0.99878023,0.112946
17,0.283500631,-0.0007295,-0.00263177,1.78360239,-0.04892198,0.00661747,-0.0080147,0.99874852,0.118753
