frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming,area_px2,quality_score,corner_sharpness
0,0,1048.407867,429.370925,907.934631,578.436646,1198.35083,570.892212,1189.048218,280.127869,898.50293,287.885529,34.3001,0,84502.1421,9970.7826,39.2314
1,0,1048.461267,437.322357,907.204956,586.039429,1197.851685,579.721802,1189.867554,288.447388,899.301331,295.142609,34.6458,0,84643.0516,10079.6685,39.7769
2,0,1048.420216,446.435603,906.60022,594.525879,1197.195068,589.581665,1190.476929,298.098145,899.869934,303.505615,33.862,0,84672.8717,9853.3691,39.8843
3,0,1048.387664,455.633833,905.798889,603.151794,1196.409668,599.32196,1191.147583,307.938812,900.524048,312.099457,34.5578,0,84653.9212,10054.7118,41.186
4,0,1048.501123,463.96286,905.113892,610.861755,1195.928467,608.075806,1191.633667,317.32489,901.123169,319.898193,34.9131,0,84552.4039,10151.9949,39.562
5,0,1048.429891,470.71432,904.669067,616.800171,1195.508301,615.08667,1192.058594,324.762726,901.493042,326.480927,35.9228,0,84402.8665,10436.3534,37.1612
6,0,1048.383687,475.305577,904.364319,620.860779,1195.113403,619.633057,1192.307373,329.847076,901.6875,331.011078,36.3724,0,84248.8263,10557.3249,40.5496
7,0,1048.395313,477.30006,904.25769,622.38678,1194.97229,621.508972,1192.440063,332.306824,901.821106,333.093872,35.9573,0,84076.7152,10426.1734,41.1612
8,0,1048.460796,476.448768,904.349243,621.390137,1195.054565,619.915283,1192.424805,331.655792,901.766479,332.88385,36.3148,0,83831.1864,10514.4476,41.938
9,0,1048.636183,472.896951,904.608032,617.935059,1195.395874,615.68689,1192.235718,328.290466,901.5625,329.801514,35.3573,0,83667.8986,10227.2418,39.8017
10,0,1048.68023,467.06592,905.337463,612.245361,1196.097412,609.41687,1191.802979,322.109314,901.242249,324.694885,35.8471,0,83555.5709,10361.9557,40.814
11,0,1048.735258,459.834388,906.10675,605.321106,1196.733398,601.400208,1191.428223,314.281921,900.66449,318.199097,35.2419,0,83485.5059,10182.7447,39.6529
