frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
4,0.076410152,0.00433655,-0.01908048,1.39808571,-0.13253395,-0.0078544,-0.05911998,0.98938258,0.618597
5,0.093711347,0.00400073,-0.02155138,1.39820327,-0.10539212,-0.00943875,-0.07090202,0.99185499,0.432068
6,0.110829956,0.00379603,-0.02281198,1.39748333,-0.06309266,-0.01766457,-0.07823887,0.99477935,0.157767
7,0.126907036,0.0037563,-0.02254348,1.38565952,0.02839203,0.07139756,-0.07819497,0.99397275,0.140922
8,0.143416909,0.0038861,-0.02072132,1.36239172,0.01917801,0.11582164,-0.07128943,0.99052278,0.207623
9,0.160619896,0.00417718,-0.01770993,1.34333606,0.01508635,0.14287344,-0.05862514,0.98788799,0.262978
14,0.243692102,0.00397865,0.00350602,1.34616837,0.00488843,0.13944473,0.04172818,0.98933818,0.228354
15,0.260035767,0.00368786,0.00622572,1.36634498,0.00704137,0.10951787,0.0529756,0.99254715,0.045373
16,0.277088936,0.00359583,0.00767647,1.38899578,-0.02343149,-0.0580533,0.05811002,0.99634532,0.129133
17,0.294023541,0.00367085,0.00764235,1.3978537,-0.07985189,-0.01747883,0.05615917,0.99507,0.251853
18,0.310373863,0.00392741,0.00621169,1.39807908,-0.11917014,-0.01226485,0.04805142,0.99163457,0.44139
24,0.410217367,0.00453755,-0.01579075,1.39833111,-0.13954019,-0.00708078,-0.05350927,0.98874423,0.682103
25,0.42704303,0.00418944,-0.01866903,1.39816359,-0.11979342,-0.00800705,-0.0669194,0.99050857,0.463695
26,0.444217717,0.0039274,-0.02049947,1.39817498,-0.08354052,-0.01279406,-0.07586446,0.99353001,0.242875
27,0.460537479,0.00384269,-0.02102496,1.39417067,-0.02649796,-0.03866389,-0.07924524,0.99575256,0.044101
28,0.477101615,0.00389497,-0.01989761,1.37385913,0.02209228,0.09593095,-0.07426541,0.99236779,0.095602
29,0.494241228,0.0041311,-0.01749297,1.3538706,0.01741879,0.12890077,-0.06325278,0.98948485,0.225352
30,0.510633483,0.00442218,-0.01406852,1.33578839,0.01208458,0.1518192,-0.04704982,0.98721386,0.320949
35,0.593926913,0.00379366,0.00513854,1.3630555,0.0045894,0.11526468,0.04956728,0.99208673,0.018832
36,0.611336098,0.00360782,0.00681683,1.38442326,0.01343859,0.07375029,0.05666529,0.99557488,0.066121
37,0.627831979,0.00362527,0.0070928,1.39747114,-0.06604262,-0.01963149,0.05727897,0.99597796,0.148261
38,0.644336025,0.00382029,0.00596504,1.3980306,-0.11120414,-0.01189034,0.05135599,0.99239852,0.338358
39,0.660718343,0.00417044,0.00369878,1.39850182,0.13509226,0.01171349,0.039381,0.98998081,0.496398
45,0.761091351,0.00428894,-0.01869503,1.39825412,-0.12526676,-0.00866655,-0.06242036,0.9901196,0.489194
46,0.777577255,0.00398608,-0.02085984,1.39804782,-0.09625709,-0.01037635,-0.07304157,0.99261867,0.368543
47,0.794432675,0.00383004,-0.02180785,1.39709316,-0.0484581,-0.02133008,-0.0785235,0.99550535,0.086633
48,0.811416071,0.00382722,-0.02120674,1.38184154,0.02414731,0.08050257,-0.07645897,0.99352417,0.073178
49,0.827414824,0.00400279,-0.01919447,1.35958094,0.01942032,0.12045088,-0.0679897,0.99019788,0.181121
50,0.844276397,0.00429671,-0.01610058,1.34188858,0.01418225,0.14445976,-0.05364256,0.9879538,0.164816
55,0.927931477,0.00392698,0.00381791,1.35438818,0.00597699,0.12799861,0.04444565,0.99075992,0.164812
56,0.944569894,0.00368013,0.00602257,1.37471273,0.00914057,0.09494162,0.05386556,0.99398241,0.068308
57,0.961292279,0.00363113,0.0069505,1.39478135,-0.03843317,-0.03684664,0.05720615,0.99694166,0.066371
58,0.978965029,0.00375831,0.00645297,1.39794918,-0.09332895,-0.01445896,0.05343298,0.99409535,0.328981
59,0.994294969,0.00405607,0.00469568,1.3981123,-0.1256808,-0.01070672,0.04398128,0.99103751,0.458382
60,1.010957219,0.0044372,0.00188864,1.39831949,-0.14611557,-0.00863266,0.03041729,0.98876211,0.638229
65,1.095387561,0.00443903,-0.01697823,1.39830721,-0.13273025,-0.00688207,-0.05691777,0.98949264,0.559925
66,1.111217975,0.00412065,-0.01947519,1.39833549,-0.10828453,-0.00978123,-0.06892342,0.99167956,0.513407
67,1.127782139,0.00391002,-0.02085459,1.39799282,-0.06832261,-0.01587976,-0.07657872,0.99459316,0.15263
68,1.144728992,0.00385272,-0.02085934,1.38941489,0.02925587,0.06070017,-0.07706369,0.99474659,0.066138
69,1.161731194,0.00396595,-0.01938024,1.36796938,0.01967922,0.1069597,-0.07106298,0.99152529,0.131489
70,1.177691831,0.00422882,-0.01674434,1.3494863,0.01557363,0.13460351,-0.0590045,0.98901862,0.186022
75,1.261373147,0.00406109,0.00256483,1.35089428,0.00248044,0.13294451,0.03920656,0.99034461,0.260678
76,1.278065922,0.00376923,0.00500252,1.37002915,0.00609102,0.10351532,0.05118321,0.99329138,0.054486
77,1.294815566,0.0036488,0.00623649,1.39063974,-0.02615824,-0.05395035,0.05689681,0.99657807,0.114129
78,1.311693801,0.00368584,0.00608445,1.39785178,-0.08090044,-0.01729604,0.05557474,0.99502131,0.178168
79,1.328080062,0.00392069,0.00464135,1.39816462,-0.11780603,-0.01138238,0.04812406,0.99180454,0.390053
80,1.345134925,0.00428486,0.00211412,1.39859166,-0.1407196,-0.00881665,0.03587474,0.98936003,0.553151
86,1.447978654,0.00421279,-0.01939027,1.3982771,-0.11523676,-0.00905696,-0.06484305,0.99117801,0.457206
87,1.464353068,0.00394221,-0.02109434,1.39814366,-0.07928639,-0.01219628,-0.07419278,0.99401225,0.262433
88,1.482294965,0.00384728,-0.02150238,1.39393493,-0.0249425,-0.03931268,-0.07818404,0.99585121,0.083774
89,1.497657285,0.00388491,-0.02034183,1.37375018,0.02057497,0.09661734,-0.07402882,0.9923515,0.098399
90,1.514409074,0.00410666,-0.01792028,1.35312625,0.01804798,0.12984645,-0.0639361,0.98930599,0.251692
92,1.547755616,0.00461737,-0.01038717,1.32644903,0.00854776,0.16267065,-0.02870801,0.98622566,0.351225
96,1.614137537,0.00387072,0.00512004,1.3610755,0.00510009,0.11810741,0.04732725,0.99185924,0.10096
97,1.63157445,0.00366218,0.00690798,1.38255749,0.00980211,0.07825773,0.05505219,0.9953637,0.041028
98,1.64759791,0.00366089,0.00734483,1.39745173,-0.06018601,-0.02053923,0.05662024,0.99636837,0.10953
99,1.664224044,0.0038216,0.00637225,1.39815127,-0.10669513,-0.01251634,0.05138921,0.992884,0.379835
100,1.684620071,0.00415168,0.00419022,1.39808602,-0.13481141,-0.00919688,0.04065472,0.98999419,0.469866
105,1.76517184,0.00467486,-0.0149518,1.39827458,0.1555152,0.01187928,-0.04579011,0.98670014,0.73767
106,1.781450411,0.00433778,-0.01817474,1.39802942,-0.12844094,-0.00865216,-0.06023681,0.98984827,0.531999
107,1.798337867,0.00402967,-0.0204627,1.39828743,-0.09982941,-0.01039323,-0.07164088,0.9923677,0.344978
108,1.814691603,0.003854,-0.0215683,1.39786154,-0.05648321,-0.01782394,-0.07766186,0.99521887,0.151622
109,1.833003512,0.00383359,-0.02117484,1.38427119,0.02574478,0.07453364,-0.07650425,0.9939462,0.072374
110,1.847349248,0.00398919,-0.01934549,1.36234056,0.01916209,0.1161196,-0.06911754,0.99064212,0.142635
111,1.865055456,0.00427271,-0.01638803,1.34406216,0.01463019,0.14147197,-0.05542009,0.98828146,0.210904
115,1.931520777,0.00430472,0.00010466,1.33804381,0.00316372,0.14937388,0.0270531,0.98840557,0.24184
116,1.94827403,0.00395615,0.00341991,1.35270741,0.00484954,0.13064792,0.04327146,0.9904722,0.265349
117,1.965188377,0.0036869,0.00570363,1.37336013,0.00838377,0.09731213,0.05378064,0.99376441,0.026349
118,1.981644147,0.00361568,0.00671217,1.39387169,-0.03443716,-0.04103888,0.05770924,0.99689495,0.044407
119,1.998294302,0.00370967,0.00629355,1.39799753,-0.0902213,-0.0147823,0.05484968,0.99430031,0.265346
120,2.015685436,0.003993,0.00459631,1.39815709,-0.1240441,-0.01162253,0.04618413,0.99113319,0.473299
126,2.114274175,0.00446145,-0.01745911,1.39832731,0.14720562,0.01094923,-0.05549812,0.987487,0.629831
127,2.130814706,0.00412911,-0.02015563,1.39839112,-0.11192344,-0.00955086,-0.06784308,0.99135223,0.40313
128,2.147569899,0.00387941,-0.02170372,1.39764214,-0.07507433,-0.01534782,-0.07622654,0.99414174,0.175856
129,2.164182755,0.00381742,-0.02192446,1.39202303,-0.0152525,-0.04812358,-0.07868907,0.99562016,0.082436
130,2.181680618,0.00388313,-0.02054862,1.36996287,0.02143464,0.10372048,-0.07295053,0.99169594,0.092067
131,2.198489642,0.00414424,-0.01795833,1.35051519,0.01532122,0.13363153,-0.06180953,0.98898304,0.230982
