frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming
0,0,947.178565,539.422724,801.944031,683.613953,1090.805054,685.885315,1092.739868,394.907074,804.315186,393.738312,36.5999,0
1,0,946.918313,547.212333,801.052063,690.24707,1089.861206,693.756897,1093.144531,403.824615,804.618713,401.327271,36.5496,0
2,0,946.910626,550.068323,800.559204,692.482361,1089.585083,696.112183,1093.213989,407.70105,804.74939,404.549805,36.7442,0
3,0,947.113126,547.915198,800.726196,689.9823,1089.725464,693.088501,1093.099609,406.236725,804.611877,402.85498,37.2587,0
4,0,947.453133,541.055874,801.757996,683.170471,1090.838745,685.138062,1092.849854,399.232361,804.46167,397.369751,36.5786,0
5,0,947.876148,530.258458,803.149414,672.777344,1092.235107,673.179993,1092.435791,387.904114,804.112,387.925812,35.639,0
6,0,948.640286,516.931165,804.928955,660.499207,1093.948975,658.061035,1091.75061,373.963531,803.254211,375.726135,34.4166,0
7,0,949.114901,501.987838,806.706726,646.729919,1095.646973,641.781006,1091.068848,357.707428,802.614563,362.224945,34.4673,0
8,0,949.198248,487.175742,808.072144,633.320679,1097.097412,625.813049,1089.933716,341.435333,801.560303,348.783295,34.7229,0
9,0,949.282481,474.066209,809.294128,621.6698,1098.354126,611.790222,1088.699585,327.064941,800.405823,336.522339,34.513,0
10,0,949.201599,464.076715,810.405823,612.85553,1099.20459,601.349487,1087.790161,315.52002,799.503052,327.08255,34.2938,0
11,0,949.080052,458.038596,810.843384,608.040039,1099.692017,595.264771,1086.976685,308.406128,798.867493,321.176331,34.2156,0
12,0,948.926699,456.495939,811.029541,607.106323,1099.835327,594.125244,1086.756348,305.95929,798.697021,319.48584,33.2718,0
13,0,948.968379,459.700102,810.818298,610.580811,1099.647949,598.158997,1087.12561,308.811584,798.908997,321.811096,33.8077,0
14,0,948.961878,467.25928,810.216675,617.977295,1099.008911,606.857544,1087.819824,316.418793,799.511536,328.216156,34.3566,0
15,0,948.97413,478.365232,809.223633,628.440002,1098.191162,619.563538,1088.784302,328.226379,800.599426,337.963989,34.0219,0
16,0,948.813085,491.877851,807.809692,641.055847,1096.795532,634.368103,1090.019775,342.484772,801.696899,350.22171,33.5343,0
17,0,948.46545,506.254778,806.214111,653.97052,1095.089478,650.288513,1091.032104,358.211609,802.581421,362.947968,33.2544,0
18,0,948.108981,519.675612,804.412231,665.911255,1093.455566,664.705444,1091.99585,373.24649,803.570801,375.452423,35.7853,0
19,0,947.469767,530.895057,802.706421,675.659973,1091.63623,676.55188,1092.484619,385.878632,803.95636,385.898041,36.8829,0
20,0,947.104654,538.386646,801.458557,681.942261,1090.385376,684.3255,1092.848999,394.734192,804.311462,392.944366,36.9547,0
21,0,946.879508,541.380082,800.822266,683.739807,1089.716064,687.352905,1093.157959,398.804749,804.604919,395.981567,37.2313,0
22,0,947.023302,539.694336,800.655518,681.683594,1089.607056,685.008667,1093.046143,398.039703,804.576721,394.519806,36.5595,0
23,0,947.072952,533.367726,801.148132,675.155823,1090.075073,677.657959,1092.890869,391.683502,804.428833,389.438721,36.3298,0
24,0,947.642885,522.843956,802.401123,664.953003,1091.329346,666.048279,1092.527222,381.084625,804.159729,379.842255,36.587,0
25,0,948.067707,509.364748,803.745361,652.247009,1092.750366,651.340515,1091.847534,367.019592,803.52179,367.523163,34.7094,0
26,0,948.639654,494.043758,805.510376,638.065674,1094.502808,634.387573,1091.250732,350.543274,802.702576,353.628815,34.6014,0
27,0,948.846413,478.475915,807.025513,623.788025,1096.033447,617.798767,1090.233521,333.608276,801.871338,339.353699,33.9817,0
28,0,948.905486,464.380854,808.359131,611.130615,1097.261963,602.611084,1089.042236,318.058777,800.710266,326.300873,33.8635,0
29,0,949.07158,452.808818,809.661072,601.031311,1098.534058,590.264465,1088.054199,305.04126,799.751404,315.484039,34.3996,0
30,0,948.909447,445.119434,810.41687,594.576721,1099.322021,582.501831,1087.151001,295.933044,798.961426,308.161346,34.5589,0
31,0,948.722128,442.202206,810.711914,592.623718,1099.445068,579.765137,1086.641113,291.880127,798.520447,305.115021,34.866,0
32,0,948.701997,444.394475,810.710632,595.359436,1099.487793,582.601746,1086.710693,293.410553,798.537109,306.756317,34.4196,0
33,0,948.605778,451.444737,810.276733,602.429565,1099.053711,590.640198,1087.058105,300.325348,798.831909,312.872925,33.6336,0
34,0,948.755762,462.542732,809.601685,613.248291,1098.465088,603.099609,1088.014282,311.72406,799.806641,322.699585,33.6493,0
35,0,948.853536,477.03729,808.542175,626.911072,1097.411743,619.094055,1089.332886,326.98407,801.006287,335.66037,32.8921,0
36,0,948.509602,493.363986,806.906494,642.117065,1095.780518,636.916199,1090.415771,344.292542,802.008484,350.562134,33.8762,0
37,0,948.344362,509.938304,805.319031,657.226013,1094.259644,654.788757,1091.565063,362.449402,802.987793,365.642487,34.5975,0
38,0,947.945335,524.944906,803.660095,670.97052,1092.665039,670.906921,1092.240234,378.909515,803.922974,379.686218,35.8526,0
39,0,947.323796,536.837716,802.080139,681.214355,1090.980835,683.363647,1092.747192,392.28241,804.328003,390.986237,36.3981,0
40,0,947.057388,544.864167,801.094604,687.994873,1089.947754,691.403931,1093.18689,401.569977,804.69989,398.87088,36.4985,0
41,0,946.945829,548.114596,800.569519,690.456238,1089.49292,694.292358,1093.255737,405.837524,804.762634,402.309998,37.0255,0
42,0,946.970311,546.390462,800.678955,688.463379,1089.691772,691.718201,1093.077881,404.496033,804.59137,401.411499,36.624,0
43,0,947.468416,539.972155,801.810547,682.096558,1090.862183,684.095886,1092.8479,398.119385,804.476074,396.251892,36.1471,0
44,0,947.97252,529.513262,803.067871,672.048157,1092.08606,672.277771,1092.442017,387.406403,804.12323,387.010529,36.4588,0
45,0,948.5635,516.596698,804.788635,660.18689,1093.71936,657.799805,1091.798096,373.546082,803.323242,375.311493,34.9738,0
46,0,948.968104,502.100947,806.481934,646.838928,1095.556519,642.146729,1090.958618,357.866455,802.617615,362.282471,34.8505,0
47,0,949.075774,487.81362,807.894653,633.828979,1096.921387,626.749512,1089.925659,342.140839,801.643616,349.266266,33.6013,0
48,0,949.264991,475.188189,809.068787,622.800842,1098.099609,613.096985,1088.851196,328.217804,800.571167,337.409851,33.2576,0
49,0,949.206685,465.583352,810.164734,614.40686,1099.125488,603.000732,1087.866821,317.168518,799.589172,328.442139,34.3215,0
50,0,948.933148,459.962822,810.646973,609.83075,1099.546631,597.441223,1087.063477,310.263794,798.94873,323.058624,33.922,0
