t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.002827,-0.777894,1.057826,-0.768921,1.051547
0.019494,-0.466396,0.470533,-0.466716,0.469636
0.036161,-0.131557,-0.136219,-0.132194,-0.135594
0.052827,0.197691,-0.704173,0.198055,-0.705161
0.069494,0.510383,-1.223496,0.509163,-1.221875
0.086161,0.753910,-1.610420,0.753477,-1.610631
0.102827,0.924208,-1.865350,0.923250,-1.863699
0.119494,1.000617,-1.934103,1.000979,-1.929946
0.136161,1.002222,-1.767694,1.000287,-1.769446
0.152827,0.891417,-1.484238,0.890599,-1.481953
0.169494,0.699597,-1.037940,0.700780,-1.037235
0.186161,0.480527,-0.494560,0.478597,-0.492860
0.202827,0.201232,0.116970,0.201862,0.114392
0.219494,-0.067446,0.669132,-0.067161,0.670256
0.236161,-0.306200,1.179514,-0.305466,1.177787
0.252827,-0.484810,1.555973,-0.484390,1.554753
0.269494,-0.592571,1.776235,-0.591905,1.775412
0.286161,-0.615649,1.828614,-0.614408,1.826364
0.302827,-0.542654,1.684507,-0.542058,1.683079
0.319494,-0.392538,1.371448,-0.392366,1.371024
0.336161,-0.187930,0.935329,-0.187003,0.933564
0.352827,0.063698,0.392144,0.063536,0.392700
0.369494,0.318171,-0.169584,0.317977,-0.169259
0.386161,0.548758,-0.705007,0.548601,-0.704528
0.402827,0.731910,-1.164866,0.730604,-1.164671
0.419494,0.828036,-1.513171,0.827737,-1.511425
0.436161,0.842254,-1.691902,0.842241,-1.688327
0.452827,0.774015,-1.653758,0.771654,-1.655215
0.469494,0.584126,-1.492519,0.584396,-1.487877
0.486161,0.331664,-1.120104,0.330442,-1.122255
0.502827,0.009341,-0.688255,0.010973,-0.689089
0.519494,-0.309898,-0.207216,-0.310984,-0.205117
0.536161,-0.650967,0.336515,-0.652444,0.340128
0.552827,-0.993996,0.922512,-0.992499,0.918038
0.569494,-1.257341,1.353941,-1.256451,1.353192
0.586161,-1.426643,1.652110,-1.426029,1.651100
0.602827,-1.490105,1.783075,-1.489171,1.781328
0.619494,-1.435119,1.721793,-1.434025,1.719372
0.636161,-1.261532,1.461594,-1.260888,1.460826
0.652827,-0.989720,1.054764,-0.988993,1.054048
0.669494,-0.638912,0.538451,-0.638795,0.538156
0.686161,-0.246979,-0.034839,-0.246528,-0.035705
0.702827,0.162044,-0.625994,0.160769,-0.624111
0.719494,0.527355,-1.136364,0.528160,-1.137143
0.736161,0.858210,-1.568944,0.857173,-1.565907
0.752827,1.097631,-1.821564,1.096816,-1.820895
0.769494,1.232955,-1.916155,1.230566,-1.915049
0.786161,1.230985,-1.839746,1.230974,-1.837566
0.802827,1.139255,-1.580578,1.141070,-1.582846
0.819494,0.998532,-1.231555,0.997866,-1.230886
0.836161,0.774835,-0.761430,0.770342,-0.754423
0.852827,0.419418,-0.095995,0.419939,-0.095830
0.869494,0.053805,0.583289,0.056240,0.578233
0.886161,-0.251755,1.118396,-0.251405,1.117264
0.902827,-0.505201,1.528255,-0.505140,1.528560
0.919494,-0.691891,1.806180,-0.691021,1.804342
0.936161,-0.784243,1.895033,-0.783603,1.893675
0.952827,-0.779922,1.797089,-0.778644,1.795191
0.969494,-0.670016,1.512012,-0.669364,1.511292
0.986161,-0.477704,1.085855,-0.477220,1.084553
1.002827,-0.225702,0.545963,-0.225815,0.545971
1.019494,0.050350,-0.037062,0.051093,-0.037943
1.036161,0.338189,-0.627290,0.337153,-0.625211
1.052827,0.579069,-1.121251,0.578477,-1.121303
1.069494,0.757704,-1.512324,0.757382,-1.511343
1.086161,0.861666,-1.748108,0.860845,-1.744716
1.102827,0.871015,-1.767564,0.870873,-1.766394
1.119494,0.793542,-1.610612,0.791673,-1.610517
1.136161,0.602998,-1.311319,0.602304,-1.311479
1.152827,0.334878,-0.899362,0.334830,-0.895621
1.169494,0.023338,-0.340844,0.023130,-0.341331
1.186161,-0.307668,0.242492,-0.307313,0.241116
1.202827,-0.621428,0.784557,-0.620689,0.783942
1.219494,-0.886070,1.251538,-0.887118,1.252996
1.236161,-1.110815,1.638634,-1.109061,1.635543
1.252827,-1.227095,1.830540,-1.226341,1.829052
1.269494,-1.241268,1.835381,-1.240522,1.833702
1.286161,-1.151379,1.648004,-1.150531,1.646280
1.302827,-0.963202,1.285040,-0.962352,1.283850
1.319494,-0.692220,0.788583,-0.692486,0.789072
1.336161,-0.379856,0.230968,-0.379320,0.230535
1.352827,-0.037379,-0.356334,-0.036985,-0.357502
1.369494,0.304788,-0.936539,0.303969,-0.933872
1.386161,0.597490,-1.394440,0.596697,-1.393673
1.402827,0.818081,-1.724534,0.817231,-1.725355
1.419494,0.950455,-1.925108,0.949483,-1.922434
1.436161,0.985660,-1.916878,0.986081,-1.912834
1.452827,0.948984,-1.676464,0.947301,-1.677783
1.469494,0.810347,-1.319005,0.809865,-1.318266
1.486161,0.606074,-0.841690,0.605931,-0.838156
1.502827,0.363712,-0.239200,0.363445,-0.241334
1.519494,0.106872,0.335187,0.106786,0.335008
1.536161,-0.135879,0.866235,-0.133311,0.862089
1.552827,-0.296533,1.244768,-0.297666,1.247303
1.569494,-0.426115,1.561990,-0.426244,1.562425
1.586161,-0.494893,1.755774,-0.494162,1.753515
1.602827,-0.478349,1.758004,-0.476689,1.755181
1.619494,-0.357860,1.553388,-0.356459,1.550794
1.636161,-0.147083,1.162598,-0.147744,1.163901
1.652827,0.098177,0.690746,0.099588,0.687630
1.669494,0.389310,0.106656,0.388937,0.108214
1.686161,0.666117,-0.454328,0.665173,-0.452432
1.702827,0.890800,-0.936091,0.890806,-0.937905
1.719494,1.056676,-1.360666,1.055720,-1.357831
1.736161,1.128877,-1.610314,1.128489,-1.608809
1.752827,1.106834,-1.686908,1.105328,-1.685366
1.769494,0.967171,-1.583606,0.968014,-1.583560
1.786161,0.757116,-1.336436,0.753569,-1.333600
1.802827,0.413677,-0.917637,0.414777,-0.918614
1.819494,0.043871,-0.428982,0.044266,-0.426583
1.836161,-0.336682,0.146841,-0.337054,0.145239
1.852827,-0.713187,0.690083,-0.713334,0.690976
1.869494,-1.054090,1.196214,-1.053564,1.194719
1.886161,-1.321358,1.578173,-1.320134,1.576396
1.902827,-1.481748,1.797126,-1.480984,1.795955
1.919494,-1.530835,1.843530,-1.530544,1.842938
1.936161,-1.472619,1.721166,-1.471851,1.719612
1.952827,-1.302541,1.420342,-1.300641,1.417699
1.969494,-1.014488,0.946362,-1.013884,0.944780
1.986161,-0.655670,0.360225,-0.656656,0.361679
2.002827,-0.284754,-0.230655,-0.284022,-0.231261
2.019494,0.099011,-0.811170,0.096676,-0.806461
2.036161,0.414277,-1.243370,0.416811,-1.247666
2.052827,0.723509,-1.651564,0.721855,-1.650044
2.069494,0.930957,-1.898644,0.928500,-1.896372
2.086161,1.008292,-1.946043,1.009437,-1.942571
2.102827,1.015757,-1.764276,1.013592,-1.764842
2.119494,0.900000,-1.439864,0.900387,-1.436151
2.136161,0.719059,-0.929373,0.718433,-0.930779
2.152827,0.473918,-0.368871,0.472405,-0.368678
2.169494,0.174346,0.220512,0.175353,0.220456
2.186161,-0.105673,0.784526,-0.105001,0.784266
2.202827,-0.344350,1.272941,-0.343855,1.271500
2.219494,-0.522602,1.624272,-0.522110,1.622954
2.236161,-0.625120,1.811518,-0.624226,1.809905
2.252827,-0.635839,1.813754,-0.635625,1.813637
2.269494,-0.564759,1.655581,-0.563702,1.653275
2.286161,-0.402720,1.311172,-0.401303,1.308279
2.302827,-0.158177,0.800646,-0.158380,0.801535
2.319494,0.117352,0.236864,0.117384,0.236619
2.336161,0.401288,-0.347816,0.401166,-0.347401
2.352827,0.663762,-0.890156,0.663448,-0.888814
2.369494,0.876760,-1.328294,0.875666,-1.327527
2.386161,1.006779,-1.634546,1.006196,-1.635069
2.402827,1.050022,-1.803930,1.049912,-1.799433
2.419494,1.008482,-1.733799,1.007753,-1.732679
2.436161,0.871574,-1.489806,0.869756,-1.490140
