frame_idx,tag_id,cx,cy,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y,decision_margin,hamming,area_px2,quality_score,corner_sharpness
0,0,948.837213,498.772182,806.680603,645.334167,1095.661499,640.460388,1090.864136,352.343903,802.483215,357.537811,33.5595,0,83150.1602,9677.1401,44.5207
1,0,948.760006,498.541564,806.651611,645.087341,1095.63916,640.286438,1090.810425,352.055573,802.448486,357.344482,34.1336,0,83157.3161,9843.1097,45.3843
2,0,948.783993,498.522037,806.660339,645.0224,1095.589355,640.280762,1090.903687,352.025757,802.451294,357.219727,33.956,0,83173.342,9792.8387,41.8926
3,0,948.751395,498.616445,806.577026,645.159058,1095.567139,640.365051,1090.897705,352.102753,802.454651,357.368927,34.5448,0,83180.0564,9963.0495,44.7149
4,0,948.78833,498.92389,806.589111,645.466675,1095.512817,640.678711,1090.956665,352.412933,802.490051,357.580841,33.6841,0,83187.6335,9715.2579,40.8512
5,0,948.808177,499.450765,806.579773,646.033142,1095.550903,641.26062,1090.883057,353.026611,802.470947,358.032776,34.3899,0,83198.4737,9919.4728,41.1942
6,0,948.871276,500.152008,806.606201,646.654846,1095.480225,642.036377,1090.990845,353.799011,802.501038,358.498657,34.0038,0,83217.219,9809.2105,41.1446
7,0,948.824046,500.914189,806.568848,647.397766,1095.49292,642.839722,1090.957031,354.556458,802.505859,359.328003,34.3561,0,83213.0484,9910.5915,42.1488
8,0,948.820236,501.703492,806.595764,648.260986,1095.519409,643.569214,1090.984619,355.207916,802.508301,360.21225,35.0269,0,83225.6836,10104.862,43.2149
9,0,948.852444,502.481171,806.623657,649.0802,1095.541504,644.271057,1090.995605,355.970398,802.572021,361.086273,33.5559,0,83201.0179,9679.0607,45.8264
10,0,948.877267,503.19276,806.616821,649.836121,1095.569092,645.049683,1090.994385,356.697144,802.56427,361.702179,34.2351,0,83234.4034,9876.9541,41.2107
11,0,948.846853,503.763516,806.632935,650.291443,1095.622681,645.719116,1090.989502,357.309021,802.614136,362.333191,34.5426,0,83214.501,9964.4775,38.7975
12,0,948.959073,504.357163,806.705017,650.938599,1095.707764,646.208374,1091.044434,357.949554,802.597351,362.880005,33.753,0,83219.7816,9737.0111,40.7355
13,0,948.949498,504.665305,806.728271,651.136536,1095.715332,646.548523,1091.077515,358.29007,802.609375,363.193634,34.703,0,83203.3961,10010.08,38.5165
14,0,948.910909,504.845318,806.672974,651.243835,1095.682251,646.788696,1091.104126,358.492828,802.617737,363.36438,33.6427,0,83204.8181,9704.3194,39.7521
15,0,948.903073,504.974286,806.732971,651.329163,1095.613159,646.828186,1091.108032,358.583527,802.597778,363.51178,34.7663,0,83173.5472,10026.5399,40.6818
16,0,948.904449,504.856462,806.742859,651.24292,1095.606201,646.625488,1091.094849,358.440338,802.589478,363.461212,33.9543,0,83157.1892,9791.3975,36.4917
17,0,948.876959,504.521051,806.682617,650.909424,1095.602783,646.276672,1091.077515,358.126282,802.623413,363.22171,33.5555,0,83139.4038,9675.3608,41.0537
18,0,948.883151,503.991823,806.733704,650.440735,1095.62915,645.695801,1090.970337,357.607056,802.571411,362.707184,34.1288,0,83126.4538,9839.8991,41.1281
19,0,948.91996,503.363388,806.710815,649.835876,1095.667236,645.016541,1090.97998,357.044495,802.579285,362.102722,33.6629,0,83118.6505,9705.1169,44.2314
20,0,948.893216,502.64223,806.721252,649.119202,1095.740845,644.318054,1090.959351,356.274292,802.589233,361.490906,34.4692,0,83119.1042,9937.6027,42.5785
21,0,948.85052,501.990964,806.757446,648.315613,1095.649902,643.672241,1091.001465,355.60672,802.507263,360.749908,34.2411,0,83112.2192,9871.4318,44.4091
22,0,948.868731,501.251043,806.687561,647.64563,1095.682373,642.934265,1090.934082,354.975708,802.503296,360.000366,33.5508,0,83113.837,9672.518,41.9587
23,0,948.908203,500.621754,806.674622,647.003113,1095.641968,642.309204,1090.920166,354.468475,802.491455,359.240417,33.3397,0,83108.8603,9611.3712,38.5
24,0,948.928246,500.08192,806.685486,646.594482,1095.692871,641.744385,1090.866211,353.883301,802.492981,358.737366,33.7648,0,83124.013,9734.8089,40.3388
25,0,948.906194,499.73653,806.703247,646.272949,1095.681763,641.366272,1090.859375,353.457489,802.441284,358.406555,33.661,0,83135.0417,9705.5259,42.5248
26,0,948.842561,499.480799,806.671692,646.039978,1095.652466,641.187439,1090.855957,353.083954,802.473877,358.200043,33.3772,0,83154.4994,9624.8236,40.843
27,0,948.81126,499.424899,806.655518,645.933716,1095.593018,641.148071,1090.942993,352.940826,802.487671,358.144104,33.7371,0,83166.1329,9729.2867,40.2355
28,0,948.852043,499.490006,806.697205,646.036255,1095.575073,641.183167,1090.880981,353.073547,802.458008,358.114563,33.5911,0,83157.9369,9686.7051,41.595
29,0,948.866504,499.69467,806.665527,646.281616,1095.652954,641.534424,1090.859741,353.321869,802.473694,358.235291,33.4067,0,83200.8481,9636.0147,40.4174
30,0,948.846734,500.157645,806.611633,646.732239,1095.590698,642.012817,1090.858765,353.812927,802.519409,358.705231,34.1848,0,83187.8046,9859.6812,41.0744
31,0,948.776389,500.73739,806.582703,647.234985,1095.573853,642.658936,1090.826904,354.387299,802.455933,359.277008,34.2729,0,83194.2871,9885.4765,37.7397
32,0,948.869249,501.395132,806.565369,647.981323,1095.605957,643.274902,1090.997192,354.990173,802.566101,359.93457,33.9506,0,83224.5458,9794.2948,44.2562
33,0,948.783007,502.090708,806.604065,648.645508,1095.577759,644.04071,1090.924072,355.574951,802.570374,360.703613,34.6991,0,83215.1215,10009.6602,45.8306
34,0,948.824689,502.836236,806.587891,649.394653,1095.501221,644.67804,1091.023682,356.316772,802.568237,361.400665,33.5061,0,83213.2012,9665.4036,45.0331
35,0,948.82755,503.482913,806.592896,650.055359,1095.501343,645.370483,1091.045654,356.927521,802.565125,361.993286,34.7275,0,83237.5927,10019.2053,39.9504
36,0,948.891616,503.912998,806.646545,650.375671,1095.583252,645.765747,1091.066895,357.522186,802.580505,362.428223,33.3782,0,83196.9167,9627.5665,40.4628
