t_s,bending_avg_y_mm,torsion_diff_y_mm
0.015019713,0.361292,-0.289272
0.03168638,0.437034,-0.307666
0.048353046,0.474189,-0.287388
0.065019713,0.48852,-0.248789
0.08168638,0.483981,-0.19576
0.098353046,0.461553,-0.131653
0.115019713,0.423105,-0.065037
0.13168638,0.357018,0.004301
0.148353046,0.263079,0.092422
0.165019713,0.164614,0.194606
0.18168638,0.061914,0.269918
0.198353046,-0.032258,0.315544
0.215019713,-0.112706,0.321095
0.23168638,-0.177366,0.306366
0.248353046,-0.224088,0.27679
0.265019713,-0.261646,0.240569
0.28168638,-0.284364,0.19315
0.298353046,-0.289093,0.126215
0.315019713,-0.269429,0.01781
0.33168638,-0.22958,-0.101289
0.348353046,-0.18667,-0.185849
0.365019713,-0.152669,-0.217102
0.38168638,-0.12104,-0.219893
0.398353046,-0.102162,-0.217079
0.415019713,-0.084564,-0.22253
0.43168638,-0.070661,-0.21296
0.448353046,-0.067364,-0.193117
0.465019713,-0.07942,-0.13113
0.48168638,-0.110832,-0.034456
0.498353046,-0.14965,0.070918
0.515019713,-0.179898,0.1454
0.53168638,-0.199035,0.188817
0.548353046,-0.202283,0.209478
0.565019713,-0.196165,0.215696
0.58168638,-0.188422,0.22604
0.598353046,-0.175636,0.227826
0.615019713,-0.147932,0.190091
0.63168638,-0.09726,0.111436
0.648353046,-0.030116,0.019813
0.665019713,0.039506,-0.066288
0.68168638,0.105683,-0.141511
0.698353046,0.149926,-0.177147
0.715019713,0.190066,-0.215977
0.73168638,0.221386,-0.240258
0.748353046,0.245678,-0.247647
0.765019713,0.256956,-0.240844
0.78168638,0.247703,-0.21308
0.798353046,0.215632,-0.144454
0.815019713,0.166347,-0.067234
0.83168638,0.108054,0.02379
0.848353046,0.056453,0.109286
0.865019713,0.01286,0.176735
0.88168638,-0.021374,0.222486
0.898353046,-0.054602,0.255278
0.915019713,-0.077952,0.272111
0.93168638,-0.084064,0.271613
0.948353046,-0.073824,0.250114
0.965019713,-0.042218,0.185318
0.98168638,-0.003244,0.107665
0.998353046,0.039088,0.025192
1.015019713,0.075014,-0.058276
1.03168638,0.097703,-0.136676
1.048353046,0.10694,-0.194996
1.065019713,0.111568,-0.228313
1.08168638,0.10044,-0.240824
1.098353046,0.057865,-0.241041
1.115019713,0.000138,-0.22702
1.13168638,-0.06711,-0.156349
1.148353046,-0.142731,-0.076638
1.165019713,-0.230458,0.004041
1.18168638,-0.317974,0.082886
1.198353046,-0.39239,0.17156
1.215019713,-0.440871,0.235681
1.23168638,-0.471699,0.26708
1.248353046,-0.480931,0.270768
1.265019713,-0.465106,0.256818
1.28168638,-0.410393,0.232692
1.298353046,-0.326008,0.172797
1.315019713,-0.230105,0.08437
1.33168638,-0.113921,-0.013925
1.348353046,0.011431,-0.116214
1.365019713,0.134827,-0.201392
1.38168638,0.249009,-0.273522
1.398353046,0.349409,-0.327392
1.415019713,0.429472,-0.366175
1.43168638,0.479694,-0.355098
1.448353046,0.512512,-0.299136
1.465019713,0.515293,-0.238523
1.48168638,0.489532,-0.168381
1.498353046,0.429662,-0.062409
1.515019713,0.349959,0.043919
1.53168638,0.252863,0.136688
1.548353046,0.160912,0.218866
1.565019713,0.075634,0.300142
1.58168638,-0.005281,0.354038
1.598353046,-0.08518,0.353395
1.615019713,-0.142291,0.33141
1.63168638,-0.172656,0.283029
1.648353046,-0.18486,0.229405
1.665019713,-0.178148,0.160176
1.68168638,-0.160091,0.07002
1.698353046,-0.132185,-0.030469
1.715019713,-0.092534,-0.125093
1.73168638,-0.056183,-0.19505
1.748353046,-0.030697,-0.242836
1.765019713,-0.015175,-0.2538
1.78168638,-0.011464,-0.2483
1.798353046,-0.021649,-0.227442
1.815019713,-0.047448,-0.180116
1.83168638,-0.090258,-0.119671
1.848353046,-0.142533,-0.032579
1.865019713,-0.196339,0.0629
1.88168638,-0.257,0.151702
1.898353046,-0.31311,0.217409
1.915019713,-0.350378,0.2535
1.93168638,-0.37262,0.276382
1.948353046,-0.373343,0.28891
1.965019713,-0.364319,0.271622
1.98168638,-0.341457,0.231016
1.998353046,-0.296777,0.162405
2.015019713,-0.234336,0.067768
2.03168638,-0.155058,-0.044368
2.048353046,-0.07425,-0.128021
2.065019713,0.008565,-0.195454
2.08168638,0.074156,-0.254512
2.098353046,0.12402,-0.287148
2.115019713,0.171337,-0.312618
2.13168638,0.204637,-0.31499
2.148353046,0.227979,-0.285204
2.165019713,0.23266,-0.216825
2.18168638,0.206282,-0.115537
2.198353046,0.164078,-0.008268
2.215019713,0.118346,0.091841
2.23168638,0.080554,0.16
2.248353046,0.056059,0.208582
2.265019713,0.039614,0.249648
2.28168638,0.018681,0.293903
2.298353046,-0.000957,0.320437
2.315019713,-0.015229,0.303983
2.33168638,-0.007218,0.234244
2.348353046,0.022966,0.134842
2.365019713,0.058107,0.038034
2.38168638,0.080078,-0.03553
2.398353046,0.080366,-0.096118
2.415019713,0.066554,-0.147141
2.43168638,0.061972,-0.186692
2.448353046,0.053224,-0.233318
2.465019713,0.034062,-0.262884
2.48168638,-0.00421,-0.251918
2.498353046,-0.061566,-0.173138
2.515019713,-0.131038,-0.079682
2.53168638,-0.204367,0.016519
2.548353046,-0.26856,0.088559
2.565019713,-0.307104,0.131276
2.58168638,-0.329951,0.175294
2.598353046,-0.341899,0.227929
2.615019713,-0.348808,0.266351
2.63168638,-0.338966,0.285398
2.648353046,-0.294804,0.250202
2.665019713,-0.223822,0.17255
2.68168638,-0.12367,0.070579
2.698353046,-0.016364,-0.015306
2.715019713,0.085349,-0.084664
2.73168638,0.170071,-0.132595
2.748353046,0.241074,-0.194581
2.765019713,0.305567,-0.257032
2.78168638,0.358473,-0.29391
2.798353046,0.389008,-0.311961
2.815019713,0.388065,-0.291
2.83168638,0.355986,-0.224958
2.848353046,0.284164,-0.12368
2.865019713,0.200774,-0.043095
2.88168638,0.11509,0.04752
2.898353046,0.034294,0.126335
2.915019713,-0.056549,0.186048
2.93168638,-0.146826,0.248976
2.948353046,-0.230139,0.310638
2.965019713,-0.294964,0.335795
2.98168638,-0.328116,0.32017
2.998353046,-0.326979,0.267062
3.015019713,-0.29316,0.185156
3.03168638,-0.250531,0.100352
3.048353046,-0.201816,0.024425
3.065019713,-0.145997,-0.048926
3.08168638,-0.083658,-0.130831
3.098353046,-0.01138,-0.207052
3.115019713,0.063894,-0.2722
3.13168638,0.118455,-0.300155
3.148353046,0.142537,-0.291346
3.165019713,0.136981,-0.256064
3.18168638,0.114989,-0.200584
3.198353046,0.083358,-0.136311
3.215019713,0.042931,-0.068292
3.23168638,-0.00709,0.001537
3.248353046,-0.068051,0.087422
3.265019713,-0.137761,0.182234
3.28168638,-0.206968,0.252398
3.298353046,-0.259382,0.2874
3.315019713,-0.286569,0.287213
3.33168638,-0.293338,0.266761
3.348353046,-0.279036,0.223154
3.365019713,-0.253725,0.169325
3.38168638,-0.216704,0.102408
3.398353046,-0.16422,0.024517
3.415019713,-0.099122,-0.057858
3.43168638,-0.020616,-0.143882
3.448353046,0.057616,-0.225018
3.465019713,0.121378,-0.284108
3.48168638,0.168761,-0.300752
3.498353046,0.200402,-0.275483
3.515019713,0.215149,-0.240007
3.53168638,0.214151,-0.18799
3.548353046,0.198204,-0.130231
3.565019713,0.1636,-0.07283
3.58168638,0.117793,0.010596
3.598353046,0.061995,0.11459
3.615019713,0.005276,0.205236
3.63168638,-0.046844,0.266382
3.648353046,-0.091912,0.300841
3.665019713,-0.117434,0.291964
3.68168638,-0.133188,0.263313
3.698353046,-0.138529,0.230266
3.715019713,-0.134632,0.190726
3.73168638,-0.126209,0.13561
3.748353046,-0.10952,0.05537
3.765019713,-0.086567,-0.036598
3.78168638,-0.065143,-0.124007
3.798353046,-0.04907,-0.200769
3.815019713,-0.0378,-0.235664
3.83168638,-0.036888,-0.242712
3.848353046,-0.048938,-0.226446
3.865019713,-0.070002,-0.190841
3.88168638,-0.093309,-0.151205
3.898353046,-0.122486,-0.11171
3.915019713,-0.158096,-0.046732
3.93168638,-0.189685,0.025522
3.948353046,-0.217236,0.100836
3.965019713,-0.224559,0.159102
3.98168638,-0.213648,0.199108
3.998353046,-0.187408,0.22032
4.015019713,-0.146114,0.209522
4.03168638,-0.091635,0.17273
4.048353046,-0.028776,0.126492
4.065019713,0.043843,0.069862
4.08168638,0.117726,0.001387
