frame_idx,timestamp_s,x_w,y_w,z_w,qx,qy,qz,qw,reproj_err
0,0.005331897,0.00560314,-0.00555639,1.39591028,-0.03654003,-0.02764608,-0.01010221,0.99889863,0.094069
1,0.022211952,0.00560147,-0.0055528,1.39583614,-0.03671614,-0.02800289,-0.01007044,0.99888255,0.080091
2,0.038683169,0.00560157,-0.00554752,1.39593467,-0.03624181,-0.02804579,-0.0100935,0.99889844,0.092799
3,0.055580321,0.00560215,-0.00554127,1.39588951,-0.03597475,-0.02752476,-0.01010472,0.99892247,0.087947
4,0.071681677,0.0056009,-0.00553658,1.39574913,-0.03737639,-0.02939404,-0.01000403,0.99881876,0.075563
5,0.088329329,0.00560056,-0.00553431,1.39581258,-0.03717182,-0.02842317,-0.01008066,0.99885372,0.088153
6,0.105199554,0.00560276,-0.00552473,1.39564754,-0.03697197,-0.02980985,-0.01004497,0.99882108,0.089613
7,0.121786598,0.00560188,-0.00550943,1.39565181,-0.03600779,-0.02972972,-0.01016339,0.99885749,0.080265
8,0.138694145,0.0056009,-0.00549512,1.39547664,-0.03646759,-0.03031574,-0.01009925,0.99882385,0.103487
9,0.155471989,0.00560191,-0.00548644,1.39578224,-0.03788316,-0.02891848,-0.01001939,0.9988134,0.108367
10,0.172547107,0.00559497,-0.00546939,1.39581537,0.04073426,0.03353854,-0.01006865,0.99855621,0.081806
11,0.189075636,0.00559512,-0.00546889,1.39614132,0.03888426,0.03201835,-0.01000661,0.99868048,0.047494
12,0.205467278,0.00559462,-0.00545966,1.39582545,0.04001785,0.03245416,-0.0101223,0.99862047,0.066446
13,0.222058464,0.00559579,-0.00544971,1.39572533,0.04070256,0.03385,-0.00998182,0.99854787,0.081883
14,0.238862376,0.00559597,-0.00544191,1.39576036,0.04040471,0.03460623,-0.01003693,0.99853349,0.098325
15,0.255482398,0.00559499,-0.00543737,1.39570746,0.0401415,0.03365897,-0.01010093,0.99857584,0.087555
16,0.272248598,0.00559648,-0.00543161,1.39569147,0.04105012,0.03331538,-0.01012854,0.99855014,0.1018
