t_s,bending_avg_y_mm,torsion_diff_y_mm,bending_smoothed_mm,torsion_smoothed_mm
0.010681,3.108841,0.020103,3.110294,0.024076
0.027348,3.017196,0.026164,3.014853,0.025990
0.044015,2.840099,0.038068,2.838670,0.038368
0.060681,2.583748,0.064625,2.583306,0.064587
0.077348,2.265794,0.096020,2.266995,0.095656
0.094015,1.921003,0.123312,1.920187,0.123139
0.110681,1.519475,0.147870,1.519317,0.148385
0.127348,1.079924,0.180389,1.079615,0.180192
0.144015,0.609228,0.206084,0.609070,0.206080
0.160681,0.122461,0.226276,0.122471,0.225793
0.177348,-0.364232,0.230740,-0.363469,0.231671
0.194015,-0.825156,0.243288,-0.825623,0.242459
0.210681,-1.271605,0.232164,-1.271402,0.231278
0.227348,-1.682584,0.198268,-1.681891,0.199391
0.244015,-2.041938,0.179286,-2.042449,0.180846
0.260681,-2.364404,0.182428,-2.364939,0.179760
0.277348,-2.642980,0.130599,-2.642436,0.131065
0.294015,-2.850532,0.080939,-2.849807,0.081150
0.310681,-2.978360,0.032770,-2.977962,0.033567
0.327348,-3.031025,-0.000298,-3.031507,-0.001130
0.344015,-3.025574,-0.046009,-3.025608,-0.045862
0.360681,-2.955735,-0.085760,-2.955305,-0.085324
0.377348,-2.815071,-0.113360,-2.815094,-0.113520
0.394015,-2.614123,-0.138394,-2.614432,-0.139141
0.410681,-2.361623,-0.170270,-2.360678,-0.169001
0.427348,-2.040532,-0.172620,-2.040650,-0.172681
0.444015,-1.677125,-0.169729,-1.677401,-0.171040
0.460681,-1.283076,-0.184805,-1.282623,-0.183373
0.477348,-0.854515,-0.169236,-0.855071,-0.170052
0.494015,-0.418029,-0.163498,-0.417860,-0.162804
0.510681,0.030901,-0.142916,0.031331,-0.142528
0.527348,0.487910,-0.115830,0.487807,-0.118006
0.544015,0.933375,-0.128984,0.933260,-0.127431
0.560681,1.356468,-0.114610,1.356327,-0.114875
0.577348,1.747274,-0.103590,1.746780,-0.103316
0.594015,2.091427,-0.086817,2.092302,-0.086601
0.610681,2.405513,-0.067397,2.405210,-0.068247
0.627348,2.660491,-0.065273,2.659799,-0.065360
0.644015,2.842231,-0.065888,2.842495,-0.065284
0.660681,2.962649,-0.054491,2.962349,-0.055201
0.677348,3.008684,-0.051887,3.008585,-0.051294
0.694015,2.982591,-0.032834,2.982250,-0.032777
0.710681,2.880612,-0.006471,2.880577,-0.005882
0.727348,2.710724,0.034781,2.710666,0.034396
0.744015,2.476579,0.070311,2.476369,0.069791
0.760681,2.181360,0.095953,2.180738,0.095627
0.777348,1.825887,0.116060,1.826264,0.116653
0.794015,1.438450,0.148919,1.438040,0.149294
0.810681,1.014651,0.184985,1.017112,0.190761
0.827348,0.614476,0.308699,0.609736,0.296534
0.844015,0.117238,0.195870,0.122918,0.198581
0.860681,-0.283776,0.121856,-0.287878,0.128637
0.877348,-0.754474,0.170765,-0.754772,0.168272
0.894015,-1.215106,0.176980,-1.213356,0.175444
0.910681,-1.615756,0.150481,-1.615423,0.149480
0.927348,-1.970066,0.100056,-1.970723,0.102104
0.944015,-2.288350,0.084253,-2.287934,0.084082
0.960681,-2.545533,0.065566,-2.545537,0.064902
0.977348,-2.743771,0.034292,-2.743208,0.035136
0.994015,-2.869110,0.016705,-2.869630,0.014979
1.010681,-2.938542,-0.031388,-2.938064,-0.030078
1.027348,-2.933466,-0.053324,-2.932861,-0.053068
1.044015,-2.852223,-0.065974,-2.853388,-0.067028
1.060681,-2.727914,-0.091848,-2.726790,-0.090670
1.077348,-2.522400,-0.091423,-2.522166,-0.091659
1.094015,-2.255857,-0.091074,-2.256424,-0.091249
1.110681,-1.948896,-0.092304,-1.948092,-0.091702
1.127348,-1.585005,-0.084132,-1.585268,-0.085371
1.144015,-1.190523,-0.097733,-1.192062,-0.100377
1.160681,-0.795833,-0.152971,-0.791990,-0.146241
1.177348,-0.314134,-0.081205,-0.317496,-0.083344
1.194015,0.115316,-0.047651,0.116427,-0.049533
1.210681,0.561671,-0.055706,0.561875,-0.057496
1.227348,0.999279,-0.103336,0.998839,-0.100843
1.244015,1.407427,-0.107133,1.407971,-0.106720
1.260681,1.793206,-0.099698,1.792911,-0.100655
1.277348,2.131434,-0.105437,2.130992,-0.104892
1.294015,2.410761,-0.098578,2.410510,-0.099147
1.310681,2.627887,-0.098611,2.628420,-0.098236
1.327348,2.791845,-0.087632,2.791059,-0.087804
1.344015,2.875584,-0.074280,2.875483,-0.074224
1.360681,2.889636,-0.053862,2.889737,-0.053350
1.377348,2.837744,-0.018931,2.837635,-0.019144
1.394015,2.718049,0.015756,2.717282,0.015639
1.410681,2.522287,0.048660,2.523025,0.049729
1.427348,2.282508,0.097147,2.281769,0.095277
1.444015,1.978603,0.106198,1.979095,0.106726
1.460681,1.639159,0.119085,1.638867,0.118588
1.477348,1.257424,0.120078,1.257102,0.121467
1.494015,0.841790,0.143861,0.841443,0.143854
1.510681,0.402827,0.163728,0.403148,0.162324
1.527348,-0.035997,0.152470,-0.034962,0.153514
1.544015,-0.452269,0.152840,-0.453106,0.152392
1.560681,-0.871563,0.138656,-0.871760,0.138548
1.577348,-1.274371,0.117312,-1.274176,0.116914
1.594015,-1.644561,0.085878,-1.644175,0.086602
1.610681,-1.970178,0.066598,-1.969968,0.066854
1.627348,-2.247632,0.052483,-2.248159,0.051201
1.644015,-2.484836,0.016587,-2.483895,0.018425
1.660681,-2.651234,0.015020,-2.651981,0.013314
1.677348,-2.773319,-0.014876,-2.772727,-0.013803
1.694015,-2.824403,-0.023146,-2.824522,-0.023395
1.710681,-2.815249,-0.033289,-2.815088,-0.033414
1.727348,-2.740281,-0.043201,-2.739830,-0.042973
1.744015,-2.595656,-0.047454,-2.595829,-0.047255
1.760681,-2.395487,-0.047438,-2.395335,-0.048212
1.777348,-2.138187,-0.060269,-2.138136,-0.060503
1.794015,-1.830938,-0.075386,-1.830430,-0.073372
1.810681,-1.472805,-0.053746,-1.472805,-0.054470
1.827348,-1.081354,-0.047387,-1.082195,-0.049245
1.844015,-0.679930,-0.078256,-0.679244,-0.077279
1.860681,-0.249661,-0.093633,-0.248950,-0.093399
1.877348,0.199747,-0.104236,0.199386,-0.103053
1.894015,0.637374,-0.093480,0.636392,-0.095479
1.910681,1.041585,-0.118695,1.041701,-0.118949
1.927348,1.424688,-0.145343,1.424953,-0.144786
1.944015,1.782476,-0.153940,1.783963,-0.151874
1.960681,2.126678,-0.116845,2.125536,-0.117543
1.977348,2.399029,-0.086937,2.397141,-0.089540
1.994015,2.579053,-0.100488,2.579870,-0.098301
2.010681,2.713348,-0.071166,2.714152,-0.070964
2.027348,2.801382,-0.033647,2.801115,-0.034238
2.044015,2.821476,-0.004255,2.821215,-0.003819
2.060681,2.771130,0.032152,2.769835,0.031365
2.077348,2.633372,0.052633,2.633702,0.052557
2.094015,2.442596,0.070145,2.443483,0.071237
2.110681,2.214366,0.104753,2.214305,0.104801
2.127348,1.935788,0.134679,1.934702,0.133937
2.144015,1.593456,0.142911,1.593052,0.141613
2.160681,1.208097,0.120786,1.208761,0.121637
2.177348,0.809406,0.110598,0.810017,0.112291
2.194015,0.405292,0.128366,0.405174,0.127877
2.210681,-0.010182,0.132526,-0.011709,0.130277
2.227348,-0.453611,0.090738,-0.452821,0.091498
2.244015,-0.872694,0.059922,-0.872001,0.061531
2.260681,-1.258512,0.057467,-1.258680,0.057934
2.277348,-1.618214,0.061824,-1.618463,0.058250
2.294015,-1.947004,0.002341,-1.946431,0.002631
2.310681,-2.224067,-0.045886,-2.224869,-0.041228
2.327348,-2.467649,-0.001102,-2.466834,-0.003270
2.344015,-2.642836,0.011268,-2.643237,0.010454
2.360681,-2.765685,0.008951,-2.765532,0.008851
2.377348,-2.821483,0.002650,-2.821030,0.002778
2.394015,-2.802277,-0.002130,-2.801581,-0.001193
2.410681,-2.704545,0.009104,-2.704698,0.008542
2.427348,-2.547006,0.008448,-2.547773,0.007520
2.444015,-2.344675,-0.010977,-2.343869,-0.009869
2.460681,-2.074011,-0.012422,-2.073230,-0.012249
2.477348,-1.741909,-0.011182,-1.742804,-0.013566
2.494015,-1.386782,-0.051489,-1.386573,-0.047703
2.510681,-0.996184,-0.025432,-0.997697,-0.025078
2.527348,-0.606594,0.000630,-0.603051,-0.004870
2.544015,-0.136320,-0.079498,-0.137387,-0.077102
2.560681,0.318679,-0.119434,0.317774,-0.117917
2.577348,0.746279,-0.126872,0.745792,-0.127572
2.594015,1.142306,-0.138227,1.142913,-0.138042
2.610681,1.518560,-0.138667,1.518318,-0.139059
2.627348,1.852913,-0.140042,1.852843,-0.138639
2.644015,2.142266,-0.109829,2.141369,-0.114094
2.660681,2.366704,-0.146945,2.368449,-0.141257
2.677348,2.568510,-0.072819,2.567136,-0.075019
2.694015,2.687193,-0.031724,2.687079,-0.031682
2.710681,2.742038,0.010304,2.741863,0.009444
2.727348,2.731454,0.032713,2.731658,0.033652
2.744015,2.663509,0.066369,2.663474,0.065808
2.760681,2.536062,0.084286,2.535169,0.083682
2.777348,2.337354,0.086612,2.338127,0.087460
2.794015,2.102235,0.100102,2.101704,0.100646
2.810681,1.813691,0.118834,1.813655,0.117819
2.827348,1.487147,0.113358,1.487633,0.113587
2.844015,1.138535,0.105366,1.137986,0.104957
2.860681,0.755972,0.085590,0.756373,0.085498
2.877348,0.363049,0.062854,0.362611,0.063929
2.894015,-0.047499,0.060308,-0.047824,0.059427
2.910681,-0.464140,0.044223,-0.464019,0.044541
2.927348,-0.868716,0.036151,-0.867750,0.036659
2.944015,-1.237000,0.038605,-1.237724,0.038417
2.960681,-1.591372,0.038067,-1.591521,0.036965
2.977348,-1.914459,0.018955,-1.913527,0.019128
