t_s,bending_avg_y_mm,torsion_diff_y_mm
0.005528397,0.849184,0.270993
0.022195064,0.707071,0.330432
0.03886173,0.551916,0.375464
0.055528397,0.371809,0.454492
0.072195064,0.190665,0.531432
0.08886173,0.022667,0.586434
0.105528397,-0.150498,0.599278
0.122195064,-0.300482,0.575342
0.13886173,-0.43172,0.502326
0.155528397,-0.517976,0.449552
0.172195064,-0.553945,0.424312
0.18886173,-0.580904,0.364148
0.205528397,-0.594456,0.272403
0.222195064,-0.570915,0.169957
0.23886173,-0.5414,0.052845
0.255528397,-0.50833,-0.065972
0.272195064,-0.470006,-0.156322
0.28886173,-0.432147,-0.22068
0.305528397,-0.400865,-0.241842
0.322195064,-0.385931,-0.241968
0.33886173,-0.388508,-0.22725
0.355528397,-0.402845,-0.18405
0.372195064,-0.420657,-0.130835
0.38886173,-0.440087,-0.104433
0.405528397,-0.452168,-0.106371
0.422195064,-0.449788,-0.113164
0.43886173,-0.422725,-0.116479
0.455528397,-0.373328,-0.138994
0.472195064,-0.292452,-0.172709
0.48886173,-0.204339,-0.23182
0.505528397,-0.094152,-0.317933
0.522195064,0.034337,-0.403719
0.53886173,0.21311,-0.548318
0.555528397,0.383873,-0.653089
0.572195064,0.566857,-0.763183
0.58886173,0.755371,-0.838592
0.605528397,0.935842,-0.881775
0.622195064,1.099728,-0.897834
0.63886173,1.24047,-0.860558
0.655528397,1.340718,-0.787843
0.672195064,1.415194,-0.647342
0.68886173,1.457876,-0.442304
0.705528397,1.454128,-0.204388
0.722195064,1.407888,0.053485
0.73886173,1.32113,0.324907
0.755528397,1.201689,0.547487
0.772195064,1.056227,0.73596
0.78886173,0.903302,0.866144
0.805528397,0.72537,1.024905
0.822195064,0.559054,1.141077
0.83886173,0.38469,1.201693
0.855528397,0.199416,1.225632
0.872195064,0.005394,1.201039
0.88886173,-0.206601,1.109584
0.905528397,-0.423492,0.985234
0.922195064,-0.640492,0.840146
0.93886173,-0.844226,0.700119
0.955528397,-1.035402,0.561985
0.972195064,-1.210974,0.413069
0.98886173,-1.361529,0.255193
1.005528397,-1.462745,0.135082
1.022195064,-1.580123,-0.072022
1.03886173,-1.634443,-0.196494
1.055528397,-1.648042,-0.295451
1.072195064,-1.607154,-0.344597
1.08886173,-1.528079,-0.371094
1.105528397,-1.409575,-0.421768
1.122195064,-1.254904,-0.486989
1.13886173,-1.062357,-0.5903
1.155528397,-0.835828,-0.72547
1.172195064,-0.571508,-0.853639
1.18886173,-0.283455,-0.958966
1.205528397,0.022836,-1.012106
1.222195064,0.32286,-1.016519
1.23886173,0.594012,-0.990289
1.255528397,0.82745,-0.951195
1.272195064,1.020159,-0.890152
1.28886173,1.178426,-0.825312
1.305528397,1.308227,-0.731386
1.322195064,1.399249,-0.608645
1.33886173,1.464206,-0.44379
1.355528397,1.479108,-0.297403
1.372195064,1.464154,-0.153618
1.38886173,1.438385,-0.010879
1.405528397,1.401602,0.102269
1.422195064,1.355867,0.206937
1.43886173,1.30643,0.320023
1.455528397,1.250394,0.436731
1.472195064,1.179931,0.557138
1.48886173,1.080402,0.662909
1.505528397,0.962593,0.7444
1.522195064,0.820852,0.784989
1.53886173,0.659793,0.799644
1.555528397,0.484025,0.795984
1.572195064,0.290725,0.789113
1.58886173,0.084044,0.780986
1.605528397,-0.129961,0.772601
1.622195064,-0.345836,0.761936
1.63886173,-0.567178,0.66146
1.655528397,-0.763061,0.53391
1.672195064,-0.947141,0.405227
1.68886173,-1.083518,0.269758
1.705528397,-1.168991,0.167402
1.722195064,-1.21051,0.071945
1.73886173,-1.21598,-0.018927
1.755528397,-1.17248,-0.129314
1.772195064,-1.103845,-0.259702
1.78886173,-1.004535,-0.402638
1.805528397,-0.857491,-0.521928
1.822195064,-0.683314,-0.623576
1.83886173,-0.467503,-0.712202
1.855528397,-0.243044,-0.774891
1.872195064,0.001451,-0.818933
1.88886173,0.237381,-0.842916
1.905528397,0.457978,-0.867956
1.922195064,0.663818,-0.871172
1.93886173,0.84872,-0.834134
1.955528397,1.009599,-0.78601
1.972195064,1.161714,-0.688884
1.98886173,1.284863,-0.563236
2.005528397,1.377017,-0.409193
2.022195064,1.422633,-0.282856
2.03886173,1.440263,-0.115201
2.055528397,1.422135,0.03801
2.072195064,1.379703,0.181146
2.08886173,1.299924,0.337949
2.105528397,1.204826,0.471285
2.122195064,1.084273,0.585766
2.13886173,0.94691,0.701867
2.155528397,0.792941,0.775236
2.172195064,0.628402,0.810354
2.18886173,0.444384,0.818751
2.205528397,0.266876,0.779975
2.222195064,0.09079,0.712507
2.23886173,-0.070148,0.652236
2.255528397,-0.215668,0.572366
2.272195064,-0.359486,0.489741
2.28886173,-0.48526,0.407674
2.305528397,-0.589368,0.32091
2.322195064,-0.688368,0.227435
2.33886173,-0.765419,0.162112
2.355528397,-0.817936,0.073927
2.372195064,-0.833081,0.020772
2.38886173,-0.827756,-0.027043
2.405528397,-0.794678,-0.052494
2.422195064,-0.741161,-0.066322
2.43886173,-0.677637,-0.09518
2.455528397,-0.603928,-0.140662
2.472195064,-0.522781,-0.233769
2.48886173,-0.433715,-0.336591
2.505528397,-0.305023,-0.43616
2.522195064,-0.167352,-0.494598
2.53886173,-0.025,-0.490014
2.555528397,0.108767,-0.458482
2.572195064,0.21183,-0.426664
2.58886173,0.30343,-0.378672
2.605528397,0.383456,-0.31621
2.622195064,0.426731,-0.309297
2.63886173,0.471009,-0.288652
2.655528397,0.50755,-0.252503
2.672195064,0.541375,-0.155218
2.68886173,0.54764,-0.045257
2.705528397,0.535918,0.073762
2.722195064,0.501373,0.16304
2.73886173,0.450488,0.22433
2.755528397,0.378579,0.250467
2.772195064,0.307208,0.274767
2.78886173,0.242581,0.322986
2.805528397,0.175291,0.376464
2.822195064,0.097095,0.432482
2.83886173,0.013737,0.486474
2.855528397,-0.080806,0.50672
2.872195064,-0.184204,0.510363
2.88886173,-0.296594,0.487867
2.905528397,-0.409286,0.472144
2.922195064,-0.512926,0.463447
2.93886173,-0.615527,0.452327
2.955528397,-0.711641,0.41298
2.972195064,-0.801469,0.353543
2.98886173,-0.874525,0.278218
3.005528397,-0.926763,0.175726
3.022195064,-0.961468,0.055273
3.03886173,-0.957807,-0.040826
3.055528397,-0.934291,-0.124413
3.072195064,-0.893113,-0.201058
3.08886173,-0.830082,-0.281724
3.105528397,-0.757548,-0.376524
3.122195064,-0.670305,-0.48683
3.13886173,-0.548684,-0.586121
3.155528397,-0.401212,-0.685331
3.172195064,-0.2386,-0.768332
3.18886173,-0.048063,-0.818328
3.205528397,0.155644,-0.868252
3.222195064,0.369778,-0.89539
3.23886173,0.595046,-0.892757
3.255528397,0.798898,-0.890095
3.272195064,1.004697,-0.862246
3.28886173,1.202652,-0.797899
3.305528397,1.372414,-0.687435
3.322195064,1.514878,-0.532021
3.33886173,1.630614,-0.33885
3.355528397,1.715421,-0.122672
3.372195064,1.726737,0.082192
3.38886173,1.685242,0.295101
3.405528397,1.585874,0.522839
3.422195064,1.441088,0.761646
3.43886173,1.247939,1.015592
3.455528397,1.000529,1.241579
3.472195064,0.703816,1.4116
3.48886173,0.378346,1.536025
3.505528397,0.029137,1.588442
3.522195064,-0.316465,1.573421
3.53886173,-0.663245,1.50118
3.555528397,-0.991804,1.395151
3.572195064,-1.288106,1.283534
3.58886173,-1.559292,1.127482
3.605528397,-1.797314,0.906889
3.622195064,-1.991501,0.655084
3.63886173,-2.135516,0.401327
3.655528397,-2.235524,0.160173
3.672195064,-2.28184,-0.042267
3.68886173,-2.283292,-0.203967
3.705528397,-2.242892,-0.329262
3.722195064,-2.166766,-0.423434
3.73886173,-2.059369,-0.532133
3.755528397,-1.922604,-0.657634
3.772195064,-1.743046,-0.759428
3.78886173,-1.521345,-0.857748
3.805528397,-1.266514,-0.90966
3.822195064,-0.967772,-0.928526
3.83886173,-0.632816,-0.935365
3.855528397,-0.305733,-0.958582
3.872195064,0.046952,-0.959398
3.88886173,0.379571,-1.020155
3.905528397,0.710222,-1.081045
3.922195064,1.022197,-1.143494
3.93886173,1.301779,-1.167956
3.955528397,1.570046,-1.1071
3.972195064,1.794703,-0.993042
3.98886173,1.969945,-0.822
4.005528397,2.06678,-0.679143
4.022195064,2.112298,-0.513021
4.03886173,2.107364,-0.31624
4.055528397,2.045803,-0.130465
4.072195064,1.944278,0.078634
4.08886173,1.815343,0.322615
4.105528397,1.664304,0.551792
4.122195064,1.480418,0.753925
4.13886173,1.294328,0.923241
4.155528397,1.090476,1.029566
4.172195064,0.873676,1.067476
4.18886173,0.653397,1.077238
4.205528397,0.440436,1.036898
4.222195064,0.240411,0.980218
4.23886173,0.040184,0.910282
4.255528397,-0.148428,0.815778
4.272195064,-0.331079,0.701524
4.28886173,-0.51555,0.544673
4.305528397,-0.695876,0.358848
4.322195064,-0.851768,0.175217
4.33886173,-0.966454,-0.013262
4.355528397,-1.043158,-0.194781
4.372195064,-1.077784,-0.356994
4.38886173,-1.062596,-0.491296
4.405528397,-1.008545,-0.567015
4.422195064,-0.921046,-0.588315
4.43886173,-0.797822,-0.571638
4.455528397,-0.659355,-0.551611
4.472195064,-0.492342,-0.540429
4.48886173,-0.309066,-0.532212
4.505528397,-0.099411,-0.49706
4.522195064,0.113558,-0.45896
4.53886173,0.331995,-0.365822
4.555528397,0.516727,-0.267814
4.572195064,0.665769,-0.1536
4.58886173,0.777103,-0.04015
4.605528397,0.83987,0.063459
4.622195064,0.844386,0.126052
4.63886173,0.807379,0.161759
4.655528397,0.738217,0.195682
4.672195064,0.648528,0.215726
4.68886173,0.548396,0.241296
4.705528397,0.430135,0.254403
4.722195064,0.292202,0.247209
4.73886173,0.166841,0.21999
4.755528397,0.051431,0.185244
4.772195064,-0.055395,0.120462
4.78886173,-0.138667,0.052575
4.805528397,-0.180313,0.049157
4.822195064,-0.207711,0.048017
4.83886173,-0.221917,0.057821
4.855528397,-0.223754,0.063704
4.872195064,-0.212988,0.062424
4.88886173,-0.194224,0.034614
4.905528397,-0.169379,0.000186
4.922195064,-0.129472,-0.020333
4.93886173,-0.076532,-0.010094
4.955528397,-0.026321,-0.005767
4.972195064,0.016927,0.001342
4.98886173,0.051705,0.016867
5.005528397,0.075134,0.010666
5.022195064,0.085576,0.001177
5.03886173,0.091895,-0.013182
5.055528397,0.101521,-0.017463
5.072195064,0.108463,0.003824
5.08886173,0.109194,0.015447
5.105528397,0.103294,0.025647
5.122195064,0.081309,0.052571
5.13886173,0.043551,0.06734
5.155528397,0.005074,0.068924
5.172195064,-0.035432,0.075044
5.18886173,-0.067993,0.115969
5.205528397,-0.105063,0.180152
5.222195064,-0.144634,0.266059
